,fwd,measured,misfit,abs_misfit,percent_misfit
0,6.474071430055237,6.598791945251372,-0.12472051519613458,0.12472051519613458,0.018900507279349225
1,5.879543853359053,5.362772294682586,0.5167715586764663,0.5167715586764663,0.09636276356332842
2,5.592546857129304,5.413154260327046,0.17939259680225828,0.17939259680225828,0.03314012277777208
3,5.183636763593745,5.105121163382011,0.07851560021173398,0.07851560021173398,0.015379772134481414
4,4.371298215928552,4.152762513866806,0.21853570206174577,0.21853570206174577,0.05262417519230068
5,5.684560128020301,5.803832521976127,-0.11927239395582578,0.11927239395582578,0.020550626418698783
6,6.3675382568658465,6.528157001330204,-0.1606187444643572,0.1606187444643572,0.02460399534380513
7,8.337699272979373,9.843358957931017,-1.5056596849516435,1.5056596849516435,0.15296198090373403
8,6.423797350949543,6.545341719236576,-0.12154436828703297,0.12154436828703297,0.018569598578759835
9,5.842841077952723,5.379167807233723,0.4636732707190001,0.4636732707190001,0.08619795614025424
10,5.4646908032082955,5.2734653268142795,0.191225476394016,0.191225476394016,0.03626182491836654
11,5.014414859275873,4.908166528695009,0.10624833058086391,0.10624833058086391,0.021647254623431325
12,4.496013232814544,4.509749125533887,-0.013735892719342502,0.013735892719342502,0.003045821915363502
13,4.3152051028032075,4.3810317923798525,-0.06582668957664506,0.06582668957664506,0.015025385045399742
14,3.9641601447131305,4.037121657737733,-0.07296151302460219,0.07296151302460219,0.018072656513771587
15,4.2810264410552685,4.476937049434185,-0.1959106083789166,0.1959106083789166,0.04375996495275194
16,3.7948485494050184,3.792724731030823,0.0021238183741951744,0.0021238183741951744,0.0005599716628045248
17,4.188050433414067,4.225470093752542,-0.037419660338475325,0.037419660338475325,0.008855739008495452
18,4.226378551388288,4.2190685363274385,0.007310015060849828,0.007310015060849828,0.0017326134898991135
19,4.710827145751221,4.604425411947923,0.10640173380329809,0.10640173380329809,0.023108580177495886
20,4.977553095364461,4.91116730109153,0.06638579427293045,0.06638579427293045,0.013517314765101953
21,5.494703775936553,5.211734067194833,0.28296970874172,0.28296970874172,0.05429473282661673
22,6.482464040285253,6.4441795788141985,0.03828446147105424,0.03828446147105424,0.0059409364687659765
23,7.361239315558002,7.085144656017529,0.2760946595404734,0.2760946595404734,0.03896810480869741
24,5.3281905652294785,5.215059815637001,0.11313074959247782,0.11313074959247782,0.021693087633101158
25,4.871202675990647,4.782738225166147,0.08846445082449961,0.08846445082449961,0.01849661149318421
26,4.49475305687556,4.4956358916854136,-0.0008828348098539607,0.0008828348098539607,0.0001963759590688262
27,4.306404796590827,4.3642215031552505,-0.057816706564423725,0.057816706564423725,0.013247885452794577
28,4.0339407206332245,4.076521695171978,-0.04258097453875376,0.04258097453875376,0.010445418354864752
29,4.265114297922136,4.427916146883206,-0.16280184896106942,0.16280184896106942,0.0367671481483824
30,4.009728261007636,4.086540375476643,-0.07681211446900704,0.07681211446900704,0.01879636744321849
31,4.070067236749608,4.150436009369795,-0.08036877262018649,0.08036877262018649,0.01936393488268471
32,3.9928171632967615,4.105341672211497,-0.11252450891473575,0.11252450891473575,0.027409292063654275
33,3.9991445744085716,4.1023168748062915,-0.10317230039771985,0.10317230039771985,0.025149763791123905
34,4.0255923066786785,4.136377732436162,-0.1107854257574834,0.1107854257574834,0.026783198470666555
35,4.138525498383528,4.293583816492445,-0.15505831810891735,0.15505831810891735,0.03611396090913838
36,3.997368277213139,4.12338793342397,-0.12601965621083133,0.12601965621083133,0.0305621635037835
37,4.104843670659524,4.231163587618989,-0.12631991695946443,0.12631991695946443,0.02985465211723206
38,4.035079440741163,4.163109467489683,-0.1280300267485197,0.1280300267485197,0.030753461504753717
39,4.042097527806327,4.16202388119955,-0.11992635339322355,0.11992635339322355,0.02881443182845438
40,4.048821602405492,4.180397057091817,-0.1315754546863248,0.1315754546863248,0.03147439175977655
41,4.0329512857448755,4.170502652608006,-0.1375513668631303,0.1375513668631303,0.03298196364342632
42,4.04114696871215,4.201507120233221,-0.16036015152107108,0.16036015152107108,0.03816729257670987
43,4.109940553793309,4.258591024043713,-0.1486504702504039,0.1486504702504039,0.034906021595202154
44,4.072507902915517,4.198445264485906,-0.12593736157038826,0.12593736157038826,0.029996189931467198
45,4.130293152423046,4.264741224007104,-0.13444807158405858,0.13444807158405858,0.03152549346422774
46,3.9782059601662234,4.104518896119212,-0.12631293595298887,0.12631293595298887,0.03077411485970175
47,4.0494887512093305,4.1884527526401065,-0.13896400143077603,0.13896400143077603,0.033177884445081275
48,4.082668710415382,4.220844199475745,-0.13817548906036325,0.13817548906036325,0.03273645804730852
49,3.9590489808862612,4.084874446058636,-0.12582546517237514,0.12582546517237514,0.03080277419389966
50,4.0279272860742115,4.183737106331472,-0.15580982025726087,0.15580982025726087,0.037241780804407036
51,4.085792292415563,4.241415780649109,-0.15562348823354544,0.15562348823354544,0.036691401240019135
52,3.942219338881471,4.075685810285893,-0.13346647140442158,0.13346647140442158,0.03274699709864521
53,3.969217465009268,4.109139327177382,-0.13992186216811398,0.13992186216811398,0.03405137938319264
54,4.018302489720493,4.149241516522755,-0.13093902680226233,0.13093902680226233,0.03155734036711243
55,3.9969164982205885,4.117593845237733,-0.12067734701714494,0.12067734701714494,0.029307734456791114
56,4.029346600091606,4.154419593232916,-0.12507299314130993,0.12507299314130993,0.030106008874269664
57,4.048679393992712,4.168099286509333,-0.11941989251662122,0.11941989251662122,0.02865092319253077
58,4.02561297825125,4.095939866146715,-0.07032688789546437,0.07032688789546437,0.017169902438442023
59,4.240740618585023,4.319771756574866,-0.07903113798984318,0.07903113798984318,0.018295211516570202
