datetime,STID,RELH,TAIR,WSPD,WVEC,WDIR,WDSD,WSSD,WMAX,RAIN,PRES,SRAD,TA9M,WS2M
2019-11-15 00:00:00,ARD2,50.0,8.9,1.4,1.4,7.0,5.6,0.1,1.6,0.0,995.57,0.0,9.6,0.1
2019-11-15 01:00:00,ARD2,54.0,7.1,1.4,1.4,15.0,4.8,0.1,1.8,0.0,996.0,0.0,8.9,0.0
2019-11-15 02:00:00,ARD2,57.0,6.9,1.6,1.6,1.0,4.7,0.2,1.9,0.0,996.38,0.0,8.3,0.3
2019-11-15 03:00:00,ARD2,64.0,5.2,0.4,0.4,289.0,9.6,0.1,0.7,0.0,996.92,0.0,6.5,0.3
2019-11-15 04:00:00,ARD2,79.0,1.7,0.9,0.9,64.0,7.6,0.1,1.1,0.0,997.18,0.0,5.1,0.5
2019-11-15 05:00:00,ARD2,87.0,1.1,1.2,1.2,302.0,3.9,0.1,1.3,0.0,997.5,0.0,4.5,0.8
2019-11-15 06:00:00,ARD2,88.0,1.8,1.4,1.4,317.0,4.1,0.1,1.8,0.0,997.44,0.0,4.5,0.8
2019-11-15 07:00:00,ARD2,85.0,1.4,1.2,1.2,325.0,4.7,0.2,1.7,0.0,997.6,0.0,3.6,0.0
2019-11-15 08:00:00,ARD2,88.0,1.0,1.6,1.6,334.0,7.9,0.2,2.1,0.0,997.58,0.0,3.6,0.1
2019-11-15 09:00:00,ARD2,90.0,0.0,0.7,0.7,294.0,8.9,0.1,0.8,0.0,997.61,0.0,1.8,0.4
2019-11-15 10:00:00,ARD2,86.0,0.8,0.6,0.6,2.0,18.5,0.3,1.1,0.0,997.18,0.0,1.7,0.0
2019-11-15 11:00:00,ARD2,94.0,-1.1,0.9,0.9,239.0,7.1,0.1,1.1,0.0,997.55,0.0,1.4,0.0
2019-11-15 12:00:00,ARD2,95.0,-1.6,0.7,0.7,229.0,9.3,0.2,1.2,0.0,997.52,0.0,1.3,0.0
2019-11-15 13:00:00,ARD2,95.0,-1.6,1.1,1.1,84.0,1.0,0.3,1.5,0.0,997.43,5.0,1.6,0.0
2019-11-15 14:00:00,ARD2,94.0,1.2,1.4,1.4,300.0,5.7,0.2,1.8,0.0,998.11,150.0,1.7,0.2
2019-11-15 15:00:00,ARD2,78.0,4.7,0.1,0.1,88.0,7.8,0.2,0.5,0.0,998.47,335.0,5.7,0.0
2019-11-15 16:00:00,ARD2,60.0,8.3,0.1,0.1,160.0,27.5,0.2,0.6,0.0,998.54,499.0,8.7,0.1
2019-11-15 17:00:00,ARD2,45.0,10.4,1.2,1.1,180.0,22.5,0.4,2.2,0.0,998.11,612.0,10.4,1.1
2019-11-15 18:00:00,ARD2,41.0,12.1,1.9,1.9,184.0,13.8,0.3,2.5,0.0,997.19,662.0,11.8,1.8
2019-11-15 19:00:00,ARD2,39.0,13.1,1.3,1.2,104.0,28.2,0.3,2.3,0.0,995.77,646.0,12.6,1.2
2019-11-15 20:00:00,ARD2,34.0,14.1,1.6,1.5,78.0,17.6,0.5,2.9,0.0,994.83,567.0,13.9,1.1
2019-11-15 21:00:00,ARD2,32.0,14.5,0.6,0.5,91.0,31.0,0.4,1.3,0.0,994.31,426.0,14.4,0.4
2019-11-15 22:00:00,ARD2,32.0,14.4,2.3,2.2,182.0,9.9,0.6,3.2,0.0,993.67,244.0,14.4,2.0
2019-11-15 23:00:00,ARD2,40.0,12.6,2.0,2.0,193.0,3.0,0.1,2.4,0.0,993.39,51.0,13.7,1.3
2019-11-16 00:00:00,ARD2,46.0,9.8,1.8,1.6,132.0,21.9,0.3,2.7,0.0,993.38,0.0,11.8,1.0
2019-11-16 01:00:00,ARD2,51.0,8.9,2.5,2.5,140.0,7.9,0.3,3.3,0.0,993.27,0.0,10.2,1.6
2019-11-16 02:00:00,ARD2,48.0,8.9,2.1,2.1,148.0,5.4,0.2,2.8,0.0,993.3,0.0,9.8,1.3
2019-11-16 03:00:00,ARD2,46.0,8.8,1.8,1.8,155.0,7.5,0.3,2.7,0.0,993.2,0.0,9.8,1.0
2019-11-16 04:00:00,ARD2,51.0,7.4,2.0,2.0,164.0,6.7,0.3,2.7,0.0,993.18,0.0,9.3,1.2
2019-11-16 05:00:00,ARD2,56.0,7.1,2.1,2.1,149.0,6.9,0.3,3.0,0.0,992.99,0.0,8.3,1.2
2019-11-16 06:00:00,ARD2,61.0,6.3,1.6,1.6,140.0,8.4,0.4,2.8,0.0,992.78,0.0,7.3,0.9
2019-11-16 07:00:00,ARD2,65.0,5.0,1.6,1.6,111.0,11.8,0.2,2.1,0.0,992.38,0.0,6.5,0.4
2019-11-16 08:00:00,ARD2,65.0,5.5,1.4,1.4,158.0,13.8,0.4,2.1,0.0,992.3,0.0,6.1,0.5
2019-11-16 09:00:00,ARD2,68.0,5.0,2.2,2.1,158.0,11.6,0.5,3.5,0.0,991.8,0.0,5.7,1.4
2019-11-16 10:00:00,ARD2,69.0,4.6,2.0,2.0,164.0,9.9,0.5,3.5,0.0,991.72,0.0,5.1,1.2
2019-11-16 11:00:00,ARD2,67.0,4.4,1.7,1.7,159.0,12.0,0.4,2.4,0.0,991.63,0.0,4.9,0.9
2019-11-16 12:00:00,ARD2,68.0,4.4,2.4,2.4,158.0,10.4,0.5,4.1,0.0,991.47,0.0,4.9,1.7
2019-11-16 13:00:00,ARD2,69.0,4.2,2.6,2.6,159.0,10.9,0.5,4.2,0.0,991.77,4.0,4.6,1.9
2019-11-16 14:00:00,ARD2,67.0,5.3,2.6,2.6,163.0,10.3,0.5,4.5,0.0,992.0,135.0,5.4,2.2
2019-11-16 15:00:00,ARD2,61.0,8.1,2.6,2.6,168.0,10.9,0.5,3.8,0.0,992.05,320.0,8.0,2.3
2019-11-16 16:00:00,ARD2,50.0,11.0,4.4,4.3,166.0,11.8,0.8,6.1,0.0,991.98,456.0,10.5,3.7
2019-11-16 17:00:00,ARD2,43.0,13.0,6.0,5.9,184.0,9.1,0.8,7.8,0.0,991.32,592.0,12.3,5.1
2019-11-16 18:00:00,ARD2,39.0,14.9,4.4,4.3,170.0,14.4,1.0,6.4,0.0,990.28,636.0,14.2,3.8
2019-11-16 19:00:00,ARD2,37.0,15.8,3.8,3.7,184.0,14.1,1.0,5.9,0.0,988.88,651.0,14.8,3.2
2019-11-16 20:00:00,ARD2,35.0,16.1,4.4,4.3,154.0,12.1,1.3,6.6,0.0,987.68,539.0,15.4,3.6
2019-11-16 21:00:00,ARD2,36.0,16.2,4.3,4.2,136.0,10.9,0.8,6.2,0.0,986.88,415.0,15.7,3.5
2019-11-16 22:00:00,ARD2,38.0,14.8,3.9,3.9,156.0,12.2,0.8,6.0,0.0,986.52,119.0,14.8,3.1
2019-11-16 23:00:00,ARD2,42.0,13.1,2.9,2.8,139.0,10.1,0.6,4.1,0.0,986.14,31.0,13.6,2.1
2019-11-17 00:00:00,ARD2,46.0,12.2,3.1,3.1,158.0,10.2,0.6,4.3,0.0,986.34,0.0,12.5,2.5
2019-11-17 01:00:00,ARD2,49.0,10.7,3.1,3.1,159.0,9.4,0.6,4.8,0.0,986.23,0.0,11.3,2.2
2019-11-17 02:00:00,ARD2,58.0,9.0,2.5,2.5,118.0,7.3,0.3,3.5,0.0,986.14,0.0,9.9,1.5
2019-11-17 03:00:00,ARD2,54.0,9.3,2.9,2.8,144.0,10.2,0.6,4.5,0.0,985.86,0.0,9.8,2.0
2019-11-17 04:00:00,ARD2,55.0,8.6,2.6,2.6,155.0,8.5,0.5,3.7,0.0,985.96,0.0,9.0,2.1
2019-11-17 05:00:00,ARD2,58.0,7.7,2.3,2.3,156.0,10.1,0.4,3.1,0.0,986.02,0.0,8.2,1.6
2019-11-17 06:00:00,ARD2,56.0,7.7,2.7,2.7,128.0,10.5,0.6,4.3,0.0,985.91,0.0,8.2,1.9
2019-11-17 07:00:00,ARD2,74.0,4.3,1.6,1.6,70.0,6.1,0.2,2.0,0.0,986.18,0.0,5.5,0.8
2019-11-17 08:00:00,ARD2,74.0,4.3,2.3,2.3,136.0,7.8,0.3,3.1,0.0,985.86,0.0,6.2,0.9
2019-11-17 09:00:00,ARD2,76.0,3.9,1.7,1.7,102.0,3.4,0.2,2.2,0.0,985.32,0.0,5.1,0.8
2019-11-17 10:00:00,ARD2,64.0,6.8,3.4,3.3,146.0,12.0,0.7,5.6,0.0,984.74,0.0,7.0,2.7
2019-11-17 11:00:00,ARD2,69.0,5.9,1.3,1.2,140.0,8.1,0.4,2.3,0.0,985.23,0.0,6.5,0.6
2019-11-17 12:00:00,ARD2,72.0,5.1,1.2,1.2,105.0,14.7,0.4,2.3,0.0,985.06,0.0,5.7,0.5
2019-11-17 13:00:00,ARD2,83.0,3.8,1.8,1.7,345.0,13.6,0.4,2.4,0.0,985.8,3.0,4.5,1.5
2019-11-17 14:00:00,ARD2,83.0,4.2,0.3,0.3,340.0,5.4,0.3,0.7,0.0,986.03,45.0,4.1,0.0
2019-11-17 15:00:00,ARD2,77.0,5.7,1.0,1.0,66.0,10.9,0.2,1.2,0.0,986.39,87.0,5.6,0.7
2019-11-17 16:00:00,ARD2,62.0,9.6,1.2,1.2,270.0,16.4,0.5,2.3,0.0,986.38,458.0,9.5,0.9
2019-11-17 17:00:00,ARD2,54.0,12.6,2.9,2.7,275.0,17.3,0.4,3.6,0.0,986.0,563.0,11.7,2.3
2019-11-17 18:00:00,ARD2,47.0,15.2,2.5,2.2,349.0,31.6,0.7,4.0,0.0,985.21,610.0,14.2,2.1
2019-11-17 19:00:00,ARD2,41.0,16.4,3.1,3.0,18.0,15.0,0.9,5.3,0.0,984.6,596.0,15.4,2.6
2019-11-17 20:00:00,ARD2,40.0,16.9,2.6,2.4,331.0,21.3,0.6,4.0,0.0,984.16,519.0,16.2,2.2
2019-11-17 21:00:00,ARD2,37.0,17.7,2.9,2.8,3.0,18.6,0.8,4.4,0.0,983.74,389.0,17.1,2.6
2019-11-17 22:00:00,ARD2,36.0,18.0,2.0,1.9,352.0,19.5,0.8,3.9,0.0,983.33,218.0,17.8,1.3
2019-11-17 23:00:00,ARD2,40.0,16.4,1.4,1.4,11.0,12.8,0.3,2.0,0.0,983.62,42.0,17.0,0.7
2019-11-18 00:00:00,ARD2,46.0,14.4,1.8,1.7,335.0,16.6,0.4,2.8,0.0,984.25,0.0,15.4,0.5
2019-11-18 01:00:00,ARD2,50.0,12.4,1.4,1.4,336.0,12.9,0.3,2.2,0.0,984.69,0.0,13.5,0.2
2019-11-18 02:00:00,ARD2,54.0,11.4,1.1,1.1,324.0,11.8,0.2,1.8,0.0,985.03,0.0,12.4,0.1
2019-11-18 03:00:00,ARD2,58.0,9.9,1.4,1.4,332.0,11.0,0.4,2.3,0.0,985.27,0.0,11.1,0.1
2019-11-18 04:00:00,ARD2,61.0,8.7,1.1,1.1,315.0,8.5,0.2,1.5,0.0,985.38,0.0,9.9,0.0
2019-11-18 05:00:00,ARD2,67.0,7.1,1.7,1.7,282.0,4.3,0.1,2.0,0.0,984.94,0.0,9.1,1.3
2019-11-18 06:00:00,ARD2,76.0,4.5,1.4,1.4,292.0,5.0,0.1,1.6,0.0,984.66,0.0,8.5,0.2
2019-11-18 07:00:00,ARD2,72.0,6.0,1.3,1.3,324.0,4.3,0.1,1.6,0.0,984.15,0.0,8.3,0.8
2019-11-18 08:00:00,ARD2,79.0,3.4,0.9,0.9,2.0,7.2,0.1,1.2,0.0,983.93,0.0,6.4,0.0
2019-11-18 09:00:00,ARD2,82.0,2.9,1.0,1.0,27.0,3.2,0.1,1.1,0.0,983.33,0.0,6.0,0.0
2019-11-18 10:00:00,ARD2,87.0,2.9,0.4,0.4,160.0,0.0,0.1,0.6,0.0,982.88,0.0,6.5,1.0
2019-11-18 11:00:00,ARD2,89.0,2.8,1.1,1.1,255.0,0.0,0.1,1.3,0.0,982.63,0.0,6.3,0.9
2019-11-18 12:00:00,ARD2,85.0,2.7,1.5,1.5,228.0,0.6,0.1,1.9,0.0,982.63,0.0,5.9,1.2
2019-11-18 13:00:00,ARD2,88.0,1.8,2.0,2.0,250.0,3.0,0.1,2.3,0.0,983.25,2.0,4.5,1.3
2019-11-18 14:00:00,ARD2,81.0,5.1,2.1,2.1,240.0,5.2,0.3,2.8,0.0,983.43,78.0,5.3,1.3
2019-11-18 15:00:00,ARD2,65.0,8.8,3.2,3.2,250.0,6.6,0.4,4.3,0.0,983.64,313.0,8.5,2.6
2019-11-18 16:00:00,ARD2,48.0,12.9,3.4,3.4,218.0,8.6,0.5,5.0,0.0,983.46,468.0,12.3,2.9
2019-11-18 17:00:00,ARD2,37.0,16.5,3.3,3.1,214.0,19.1,1.1,6.4,0.0,983.23,575.0,15.7,2.8
2019-11-18 18:00:00,ARD2,31.0,18.7,4.8,4.6,216.0,18.1,1.0,7.4,0.0,981.73,625.0,17.7,3.9
2019-11-18 19:00:00,ARD2,28.0,20.5,4.8,4.8,215.0,10.2,0.7,6.6,0.0,980.13,611.0,19.6,4.0
2019-11-18 20:00:00,ARD2,29.0,21.6,6.8,6.6,250.0,13.2,1.0,9.0,0.0,978.98,531.0,20.6,5.5
2019-11-18 21:00:00,ARD2,30.0,21.8,6.9,6.8,254.0,9.3,0.9,9.4,0.0,978.11,399.0,21.2,5.2
2019-11-18 22:00:00,ARD2,31.0,21.7,4.3,4.2,238.0,13.1,0.9,6.0,0.0,978.27,227.0,21.7,3.3
2019-11-18 23:00:00,ARD2,35.0,19.7,1.8,1.8,244.0,5.5,0.2,2.3,0.0,978.41,42.0,21.1,1.0
2019-11-19 00:00:00,ARD2,45.0,15.3,1.8,1.8,235.0,3.9,0.1,2.1,0.0,978.82,0.0,19.3,0.8
2019-11-19 01:00:00,ARD2,47.0,14.9,1.1,1.1,212.0,5.6,0.1,1.2,0.0,979.35,0.0,18.1,0.4
2019-11-19 02:00:00,ARD2,58.0,12.0,2.5,2.5,221.0,2.6,0.1,2.7,0.0,979.78,0.0,17.1,1.2
2019-11-19 03:00:00,ARD2,60.0,11.6,2.1,2.0,233.0,5.2,0.2,2.5,0.0,980.23,0.0,14.6,1.1
2019-11-19 04:00:00,ARD2,69.0,9.5,2.0,2.0,231.0,2.2,0.1,2.2,0.0,980.55,0.0,14.7,0.7
2019-11-19 05:00:00,ARD2,59.0,12.4,1.6,1.6,256.0,3.3,0.1,1.8,0.0,980.72,0.0,14.1,0.0
2019-11-19 06:00:00,ARD2,58.0,12.6,1.6,1.6,270.0,4.2,0.1,1.9,0.0,980.95,0.0,14.0,0.6
2019-11-19 07:00:00,ARD2,71.0,8.5,0.9,0.8,22.0,21.2,0.3,1.6,0.0,981.24,0.0,11.4,0.0
2019-11-19 08:00:00,ARD2,70.0,8.6,1.4,1.4,340.0,7.0,0.2,2.0,0.0,980.89,0.0,12.6,0.0
2019-11-19 09:00:00,ARD2,80.0,7.8,1.2,1.2,324.0,14.6,0.2,1.5,0.0,980.92,0.0,12.2,0.0
2019-11-19 10:00:00,ARD2,81.0,6.4,1.9,1.9,197.0,1.3,0.1,2.1,0.0,980.86,0.0,9.5,0.9
2019-11-19 11:00:00,ARD2,76.0,8.4,1.9,1.9,255.0,3.8,0.1,2.1,0.0,981.59,0.0,10.0,0.7
2019-11-19 12:00:00,ARD2,84.0,6.3,1.7,1.7,255.0,3.5,0.2,2.0,0.0,981.64,0.0,9.6,0.6
2019-11-19 13:00:00,ARD2,88.0,5.1,1.4,1.4,360.0,5.1,0.1,1.6,0.0,982.71,3.0,6.5,0.0
2019-11-19 14:00:00,ARD2,83.0,7.7,1.1,1.1,22.0,8.7,0.3,1.7,0.0,983.55,94.0,9.4,0.0
2019-11-19 15:00:00,ARD2,67.0,12.1,1.5,1.4,74.0,5.2,0.1,1.8,0.0,983.91,310.0,12.1,1.1
2019-11-19 16:00:00,ARD2,46.0,16.9,2.8,2.8,87.0,10.9,0.5,4.0,0.0,984.19,469.0,16.5,2.0
2019-11-19 17:00:00,ARD2,33.0,20.3,4.3,4.2,104.0,11.7,0.5,5.4,0.0,983.42,582.0,19.6,3.2
2019-11-19 18:00:00,ARD2,30.0,22.5,4.2,4.1,107.0,9.8,1.1,6.9,0.0,982.41,632.0,21.6,3.1
2019-11-19 19:00:00,ARD2,29.0,23.5,4.4,4.3,138.0,12.8,0.8,6.2,0.0,981.63,615.0,22.7,3.6
2019-11-19 20:00:00,ARD2,28.0,24.2,4.3,4.2,133.0,12.1,1.1,7.5,0.0,980.92,534.0,23.6,3.6
2019-11-19 21:00:00,ARD2,29.0,23.9,5.5,5.4,141.0,12.9,0.9,7.7,0.0,980.56,426.0,23.5,4.5
2019-11-19 22:00:00,ARD2,30.0,23.4,4.8,4.6,146.0,12.8,1.0,7.4,0.0,980.26,171.0,23.5,4.0
2019-11-19 23:00:00,ARD2,33.0,22.2,2.7,2.6,138.0,9.2,0.6,4.1,0.0,979.9,49.0,23.0,2.1
2019-11-20 00:00:00,ARD2,40.0,19.2,2.3,2.2,134.0,9.2,0.4,3.4,0.0,980.13,0.0,20.8,1.2
2019-11-20 01:00:00,ARD2,43.0,18.2,3.0,3.0,133.0,10.9,0.6,4.7,0.0,980.14,0.0,19.2,2.1
2019-11-20 02:00:00,ARD2,44.0,18.0,4.0,3.9,138.0,12.4,0.8,5.9,0.0,980.33,0.0,18.6,2.9
2019-11-20 03:00:00,ARD2,46.0,17.3,4.5,4.5,154.0,10.5,0.8,6.5,0.0,980.73,0.0,17.7,3.6
2019-11-20 04:00:00,ARD2,50.0,16.8,3.4,3.3,153.0,10.7,0.9,6.4,0.0,980.92,0.0,17.3,2.7
2019-11-20 05:00:00,ARD2,53.0,16.4,3.9,3.8,163.0,9.6,0.6,5.7,0.0,980.83,0.0,16.8,3.3
2019-11-20 06:00:00,ARD2,58.0,16.0,4.0,4.0,166.0,9.3,0.6,5.9,0.0,981.06,0.0,16.4,3.3
2019-11-20 07:00:00,ARD2,65.0,14.4,3.8,3.8,161.0,9.8,0.6,5.3,0.0,981.17,0.0,14.8,3.0
2019-11-20 08:00:00,ARD2,71.0,13.9,3.7,3.7,156.0,8.9,0.7,5.8,0.0,981.15,0.0,14.3,3.0
2019-11-20 09:00:00,ARD2,72.0,14.5,4.4,4.3,158.0,11.0,0.7,5.9,0.0,981.1,0.0,14.7,3.6
2019-11-20 10:00:00,ARD2,76.0,13.7,3.6,3.5,158.0,12.1,0.6,4.6,0.0,980.91,0.0,13.9,3.0
2019-11-20 11:00:00,ARD2,82.0,13.2,4.0,4.0,161.0,10.4,0.9,6.1,0.0,980.98,0.0,13.5,3.3
2019-11-20 12:00:00,ARD2,86.0,14.7,5.7,5.6,165.0,10.2,1.0,8.8,0.0,980.9,0.0,14.7,4.6
2019-11-20 13:00:00,ARD2,89.0,15.9,5.2,5.1,176.0,10.1,1.0,8.2,0.0,981.35,2.0,15.9,4.4
2019-11-20 14:00:00,ARD2,89.0,16.2,5.7,5.6,167.0,10.5,1.5,9.2,0.0,981.55,47.0,16.1,4.7
2019-11-20 15:00:00,ARD2,84.0,17.1,7.4,7.3,168.0,11.2,1.2,10.6,0.0,981.53,106.0,16.9,5.9
2019-11-20 16:00:00,ARD2,88.0,17.2,6.0,5.9,173.0,11.8,1.4,9.6,0.0,981.75,79.0,17.0,5.0
2019-11-20 17:00:00,ARD2,82.0,18.1,6.7,6.6,171.0,10.9,0.9,9.5,0.0,981.5,349.0,17.7,5.8
2019-11-20 18:00:00,ARD2,77.0,19.0,8.2,8.1,158.0,11.7,1.5,12.1,0.0,979.31,289.0,18.5,6.9
2019-11-20 19:00:00,ARD2,78.0,19.3,7.1,6.8,173.0,14.8,1.3,11.0,0.0,979.1,154.0,18.9,5.8
2019-11-20 20:00:00,ARD2,80.0,19.5,7.5,7.4,172.0,12.2,1.1,10.9,0.0,978.83,196.0,19.1,6.3
2019-11-20 21:00:00,ARD2,75.0,20.6,6.7,6.6,173.0,13.4,1.2,10.0,0.0,979.28,79.0,20.4,5.6
2019-11-20 22:00:00,ARD2,73.0,21.3,3.8,3.8,176.0,10.2,0.8,5.7,0.0,979.4,100.0,21.1,3.3
2019-11-20 23:00:00,ARD2,70.0,21.5,5.2,5.1,163.0,11.6,0.9,7.8,0.0,979.47,8.0,21.6,4.5
2019-11-21 00:00:00,ARD2,80.0,19.9,4.9,4.9,164.0,9.3,0.9,7.0,0.51,980.41,0.0,20.2,4.0
2019-11-21 01:00:00,ARD2,90.0,18.7,4.4,4.3,148.0,10.5,0.8,6.5,2.29,980.02,0.0,18.8,3.4
2019-11-21 02:00:00,ARD2,90.0,18.6,4.9,4.8,144.0,10.2,0.9,7.4,2.29,980.11,0.0,18.8,4.0
2019-11-21 03:00:00,ARD2,87.0,18.9,5.3,5.1,146.0,12.2,1.0,7.8,2.29,980.46,0.0,19.0,4.5
2019-11-21 04:00:00,ARD2,87.0,19.0,5.2,5.1,160.0,11.2,0.8,6.7,2.29,980.99,0.0,19.1,4.3
2019-11-21 05:00:00,ARD2,91.0,18.5,5.0,4.9,173.0,12.3,0.9,6.8,2.54,981.06,0.0,18.6,4.0
2019-11-21 06:00:00,ARD2,93.0,18.2,4.7,4.6,178.0,9.6,0.8,7.0,2.54,981.36,0.0,18.3,3.9
2019-11-21 07:00:00,ARD2,93.0,18.0,4.3,4.3,175.0,8.5,0.9,6.4,2.54,981.04,0.0,18.1,3.4
2019-11-21 08:00:00,ARD2,93.0,18.1,5.6,5.6,176.0,9.5,0.9,7.4,2.54,980.92,0.0,18.2,4.6
2019-11-21 09:00:00,ARD2,93.0,18.1,4.4,4.3,172.0,12.7,0.8,6.4,2.54,981.02,0.0,18.2,3.5
2019-11-21 10:00:00,ARD2,94.0,18.0,4.4,4.3,174.0,8.9,0.8,6.5,2.54,981.18,0.0,18.1,3.5
2019-11-21 11:00:00,ARD2,94.0,18.4,4.0,3.9,180.0,11.1,0.6,5.8,2.54,981.51,0.0,18.5,3.2
2019-11-21 12:00:00,ARD2,95.0,18.1,3.7,3.6,180.0,8.6,0.5,4.9,2.54,981.82,0.0,18.2,2.8
2019-11-21 13:00:00,ARD2,96.0,17.7,3.6,3.5,182.0,8.4,0.6,5.1,2.54,982.24,1.0,17.9,2.6
2019-11-21 14:00:00,ARD2,95.0,18.5,3.8,3.8,178.0,9.5,0.6,5.2,2.54,982.6,43.0,18.5,3.2
2019-11-21 15:00:00,ARD2,94.0,19.1,3.8,3.7,181.0,10.8,0.6,4.8,2.54,983.17,87.0,19.0,3.1
2019-11-21 16:00:00,ARD2,93.0,19.4,2.3,2.3,194.0,8.2,0.3,3.1,2.54,983.37,56.0,19.3,1.7
2019-11-21 17:00:00,ARD2,92.0,19.8,1.6,1.6,177.0,11.0,0.4,2.5,2.54,982.82,106.0,19.7,1.2
2019-11-21 18:00:00,ARD2,91.0,19.3,1.8,1.4,308.0,38.7,1.4,5.9,2.54,982.3,5.0,19.3,1.3
2019-11-21 19:00:00,ARD2,98.0,12.1,2.5,2.4,11.0,11.1,0.5,3.6,4.06,981.95,30.0,11.9,1.9
2019-11-21 20:00:00,ARD2,98.0,11.8,3.1,3.1,24.0,10.3,0.7,5.1,5.33,981.36,56.0,11.6,2.4
2019-11-21 21:00:00,ARD2,98.0,10.7,3.5,3.4,19.0,10.6,0.7,5.3,5.33,981.71,14.0,10.5,2.8
2019-11-21 22:00:00,ARD2,98.0,10.2,3.7,3.6,16.0,11.8,0.8,5.5,6.1,982.25,8.0,10.0,2.6
2019-11-21 23:00:00,ARD2,98.0,9.6,5.1,4.9,20.0,11.9,1.0,7.3,6.6,982.48,3.0,9.5,3.8
2019-11-22 00:00:00,ARD2,98.0,8.8,4.6,4.5,15.0,12.7,0.9,6.4,7.11,983.36,0.0,8.7,3.6
2019-11-22 01:00:00,ARD2,98.0,8.1,4.3,4.2,17.0,11.6,0.8,6.4,0.51,984.13,0.0,8.0,3.6
2019-11-22 02:00:00,ARD2,98.0,8.1,3.7,3.5,359.0,15.7,1.0,5.9,0.76,984.79,0.0,8.0,2.8
2019-11-22 03:00:00,ARD2,97.0,8.1,3.5,3.4,27.0,8.5,0.8,5.3,0.76,984.28,0.0,8.1,2.6
2019-11-22 04:00:00,ARD2,96.0,8.2,5.3,5.2,18.0,10.1,1.6,8.3,0.76,985.23,0.0,8.2,4.2
2019-11-22 05:00:00,ARD2,96.0,8.1,4.5,4.3,19.0,15.9,1.0,7.7,0.76,985.21,0.0,8.1,3.6
2019-11-22 06:00:00,ARD2,93.0,7.9,4.6,4.5,40.0,8.7,1.1,6.9,0.76,984.75,0.0,7.9,3.6
2019-11-22 07:00:00,ARD2,92.0,7.5,6.1,6.1,30.0,10.0,1.3,9.1,0.76,984.77,0.0,7.5,4.9
2019-11-22 08:00:00,ARD2,96.0,6.8,4.3,4.1,28.0,18.5,0.8,5.9,2.03,984.81,0.0,6.7,3.4
2019-11-22 09:00:00,ARD2,97.0,6.4,3.8,3.7,29.0,11.7,1.2,6.6,2.29,985.21,0.0,6.2,3.1
2019-11-22 10:00:00,ARD2,96.0,6.1,4.9,4.7,330.0,14.7,1.3,8.1,3.05,987.1,0.0,6.0,3.7
2019-11-22 11:00:00,ARD2,96.0,5.5,4.5,4.4,25.0,14.7,0.9,6.6,3.56,985.34,0.0,5.5,3.7
2019-11-22 12:00:00,ARD2,95.0,5.3,3.1,3.0,348.0,13.2,0.9,5.4,3.56,986.77,0.0,5.3,2.5
2019-11-22 13:00:00,ARD2,95.0,5.1,3.5,3.4,315.0,15.2,0.9,5.5,3.56,987.22,0.0,5.1,2.5
2019-11-22 14:00:00,ARD2,95.0,5.1,2.9,2.8,330.0,13.4,0.8,5.1,3.56,987.68,19.0,5.0,2.3
2019-11-22 15:00:00,ARD2,93.0,4.9,4.5,4.4,335.0,12.2,1.0,7.2,3.56,988.36,31.0,4.8,3.8
2019-11-22 16:00:00,ARD2,91.0,5.0,4.7,4.5,347.0,16.8,1.1,7.0,3.56,988.95,117.0,4.8,3.8
2019-11-22 17:00:00,ARD2,89.0,5.7,4.3,4.1,357.0,16.6,1.0,6.5,3.56,988.79,272.0,5.2,3.4
2019-11-22 18:00:00,ARD2,86.0,5.8,4.2,4.0,344.0,14.1,0.9,5.9,3.56,988.36,176.0,5.5,3.4
2019-11-22 19:00:00,ARD2,87.0,5.6,4.2,4.1,347.0,14.2,1.0,6.3,3.56,987.51,118.0,5.3,3.2
2019-11-22 20:00:00,ARD2,84.0,5.9,4.2,4.1,325.0,13.2,0.9,6.6,3.56,987.04,110.0,5.6,3.3
2019-11-22 21:00:00,ARD2,84.0,5.9,4.0,3.8,324.0,13.8,1.0,6.0,3.56,986.82,100.0,5.6,3.1
2019-11-22 22:00:00,ARD2,85.0,5.6,4.1,3.9,339.0,13.4,1.2,7.3,3.56,986.91,34.0,5.5,3.3
2019-11-22 23:00:00,ARD2,86.0,5.3,3.0,2.9,344.0,15.7,0.7,4.7,3.56,986.85,4.0,5.2,2.3
2019-11-23 00:00:00,ARD2,82.0,5.1,3.8,3.7,356.0,14.0,0.9,5.9,3.56,987.11,0.0,5.0,3.1
2019-11-23 01:00:00,ARD2,81.0,4.8,4.6,4.5,324.0,12.9,0.9,6.4,0.0,987.68,0.0,4.7,3.5
2019-11-23 02:00:00,ARD2,79.0,4.5,3.1,3.0,338.0,16.0,0.9,5.1,0.0,987.91,0.0,4.4,2.5
2019-11-23 03:00:00,ARD2,81.0,4.1,3.6,3.5,342.0,13.5,0.9,5.9,0.0,988.02,0.0,4.0,2.7
2019-11-23 04:00:00,ARD2,78.0,3.7,2.6,2.4,350.0,16.7,0.5,3.5,0.0,987.63,0.0,3.7,1.9
2019-11-23 05:00:00,ARD2,85.0,2.6,1.1,1.1,26.0,11.8,0.3,2.3,0.0,987.39,0.0,3.0,0.4
