64
# x y z
0	0	0
0.5	0	0
1	0	0
1.5	0	0
2	0	0
2.5	0	0
3	0	0
3.5	0	0
4	0	0
4.5	0	0
5	0	0
5.5	0	0
6	0	0
6.5	0	0
7	0	0
7.5	0	0
8	0	0
8.5	0	0
9	0	0
9.5	0	0
10	0	0
10.5	0	0
11	0	0
11.5	0	0
12	0	0
12.5	0	0
13	0	0
13.5	0	0
14	0	0
14.5	0	0
15	0	0
15.5	0	0
16	0	0
16.5	0	0
17	0	0
17.5	0	0
18	0	0
18.5	0	0
19	0	0
19.5	0	0
20	0	0
20.5	0	0
21	0	0
21.5	0	0
22	0	0
22.5	0	0
23	0	0
23.5	0	0
24	0	0
24.5	0	0
25	0	0
25.5	0	0
26	0	0
26.5	0	0
27	0	0
27.5	0	0
28	0	0
28.5	0	0
29	0	0
29.5	0	0
30	0	0
30.5	0	0
31	0	0
31.5	0	0
2416
# a b m n err i ip iperr k r rhoa u valid 
1	13	2	5	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	4.00666889153481e+00	0.00000000000000e+00	1.00002199874642e+01	0.00000000000000e+00	1
1	13	3	6	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.16297857297023e+00	0.00000000000000e+00	9.99642477221933e+00	0.00000000000000e+00	1
1	13	4	7	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.41371669411541e+01	0.00000000000000e+00	9.99003248104837e+00	0.00000000000000e+00	1
1	13	5	8	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.72479596667675e+01	0.00000000000000e+00	9.98852441024929e+00	0.00000000000000e+00	1
1	13	6	9	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.72479596667675e+01	0.00000000000000e+00	9.98876208935647e+00	0.00000000000000e+00	1
1	13	7	10	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.41371669411541e+01	0.00000000000000e+00	9.99062080785128e+00	0.00000000000000e+00	1
1	13	8	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.16297857297023e+00	0.00000000000000e+00	9.99706870749857e+00	0.00000000000000e+00	1
1	13	9	12	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	4.00666889153481e+00	0.00000000000000e+00	1.00006218672996e+01	0.00000000000000e+00	1
1	23	2	7	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.70377239160060e+00	0.00000000000000e+00	1.00010727374017e+01	0.00000000000000e+00	1
1	23	3	8	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.40426060195996e+00	0.00000000000000e+00	1.00012726851575e+01	0.00000000000000e+00	1
1	23	4	9	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.38316741382878e+01	0.00000000000000e+00	1.00017316316042e+01	0.00000000000000e+00	1
1	23	5	10	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.96035381584003e+01	0.00000000000000e+00	1.00093575152388e+01	0.00000000000000e+00	1
1	23	6	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.52316890288314e+01	0.00000000000000e+00	1.00221216738861e+01	0.00000000000000e+00	1
1	23	7	12	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.01592894744620e+01	0.00000000000000e+00	1.00356024749705e+01	0.00000000000000e+00	1
1	23	8	13	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.38325362694285e+01	0.00000000000000e+00	1.00479253566702e+01	0.00000000000000e+00	1
1	23	9	14	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.57977653327310e+01	0.00000000000000e+00	1.00584290647181e+01	0.00000000000000e+00	1
1	23	10	15	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.57977653327310e+01	0.00000000000000e+00	1.00663681945390e+01	0.00000000000000e+00	1
