64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.64695 6.59879 4.00667
1 13 3 6 0.585265 5.36277 9.16298
1 13 4 7 0.382902 5.41315 14.1372
1 13 5 8 0.295984 5.10512 17.248
1 13 6 9 0.240768 4.15276 17.248
1 13 7 10 0.410537 5.80383 14.1372
1 13 8 11 0.712449 6.52816 9.16298
1 13 9 12 2.45674 9.84336 4.00667
1 23 2 7 1.76721 6.54534 3.70377
1 23 3 8 0.640052 5.37917 8.40426
1 23 4 9 0.38126 5.27347 13.8317
1 23 5 10 0.250371 4.90817 19.6035
1 23 6 11 0.178734 4.50975 25.2317
1 23 7 12 0.145263 4.38103 30.1593
1 23 8 13 0.119327 4.03712 33.8325
1 23 9 14 0.125062 4.47694 35.7978
1 23 10 15 0.105949 3.79272 35.7978
1 23 11 16 0.124894 4.22547 33.8325
1 23 12 17 0.139893 4.21907 30.1593
1 23 13 18 0.182486 4.60443 25.2317
1 23 14 19 0.250525 4.91117 19.6035
1 23 15 20 0.376797 5.21173 13.8317
1 23 16 21 0.766775 6.44418 8.40426
1 23 17 22 1.91295 7.08514 3.70377
1 57 4 16 0.451835 5.21506 11.542
1 57 5 17 0.294232 4.78274 16.255
1 57 6 18 0.210658 4.49564 21.3409
1 57 7 19 0.163126 4.36422 26.7536
1 57 8 20 0.125665 4.07652 32.4396
1 57 9 21 0.115497 4.42792 38.3381
1 57 10 22 0.0920786 4.08654 44.381
1 57 11 23 0.0821979 4.15044 50.4932
1 57 12 24 0.072541 4.10534 56.5934
1 57 13 25 0.0655377 4.10232 62.5948
1 57 14 26 0.0604676 4.13638 68.4065
1 57 15 27 0.0580718 4.29358 73.9358
1 57 16 28 0.0521359 4.12339 79.0892
1 57 17 29 0.0505058 4.23116 83.7758
1 57 18 30 0.0473569 4.16311 87.9092
1 57 19 31 0.0455311 4.16202 91.4105
1 57 20 32 0.0443729 4.1804 94.2106
1 57 21 33 0.0433285 4.1705 96.2531
1 57 22 34 0.0430942 4.20151 97.4958
1 57 23 35 0.0434936 4.25859 97.913
1 57 24 36 0.0430628 4.19845 97.4958
1 57 25 37 0.0443076 4.26474 96.2531
1 57 26 38 0.0435675 4.10452 94.2106
1 57 27 39 0.0458203 4.18845 91.4105
1 57 28 40 0.0480137 4.22084 87.9092
1 57 29 41 0.0487596 4.08487 83.7758
1 57 30 42 0.052899 4.18374 79.0892
1 57 31 43 0.0573662 4.24142 73.9358
1 57 32 44 0.0595804 4.07569 68.4065
1 57 33 45 0.0656467 4.10914 62.5948
1 57 34 46 0.0733167 4.14924 56.5934
1 57 35 47 0.0815474 4.11759 50.4932
1 57 36 48 0.0936081 4.15442 44.381
1 57 37 49 0.10872 4.1681 38.3381
1 57 38 50 0.126264 4.09594 32.4396
1 57 39 51 0.161465 4.31977 26.7536
1 57 40 52 0.206208 4.40067 21.3409
1 57 41 53 0.300067 4.87759 16.255
1 57 42 54 0.451849 5.21522 11.542
2 14 3 6 1.54014 6.17085 4.00667
2 14 4 7 0.685615 6.28228 9.16298
2 14 5 8 0.392265 5.54551 14.1372
2 14 6 9 0.253944 4.38001 17.248
