64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.33185 5.33628 4.00667
1 13 3 6 0.500617 4.58715 9.16298
1 13 4 7 0.332052 4.69427 14.1372
1 13 5 8 0.285735 4.92834 17.248
1 13 6 9 0.215847 3.72292 17.248
1 13 7 10 0.404411 5.71723 14.1372
1 13 8 11 0.679225 6.22373 9.16298
1 13 9 12 2.62337 10.511 4.00667
1 23 2 7 1.44378 5.34741 3.70377
1 23 3 8 0.550068 4.62292 8.40426
1 23 4 9 0.331281 4.58217 13.8317
1 23 5 10 0.238234 4.67023 19.6035
1 23 6 11 0.166865 4.2103 25.2317
1 23 7 12 0.141759 4.27535 30.1593
1 23 8 13 0.111753 3.78088 33.8325
1 23 9 14 0.122968 4.40199 35.7978
1 23 10 15 0.097088 3.47553 35.7978
1 23 11 16 0.123102 4.16485 33.8325
1 23 12 17 0.130572 3.93795 30.1593
1 23 13 18 0.185158 4.67184 25.2317
1 23 14 19 0.241955 4.74318 19.6035
1 23 15 20 0.345429 4.77787 13.8317
1 23 16 21 0.790144 6.64057 8.40426
1 23 17 22 1.89969 7.03601 3.70377
1 57 4 16 0.40172 4.63664 11.542
1 57 5 17 0.279153 4.53764 16.255
1 57 6 18 0.199715 4.2621 21.3409
1 57 7 19 0.158771 4.24768 26.7536
1 57 8 20 0.120118 3.89658 32.4396
1 57 9 21 0.114355 4.38415 38.3381
1 57 10 22 0.0894401 3.96944 44.381
1 57 11 23 0.0811401 4.09702 50.4932
1 57 12 24 0.0715143 4.04724 56.5934
1 57 13 25 0.0654375 4.09605 62.5948
1 57 14 26 0.0597669 4.08845 68.4065
1 57 15 27 0.0589715 4.36011 73.9358
1 57 16 28 0.0517987 4.09672 79.0892
1 57 17 29 0.0512136 4.29046 83.7758
1 57 18 30 0.046466 4.08479 87.9092
1 57 19 31 0.0445167 4.06929 91.4105
1 57 20 32 0.0442287 4.16681 94.2106
1 57 21 33 0.0425107 4.09178 96.2531
1 57 22 34 0.0430298 4.19523 97.4958
1 57 23 35 0.0444144 4.34875 97.913
1 57 24 36 0.0430323 4.19547 97.4958
1 57 25 37 0.0443608 4.26986 96.2531
1 57 26 38 0.0433893 4.08773 94.2106
1 57 27 39 0.046316 4.23377 91.4105
1 57 28 40 0.0478913 4.21009 87.9092
1 57 29 41 0.047991 4.02048 83.7758
1 57 30 42 0.0523729 4.14213 79.0892
1 57 31 43 0.0578332 4.27594 73.9358
1 57 32 44 0.0587627 4.01976 68.4065
1 57 33 45 0.0651285 4.0767 62.5948
1 57 34 46 0.0716754 4.05635 56.5934
1 57 35 47 0.0808455 4.08215 50.4932
1 57 36 48 0.0915775 4.0643 44.381
1 57 37 49 0.107514 4.12189 38.3381
1 57 38 50 0.120962 3.92397 32.4396
1 57 39 51 0.155551 4.16155 26.7536
1 57 40 52 0.192988 4.11854 21.3409
1 57 41 53 0.287165 4.66787 16.255
1 57 42 54 0.41228 4.75852 11.542
2 14 3 6 1.31141 5.25437 4.00667
2 14 4 7 0.58156 5.32882 9.16298
2 14 5 8 0.373368 5.27837 14.1372
2 14 6 9 0.227083 3.91672 17.248
2 14 7 10 0.278074 4.79622 17.248
2 14 8 11 0.311221 4.39978 14.1372
2 14 9 12 0.61631 5.64723 9.16298
2 14 10 13 1.16166 4.65439 4.00667
2 24 3 8 1.4213 5.26416 3.70377
2 24 4 9 0.624342 5.24713 8.40426
2 24 5 10 0.371674 5.14088 13.8317
2 24 6 11 0.229478 4.49857 19.6035
2 24 7 12 0.178479 4.50333 25.2317
2 24 8 13 0.126998 3.83017 30.1593
2 24 9 14 0.133282 4.50927 33.8325
2 24 10 15 0.0984009 3.52253 35.7978
2 24 11 16 0.114548 4.10057 35.7978
2 24 12 17 0.113003 3.82319 33.8325
2 24 13 18 0.146068 4.4053 30.1593
2 24 14 19 0.172927 4.36323 25.2317
2 24 15 20 0.225693 4.42439 19.6035
2 24 16 21 0.375074 5.18791 13.8317
2 24 17 22 0.61655 5.18164 8.40426
2 24 18 23 2.24072 8.29911 3.70377
2 58 5 17 0.429015 4.95167 11.542
2 58 6 18 0.276713 4.49797 16.255
2 58 7 19 0.208098 4.441 21.3409
2 58 8 20 0.148092 3.962 26.7536
2 58 9 21 0.138515 4.49337 32.4396
2 58 10 22 0.104803 4.01795 38.3381
2 58 11 23 0.0934639 4.14802 44.381
2 58 12 24 0.0805723 4.06835 50.4932
2 58 13 25 0.0728006 4.12003 56.5934
2 58 14 26 0.0654244 4.09523 62.5948
2 58 15 27 0.0640944 4.38448 68.4065
2 58 16 28 0.0550337 4.06896 73.9358
2 58 17 29 0.0541731 4.28451 79.0892
2 58 18 30 0.0487046 4.08027 83.7758
2 58 19 31 0.0461886 4.0604 87.9092
2 58 20 32 0.0454785 4.15721 91.4105
2 58 21 33 0.0433068 4.07996 94.2106
2 58 22 34 0.0434132 4.17865 96.2531
2 58 23 35 0.0441967 4.30899 97.4958
2 58 24 36 0.0428236 4.19298 97.913
2 58 25 37 0.0435748 4.24836 97.4958
2 58 26 38 0.0422259 4.06437 96.2531
2 58 27 39 0.0446662 4.20803 94.2106
2 58 28 40 0.0460622 4.21057 91.4105
2 58 29 41 0.0456546 4.01346 87.9092
2 58 30 42 0.0491907 4.12099 83.7758
2 58 31 43 0.0536604 4.24395 79.0892
2 58 32 44 0.0540337 3.99503 73.9358
2 58 33 45 0.0590792 4.04141 68.4065
2 58 34 46 0.064157 4.01589 62.5948
2 58 35 47 0.0708023 4.00694 56.5934
2 58 36 48 0.0788419 3.98098 50.4932
2 58 37 49 0.0903846 4.01136 44.381
2 58 38 50 0.0998133 3.82665 38.3381
2 58 39 51 0.123044 3.99151 32.4396
2 58 40 52 0.146725 3.92542 26.7536
2 58 41 53 0.201664 4.30371 21.3409
2 58 42 54 0.263604 4.28488 16.255
2 58 43 55 0.373977 4.31642 11.542
3 15 4 7 2.20733 8.84406 4.00667
3 15 5 8 0.783495 7.17915 9.16298
3 15 6 9 0.356378 5.03818 14.1372
3 15 7 10 0.320211 5.52299 17.248
3 15 8 11 0.285648 4.92684 17.248
3 15 9 12 0.48126 6.80366 14.1372
3 15 10 13 0.704704 6.45719 9.16298
3 15 11 14 2.53453 10.155 4.00667
3 25 4 9 2.31104 8.55958 3.70377
3 25 5 10 0.811263 6.81807 8.40426
3 25 6 11 0.386589 5.34718 13.8317
3 25 7 12 0.255933 5.01719 19.6035
3 25 8 13 0.158561 4.00075 25.2317
3 25 9 14 0.157765 4.75808 30.1593
3 25 10 15 0.108774 3.68011 33.8325
3 25 11 16 0.116555 4.17241 35.7978
3 25 12 17 0.107891 3.86226 35.7978
3 25 13 18 0.128839 4.35893 33.8325
3 25 14 19 0.143034 4.31382 30.1593
3 25 15 20 0.176739 4.45942 25.2317
3 25 16 21 0.248924 4.8798 19.6035
3 25 17 22 0.35135 4.85976 13.8317
3 25 18 23 0.812262 6.82646 8.40426
3 25 19 24 2.56214 9.48958 3.70377
3 59 6 18 0.450248 5.19675 11.542
3 59 7 19 0.299452 4.8676 16.255
3 59 8 20 0.191447 4.08565 21.3409
3 59 9 21 0.174545 4.6697 26.7536
3 59 10 22 0.126143 4.09201 32.4396
3 59 11 23 0.10968 4.20491 38.3381
3 59 12 24 0.0922024 4.09203 44.381
3 59 13 25 0.0821169 4.14635 50.4932
3 59 14 26 0.0724503 4.10021 56.5934
3 59 15 27 0.0704674 4.41089 62.5948
3 59 16 28 0.0596549 4.08079 68.4065
3 59 17 29 0.058218 4.30439 73.9358
3 59 18 30 0.0517098 4.08969 79.0892
3 59 19 31 0.0484204 4.05646 83.7758
3 59 20 32 0.047255 4.15415 87.9092
3 59 21 33 0.0445571 4.07299 91.4105
3 59 22 34 0.0443494 4.17819 94.2106
3 59 23 35 0.0446007 4.29296 96.2531
3 59 24 36 0.0428663 4.17928 97.4958
3 59 25 37 0.0433735 4.24683 97.913
3 59 26 38 0.0416683 4.06248 97.4958
3 59 27 39 0.0436666 4.20304 96.2531
3 59 28 40 0.0445665 4.19864 94.2106
3 59 29 41 0.0436782 3.99264 91.4105
3 59 30 42 0.0467136 4.10656 87.9092
3 59 31 43 0.050545 4.23445 83.7758
3 59 32 44 0.0504997 3.99398 79.0892
3 59 33 45 0.0546897 4.04353 73.9358
3 59 34 46 0.0587973 4.02212 68.4065
3 59 35 47 0.0636609 3.98484 62.5948
3 59 36 48 0.0700186 3.96259 56.5934
3 59 37 49 0.0789588 3.98688 50.4932
3 59 38 50 0.0859174 3.8131 44.381
