64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.88832 7.56585 4.00667
1 13 3 6 0.646089 5.9201 9.16298
1 13 4 7 0.401097 5.67037 14.1372
1 13 5 8 0.296766 5.1186 17.248
1 13 6 9 0.241884 4.17201 17.248
1 13 7 10 0.377927 5.34281 14.1372
1 13 8 11 0.692398 6.34443 9.16298
1 13 9 12 2.18026 8.73558 4.00667
1 23 2 7 2.01926 7.47888 3.70377
1 23 3 8 0.701249 5.89348 8.40426
1 23 4 9 0.397681 5.50059 13.8317
1 23 5 10 0.255798 5.01455 19.6035
1 23 6 11 0.181247 4.57317 25.2317
1 23 7 12 0.142777 4.30606 30.1593
1 23 8 13 0.122242 4.13576 33.8325
1 23 9 14 0.123764 4.43048 35.7978
1 23 10 15 0.107014 3.83086 35.7978
1 23 11 16 0.123041 4.16278 33.8325
1 23 12 17 0.138544 4.17838 30.1593
1 23 13 18 0.181899 4.58962 25.2317
1 23 14 19 0.25796 5.05693 19.6035
1 23 15 20 0.368242 5.0934 13.8317
1 23 16 21 0.731777 6.15004 8.40426
1 23 17 22 1.8722 6.93421 3.70377
1 57 4 16 0.467561 5.39656 11.542
1 57 5 17 0.301002 4.89279 16.255
1 57 6 18 0.213008 4.54578 21.3409
1 57 7 19 0.16226 4.34103 26.7536
1 57 8 20 0.127439 4.13406 32.4396
1 57 9 21 0.115221 4.41735 38.3381
1 57 10 22 0.0934494 4.14738 44.381
1 57 11 23 0.0822404 4.15258 50.4932
1 57 12 24 0.0732425 4.14504 56.5934
1 57 13 25 0.0653452 4.09027 62.5948
