64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1398
# a b m n r rhoa k
1 13 2 5 1.21921 4.88495 4.00667
1 13 3 6 0.429548 3.93594 9.16298
1 13 4 7 0.299349 4.23195 14.1372
1 13 5 8 0.272816 4.70552 17.248
1 13 6 9 0.198634 3.42603 17.248
1 13 7 10 0.411434 5.81651 14.1372
1 13 8 11 0.659107 6.03939 9.16298
1 13 9 12 3.08187 12.348 4.00667
1 23 2 7 1.32051 4.89088 3.70377
1 23 3 8 0.476756 4.00678 8.40426
1 23 4 9 0.297699 4.11768 13.8317
1 23 5 10 0.224449 4.39999 19.6035
1 23 6 11 0.155957 3.93506 25.2317
1 23 7 12 0.136263 4.10961 30.1593
1 23 8 13 0.10288 3.4807 33.8325
1 23 9 14 0.117277 4.19827 35.7978
1 23 10 15 0.0887547 3.17722 35.7978
1 23 11 16 0.119492 4.04272 33.8325
1 23 12 17 0.120199 3.62513 30.1593
1 23 13 18 0.17131 4.32245 25.2317
1 23 14 19 0.209633 4.10955 19.6035
1 23 15 20 0.316097 4.37215 13.8317
1 23 16 21 0.769536 6.46738 8.40426
1 23 17 22 1.69597 6.28148 3.70377
1 57 4 16 0.367317 4.23956 11.542
1 57 5 17 0.262916 4.2737 16.255
1 57 6 18 0.189957 4.05387 21.3409
1 57 7 19 0.152475 4.07925 26.7536
1 57 8 20 0.114772 3.72315 32.4396
1 57 9 21 0.111981 4.29312 38.3381
1 57 10 22 0.0859322 3.81376 44.381
1 57 11 23 0.0807756 4.07862 50.4932
1 57 12 24 0.0692328 3.91812 56.5934
1 57 13 25 0.0646171 4.04469 62.5948
1 57 14 26 0.0591074 4.04333 68.4065
1 57 15 27 0.0589493 4.35846 73.9358
1 57 16 28 0.0499929 3.9539 79.0892
1 57 17 29 0.0507112 4.24837 83.7758
1 57 18 30 0.0457373 4.02073 87.9092
1 57 19 31 0.0440991 4.03112 91.4105
1 57 20 32 0.0434009 4.08882 94.2106
1 57 21 33 0.0415177 3.9962 96.2531
1 57 22 34 0.0421601 4.11043 97.4958
1 57 23 35 0.0440499 4.31306 97.913
1 57 24 36 0.0427309 4.16608 97.4958
1 57 25 37 0.0443116 4.26512 96.2531
1 57 26 38 0.0426804 4.02094 94.2106
1 57 27 39 0.046666 4.26576 91.4105
1 57 28 40 0.0480392 4.22309 87.9092
1 57 29 41 0.0473179 3.96409 83.7758
1 57 30 42 0.0502065 3.9708 79.0892
1 57 31 43 0.0573781 4.24229 73.9358
1 57 32 44 0.057142 3.90888 68.4065
1 57 33 45 0.0646719 4.04812 62.5948
1 57 34 46 0.0697175 3.94555 56.5934
1 57 35 47 0.0791031 3.99417 50.4932
1 57 36 48 0.0879042 3.90128 44.381
1 57 37 49 0.104063 3.98957 38.3381
1 57 38 50 0.11373 3.68936 32.4396
1 57 39 51 0.148135 3.96314 26.7536
1 57 40 52 0.178193 3.8028 21.3409
1 57 41 53 0.270855 4.40275 16.255
1 57 42 54 0.361201 4.16896 11.542
2 14 3 6 1.17829 4.72103 4.00667
2 14 4 7 0.536948 4.92005 9.16298
2 14 5 8 0.356948 5.04623 14.1372
2 14 6 9 0.21081 3.63604 17.248
2 14 7 10 0.268475 4.63064 17.248
2 14 8 11 0.275146 3.88979 14.1372
2 14 9 12 0.589047 5.39743 9.16298
2 14 10 13 1.01598 4.07069 4.00667
2 24 3 8 1.28774 4.76948 3.70377
2 24 4 9 0.579375 4.86921 8.40426
2 24 5 10 0.354787 4.90729 13.8317
2 24 6 11 0.21758 4.26534 19.6035
2 24 7 12 0.17332 4.37316 25.2317
2 24 8 13 0.118417 3.57137 30.1593
2 24 9 14 0.129375 4.37708 33.8325
2 24 10 15 0.0919196 3.29052 35.7978
2 24 11 16 0.113919 4.07803 35.7978
2 24 12 17 0.106861 3.61539 33.8325
2 24 13 18 0.14018 4.22774 30.1593
2 24 14 19 0.157804 3.98165 25.2317
2 24 15 20 0.215983 4.23403 19.6035
2 24 16 21 0.367094 5.07752 13.8317
2 24 17 22 0.565516 4.75275 8.40426
2 24 18 23 2.53047 9.3723 3.70377
2 58 5 17 0.409128 4.72214 11.542
2 58 6 18 0.265693 4.31884 16.255
2 58 7 19 0.201447 4.29908 21.3409
2 58 8 20 0.14195 3.79768 26.7536
2 58 9 21 0.136427 4.42562 32.4396
2 58 10 22 0.101123 3.87687 38.3381
2 58 11 23 0.0933548 4.14318 44.381
2 58 12 24 0.0783187 3.95456 50.4932
2 58 13 25 0.0722889 4.09107 56.5934
2 58 14 26 0.0649836 4.06763 62.5948
2 58 15 27 0.0643508 4.40201 68.4065
2 58 16 28 0.0537399 3.9733 73.9358
2 58 17 29 0.0539276 4.26509 79.0892
2 58 18 30 0.0480925 4.02899 83.7758
2 58 19 31 0.0460027 4.04406 87.9092
2 58 20 32 0.0447663 4.09211 91.4105
2 58 21 33 0.0424095 3.99542 94.2106
2 58 22 34 0.0427152 4.11146 96.2531
2 58 23 35 0.0439165 4.28168 97.4958
2 58 24 36 0.0424856 4.15989 97.913
2 58 25 37 0.0436859 4.2592 97.4958
2 58 26 38 0.0416915 4.01293 96.2531
2 58 27 39 0.0450858 4.24756 94.2106
2 58 28 40 0.0460998 4.21401 91.4105
2 58 29 41 0.044997 3.95565 87.9092
2 58 30 42 0.047274 3.96042 83.7758
2 58 31 43 0.0533554 4.21983 79.0892
2 58 32 44 0.0527136 3.89742 73.9358
2 58 33 45 0.0588211 4.02375 68.4065
2 58 34 46 0.0627427 3.92736 62.5948
2 58 35 47 0.0696702 3.94287 56.5934
2 58 36 48 0.0763174 3.85351 50.4932
2 58 37 49 0.0884341 3.92479 44.381
2 58 38 50 0.0952801 3.65286 38.3381
2 58 39 51 0.118871 3.85613 32.4396
2 58 40 52 0.138494 3.70522 26.7536
2 58 41 53 0.194808 4.15739 21.3409
2 58 42 54 0.241548 3.92637 16.255
2 58 43 55 0.34321 3.96131 11.542
3 15 4 7 2.95901 11.8558 4.00667
3 15 5 8 0.897924 8.22766 9.16298
3 15 6 9 0.375782 5.31249 14.1372
3 15 7 10 0.330901 5.70737 17.248
3 15 8 11 0.263275 4.54096 17.248
3 15 9 12 0.477775 6.75438 14.1372
3 15 10 13 0.6316 5.78734 9.16298
3 15 11 14 2.43908 9.77258 4.00667
3 25 4 9 3.07732 11.3977 3.70377
3 25 5 10 0.926107 7.78324 8.40426
3 25 6 11 0.411174 5.68722 13.8317
3 25 7 12 0.26844 5.26237 19.6035
3 25 8 13 0.153586 3.87524 25.2317
3 25 9 14 0.1591 4.79833 30.1593
3 25 10 15 0.104578 3.53814 33.8325
3 25 11 16 0.119696 4.28484 35.7978
3 25 12 17 0.105271 3.76847 35.7978
3 25 13 18 0.12946 4.37997 33.8325
3 25 14 19 0.136948 4.13025 30.1593
3 25 15 20 0.177552 4.47994 25.2317
3 25 16 21 0.255166 5.00216 19.6035
3 25 17 22 0.345564 4.77972 13.8317
3 25 18 23 0.940855 7.90719 8.40426
3 25 19 24 3.08181 11.4143 3.70377
3 59 6 18 0.477671 5.51325 11.542
3 59 7 19 0.3104 5.04555 16.255
3 59 8 20 0.189388 4.04172 21.3409
3 59 9 21 0.177566 4.75054 26.7536
3 59 10 22 0.124463 4.03753 32.4396
3 59 11 23 0.111935 4.29136 38.3381
3 59 12 24 0.09127 4.05065 44.381
3 59 13 25 0.082928 4.1873 50.4932
3 59 14 26 0.0729061 4.126 56.5934
3 59 15 27 0.0716532 4.48511 62.5948
3 59 16 28 0.0587432 4.01842 68.4065
3 59 17 29 0.058353 4.31437 73.9358
3 59 18 30 0.0513617 4.06215 79.0892
3 59 19 31 0.0486415 4.07498 83.7758
3 59 20 32 0.0468301 4.1168 87.9092
3 59 21 33 0.0439254 4.01524 91.4105
3 59 22 34 0.0438046 4.12686 94.2106
3 59 23 35 0.0443067 4.26465 96.2531
3 59 24 36 0.0427585 4.16877 97.4958
3 59 25 37 0.0437086 4.27964 97.913
3 59 26 38 0.0413163 4.02817 97.4958
3 59 27 39 0.0442102 4.25537 96.2531
3 59 28 40 0.0449168 4.23164 94.2106
3 59 29 41 0.0434626 3.97294 91.4105
3 59 30 42 0.0452871 3.98115 87.9092
3 59 31 43 0.0505876 4.23802 83.7758
3 59 32 44 0.0496058 3.92328 79.0892
3 59 33 45 0.0547575 4.04854 73.9358
3 59 34 46 0.0579811 3.96629 68.4065
3 59 35 47 0.0631953 3.95569 62.5948
3 59 36 48 0.068322 3.86657 56.5934
3 59 37 49 0.0777794 3.92733 50.4932
3 59 38 50 0.0829455 3.68121 44.381
3 59 39 51 0.10025 3.8434 38.3381
3 59 40 52 0.114236 3.70576 32.4396
3 59 41 53 0.152746 4.0865 26.7536
3 59 42 54 0.181191 3.86679 21.3409
3 59 43 55 0.236925 3.85122 16.255
3 59 44 56 0.280508 3.23761 11.542
4 16 5 8 2.40847 9.64995 4.00667
4 16 6 9 0.681921 6.24843 9.16298
4 16 7 10 0.407789 5.76499 14.1372
4 16 8 11 0.216989 3.74261 17.248
4 16 9 12 0.299973 5.17393 17.248
4 16 10 13 0.268946 3.80214 14.1372
4 16 11 14 0.473839 4.34177 9.16298
4 16 12 15 0.754107 3.02146 4.00667
4 26 5 10 2.48556 9.20594 3.70377
4 26 6 11 0.761992 6.40398 8.40426
4 26 7 12 0.408632 5.65206 13.8317
4 26 8 13 0.1939 3.80113 19.6035
4 26 9 14 0.191524 4.83246 25.2317
4 26 10 15 0.116246 3.5059 30.1593
4 26 11 16 0.122832 4.15571 33.8325
4 26 12 17 0.100212 3.58738 35.7978
4 26 13 18 0.113799 4.07373 35.7978
4 26 14 19 0.110724 3.74607 33.8325
4 26 15 20 0.133733 4.03329 30.1593
4 26 16 21 0.155917 3.93404 25.2317
4 26 17 22 0.182998 3.58742 19.6035
4 26 18 23 0.309304 4.27819 13.8317
4 26 19 24 0.508747 4.27564 8.40426
4 26 20 25 0.906157 3.3562 3.70377
4 60 7 19 0.465702 5.37511 11.542
4 60 8 20 0.243384 3.9562 16.255
4 60 9 21 0.222895 4.7568 21.3409
4 60 10 22 0.148495 3.97279 26.7536
4 60 11 23 0.130683 4.2393 32.4396
4 60 12 24 0.103831 3.98067 38.3381
4 60 13 25 0.0931895 4.13584 44.381
4 60 14 26 0.080383 4.0588 50.4932
4 60 15 27 0.0783981 4.43681 56.5934
4 60 16 28 0.0632571 3.95956 62.5948
4 60 17 29 0.0623548 4.26547 68.4065
4 60 18 30 0.0542362 4.01 73.9358
4 60 19 31 0.051025 4.03553 79.0892
4 60 20 32 0.0486472 4.07545 83.7758
4 60 21 33 0.0453077 3.98296 87.9092
4 60 22 34 0.0450888 4.12159 91.4105
4 60 23 35 0.0452174 4.25996 94.2106
4 60 24 36 0.0432033 4.15845 96.2531
4 60 25 37 0.0438957 4.27964 97.4958
4 60 26 38 0.0412109 4.03508 97.913
4 60 27 39 0.0437453 4.26499 97.4958
4 60 28 40 0.0442234 4.25664 96.2531
4 60 29 41 0.0424255 3.99693 94.2106
4 60 30 42 0.0439944 4.02155 91.4105
4 60 31 43 0.0486985 4.28104 87.9092
4 60 32 44 0.0474732 3.9771 83.7758
4 60 33 45 0.0519672 4.11004 79.0892
4 60 34 46 0.0545562 4.03366 73.9358
4 60 35 47 0.0585227 4.00334 68.4065
4 60 36 48 0.062935 3.9394 62.5948
4 60 37 49 0.0707902 4.00626 56.5934
4 60 38 50 0.0748564 3.77974 50.4932
4 60 39 51 0.0886293 3.93346 44.381
4 60 40 52 0.0995618 3.81701 38.3381
4 60 41 53 0.129182 4.19062 32.4396
4 60 42 54 0.149569 4.0015 26.7536
4 60 43 55 0.187402 3.99933 21.3409
