64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1205
# a b m n r rhoa k
1 13 2 5 1.75693 7.03945 4.00667
1 13 3 6 0.633831 5.80778 9.16298
1 13 4 7 0.372296 5.26321 14.1372
1 13 5 8 0.31936 5.50831 17.248
1 13 6 9 0.263811 4.5502 17.248
1 13 7 10 0.49249 6.96241 14.1372
1 13 8 11 0.909675 8.33534 9.16298
1 13 9 12 2.90112 11.6238 4.00667
1 23 2 7 1.8716 6.93198 3.70377
1 23 3 8 0.676573 5.68609 8.40426
1 23 4 9 0.368816 5.10134 13.8317
1 23 5 10 0.260253 5.10187 19.6035
1 23 6 11 0.180125 4.54485 25.2317
1 23 7 12 0.150832 4.549 30.1593
1 23 8 13 0.120335 4.07125 33.8325
1 23 9 14 0.128491 4.5997 35.7978
1 23 10 15 0.108429 3.88151 35.7978
1 23 11 16 0.12601 4.26324 33.8325
1 23 12 17 0.144573 4.36021 30.1593
1 23 13 18 0.190497 4.80657 25.2317
1 23 14 19 0.24225 4.74896 19.6035
1 23 15 20 0.358158 4.95392 13.8317
1 23 16 21 0.704821 5.9235 8.40426
1 23 17 22 1.92485 7.12921 3.70377
1 55 2 9 1.91352 6.84783 3.57865
1 55 5 12 0.263772 5.10429 19.3511
1 55 8 15 0.099878 4.17522 41.8032
1 55 11 18 0.0608156 4.20127 69.0821
1 55 14 21 0.0412763 4.05932 98.345
1 55 17 24 0.0331788 4.17538 125.845
1 55 20 27 0.0287316 4.23514 147.403
1 55 23 30 0.0255618 4.07188 159.296
1 55 26 33 0.0256857 4.09161 159.296
1 55 29 36 0.0288202 4.2482 147.403
1 55 32 39 0.0333891 4.20185 125.845
1 55 35 42 0.0401959 3.95307 98.345
1 55 38 45 0.0590552 4.07966 69.0821
1 55 41 48 0.104009 4.34789 41.8032
1 55 44 51 0.243562 4.71321 19.3511
1 55 47 54 2.1305 7.62432 3.57865
2 14 3 6 1.61435 6.46815 4.00667
2 14 4 7 0.620961 5.68985 9.16298
2 14 5 8 0.401712 5.67907 14.1372
2 14 6 9 0.257754 4.44574 17.248
2 14 7 10 0.320649 5.53054 17.248
2 14 8 11 0.393668 5.56535 14.1372
2 14 9 12 0.704184 6.45243 9.16298
2 14 10 13 1.34813 5.40149 4.00667
2 24 3 8 1.71894 6.36655 3.70377
2 24 4 9 0.670381 5.63406 8.40426
2 24 5 10 0.402707 5.57011 13.8317
2 24 6 11 0.24786 4.85892 19.6035
2 24 7 12 0.192584 4.85922 25.2317
2 24 8 13 0.140757 4.24514 30.1593
2 24 9 14 0.142207 4.81123 33.8325
2 24 10 15 0.112463 4.02594 35.7978
2 24 11 16 0.122084 4.37034 35.7978
2 24 12 17 0.131943 4.46397 33.8325
2 24 13 18 0.162805 4.91008 30.1593
2 24 14 19 0.193267 4.87646 25.2317
2 24 15 20 0.266437 5.22311 19.6035
2 24 16 21 0.448125 6.19831 13.8317
2 24 17 22 0.918707 7.72105 8.40426
2 24 18 23 4.13942 15.3315 3.70377
2 56 3 10 1.76869 6.32951 3.57865
2 56 6 13 0.251094 4.85896 19.3511
2 56 9 16 0.114955 4.80549 41.8032
2 56 12 19 0.061296 4.23446 69.0821
2 56 15 22 0.0446951 4.39554 98.345
2 56 18 25 0.033456 4.21026 125.845
2 56 21 28 0.0281138 4.14407 147.403
2 56 24 31 0.0269834 4.29834 159.296
2 56 27 34 0.0265241 4.22518 159.296
2 56 30 37 0.029415 4.33586 147.403
2 56 33 40 0.0335935 4.22756 125.845
2 56 36 43 0.0436072 4.28856 98.345
2 56 39 46 0.0620624 4.2874 69.0821
2 56 42 49 0.111604 4.66539 41.8032
2 56 45 52 0.277381 5.36764 19.3511
2 56 48 55 2.44638 8.75472 3.57865
3 15 4 7 1.82637 7.31766 4.00667
3 15 5 8 0.746615 6.84122 9.16298
3 15 6 9 0.364728 5.15622 14.1372
3 15 7 10 0.344687 5.94515 17.248
3 15 8 11 0.332955 5.7428 17.248
3 15 9 12 0.496003 7.01207 14.1372
3 15 10 13 0.722591 6.62109 9.16298
3 15 11 14 2.73265 10.9488 4.00667
3 25 4 9 1.93966 7.18405 3.70377
3 25 5 10 0.786549 6.61037 8.40426
3 25 6 11 0.39097 5.40777 13.8317
3 25 7 12 0.269731 5.28769 19.6035
3 25 8 13 0.175401 4.42567 25.2317
3 25 9 14 0.165105 4.97946 30.1593
3 25 10 15 0.119863 4.05526 33.8325
3 25 11 16 0.119171 4.26607 35.7978
3 25 12 17 0.118856 4.25477 35.7978
3 25 13 18 0.13418 4.53967 33.8325
3 25 14 19 0.14458 4.36043 30.1593
3 25 15 20 0.181922 4.59019 25.2317
3 25 16 21 0.255259 5.00397 19.6035
3 25 17 22 0.406646 5.6246 13.8317
3 25 18 23 0.909326 7.64222 8.40426
3 25 19 24 1.83568 6.79894 3.70377
3 57 4 11 2.00426 7.17253 3.57865
3 57 7 14 0.276662 5.35372 19.3511
3 57 10 17 0.103778 4.33823 41.8032
3 57 13 20 0.0631844 4.36491 69.0821
3 57 16 23 0.0440054 4.32771 98.345
3 57 19 26 0.0342778 4.31368 125.845
3 57 22 29 0.0287877 4.2434 147.403
3 57 25 32 0.026022 4.14518 159.296
3 57 28 35 0.0281402 4.48261 159.296
3 57 31 38 0.0282014 4.15699 147.403
3 57 34 41 0.0329841 4.15088 125.845
3 57 37 44 0.0410361 4.0357 98.345
3 57 40 47 0.061725 4.26409 69.0821
3 57 43 50 0.101599 4.24715 41.8032
3 57 46 53 0.273381 5.29024 19.3511
3 57 49 56 1.96719 7.03988 3.57865
4 16 5 8 2.33155 9.34175 4.00667
4 16 6 9 0.695037 6.36861 9.16298
4 16 7 10 0.451891 6.38845 14.1372
4 16 8 11 0.303704 5.23828 17.248
4 16 9 12 0.352934 6.0874 17.248
4 16 10 13 0.376445 5.32187 14.1372
4 16 11 14 0.759857 6.96255 9.16298
4 16 12 15 1.54616 6.19495 4.00667
4 26 5 10 2.43915 9.03406 3.70377
4 26 6 11 0.778344 6.54141 8.40426
4 26 7 12 0.44245 6.11982 13.8317
4 26 8 13 0.243505 4.77356 19.6035
4 26 9 14 0.21203 5.34987 25.2317
4 26 10 15 0.140221 4.22897 30.1593
4 26 11 16 0.12862 4.35153 33.8325
4 26 12 17 0.119119 4.26418 35.7978
4 26 13 18 0.124495 4.45664 35.7978
4 26 14 19 0.123421 4.17565 33.8325
4 26 15 20 0.144857 4.36879 30.1593
4 26 16 21 0.179866 4.53832 25.2317
4 26 17 22 0.248883 4.87899 19.6035
4 26 18 23 0.429609 5.94221 13.8317
4 26 19 24 0.629665 5.29187 8.40426
4 26 20 25 1.59606 5.91143 3.70377
4 58 5 12 2.48555 8.89491 3.57865
4 58 8 15 0.250787 4.85302 19.3511
4 58 11 18 0.108054 4.51702 41.8032
4 58 14 21 0.06069 4.19259 69.0821
4 58 17 24 0.0432836 4.25672 98.345
4 58 20 27 0.0339053 4.26681 125.845
4 58 23 30 0.0276111 4.06997 147.403
4 58 26 33 0.0256372 4.08389 159.296
4 58 29 36 0.026587 4.23519 159.296
4 58 32 39 0.0284507 4.19373 147.403
4 58 35 42 0.0311777 3.92355 125.845
4 58 38 45 0.0408079 4.01325 98.345
4 58 41 48 0.0600968 4.15161 69.0821
4 58 44 51 0.101718 4.25212 41.8032
4 58 47 54 0.263614 5.10124 19.3511
4 58 50 57 1.77842 6.36433 3.57865
5 17 6 9 2.04406 8.18987 4.00667
5 17 7 10 0.818934 7.50387 9.16298
5 17 8 11 0.375413 5.30728 14.1372
5 17 9 12 0.354835 6.12018 17.248
5 17 10 13 0.293784 5.06717 17.248
5 17 11 14 0.449396 6.35318 14.1372
5 17 12 15 0.663376 6.0785 9.16298
5 17 13 16 2.83733 11.3682 4.00667
5 27 6 11 2.19874 8.14363 3.70377
5 27 7 12 0.856214 7.19584 8.40426
5 27 8 13 0.36592 5.06129 13.8317
5 27 9 14 0.291474 5.71391 19.6035
5 27 10 15 0.174759 4.40947 25.2317
5 27 11 16 0.14891 4.49103 30.1593
5 27 12 17 0.129623 4.38549 33.8325
5 27 13 18 0.127671 4.57035 35.7978
5 27 14 19 0.118596 4.24548 35.7978
5 27 15 20 0.13284 4.49431 33.8325
5 27 16 21 0.152964 4.61327 30.1593
5 27 17 22 0.196704 4.96318 25.2317
5 27 18 23 0.303829 5.95613 19.6035
5 27 19 24 0.406563 5.62344 13.8317
5 27 20 25 0.789348 6.63388 8.40426
5 27 21 26 2.41479 8.94382 3.70377
5 59 6 13 2.24382 8.02986 3.57865
5 59 9 16 0.293431 5.67822 19.3511
5 59 12 19 0.1073 4.48547 41.8032
5 59 15 22 0.0654507 4.52147 69.0821
5 59 18 25 0.0427548 4.20472 98.345
5 59 21 28 0.0327218 4.11787 125.845
5 59 24 31 0.0288543 4.25323 147.403
5 59 27 34 0.0262657 4.184 159.296
5 59 30 37 0.0268109 4.27086 159.296
5 59 33 40 0.0282335 4.16172 147.403
5 59 36 43 0.0330979 4.1652 125.845
5 59 39 46 0.0416568 4.09674 98.345
5 59 42 49 0.0618695 4.27407 69.0821
5 59 45 52 0.106892 4.46841 41.8032
5 59 48 55 0.261695 5.0641 19.3511
5 59 51 58 2.70993 9.6979 3.57865
6 18 7 10 2.78922 11.1755 4.00667
6 18 8 11 0.661084 6.0575 9.16298
6 18 9 12 0.481531 6.80749 14.1372
6 18 10 13 0.287005 4.95026 17.248
6 18 11 14 0.322308 5.55915 17.248
