64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.79662 7.19846 4.00667
1 13 3 6 0.670157 6.14064 9.16298
1 13 4 7 0.418052 5.91007 14.1372
1 13 5 8 0.30322 5.22993 17.248
1 13 6 9 0.271155 4.67687 17.248
1 13 7 10 0.397537 5.62004 14.1372
1 13 8 11 0.76589 7.01784 9.16298
1 13 9 12 2.27829 9.12837 4.00667
1 23 2 7 1.92296 7.1222 3.70377
1 23 3 8 0.725087 6.09382 8.40426
1 23 4 9 0.411434 5.69082 13.8317
1 23 5 10 0.259874 5.09446 19.6035
1 23 6 11 0.186727 4.71144 25.2317
1 23 7 12 0.143098 4.31575 30.1593
1 23 8 13 0.126467 4.27871 33.8325
1 23 9 14 0.123637 4.42592 35.7978
1 23 10 15 0.112033 4.01054 35.7978
1 23 11 16 0.127535 4.31484 33.8325
1 23 12 17 0.148872 4.48987 30.1593
1 23 13 18 0.187767 4.73768 25.2317
1 23 14 19 0.265427 5.20332 19.6035
1 23 15 20 0.383083 5.29868 13.8317
1 23 16 21 0.830557 6.98021 8.40426
1 23 17 22 2.35226 8.71225 3.70377
1 57 4 16 0.479343 5.53255 11.542
1 57 5 17 0.306558 4.9831 16.255
1 57 6 18 0.217895 4.65008 21.3409
1 57 7 19 0.162578 4.34954 26.7536
1 57 8 20 0.130522 4.23408 32.4396
1 57 9 21 0.114202 4.3783 38.3381
1 57 10 22 0.0949205 4.21266 44.381
1 57 11 23 0.0825416 4.16779 50.4932
1 57 12 24 0.0736668 4.16906 56.5934
1 57 13 25 0.0655081 4.10046 62.5948
1 57 14 26 0.0608328 4.16136 68.4065
1 57 15 27 0.0576822 4.26478 73.9358
1 57 16 28 0.0524563 4.14872 79.0892
1 57 17 29 0.0496381 4.15847 83.7758
1 57 18 30 0.0475338 4.17866 87.9092
1 57 19 31 0.0455255 4.16151 91.4105
1 57 20 32 0.0446249 4.20414 94.2106
1 57 21 33 0.0434856 4.18562 96.2531
1 57 22 34 0.0431523 4.20717 97.4958
1 57 23 35 0.0430241 4.21261 97.913
1 57 24 36 0.0431576 4.20768 97.4958
1 57 25 37 0.0442333 4.25759 96.2531
1 57 26 38 0.0435504 4.10291 94.2106
1 57 27 39 0.0454873 4.15802 91.4105
1 57 28 40 0.0475995 4.18443 87.9092
1 57 29 41 0.0494915 4.14619 83.7758
1 57 30 42 0.0530954 4.19927 79.0892
1 57 31 43 0.0570408 4.21735 73.9358
1 57 32 44 0.0605639 4.14297 68.4065
1 57 33 45 0.0661645 4.14155 62.5948
1 57 34 46 0.0739085 4.18273 56.5934
1 57 35 47 0.0825652 4.16899 50.4932
1 57 36 48 0.0954104 4.23441 44.381
1 57 37 49 0.110848 4.2497 38.3381
1 57 38 50 0.129774 4.20982 32.4396
1 57 39 51 0.165971 4.44032 26.7536
1 57 40 52 0.216453 4.61931 21.3409
1 57 41 53 0.309964 5.03847 16.255
1 57 42 54 0.478886 5.52728 11.542
2 14 3 6 1.8474 7.40191 4.00667
2 14 4 7 0.746412 6.83936 9.16298
2 14 5 8 0.405607 5.73413 14.1372
2 14 6 9 0.281355 4.85281 17.248
2 14 7 10 0.290473 5.01007 17.248
2 14 8 11 0.400045 5.6555 14.1372
2 14 9 12 0.721108 6.6075 9.16298
2 14 10 13 1.82874 7.32715 4.00667
2 24 3 8 1.97008 7.29672 3.70377
2 24 4 9 0.785153 6.59863 8.40426
2 24 5 10 0.408296 5.64742 13.8317
2 24 6 11 0.258383 5.06523 19.6035
2 24 7 12 0.178772 4.51073 25.2317
2 24 8 13 0.145176 4.37841 30.1593
2 24 9 14 0.13354 4.51798 33.8325
2 24 10 15 0.113394 4.05924 35.7978
2 24 11 16 0.118838 4.25413 35.7978
2 24 12 17 0.129008 4.36466 33.8325
2 24 13 18 0.1494 4.5058 30.1593
2 24 14 19 0.192977 4.86913 25.2317
2 24 15 20 0.253904 4.97741 19.6035
2 24 16 21 0.437341 6.04916 13.8317
2 24 17 22 0.869459 7.30716 8.40426
2 24 18 23 2.78728 10.3234 3.70377
2 58 5 17 0.47256 5.45427 11.542
2 58 6 18 0.303995 4.94144 16.255
2 58 7 19 0.211317 4.50971 21.3409
2 58 8 20 0.162137 4.33774 26.7536
2 58 9 21 0.137935 4.47454 32.4396
2 58 10 22 0.111389 4.27045 38.3381
2 58 11 23 0.0947239 4.20394 44.381
2 58 12 24 0.0831196 4.19698 50.4932
2 58 13 25 0.0727322 4.11616 56.5934
2 58 14 26 0.0665953 4.16851 62.5948
2 58 15 27 0.0625666 4.27996 68.4065
2 58 16 28 0.056176 4.15341 73.9358
2 58 17 29 0.0526026 4.1603 79.0892
2 58 18 30 0.0498477 4.17603 83.7758
2 58 19 31 0.0472873 4.15699 87.9092
2 58 20 32 0.0459951 4.20444 91.4105
2 58 21 33 0.0443786 4.18093 94.2106
2 58 22 34 0.0436654 4.20293 96.2531
2 58 23 35 0.0431158 4.20361 97.4958
2 58 24 36 0.0429448 4.20485 97.913
2 58 25 37 0.0436325 4.25399 97.4958
2 58 26 38 0.0425862 4.09905 96.2531
2 58 27 39 0.044165 4.16081 94.2106
2 58 28 40 0.0457999 4.18659 91.4105
2 58 29 41 0.0471197 4.14226 87.9092
2 58 30 42 0.0500169 4.1902 83.7758
2 58 31 43 0.05315 4.20359 79.0892
2 58 32 44 0.0559241 4.13479 73.9358
2 58 33 45 0.0603334 4.1272 68.4065
2 58 34 46 0.0664049 4.1566 62.5948
2 58 35 47 0.073042 4.1337 56.5934
2 58 36 48 0.0828553 4.18363 50.4932
2 58 37 49 0.0942574 4.18324 44.381
2 58 38 50 0.10795 4.13861 38.3381
2 58 39 51 0.132968 4.31342 32.4396
2 58 40 52 0.165679 4.4325 26.7536
2 58 41 53 0.221433 4.7256 21.3409
2 58 42 54 0.309435 5.02987 16.255
2 58 43 55 0.458672 5.29397 11.542
3 15 4 7 2.28077 9.13829 4.00667
3 15 5 8 0.754668 6.91501 9.16298
3 15 6 9 0.392726 5.55203 14.1372
3 15 7 10 0.30073 5.18698 17.248
3 15 8 11 0.325275 5.61034 17.248
3 15 9 12 0.469094 6.63166 14.1372
3 15 10 13 0.835704 7.65754 9.16298
3 15 11 14 2.46249 9.8664 4.00667
3 25 4 9 2.37549 8.79826 3.70377
3 25 5 10 0.7952 6.68306 8.40426
3 25 6 11 0.406587 5.62377 13.8317
3 25 7 12 0.244154 4.78628 19.6035
3 25 8 13 0.178671 4.50818 25.2317
3 25 9 14 0.153563 4.63134 30.1593
3 25 10 15 0.121821 4.1215 33.8325
3 25 11 16 0.117795 4.21678 35.7978
3 25 12 17 0.119343 4.27221 35.7978
3 25 13 18 0.127686 4.31995 33.8325
3 25 14 19 0.151931 4.58214 30.1593
3 25 15 20 0.185395 4.67784 25.2317
3 25 16 21 0.27066 5.3059 19.6035
3 25 17 22 0.439933 6.08501 13.8317
3 25 18 23 0.916012 7.6984 8.40426
3 25 19 24 2.53845 9.40185 3.70377
3 59 6 18 0.468451 5.40684 11.542
3 59 7 19 0.290475 4.72168 16.255
3 59 8 20 0.207945 4.43774 21.3409
3 59 9 21 0.170384 4.55838 26.7536
3 59 10 22 0.132741 4.30606 32.4396
3 59 11 23 0.109822 4.21038 38.3381
3 59 12 24 0.0944894 4.19354 44.381
3 59 13 25 0.0811835 4.09922 50.4932
3 59 14 26 0.0732026 4.14278 56.5934
3 59 15 27 0.0681572 4.26629 62.5948
3 59 16 28 0.0603319 4.12709 68.4065
3 59 17 29 0.0558998 4.13299 73.9358
3 59 18 30 0.0524379 4.14727 79.0892
3 59 19 31 0.0492117 4.12275 83.7758
