64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.7461 6.99604 4.00667
1 13 3 6 0.662214 6.06785 9.16298
1 13 4 7 0.412314 5.82895 14.1372
1 13 5 8 0.298553 5.14944 17.248
1 13 6 9 0.267139 4.6076 17.248
1 13 7 10 0.390604 5.52204 14.1372
1 13 8 11 0.736263 6.74636 9.16298
1 13 9 12 2.18084 8.7379 4.00667
1 23 2 7 1.86849 6.92047 3.70377
1 23 3 8 0.717023 6.02605 8.40426
1 23 4 9 0.405753 5.61224 13.8317
1 23 5 10 0.257183 5.0417 19.6035
1 23 6 11 0.186277 4.70008 25.2317
1 23 7 12 0.142976 4.31206 30.1593
1 23 8 13 0.126923 4.29414 33.8325
1 23 9 14 0.124033 4.44011 35.7978
1 23 10 15 0.112499 4.02721 35.7978
1 23 11 16 0.127814 4.32428 33.8325
1 23 12 17 0.149014 4.49415 30.1593
1 23 13 18 0.187282 4.72544 25.2317
1 23 14 19 0.265836 5.21133 19.6035
1 23 15 20 0.383957 5.31076 13.8317
1 23 16 21 0.802505 6.74447 8.40426
1 23 17 22 2.32538 8.61267 3.70377
1 57 4 16 0.473793 5.46849 11.542
1 57 5 17 0.303545 4.93412 16.255
1 57 6 18 0.21739 4.63931 21.3409
1 57 7 19 0.162343 4.34327 26.7536
1 57 8 20 0.130661 4.23859 32.4396
1 57 9 21 0.11432 4.38282 38.3381
1 57 10 22 0.0948582 4.2099 44.381
1 57 11 23 0.0825731 4.16938 50.4932
1 57 12 24 0.0735864 4.1645 56.5934
1 57 13 25 0.0654807 4.09875 62.5948
