64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.98603 7.95735 4.00667
1 13 3 6 0.732253 6.70962 9.16298
1 13 4 7 0.436483 6.17063 14.1372
1 13 5 8 0.305802 5.27445 17.248
1 13 6 9 0.266139 4.59035 17.248
1 13 7 10 0.370289 5.23484 14.1372
1 13 8 11 0.718116 6.58008 9.16298
1 13 9 12 2.10082 8.41729 4.00667
1 23 2 7 2.12224 7.86029 3.70377
1 23 3 8 0.789912 6.63863 8.40426
1 23 4 9 0.429341 5.93851 13.8317
1 23 5 10 0.266703 5.22831 19.6035
1 23 6 11 0.188854 4.76511 25.2317
1 23 7 12 0.1424 4.29469 30.1593
1 23 8 13 0.128142 4.33537 33.8325
1 23 9 14 0.124174 4.44515 35.7978
1 23 10 15 0.115491 4.13433 35.7978
1 23 11 16 0.127114 4.30058 33.8325
1 23 12 17 0.148499 4.47863 30.1593
1 23 13 18 0.187777 4.73794 25.2317
1 23 14 19 0.278332 5.45629 19.6035
1 23 15 20 0.406881 5.62785 13.8317
1 23 16 21 0.798371 6.70972 8.40426
1 23 17 22 2.27577 8.42894 3.70377
1 57 4 16 0.497025 5.73664 11.542
1 57 5 17 0.313814 5.10105 16.255
1 57 6 18 0.219927 4.69344 21.3409
1 57 7 19 0.162034 4.33501 26.7536
1 57 8 20 0.131475 4.26499 32.4396
1 57 9 21 0.114389 4.38544 38.3381
1 57 10 22 0.0956972 4.24714 44.381
1 57 11 23 0.0825735 4.1694 50.4932
1 57 12 24 0.0736677 4.16911 56.5934
1 57 13 25 0.0654913 4.09941 62.5948
1 57 14 26 0.0603855 4.13076 68.4065
1 57 15 27 0.0571669 4.22668 73.9358
1 57 16 28 0.0528677 4.18126 79.0892
1 57 17 29 0.0497961 4.17171 83.7758
1 57 18 30 0.0477327 4.19614 87.9092
1 57 19 31 0.0453205 4.14277 91.4105
1 57 20 32 0.0443899 4.182 94.2106
1 57 21 33 0.0436168 4.19825 96.2531
1 57 22 34 0.0431655 4.20846 97.4958
1 57 23 35 0.0430504 4.21519 97.913
1 57 24 36 0.0431805 4.20992 97.4958
1 57 25 37 0.0440156 4.23663 96.2531
1 57 26 38 0.0441638 4.1607 94.2106
1 57 27 39 0.0452211 4.13368 91.4105
1 57 28 40 0.0473383 4.16147 87.9092
1 57 29 41 0.0496836 4.16228 83.7758
1 57 30 42 0.0536125 4.24017 79.0892
1 57 31 43 0.0569293 4.20911 73.9358
1 57 32 44 0.0603678 4.12955 68.4065
1 57 33 45 0.0662208 4.14507 62.5948
1 57 34 46 0.0737503 4.17378 56.5934
1 57 35 47 0.0821532 4.14818 50.4932
1 57 36 48 0.0955248 4.23948 44.381
1 57 37 49 0.111041 4.25711 38.3381
1 57 38 50 0.130252 4.22531 32.4396
1 57 39 51 0.164936 4.41263 26.7536
1 57 40 52 0.215857 4.6066 21.3409
1 57 41 53 0.307118 4.99221 16.255
1 57 42 54 0.474888 5.48114 11.542
2 14 3 6 1.81944 7.28991 4.00667
2 14 4 7 0.730093 6.68983 9.16298
