64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1399
# a b m n r rhoa k
1 13 2 5 1.75555 7.03391 4.00667
1 13 3 6 0.532152 4.87609 9.16298
1 13 4 7 0.31818 4.49817 14.1372
1 13 5 8 0.247769 4.27351 17.248
1 13 6 9 0.237409 4.09483 17.248
1 13 7 10 0.333289 4.71177 14.1372
1 13 8 11 0.58093 5.32305 9.16298
1 13 9 12 1.41705 5.67764 4.00667
1 23 2 7 1.84686 6.84036 3.70377
1 23 3 8 0.571307 4.80141 8.40426
1 23 4 9 0.316556 4.3785 13.8317
1 23 5 10 0.216498 4.24412 19.6035
1 23 6 11 0.156881 3.95837 25.2317
1 23 7 12 0.123245 3.71699 30.1593
1 23 8 13 0.110685 3.74476 33.8325
1 23 9 14 0.10677 3.82213 35.7978
1 23 10 15 0.104713 3.74848 35.7978
1 23 11 16 0.115216 3.89805 33.8325
1 23 12 17 0.134121 4.04499 30.1593
1 23 13 18 0.166491 4.20085 25.2317
1 23 14 19 0.22727 4.4553 19.6035
1 23 15 20 0.323044 4.46824 13.8317
1 23 16 21 0.63557 5.3415 8.40426
1 23 17 22 1.61154 5.96879 3.70377
1 57 4 16 0.374762 4.32548 11.542
1 57 5 17 0.257396 4.18397 16.255
1 57 6 18 0.186488 3.97982 21.3409
1 57 7 19 0.143824 3.84782 26.7536
1 57 8 20 0.119205 3.86695 32.4396
1 57 9 21 0.101686 3.89845 38.3381
1 57 10 22 0.0863058 3.83034 44.381
1 57 11 23 0.0765007 3.86277 50.4932
1 57 12 24 0.0693747 3.92615 56.5934
1 57 13 25 0.0629886 3.94275 62.5948
1 57 14 26 0.0571789 3.91141 68.4065
1 57 15 27 0.0532606 3.93786 73.9358
1 57 16 28 0.0498185 3.94011 79.0892
1 57 17 29 0.047271 3.96017 83.7758
1 57 18 30 0.0450557 3.96082 87.9092
1 57 19 31 0.043666 3.99153 91.4105
1 57 20 32 0.0424446 3.99873 94.2106
1 57 21 33 0.0417908 4.02249 96.2531
1 57 22 34 0.0414244 4.0387 97.4958
1 57 23 35 0.0413501 4.04871 97.913
1 57 24 36 0.041284 4.02501 97.4958
1 57 25 37 0.0424207 4.08312 96.2531
1 57 26 38 0.0429117 4.04273 94.2106
1 57 27 39 0.0440327 4.02505 91.4105
1 57 28 40 0.0459128 4.03616 87.9092
1 57 29 41 0.0478439 4.00816 83.7758
1 57 30 42 0.0516275 4.08318 79.0892
1 57 31 43 0.0537482 3.97391 73.9358
1 57 32 44 0.0590661 4.04051 68.4065
