64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa
7 19 15 18 2.63564447 10.560154707094751
7 29 8 13 1.4096927 5.221180902900906
7 29 9 14 0.76675575 6.44401514105126
7 29 10 15 0.339532281 4.696299870221567
7 29 11 16 0.23238042 4.555478430735088
7 29 12 17 0.16901695 4.264583123001545
7 29 13 18 0.140069591 4.224399341538497
7 29 14 19 0.123372519 4.1740052237182566
7 29 15 20 0.123422158 4.418237448943247
7 29 16 21 0.11557722 4.1374061993694236
7 29 17 22 0.122166661 4.1332079891974765
7 29 18 23 0.150068583 4.525961835719327
7 29 19 24 0.183320316 4.6254812059791055
7 29 20 25 0.241493471 4.734126473753037
7 29 21 26 0.388262719 5.370323409253603
7 29 22 27 0.711865304 5.98270152830945
7 29 23 28 1.8956114 7.020913168523361
7 63 10 22 0.410228272 4.73483569029069
7 63 11 23 0.27908843 4.536584317639328
7 63 12 24 0.204020275 4.353984834967153
7 63 13 25 0.158120703 4.230298478895338
7 63 14 26 0.128002439 4.152345485153157
7 63 15 27 0.115850274 4.4414770541462785
7 63 16 28 0.093757331 4.161043323091881
7 63 17 29 0.083847978 4.2337557567835775
7 63 18 30 0.072044769 4.07725883587405
7 63 19 31 0.064112776 4.013123297046936
7 63 20 32 0.060043268 4.107352085948351
7 63 21 33 0.055273068 4.086656187332427
7 63 22 34 0.052736391 4.170879021320513
7 63 23 35 0.04945055 4.142759589225992
7 63 24 36 0.04703792 4.135066865800322
7 63 25 37 0.045887775 4.194623416913079
7 63 26 38 0.043358629 4.084842540834409
7 63 27 39 0.043279946 4.1658268718715465
