64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 2.1081 8.44647 4.00667
1 13 3 6 0.695297 6.37099 9.16298
1 13 4 7 0.41832 5.91386 14.1372
1 13 5 8 0.300616 5.18501 17.248
1 13 6 9 0.253804 4.37761 17.248
1 13 7 10 0.370354 5.23575 14.1372
1 13 8 11 0.695694 6.37463 9.16298
1 13 9 12 2.08931 8.37117 4.00667
1 23 2 7 2.23533 8.27917 3.70377
1 23 3 8 0.753175 6.32988 8.40426
1 23 4 9 0.414652 5.73533 13.8317
1 23 5 10 0.261716 5.13055 19.6035
1 23 6 11 0.186216 4.69855 25.2317
1 23 7 12 0.143154 4.31744 30.1593
1 23 8 13 0.125673 4.25184 33.8325
1 23 9 14 0.12365 4.42639 35.7978
1 23 10 15 0.110938 3.97133 35.7978
1 23 11 16 0.124176 4.20118 33.8325
1 23 12 17 0.141425 4.26526 30.1593
1 23 13 18 0.182339 4.60072 25.2317
1 23 14 19 0.266741 5.22906 19.6035
1 23 15 20 0.383277 5.30136 13.8317
1 23 16 21 0.744592 6.25774 8.40426
1 23 17 22 2.01307 7.45595 3.70377
1 57 4 16 0.483598 5.58167 11.542
1 57 5 17 0.308006 5.00663 16.255
1 57 6 18 0.217602 4.64384 21.3409
1 57 7 19 0.162981 4.36034 26.7536
1 57 8 20 0.129718 4.20799 32.4396
1 57 9 21 0.114884 4.40443 38.3381
1 57 10 22 0.0947158 4.20358 44.381
1 57 11 23 0.0825153 4.16647 50.4932
1 57 12 24 0.0735923 4.16484 56.5934
1 57 13 25 0.0653096 4.08804 62.5948
