64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1399
# a b m n r rhoa k
1 13 2 5 1.02618 4.11158 4.00667
1 13 3 6 0.42591 3.9026 9.16298
1 13 4 7 0.292272 4.1319 14.1372
1 13 5 8 0.277339 4.78353 17.248
1 13 6 9 0.203684 3.51314 17.248
1 13 7 10 0.420471 5.94427 14.1372
1 13 8 11 0.665485 6.09783 9.16298
1 13 9 12 2.74619 11.0031 4.00667
1 23 2 7 1.1226 4.15787 3.70377
1 23 3 8 0.473116 3.97619 8.40426
1 23 4 9 0.295104 4.08178 13.8317
1 23 5 10 0.22688 4.44766 19.6035
1 23 6 11 0.158918 4.00977 25.2317
1 23 7 12 0.141311 4.26185 30.1593
1 23 8 13 0.105347 3.56417 33.8325
1 23 9 14 0.120846 4.32601 35.7978
1 23 10 15 0.0913266 3.26929 35.7978
1 23 11 16 0.122204 4.13447 33.8325
1 23 12 17 0.125214 3.77635 30.1593
1 23 13 18 0.181343 4.57558 25.2317
1 23 14 19 0.224061 4.39238 19.6035
1 23 15 20 0.327285 4.5269 13.8317
1 23 16 21 0.797857 6.7054 8.40426
1 23 17 22 1.75638 6.50522 3.70377
1 57 4 16 0.365067 4.21359 11.542
1 57 5 17 0.265579 4.317 16.255
1 57 6 18 0.192237 4.10252 21.3409
1 57 7 19 0.15674 4.19336 26.7536
1 57 8 20 0.115889 3.75939 32.4396
1 57 9 21 0.112923 4.32925 38.3381
1 57 10 22 0.0868709 3.85542 44.381
1 57 11 23 0.0806202 4.07078 50.4932
1 57 12 24 0.0702377 3.97499 56.5934
1 57 13 25 0.0651956 4.0809 62.5948
1 57 14 26 0.0593948 4.06299 68.4065
1 57 15 27 0.0593369 4.38712 73.9358
1 57 16 28 0.0509568 4.03013 79.0892
1 57 17 29 0.0512244 4.29136 83.7758
1 57 18 30 0.0460602 4.04912 87.9092
1 57 19 31 0.0443644 4.05537 91.4105
1 57 20 32 0.043976 4.14301 94.2106
1 57 21 33 0.0420059 4.04319 96.2531
1 57 22 34 0.0429094 4.18348 97.4958
1 57 23 35 0.0444861 4.35577 97.913
1 57 24 36 0.0427853 4.17139 97.4958
1 57 25 37 0.0443524 4.26906 96.2531
1 57 26 38 0.0429134 4.0429 94.2106
1 57 27 39 0.0467517 4.2736 91.4105
1 57 28 40 0.0480848 4.22709 87.9092
1 57 29 41 0.0474108 3.97188 83.7758
1 57 30 42 0.0509026 4.02584 79.0892
1 57 31 43 0.0580017 4.2884 73.9358
1 57 32 44 0.05796 3.96484 68.4065
1 57 33 45 0.0653808 4.0925 62.5948
1 57 34 46 0.0704882 3.98917 56.5934
1 57 35 47 0.0801965 4.04938 50.4932
1 57 36 48 0.089416 3.96837 44.381
1 57 37 49 0.104478 4.00549 38.3381
1 57 38 50 0.116984 3.79492 32.4396
1 57 39 51 0.151482 4.05269 26.7536
1 57 40 52 0.184457 3.93648 21.3409
1 57 41 53 0.277465 4.51019 16.255
1 57 42 54 0.376472 4.34522 11.542
2 14 3 6 1.1506 4.61007 4.00667
2 14 4 7 0.518523 4.75122 9.16298
2 14 5 8 0.364012 5.1461 14.1372
2 14 6 9 0.216188 3.7288 17.248
2 14 7 10 0.278928 4.81094 17.248
2 14 8 11 0.283469 4.00745 14.1372
2 14 9 12 0.577298 5.28977 9.16298
2 14 10 13 0.92555 3.70837 4.00667
2 24 4 9 0.567086 4.76594 8.40426
2 24 5 10 0.36188 5.0054 13.8317
2 24 6 11 0.223178 4.37507 19.6035
2 24 7 12 0.18168 4.5841 25.2317
2 24 8 13 0.121365 3.66027 30.1593
2 24 9 14 0.1329 4.49633 33.8325
2 24 10 15 0.0939097 3.36176 35.7978
2 24 11 16 0.115116 4.12089 35.7978
2 24 12 17 0.109496 3.70454 33.8325
2 24 13 18 0.144792 4.36682 30.1593
2 24 14 19 0.163104 4.11538 25.2317
2 24 15 20 0.217947 4.27254 19.6035
2 24 16 21 0.369961 5.11718 13.8317
2 24 17 22 0.569228 4.78394 8.40426
2 24 18 23 2.23051 8.26129 3.70377
2 58 5 17 0.417361 4.81716 11.542
2 58 6 18 0.271518 4.41353 16.255
2 58 7 19 0.20983 4.47796 21.3409
2 58 8 20 0.144688 3.87091 26.7536
2 58 9 21 0.138781 4.502 32.4396
2 58 10 22 0.102984 3.9482 38.3381
2 58 11 23 0.0939957 4.17162 44.381
2 58 12 24 0.079815 4.03012 50.4932
2 58 13 25 0.0733538 4.15134 56.5934
2 58 14 26 0.0655958 4.10595 62.5948
2 58 15 27 0.0650513 4.44994 68.4065
2 58 16 28 0.0545011 4.02958 73.9358
2 58 17 29 0.0546388 4.32134 79.0892
2 58 18 30 0.0485709 4.06907 83.7758
2 58 19 31 0.0464118 4.08002 87.9092
2 58 20 32 0.0455437 4.16317 91.4105
2 58 21 33 0.0429723 4.04845 94.2106
2 58 22 34 0.0434221 4.17951 96.2531
2 58 23 35 0.0443619 4.3251 97.4958
2 58 24 36 0.042801 4.19077 97.913
2 58 25 37 0.0437792 4.26829 97.4958
2 58 26 38 0.0419288 4.03578 96.2531
2 58 27 39 0.0452104 4.2593 94.2106
2 58 28 40 0.0463237 4.23447 91.4105
2 58 29 41 0.0450226 3.9579 87.9092
2 58 30 42 0.0477837 4.00312 83.7758
2 58 31 43 0.0537037 4.24739 79.0892
2 58 32 44 0.0532309 3.93567 73.9358
2 58 33 45 0.0591425 4.04573 68.4065
2 58 34 46 0.0631884 3.95526 62.5948
2 58 35 47 0.0701669 3.97098 56.5934
2 58 36 48 0.0769998 3.88797 50.4932
2 58 37 49 0.0879749 3.90441 44.381
2 58 38 50 0.0967954 3.71095 38.3381
2 58 39 51 0.120053 3.89447 32.4396
2 58 40 52 0.1412 3.77762 26.7536
2 58 41 53 0.196416 4.1917 21.3409
2 58 42 54 0.246706 4.0102 16.255
2 58 43 55 0.349668 4.03585 11.542
3 15 4 7 2.25278 9.02615 4.00667
3 15 5 8 0.843704 7.73084 9.16298
3 15 6 9 0.368939 5.21575 14.1372
3 15 7 10 0.34188 5.89673 17.248
3 15 8 11 0.27322 4.71249 17.248
3 15 9 12 0.482904 6.8269 14.1372
3 15 10 13 0.63209 5.79183 9.16298
3 15 11 14 2.52825 10.1299 4.00667
3 25 4 9 2.37319 8.78976 3.70377
3 25 5 10 0.870744 7.31796 8.40426
3 25 6 11 0.403714 5.58405 13.8317
3 25 7 12 0.275071 5.39236 19.6035
3 25 8 13 0.155555 3.92493 25.2317
3 25 9 14 0.161619 4.87432 30.1593
3 25 10 15 0.106253 3.5948 33.8325
3 25 11 16 0.119706 4.28519 35.7978
3 25 12 17 0.106889 3.82638 35.7978
3 25 13 18 0.131516 4.44952 33.8325
3 25 14 19 0.139334 4.20221 30.1593
3 25 15 20 0.177098 4.46849 25.2317
3 25 16 21 0.253672 4.97287 19.6035
3 25 17 22 0.342223 4.73352 13.8317
3 25 18 23 0.845735 7.10778 8.40426
3 25 19 24 2.59099 9.59645 3.70377
3 59 6 18 0.470155 5.42651 11.542
3 59 7 19 0.317974 5.16867 16.255
3 59 8 20 0.191262 4.08172 21.3409
3 59 9 21 0.179139 4.79262 26.7536
3 59 10 22 0.12615 4.09225 32.4396
3 59 11 23 0.112248 4.30336 38.3381
3 59 12 24 0.0926559 4.11216 44.381
3 59 13 25 0.0838254 4.23262 50.4932
3 59 14 26 0.0733445 4.15082 56.5934
