64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.54648 6.19623 4.00667
1 13 3 6 0.553974 5.07606 9.16298
1 13 4 7 0.362797 5.12892 14.1372
1 13 5 8 0.290411 5.00899 17.248
1 13 6 9 0.226716 3.91039 17.248
1 13 7 10 0.395082 5.58535 14.1372
1 13 8 11 0.686833 6.29344 9.16298
1 13 9 12 2.37546 9.51767 4.00667
1 23 2 7 1.6682 6.17865 3.70377
1 23 3 8 0.605644 5.08999 8.40426
1 23 4 9 0.360951 4.99255 13.8317
1 23 5 10 0.245467 4.81202 19.6035
1 23 6 11 0.173213 4.37045 25.2317
1 23 7 12 0.142863 4.30865 30.1593
1 23 8 13 0.116283 3.93416 33.8325
1 23 9 14 0.123693 4.42794 35.7978
1 23 10 15 0.101346 3.62798 35.7978
1 23 11 16 0.122948 4.15965 33.8325
1 23 12 17 0.134915 4.06893 30.1593
1 23 13 18 0.184039 4.64363 25.2317
1 23 14 19 0.247895 4.85961 19.6035
1 23 15 20 0.354089 4.89764 13.8317
1 23 16 21 0.754978 6.34503 8.40426
1 23 17 22 1.82831 6.77163 3.70377
1 57 4 16 0.431581 4.98129 11.542
1 57 5 17 0.288515 4.68981 16.255
1 57 6 18 0.2056 4.38771 21.3409
1 57 7 19 0.160917 4.30511 26.7536
1 57 8 20 0.123473 4.00543 32.4396
1 57 9 21 0.11514 4.41424 38.3381
1 57 10 22 0.0912365 4.04917 44.381
1 57 11 23 0.0816289 4.12171 50.4932
1 57 12 24 0.0723898 4.09678 56.5934
1 57 13 25 0.0656222 4.1076 62.5948
1 57 14 26 0.0601536 4.1149 68.4065
1 57 15 27 0.0587072 4.34056 73.9358
1 57 16 28 0.0520384 4.11568 79.0892
1 57 17 29 0.0509378 4.26736 83.7758
1 57 18 30 0.0469231 4.12497 87.9092
1 57 19 31 0.0447295 4.08875 91.4105
1 57 20 32 0.044325 4.17589 94.2106
1 57 21 33 0.0429017 4.12942 96.2531
1 57 22 34 0.0430167 4.19394 97.4958
1 57 23 35 0.0439809 4.3063 97.913
1 57 24 36 0.0431629 4.2082 97.4958
1 57 25 37 0.0443388 4.26774 96.2531
1 57 26 38 0.0436912 4.11617 94.2106
1 57 27 39 0.0460659 4.21091 91.4105
1 57 28 40 0.0479977 4.21944 87.9092
1 57 29 41 0.0485423 4.06667 83.7758
1 57 30 42 0.0530205 4.19335 79.0892
1 57 31 43 0.0578957 4.28057 73.9358
1 57 32 44 0.0593503 4.05995 68.4065
1 57 33 45 0.0654939 4.09958 62.5948
1 57 34 46 0.0726603 4.1121 56.5934
1 57 35 47 0.081459 4.11313 50.4932
1 57 36 48 0.0931867 4.13572 44.381
1 57 37 49 0.109306 4.19059 38.3381
1 57 38 50 0.123941 4.0206 32.4396
1 57 39 51 0.158433 4.23865 26.7536
1 57 40 52 0.198946 4.24569 21.3409
1 57 41 53 0.294886 4.79338 16.255
1 57 42 54 0.435094 5.02183 11.542
2 14 3 6 1.36829 5.48228 4.00667
2 14 4 7 0.620624 5.68676 9.16298
2 14 5 8 0.374847 5.29927 14.1372
2 14 6 9 0.236061 4.07158 17.248
2 14 7 10 0.279004 4.81225 17.248
2 14 8 11 0.334116 4.72346 14.1372
2 14 9 12 0.640838 5.87198 9.16298
2 14 10 13 1.31914 5.28535 4.00667
2 24 3 8 1.4786 5.47639 3.70377
2 24 4 9 0.660955 5.55484 8.40426
2 24 5 10 0.373824 5.17061 13.8317
2 24 6 11 0.234002 4.58726 19.6035
2 24 7 12 0.177249 4.47229 25.2317
2 24 8 13 0.131262 3.95878 30.1593
2 24 9 14 0.133224 4.5073 33.8325
2 24 10 15 0.102332 3.66325 35.7978
2 24 11 16 0.114456 4.09725 35.7978
2 24 12 17 0.1169 3.95503 33.8325
2 24 13 18 0.146353 4.41389 30.1593
2 24 14 19 0.179431 4.52734 25.2317
2 24 15 20 0.234526 4.59755 19.6035
2 24 16 21 0.382482 5.29037 13.8317
2 24 17 22 0.65182 5.47806 8.40426
2 24 18 23 2.36729 8.7679 3.70377
2 58 5 17 0.432599 4.99303 11.542
2 58 6 18 0.279949 4.55058 16.255
2 58 7 19 0.207218 4.42222 21.3409
2 58 8 20 0.150636 4.03005 26.7536
2 58 9 21 0.137869 4.47242 32.4396
2 58 10 22 0.105946 4.06175 38.3381
2 58 11 23 0.0931216 4.13283 44.381
2 58 12 24 0.0808798 4.08388 50.4932
2 58 13 25 0.0723863 4.09659 56.5934
2 58 14 26 0.0654124 4.09447 62.5948
2 58 15 27 0.0633465 4.33331 68.4065
2 58 16 28 0.0552645 4.08602 73.9358
2 58 17 29 0.0536329 4.24179 79.0892
2 58 18 30 0.0489026 4.09686 83.7758
2 58 19 31 0.0461972 4.06116 87.9092
2 58 20 32 0.0454677 4.15623 91.4105
2 58 21 33 0.0436373 4.1111 94.2106
2 58 22 34 0.0433898 4.1764 96.2531
2 58 23 35 0.0437974 4.27007 97.4958
