64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 2.05009 8.21404 4.00667
1 13 3 6 0.718661 6.58508 9.16298
1 13 4 7 0.431042 6.09371 14.1372
1 13 5 8 0.304165 5.24622 17.248
1 13 6 9 0.264608 4.56395 17.248
1 13 7 10 0.368923 5.21552 14.1372
1 13 8 11 0.712502 6.52864 9.16298
1 13 9 12 2.07105 8.298 4.00667
1 23 2 7 2.18219 8.08232 3.70377
1 23 3 8 0.777247 6.53219 8.40426
1 23 4 9 0.424113 5.86619 13.8317
1 23 5 10 0.265044 5.1958 19.6035
1 23 6 11 0.18878 4.76324 25.2317
1 23 7 12 0.141703 4.27366 30.1593
1 23 8 13 0.127384 4.30973 33.8325
1 23 9 14 0.123837 4.43308 35.7978
1 23 10 15 0.114578 4.10163 35.7978
1 23 11 16 0.126286 4.27257 33.8325
1 23 12 17 0.146929 4.43128 30.1593
1 23 13 18 0.185164 4.67201 25.2317
1 23 14 19 0.276012 5.4108 19.6035
1 23 15 20 0.401943 5.55955 13.8317
1 23 16 21 0.789271 6.63324 8.40426
1 23 17 22 2.22838 8.2534 3.70377
1 57 4 16 0.491936 5.6779 11.542
1 57 5 17 0.311933 5.07048 16.255
1 57 6 18 0.219714 4.68891 21.3409
1 57 7 19 0.161693 4.32587 26.7536
1 57 8 20 0.130923 4.2471 32.4396
1 57 9 21 0.114295 4.38184 38.3381
1 57 10 22 0.0954197 4.23482 44.381
1 57 11 23 0.0824724 4.1643 50.4932
1 57 12 24 0.0737026 4.17108 56.5934
1 57 13 25 0.0654502 4.09684 62.5948
