64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1394
# a b m n r rhoa k
1 13 2 5 1.68634 6.7566 4.00667
1 13 3 6 0.541926 4.96566 9.16298
1 13 4 7 0.329907 4.66395 14.1372
1 13 5 8 0.253928 4.37974 17.248
1 13 6 9 0.243479 4.19952 17.248
1 13 7 10 0.340588 4.81495 14.1372
1 13 8 11 0.601008 5.50703 9.16298
1 13 9 12 1.5129 6.06171 4.00667
1 23 2 7 1.78114 6.59692 3.70377
1 23 3 8 0.581247 4.88495 8.40426
1 23 4 9 0.327499 4.52986 13.8317
1 23 5 10 0.220831 4.32908 19.6035
1 23 6 11 0.15928 4.01891 25.2317
1 23 7 12 0.125296 3.77885 30.1593
1 23 8 13 0.11204 3.79061 33.8325
1 23 9 14 0.107719 3.85611 35.7978
1 23 10 15 0.106238 3.80308 35.7978
1 23 11 16 0.116789 3.95128 33.8325
1 23 12 17 0.135962 4.10052 30.1593
1 23 13 18 0.170344 4.29806 25.2317
1 23 14 19 0.232636 4.56049 19.6035
1 23 15 20 0.337349 4.6661 13.8317
1 23 16 21 0.665302 5.59138 8.40426
1 23 17 22 1.67018 6.18596 3.70377
1 57 4 16 0.386084 4.45617 11.542
1 57 5 17 0.26229 4.26352 16.255
1 57 6 18 0.189057 4.03464 21.3409
1 57 7 19 0.145586 3.89496 26.7536
1 57 8 20 0.12038 3.90508 32.4396
1 57 9 21 0.102551 3.93162 38.3381
1 57 10 22 0.087207 3.87033 44.381
1 57 11 23 0.0771788 3.89701 50.4932
1 57 12 24 0.0698318 3.95202 56.5934
1 57 13 25 0.0634748 3.97319 62.5948
1 57 14 26 0.0576888 3.94629 68.4065
1 57 15 27 0.0536445 3.96625 73.9358
1 57 16 28 0.0502134 3.97134 79.0892
1 57 17 29 0.0476384 3.99095 83.7758
1 57 18 30 0.0454041 3.99144 87.9092
1 57 19 31 0.0437519 3.99938 91.4105
1 57 20 32 0.0426772 4.02064 94.2106
1 57 21 33 0.041923 4.03522 96.2531
1 57 22 34 0.0415498 4.05093 97.4958
1 57 23 35 0.0414413 4.05764 97.913
1 57 24 36 0.0413667 4.03308 97.4958
1 57 25 37 0.0424103 4.08212 96.2531
1 57 26 38 0.0429657 4.04782 94.2106
1 57 27 39 0.0439491 4.01741 91.4105
1 57 28 40 0.0459772 4.04182 87.9092
1 57 29 41 0.0479468 4.01678 83.7758
1 57 30 42 0.0514566 4.06966 79.0892
1 57 31 43 0.0541279 4.00199 73.9358
1 57 32 44 0.0594057 4.06374 68.4065
1 57 33 45 0.064648 4.04663 62.5948
1 57 34 46 0.0699942 3.96121 56.5934
1 57 35 47 0.0769047 3.88317 50.4932
1 57 36 48 0.0857334 3.80493 44.381
1 57 37 49 0.102941 3.94656 38.3381
1 57 38 50 0.121711 3.94826 32.4396
1 57 39 51 0.154051 4.12143 26.7536
1 57 40 52 0.195967 4.18211 21.3409
1 57 41 53 0.26158 4.25199 16.255
1 57 42 54 0.389771 4.49872 11.542
2 14 4 7 0.533977 4.89282 9.16298
2 14 5 8 0.321521 4.5454 14.1372
2 14 6 9 0.239845 4.13683 17.248
2 14 7 10 0.249447 4.30246 17.248
2 14 8 11 0.330027 4.66564 14.1372
2 14 9 12 0.538403 4.93337 9.16298
2 14 10 13 1.31387 5.26426 4.00667
2 24 4 9 0.569647 4.78746 8.40426
2 24 5 10 0.328143 4.53877 13.8317
2 24 6 11 0.211803 4.15209 19.6035
2 24 7 12 0.152272 3.84208 25.2317
2 24 8 13 0.126983 3.82972 30.1593
2 24 9 14 0.114256 3.86558 33.8325
2 24 10 15 0.105954 3.7929 35.7978
2 24 11 16 0.108978 3.90118 35.7978
2 24 12 17 0.119081 4.02881 33.8325
2 24 13 18 0.138354 4.17265 30.1593
2 24 14 19 0.174335 4.39876 25.2317
2 24 15 20 0.228604 4.48144 19.6035
2 24 16 21 0.376969 5.21412 13.8317
2 24 17 22 0.702598 5.90482 8.40426
2 24 18 23 1.87836 6.95704 3.70377
2 58 5 17 0.383355 4.42466 11.542
2 58 6 18 0.25306 4.11349 16.255
2 58 7 19 0.183284 3.91145 21.3409
2 58 8 20 0.145721 3.89856 26.7536
2 58 9 21 0.120745 3.91691 32.4396
2 58 10 22 0.10026 3.84376 38.3381
2 58 11 23 0.0871296 3.8669 44.381
2 58 12 24 0.0776939 3.92302 50.4932
2 58 13 25 0.0694266 3.92909 56.5934
2 58 14 26 0.0624971 3.91199 62.5948
2 58 15 27 0.0573474 3.92294 68.4065
2 58 16 28 0.053147 3.92947 73.9358
2 58 17 29 0.0499395 3.94967 79.0892
2 58 18 30 0.0471143 3.94704 83.7758
2 58 19 31 0.0448989 3.94703 87.9092
2 58 20 32 0.0438003 4.00381 91.4105
2 58 21 33 0.042529 4.00668 94.2106
2 58 22 34 0.0418142 4.02475 96.2531
2 58 23 35 0.0412974 4.02632 97.4958
2 58 24 36 0.0409777 4.01225 97.913
2 58 25 37 0.0415967 4.0555 97.4958
2 58 26 38 0.0417921 4.02261 96.2531
2 58 27 39 0.0424758 4.00167 94.2106
2 58 28 40 0.0440625 4.02777 91.4105
2 58 29 41 0.0456601 4.01395 87.9092
2 58 30 42 0.0484739 4.06094 83.7758
2 58 31 43 0.0505951 4.00153 79.0892
2 58 32 44 0.0547547 4.04833 73.9358
2 58 33 45 0.0588494 4.02569 68.4065
2 58 34 46 0.0628375 3.9333 62.5948
2 58 35 47 0.068122 3.85526 56.5934
2 58 36 48 0.0748294 3.77838 50.4932
2 58 37 49 0.0874616 3.88163 44.381
2 58 38 50 0.100953 3.87035 38.3381
2 58 39 51 0.123224 3.99735 32.4396
2 58 40 52 0.149984 4.01262 26.7536
2 58 41 53 0.188766 4.02845 21.3409
2 58 42 54 0.255392 4.15139 16.255
2 58 43 55 0.360622 4.16228 11.542
3 15 4 7 1.47922 5.92673 4.00667
3 15 5 8 0.588672 5.39399 9.16298
3 15 6 9 0.326866 4.62096 14.1372
3 15 7 10 0.250064 4.3131 17.248
3 15 8 11 0.254991 4.39808 17.248
3 15 9 12 0.317343 4.48634 14.1372
3 15 10 13 0.50257 4.60504 9.16298
3 15 11 14 1.37216 5.49779 4.00667
3 25 4 9 1.56767 5.80629 3.70377
3 25 5 10 0.634679 5.33401 8.40426
3 25 6 11 0.338132 4.67694 13.8317
3 25 7 12 0.211459 4.14534 19.6035
3 25 8 13 0.159486 4.0241 25.2317
3 25 9 14 0.132258 3.98882 30.1593
3 25 10 15 0.113647 3.84496 33.8325
3 25 11 16 0.108644 3.88922 35.7978
3 25 12 17 0.110716 3.96339 35.7978
3 25 13 18 0.119245 4.03437 33.8325
3 25 14 19 0.137966 4.16094 30.1593
3 25 15 20 0.165007 4.16341 25.2317
3 25 16 21 0.234923 4.60531 19.6035
3 25 17 22 0.364587 5.04285 13.8317
3 25 18 23 0.673648 5.66151 8.40426
3 25 19 24 1.58506 5.87071 3.70377
3 59 6 18 0.395677 4.56689 11.542
3 59 7 19 0.256336 4.16674 16.255
3 59 8 20 0.190765 4.07111 21.3409
3 59 9 21 0.151069 4.04165 26.7536
3 59 10 22 0.120999 3.92514 32.4396
3 59 11 23 0.102421 3.92661 38.3381
3 59 12 24 0.0895469 3.97418 44.381
3 59 13 25 0.0787513 3.97641 50.4932
3 59 14 26 0.0696676 3.94272 56.5934
3 59 15 27 0.0630411 3.94604 62.5948
3 59 16 28 0.0577569 3.95095 68.4065
3 59 17 29 0.0537129 3.9713 73.9358
3 59 18 30 0.0503043 3.97853 79.0892
3 59 19 31 0.0473398 3.96593 83.7758
3 59 20 32 0.0456723 4.01502 87.9092
3 59 21 33 0.043975 4.01977 91.4105
3 59 22 34 0.0428618 4.03804 94.2106
3 59 23 35 0.0420028 4.0429 96.2531
3 59 24 36 0.0413622 4.03264 97.4958
3 59 25 37 0.0415991 4.07309 97.913
3 59 26 38 0.0415507 4.05102 97.4958
3 59 27 39 0.0418579 4.02895 96.2531
3 59 28 40 0.0430522 4.05597 94.2106
3 59 29 41 0.0442115 4.04139 91.4105
3 59 30 42 0.0464036 4.07931 87.9092
3 59 31 43 0.0480748 4.02751 83.7758
3 59 32 44 0.0515786 4.07931 79.0892
3 59 33 45 0.0549011 4.05916 73.9358
3 59 34 46 0.0580776 3.97289 68.4065
3 59 35 47 0.0622142 3.89428 62.5948
3 59 36 48 0.0675235 3.82139 56.5934
3 59 37 49 0.0775273 3.91461 50.4932
3 59 38 50 0.0878881 3.90056 44.381
3 59 39 51 0.104562 4.0087 38.3381
3 59 40 52 0.123543 4.00767 32.4396
3 59 41 53 0.149873 4.00964 26.7536
3 59 42 54 0.191764 4.09242 21.3409
3 59 43 55 0.251325 4.08529 16.255
3 59 44 56 0.390185 4.5035 11.542
4 16 5 8 1.64127 6.57603 4.00667
4 16 6 9 0.593875 5.44166 9.16298
4 16 7 10 0.327701 4.63276 14.1372
4 16 8 11 0.257268 4.43734 17.248
4 16 9 12 0.252502 4.35514 17.248
4 16 10 13 0.308249 4.35776 14.1372
4 16 11 14 0.539335 4.94191 9.16298
4 16 12 15 1.45835 5.84313 4.00667
4 26 5 10 1.7413 6.44938 3.70377
4 26 6 11 0.644214 5.41414 8.40426
4 26 7 12 0.3295 4.55753 13.8317
4 26 8 13 0.21866 4.28652 19.6035
4 26 9 14 0.164786 4.15783 25.2317
4 26 10 15 0.130464 3.93469 30.1593
4 26 11 16 0.116404 3.93823 33.8325
4 26 12 17 0.111204 3.98086 35.7978
4 26 13 18 0.111968 4.00822 35.7978
4 26 14 19 0.120472 4.07588 33.8325
4 26 15 20 0.133996 4.04122 30.1593
4 26 16 21 0.171396 4.3246 25.2317
4 26 17 22 0.235778 4.62208 19.6035
4 26 18 23 0.361821 5.00459 13.8317
4 26 19 24 0.617572 5.19024 8.40426
4 26 20 25 1.59816 5.91921 3.70377
4 60 7 19 0.390065 4.50211 11.542
4 60 8 20 0.263018 4.27536 16.255
4 60 9 21 0.195205 4.16586 21.3409
4 60 10 22 0.149267 3.99343 26.7536
4 60 11 23 0.122384 3.9701 32.4396
4 60 12 24 0.104404 4.00264 38.3381
4 60 13 25 0.089941 3.99167 44.381
4 60 14 26 0.078159 3.9465 50.4932
4 60 15 27 0.0696107 3.93951 56.5934
4 60 16 28 0.0628518 3.93419 62.5948
4 60 17 29 0.0577974 3.95372 68.4065
4 60 18 30 0.0535436 3.95879 73.9358
4 60 19 31 0.0499063 3.94705 79.0892
4 60 20 32 0.0475972 3.98749 83.7758
4 60 21 33 0.0454567 3.99607 87.9092
4 60 22 34 0.0439313 4.01578 91.4105
4 60 23 35 0.0427273 4.02536 94.2106
4 60 24 36 0.041765 4.02001 96.2531
4 60 25 37 0.0416789 4.06352 97.4958
4 60 26 38 0.0413131 4.04509 97.913
4 60 27 39 0.0412919 4.02579 97.4958
4 60 28 40 0.042076 4.04995 96.2531
4 60 29 41 0.0428604 4.03791 94.2106
4 60 30 42 0.0446077 4.07761 91.4105
4 60 31 43 0.0457874 4.02513 87.9092
4 60 32 44 0.0486738 4.07769 83.7758
4 60 33 45 0.0512914 4.0566 79.0892
4 60 34 46 0.0537663 3.97526 73.9358
4 60 35 47 0.0569892 3.89843 68.4065
4 60 36 48 0.0611027 3.82471 62.5948
4 60 37 49 0.0690025 3.90509 56.5934
4 60 38 50 0.0770021 3.88809 50.4932
4 60 39 51 0.0894318 3.96907 44.381
4 60 40 52 0.103099 3.95262 38.3381
4 60 41 53 0.121315 3.93541 32.4396
4 60 42 54 0.148656 3.97709 26.7536
4 60 43 55 0.184693 3.94153 21.3409
4 60 44 56 0.260005 4.22638 16.255
4 60 45 57 0.398487 4.59931 11.542
5 17 6 9 1.6177 6.48159 4.00667
5 17 7 10 0.569262 5.21614 9.16298
5 17 8 11 0.334114 4.72343 14.1372
5 17 9 12 0.257813 4.44676 17.248
5 17 10 13 0.248712 4.28978 17.248
5 17 11 14 0.336115 4.75171 14.1372
5 17 12 15 0.620872 5.68904 9.16298
5 17 13 16 1.80482 7.2313 4.00667
5 27 6 11 1.72083 6.37358 3.70377
5 27 7 12 0.608355 5.11277 8.40426
5 27 8 13 0.334768 4.6304 13.8317
5 27 9 14 0.223324 4.37794 19.6035
5 27 10 15 0.160708 4.05495 25.2317
5 27 11 16 0.132816 4.00563 30.1593
5 27 12 17 0.119 4.02608 33.8325
5 27 13 18 0.112118 4.01358 35.7978
5 27 14 19 0.112648 4.03256 35.7978
5 27 15 20 0.117538 3.97661 33.8325
5 27 16 21 0.137985 4.16152 30.1593
5 27 17 22 0.173445 4.37632 25.2317
5 27 18 23 0.236408 4.63444 19.6035
5 27 19 24 0.343194 4.74694 13.8317
5 27 20 25 0.617473 5.18941 8.40426
5 27 21 26 1.57499 5.8334 3.70377
5 61 8 20 0.394794 4.55669 11.542
5 61 9 21 0.266628 4.33404 16.255
5 61 10 22 0.191134 4.07898 21.3409
5 61 11 23 0.15054 4.02749 26.7536
5 61 12 24 0.124722 4.04592 32.4396
5 61 13 25 0.104742 4.01562 38.3381
5 61 14 26 0.089049 3.95208 44.381
5 61 15 27 0.0780832 3.94267 50.4932
5 61 16 28 0.069477 3.93194 56.5934
5 61 17 29 0.0631292 3.95156 62.5948
5 61 18 30 0.0577517 3.95059 68.4065
5 61 19 31 0.0532959 3.94047 73.9358
5 61 20 32 0.0504098 3.98687 79.0892
5 61 21 33 0.0476312 3.99034 83.7758
5 61 22 34 0.0456389 4.01208 87.9092
5 61 23 35 0.0439976 4.02184 91.4105
5 61 24 36 0.0426779 4.02071 94.2106
5 61 25 37 0.0422342 4.06517 96.2531
5 61 26 38 0.0415656 4.05247 97.4958
5 61 27 39 0.0412433 4.03825 97.913
5 61 28 40 0.0416972 4.0653 97.4958
5 61 29 41 0.0421347 4.05559 96.2531
5 61 30 42 0.0434994 4.09811 94.2106
5 61 31 43 0.0442584 4.04568 91.4105
5 61 32 44 0.0466062 4.09711 87.9092
5 61 33 45 0.0486673 4.07714 83.7758
5 61 34 46 0.0505491 3.99789 79.0892
5 61 35 47 0.053154 3.92998 73.9358
5 61 36 48 0.0564735 3.86316 68.4065
5 61 37 49 0.0629304 3.93911 62.5948
5 61 38 50 0.0693648 3.92559 56.5934
5 61 39 51 0.0791859 3.99835 50.4932
5 61 40 52 0.0895556 3.97457 44.381
5 61 41 53 0.103067 3.95137 38.3381
5 61 42 54 0.122442 3.97198 32.4396
5 61 43 55 0.146747 3.926 26.7536
5 61 44 56 0.194344 4.14749 21.3409
5 61 45 57 0.272284 4.42598 16.255
5 61 46 58 0.437577 5.05049 11.542
6 18 7 10 1.48304 5.94203 4.00667
6 18 8 11 0.573095 5.25125 9.16298
6 18 9 12 0.332856 4.70565 14.1372
6 18 10 13 0.248434 4.28498 17.248
6 18 11 14 0.260427 4.49183 17.248
6 18 12 15 0.362699 5.12754 14.1372
6 18 13 16 0.698443 6.39982 9.16298
6 18 14 17 1.86069 7.45516 4.00667
6 28 7 12 1.57266 5.82476 3.70377
6 28 8 13 0.613345 5.15471 8.40426
6 28 9 14 0.340477 4.70937 13.8317
6 28 10 15 0.216906 4.25213 19.6035
6 28 11 16 0.164128 4.14122 25.2317
6 28 12 17 0.13689 4.12851 30.1593
6 28 13 18 0.120167 4.06556 33.8325
6 28 14 19 0.11262 4.03154 35.7978
6 28 15 20 0.110453 3.95398 35.7978
6 28 16 21 0.120249 4.06832 33.8325
6 28 17 22 0.140082 4.22476 30.1593
6 28 18 23 0.174857 4.41194 25.2317
6 28 19 24 0.228782 4.48493 19.6035
6 28 20 25 0.350538 4.84852 13.8317
6 28 21 26 0.634287 5.33071 8.40426
6 28 22 27 1.75349 6.49454 3.70377
6 62 9 21 0.399673 4.61301 11.542
6 62 10 22 0.260517 4.2347 16.255
6 62 11 23 0.193731 4.13441 21.3409
6 62 12 24 0.154465 4.1325 26.7536
6 62 13 25 0.125517 4.0717 32.4396
6 62 14 26 0.103847 3.98128 38.3381
6 62 15 27 0.0891957 3.95859 44.381
6 62 16 28 0.0779267 3.93477 50.4932
6 62 17 29 0.0697986 3.95014 56.5934
6 62 18 30 0.0630552 3.94692 62.5948
6 62 19 31 0.0573588 3.92372 68.4065
