64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.86085 7.45581 4.00667
1 13 3 6 0.710081 6.50646 9.16298
1 13 4 7 0.406735 5.75008 14.1372
1 13 5 8 0.294277 5.07568 17.248
1 13 6 9 0.254028 4.38146 17.248
1 13 7 10 0.359453 5.08165 14.1372
1 13 8 11 0.688678 6.31035 9.16298
1 13 9 12 1.98362 7.94772 4.00667
1 23 2 7 1.98935 7.36809 3.70377
1 23 3 8 0.757326 6.36476 8.40426
1 23 4 9 0.399464 5.52526 13.8317
1 23 5 10 0.252705 4.95391 19.6035
1 23 6 11 0.173359 4.37413 25.2317
1 23 7 12 0.132578 3.99845 30.1593
1 23 8 13 0.115945 3.9227 33.8325
1 23 9 14 0.109265 3.91146 35.7978
1 23 10 15 0.0999116 3.57661 35.7978
1 23 11 16 0.115402 3.90435 33.8325
1 23 12 17 0.13078 3.94422 30.1593
1 23 13 18 0.16723 4.21949 25.2317
1 23 14 19 0.226633 4.44281 19.6035
1 23 15 20 0.3556 4.91854 13.8317
1 23 16 21 0.788899 6.63011 8.40426
1 23 17 22 2.01943 7.47952 3.70377
1 57 4 16 0.46457 5.36204 11.542
1 57 5 17 0.299023 4.86063 16.255
1 57 6 18 0.206648 4.41007 21.3409
1 57 7 19 0.154795 4.14132 26.7536
1 57 8 20 0.126711 4.11045 32.4396
1 57 9 21 0.110964 4.25414 38.3381
1 57 10 22 0.0931045 4.13207 44.381
1 57 11 23 0.0821145 4.14622 50.4932
1 57 12 24 0.0731683 4.14085 56.5934
1 57 13 25 0.0658826 4.12391 62.5948
1 57 14 26 0.0620164 4.24233 68.4065
1 57 15 27 0.0592134 4.37799 73.9358
1 57 16 28 0.0522745 4.13435 79.0892
1 57 17 29 0.050566 4.23621 83.7758
1 57 18 30 0.0471571 4.14554 87.9092
1 57 19 31 0.0451181 4.12427 91.4105
1 57 20 32 0.0434612 4.09451 94.2106
1 57 21 33 0.0422239 4.06418 96.2531
1 57 22 34 0.0421359 4.10807 97.4958
1 57 23 35 0.0435644 4.26552 97.913
1 57 24 36 0.0431307 4.20506 97.4958
1 57 25 37 0.0445624 4.28926 96.2531
1 57 26 38 0.0436856 4.11564 94.2106
1 57 27 39 0.0459866 4.20366 91.4105
1 57 28 40 0.0479175 4.21239 87.9092
1 57 29 41 0.0485403 4.0665 83.7758
1 57 30 42 0.051564 4.07816 79.0892
1 57 31 43 0.0569818 4.21299 73.9358
1 57 32 44 0.0582113 3.98203 68.4065
1 57 33 45 0.0657029 4.11265 62.5948
1 57 34 46 0.0719169 4.07002 56.5934
1 57 35 47 0.0798339 4.03107 50.4932
1 57 36 48 0.090602 4.02101 44.381
1 57 37 49 0.107523 4.12224 38.3381
1 57 38 50 0.119491 3.87625 32.4396
1 57 39 51 0.154227 4.12612 26.7536
1 57 40 52 0.19469 4.15487 21.3409
1 57 41 53 0.283122 4.60215 16.255
1 57 42 54 0.409414 4.72543 11.542
2 14 3 6 1.83176 7.33927 4.00667
2 14 4 7 0.683722 6.26493 9.16298
2 14 5 8 0.38244 5.40661 14.1372
2 14 6 9 0.25809 4.45152 17.248
2 14 7 10 0.267177 4.60826 17.248
2 14 8 11 0.37508 5.30257 14.1372
2 14 9 12 0.6775 6.20792 9.16298
2 14 10 13 1.72262 6.90198 4.00667
2 24 3 8 1.93411 7.16352 3.70377
2 24 4 9 0.713311 5.99486 8.40426
2 24 5 10 0.378905 5.2409 13.8317
2 24 6 11 0.23044 4.51743 19.6035
2 24 7 12 0.160636 4.05313 25.2317
2 24 8 13 0.130972 3.95002 30.1593
2 24 9 14 0.117813 3.98591 33.8325
2 24 10 15 0.101944 3.64936 35.7978
2 24 11 16 0.109391 3.91594 35.7978
2 24 12 17 0.116248 3.93295 33.8325
2 24 13 18 0.137931 4.1599 30.1593
2 24 14 19 0.172129 4.34312 25.2317
2 24 15 20 0.23954 4.69583 19.6035
2 24 16 21 0.406476 5.62224 13.8317
2 24 17 22 0.743675 6.25004 8.40426
2 24 18 23 2.92935 10.8497 3.70377
2 58 5 17 0.439437 5.07196 11.542
2 58 6 18 0.275476 4.47787 16.255
2 58 7 19 0.193349 4.12624 21.3409
2 58 8 20 0.152021 4.0671 26.7536
2 58 9 21 0.129987 4.21671 32.4396
2 58 10 22 0.106613 4.08734 38.3381
2 58 11 23 0.0922083 4.09229 44.381
2 58 12 24 0.0810006 4.08998 50.4932
2 58 13 25 0.0719289 4.0707 56.5934
2 58 14 26 0.0669464 4.19049 62.5948
2 58 15 27 0.0633671 4.33473 68.4065
2 58 16 28 0.0552942 4.08822 73.9358
2 58 17 29 0.0529967 4.19147 79.0892
2 58 18 30 0.0489212 4.09841 83.7758
2 58 19 31 0.0464503 4.08341 87.9092
2 58 20 32 0.0443877 4.0575 91.4105
2 58 21 33 0.0427878 4.03107 94.2106
2 58 22 34 0.0424238 4.08342 96.2531
2 58 23 35 0.0433264 4.22414 97.4958
2 58 24 36 0.0426661 4.17756 97.913
2 58 25 37 0.0437292 4.26342 97.4958
2 58 26 38 0.0425527 4.09583 96.2531
2 58 27 39 0.0444031 4.18324 94.2106
2 58 28 40 0.0459209 4.19765 91.4105
2 58 29 41 0.0461069 4.05322 87.9092
2 58 30 42 0.0485274 4.06542 83.7758
2 58 31 43 0.0530516 4.19581 79.0892
2 58 32 44 0.0537957 3.97743 73.9358
2 58 33 45 0.0599173 4.09874 68.4065
2 58 34 46 0.0647909 4.05557 62.5948
2 58 35 47 0.0705683 3.9937 56.5934
2 58 36 48 0.0789005 3.98394 50.4932
2 58 37 49 0.0915701 4.06397 44.381
2 58 38 50 0.100183 3.84084 38.3381
2 58 39 51 0.12415 4.02738 32.4396
2 58 40 52 0.150478 4.02583 26.7536
2 58 41 53 0.203967 4.35285 21.3409
2 58 42 54 0.270159 4.39144 16.255
2 58 43 55 0.386144 4.45686 11.542
3 15 4 7 1.95325 7.82604 4.00667
3 15 5 8 0.685754 6.28355 9.16298
3 15 6 9 0.345562 4.88527 14.1372
3 15 7 10 0.266596 4.59823 17.248
3 15 8 11 0.296637 5.11638 17.248
3 15 9 12 0.427979 6.05041 14.1372
3 15 10 13 0.743652 6.81407 9.16298
3 15 11 14 1.89581 7.5959 4.00667
3 25 4 9 2.0288 7.5142 3.70377
3 25 5 10 0.714604 6.00572 8.40426
3 25 6 11 0.351086 4.85611 13.8317
3 25 7 12 0.211883 4.15366 19.6035
3 25 8 13 0.1571 3.96389 25.2317
3 25 9 14 0.133364 4.02215 30.1593
3 25 10 15 0.108737 3.67883 33.8325
3 25 11 16 0.108518 3.8847 35.7978
3 25 12 17 0.10854 3.8855 35.7978
3 25 13 18 0.120316 4.07061 33.8325
3 25 14 19 0.140134 4.22633 30.1593
3 25 15 20 0.178949 4.51519 25.2317
3 25 16 21 0.253217 4.96395 19.6035
3 25 17 22 0.381841 5.28151 13.8317
3 25 18 23 0.974817 8.19262 8.40426
3 25 19 24 2.53036 9.37186 3.70377
3 59 6 18 0.409704 4.72879 11.542
3 59 7 19 0.256077 4.16254 16.255
3 59 8 20 0.188547 4.02378 21.3409
3 59 9 21 0.155791 4.16798 26.7536
3 59 10 22 0.124049 4.02408 32.4396
3 59 11 23 0.104628 4.01122 38.3381
3 59 12 24 0.0903765 4.011 44.381
3 59 13 25 0.0790403 3.991 50.4932
3 59 14 26 0.0727196 4.11545 56.5934
3 59 15 27 0.068271 4.27341 62.5948
3 59 16 28 0.0587679 4.02011 68.4065
3 59 17 29 0.0558296 4.12781 73.9358
3 59 18 30 0.0510336 4.0362 79.0892
3 59 19 31 0.0480447 4.02498 83.7758
3 59 20 32 0.0455378 4.00319 87.9092
3 59 21 33 0.0435781 3.98349 91.4105
3 59 22 34 0.0429331 4.04475 94.2106
3 59 23 35 0.0433474 4.17232 96.2531
3 59 24 36 0.0424381 4.13754 97.4958
3 59 25 37 0.0431739 4.22728 97.913
3 59 26 38 0.0417528 4.07072 97.4958
3 59 27 39 0.0431798 4.15619 96.2531
3 59 28 40 0.0443413 4.17742 94.2106
3 59 29 41 0.0441542 4.03615 91.4105
3 59 30 42 0.0460264 4.04615 87.9092
3 59 31 43 0.0498366 4.1751 83.7758
3 59 32 44 0.0501597 3.96709 79.0892
3 59 33 45 0.0552324 4.08365 73.9358
3 59 34 46 0.0590983 4.04271 68.4065
3 59 35 47 0.0632206 3.95728 62.5948
3 59 36 48 0.0698224 3.95149 56.5934
3 59 37 49 0.0794452 4.01145 50.4932
3 59 38 50 0.0857582 3.80603 44.381
3 59 39 51 0.102883 3.94435 38.3381
3 59 40 52 0.120772 3.9178 32.4396
3 59 41 53 0.155411 4.1578 26.7536
3 59 42 54 0.193477 4.12899 21.3409
3 59 43 55 0.251637 4.09037 16.255
3 59 44 56 0.33749 3.89529 11.542
