64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.67481 6.71042 4.00667
1 13 3 6 0.661379 6.06021 9.16298
1 13 4 7 0.396995 5.61238 14.1372
1 13 5 8 0.285131 4.91793 17.248
1 13 6 9 0.254154 4.38364 17.248
1 13 7 10 0.347313 4.91002 14.1372
1 13 8 11 0.652593 5.9797 9.16298
1 13 9 12 1.7817 7.1387 4.00667
1 23 2 7 1.79724 6.65655 3.70377
1 23 3 8 0.708281 5.95258 8.40426
1 23 4 9 0.392029 5.42242 13.8317
1 23 5 10 0.245532 4.8133 19.6035
1 23 6 11 0.171908 4.33754 25.2317
1 23 7 12 0.133502 4.02634 30.1593
1 23 8 13 0.118511 4.00951 33.8325
1 23 9 14 0.11409 4.08416 35.7978
1 23 10 15 0.109033 3.90313 35.7978
1 23 11 16 0.11838 4.00511 33.8325
1 23 12 17 0.140471 4.23651 30.1593
1 23 13 18 0.180886 4.56406 25.2317
1 23 14 19 0.260165 5.10016 19.6035
1 23 15 20 0.384587 5.31949 13.8317
1 23 16 21 0.761683 6.40139 8.40426
1 23 17 22 1.98318 7.34525 3.70377
1 57 4 16 0.453701 5.23659 11.542
1 57 5 17 0.290456 4.72136 16.255
1 57 6 18 0.202802 4.32799 21.3409
1 57 7 19 0.153434 4.1049 26.7536
1 57 8 20 0.124748 4.04677 32.4396
1 57 9 21 0.10797 4.13937 38.3381
1 57 10 22 0.0921859 4.0913 44.381
1 57 11 23 0.0801019 4.04461 50.4932
1 57 12 24 0.0717446 4.06027 56.5934
1 57 13 25 0.0644562 4.03462 62.5948
