64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 2.15945 8.65221 4.00667
1 13 3 6 0.714663 6.54844 9.16298
1 13 4 7 0.432906 6.12007 14.1372
1 13 5 8 0.305978 5.2775 17.248
1 13 6 9 0.265768 4.58396 17.248
1 13 7 10 0.382571 5.40847 14.1372
1 13 8 11 0.721805 6.61389 9.16298
1 13 9 12 2.23587 8.95841 4.00667
1 23 2 7 2.28376 8.45854 3.70377
1 23 3 8 0.774712 6.51088 8.40426
1 23 4 9 0.426274 5.89608 13.8317
1 23 5 10 0.264711 5.18928 19.6035
1 23 6 11 0.189062 4.77036 25.2317
1 23 7 12 0.142847 4.30816 30.1593
1 23 8 13 0.126648 4.28484 33.8325
1 23 9 14 0.124565 4.45916 35.7978
1 23 10 15 0.114444 4.09685 35.7978
1 23 11 16 0.126252 4.27144 33.8325
1 23 12 17 0.145465 4.38713 30.1593
1 23 13 18 0.183899 4.64008 25.2317
1 23 14 19 0.270086 5.29463 19.6035
1 23 15 20 0.406251 5.61914 13.8317
1 23 16 21 0.812928 6.83206 8.40426
1 23 17 22 2.24486 8.31445 3.70377
1 57 4 16 0.494673 5.7095 11.542
1 57 5 17 0.311418 5.0621 16.255
1 57 6 18 0.220557 4.7069 21.3409
1 57 7 19 0.162386 4.3444 26.7536
1 57 8 20 0.130576 4.23584 32.4396
1 57 9 21 0.114821 4.40201 38.3381
1 57 10 22 0.0951176 4.22141 44.381
1 57 11 23 0.0828539 4.18356 50.4932
1 57 12 24 0.0735901 4.16471 56.5934
1 57 13 25 0.065434 4.09582 62.5948
1 57 14 26 0.0606017 4.14555 68.4065
1 57 15 27 0.0572722 4.23447 73.9358
1 57 16 28 0.0529158 4.18507 79.0892
1 57 17 29 0.0500933 4.19661 83.7758
1 57 18 30 0.0477542 4.19804 87.9092
1 57 19 31 0.0455618 4.16483 91.4105
1 57 20 32 0.044373 4.18041 94.2106
1 57 21 33 0.0436174 4.1983 96.2531
1 57 22 34 0.043169 4.20879 97.4958
1 57 23 35 0.0430975 4.2198 97.913
1 57 24 36 0.0431442 4.20637 97.4958
1 57 25 37 0.0441378 4.2484 96.2531
1 57 26 38 0.0438758 4.13356 94.2106
1 57 27 39 0.0453365 4.14423 91.4105
1 57 28 40 0.0475423 4.17941 87.9092
1 57 29 41 0.0494624 4.14375 83.7758
1 57 30 42 0.0534252 4.22535 79.0892
1 57 31 43 0.0570533 4.21828 73.9358
1 57 32 44 0.0601505 4.11469 68.4065
1 57 33 45 0.0660436 4.13398 62.5948
1 57 34 46 0.0736948 4.17064 56.5934
1 57 35 47 0.0817746 4.12907 50.4932
1 57 36 48 0.0947641 4.20572 44.381
1 57 37 49 0.111192 4.26288 38.3381
1 57 38 50 0.129904 4.21402 32.4396
1 57 39 51 0.164685 4.40591 26.7536
1 57 40 52 0.213856 4.56389 21.3409
1 57 41 53 0.305218 4.96132 16.255
1 57 42 54 0.481119 5.55305 11.542
2 14 3 6 1.83805 7.36445 4.00667
2 14 4 7 0.740455 6.78478 9.16298
2 14 5 8 0.399848 5.65271 14.1372
2 14 6 9 0.274623 4.73669 17.248
2 14 7 10 0.281041 4.84738 17.248
2 14 8 11 0.384488 5.43557 14.1372
2 14 9 12 0.719945 6.59684 9.16298
2 14 10 13 1.89252 7.58269 4.00667
2 24 3 8 1.96127 7.26411 3.70377
2 24 4 9 0.775757 6.51966 8.40426
2 24 5 10 0.400884 5.5449 13.8317
2 24 6 11 0.254063 4.98054 19.6035
2 24 7 12 0.174365 4.39952 25.2317
2 24 8 13 0.142465 4.29664 30.1593
2 24 9 14 0.132684 4.48903 33.8325
2 24 10 15 0.114338 4.09305 35.7978
2 24 11 16 0.117043 4.18986 35.7978
2 24 12 17 0.125735 4.25394 33.8325
2 24 13 18 0.146031 4.4042 30.1593
2 24 14 19 0.195086 4.92234 25.2317
2 24 15 20 0.264831 5.19163 19.6035
2 24 16 21 0.43138 5.96671 13.8317
2 24 17 22 0.843631 7.0901 8.40426
2 24 18 23 2.68459 9.9431 3.70377
2 58 5 17 0.4635 5.3497 11.542
2 58 6 18 0.298783 4.85673 16.255
2 58 7 19 0.205976 4.39572 21.3409
2 58 8 20 0.158584 4.24269 26.7536
2 58 9 21 0.136135 4.41616 32.4396
2 58 10 22 0.109832 4.21077 38.3381
2 58 11 23 0.0937491 4.16068 44.381
2 58 12 24 0.0818979 4.13529 50.4932
2 58 13 25 0.0717352 4.05974 56.5934
2 58 14 26 0.065621 4.10753 62.5948
2 58 15 27 0.0614387 4.20281 68.4065
2 58 16 28 0.0561519 4.15163 73.9358
2 58 17 29 0.0526326 4.16267 79.0892
2 58 18 30 0.0496837 4.16229 83.7758
2 58 19 31 0.0469455 4.12694 87.9092
2 58 20 32 0.045373 4.14757 91.4105
2 58 21 33 0.0442488 4.16871 94.2106
2 58 22 34 0.0434509 4.18228 96.2531
2 58 23 35 0.0429676 4.18916 97.4958
2 58 24 36 0.0427068 4.18155 97.913
2 58 25 37 0.0433172 4.22325 97.4958
2 58 26 38 0.0427116 4.11112 96.2531
2 58 27 39 0.0438123 4.12758 94.2106
2 58 28 40 0.0455414 4.16296 91.4105
2 58 29 41 0.0470141 4.13297 87.9092
2 58 30 42 0.0502369 4.20863 83.7758
2 58 31 43 0.0530548 4.19606 79.0892
2 58 32 44 0.0554334 4.09851 73.9358
2 58 33 45 0.0600885 4.11045 68.4065
2 58 34 46 0.066064 4.13526 62.5948
2 58 35 47 0.0721696 4.08432 56.5934
2 58 36 48 0.0820738 4.14417 50.4932
2 58 37 49 0.0939876 4.17126 44.381
2 58 38 50 0.107303 4.11379 38.3381
