64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.68774 6.76223 4.00667
1 13 3 6 0.662005 6.06594 9.16298
1 13 4 7 0.389787 5.51048 14.1372
1 13 5 8 0.284539 4.90772 17.248
1 13 6 9 0.251404 4.33621 17.248
1 13 7 10 0.353055 4.9912 14.1372
1 13 8 11 0.656831 6.01852 9.16298
1 13 9 12 1.76678 7.07891 4.00667
1 23 2 7 1.81035 6.70512 3.70377
1 23 3 8 0.709371 5.96174 8.40426
1 23 4 9 0.384752 5.32176 13.8317
1 23 5 10 0.245775 4.81806 19.6035
1 23 6 11 0.172036 4.34075 25.2317
1 23 7 12 0.132833 4.00615 30.1593
1 23 8 13 0.118032 3.99333 33.8325
1 23 9 14 0.114053 4.08284 35.7978
1 23 10 15 0.108023 3.86697 35.7978
1 23 11 16 0.117774 3.98458 33.8325
1 23 12 17 0.140294 4.23116 30.1593
1 23 13 18 0.178283 4.49839 25.2317
1 23 14 19 0.258172 5.06108 19.6035
1 23 15 20 0.383196 5.30025 13.8317
1 23 16 21 0.767501 6.45028 8.40426
1 23 17 22 2.04342 7.56835 3.70377
1 57 4 16 0.446766 5.15656 11.542
1 57 5 17 0.289959 4.71329 16.255
1 57 6 18 0.202591 4.32348 21.3409
1 57 7 19 0.153019 4.09382 26.7536
1 57 8 20 0.124531 4.03972 32.4396
1 57 9 21 0.108207 4.14845 38.3381
1 57 10 22 0.0916872 4.06917 44.381
1 57 11 23 0.079971 4.03799 50.4932
1 57 12 24 0.0717821 4.0624 56.5934
1 57 13 25 0.0644614 4.03495 62.5948
1 57 14 26 0.0594073 4.06385 68.4065
1 57 15 27 0.0560794 4.14627 73.9358
1 57 16 28 0.0522449 4.13201 79.0892
1 57 17 29 0.049143 4.11699 83.7758
1 57 18 30 0.0467907 4.11333 87.9092
1 57 19 31 0.0444245 4.06087 91.4105
1 57 20 32 0.0433126 4.08051 94.2106
1 57 21 33 0.0425875 4.09918 96.2531
1 57 22 34 0.0423042 4.12448 97.4958
1 57 23 35 0.0424187 4.15334 97.913
1 57 24 36 0.0427501 4.16796 97.4958
1 57 25 37 0.0435146 4.18841 96.2531
1 57 26 38 0.0438068 4.12707 94.2106
1 57 27 39 0.0447929 4.09454 91.4105
1 57 28 40 0.0467956 4.11377 87.9092
1 57 29 41 0.0490275 4.10732 83.7758
1 57 30 42 0.0523318 4.13888 79.0892
1 57 31 43 0.0557929 4.12509 73.9358
1 57 32 44 0.0592421 4.05255 68.4065
1 57 33 45 0.065152 4.07817 62.5948
1 57 34 46 0.0721042 4.08062 56.5934
1 57 35 47 0.0801327 4.04616 50.4932
1 57 36 48 0.0916567 4.06781 44.381
1 57 37 49 0.106986 4.10165 38.3381
1 57 38 50 0.125045 4.05639 32.4396
1 57 39 51 0.157636 4.21733 26.7536
1 57 40 52 0.203867 4.35072 21.3409
1 57 41 53 0.285777 4.64531 16.255
1 57 42 54 0.428543 4.94623 11.542
2 14 3 6 1.72099 6.89544 4.00667
2 14 4 7 0.65864 6.03511 9.16298
2 14 5 8 0.370316 5.23522 14.1372
2 14 6 9 0.255019 4.39855 17.248
2 14 7 10 0.260949 4.50084 17.248
2 14 8 11 0.356872 5.04516 14.1372
2 14 9 12 0.618282 5.66531 9.16298
2 14 10 13 1.56733 6.27979 4.00667
2 24 3 8 1.82467 6.75816 3.70377
2 24 4 9 0.691838 5.81439 8.40426
2 24 5 10 0.371005 5.13162 13.8317
2 24 6 11 0.230229 4.5133 19.6035
2 24 7 12 0.16129 4.06963 25.2317
2 24 8 13 0.132788 4.00479 30.1593
2 24 9 14 0.121235 4.10168 33.8325
2 24 10 15 0.107873 3.8616 35.7978
2 24 11 16 0.109328 3.91371 35.7978
2 24 12 17 0.121033 4.09485 33.8325
2 24 13 18 0.141621 4.27119 30.1593
2 24 14 19 0.18676 4.71228 25.2317
2 24 15 20 0.249196 4.88512 19.6035
2 24 16 21 0.408252 5.6468 13.8317
2 24 17 22 0.797067 6.69876 8.40426
2 24 18 23 2.20965 8.18406 3.70377
2 58 5 17 0.430287 4.96635 11.542
2 58 6 18 0.273397 4.44407 16.255
2 58 7 19 0.19308 4.12051 21.3409
2 58 8 20 0.150837 4.03544 26.7536
2 58 9 21 0.127757 4.14437 32.4396
2 58 10 22 0.105602 4.04857 38.3381
2 58 11 23 0.0903285 4.00887 44.381
2 58 12 24 0.0798964 4.03423 50.4932
2 58 13 25 0.0706963 4.00094 56.5934
2 58 14 26 0.0643936 4.0307 62.5948
2 58 15 27 0.0601825 4.11688 68.4065
2 58 16 28 0.0555054 4.10383 73.9358
2 58 17 29 0.0516995 4.08887 79.0892
2 58 18 30 0.0487481 4.08391 83.7758
2 58 19 31 0.0458601 4.03153 87.9092
2 58 20 32 0.0442138 4.0416 91.4105
2 58 21 33 0.0432488 4.07449 94.2106
2 58 22 34 0.042604 4.10077 96.2531
2 58 23 35 0.0423513 4.12907 97.4958
2 58 24 36 0.0423645 4.14803 97.913
2 58 25 37 0.0427786 4.17073 97.4958
2 58 26 38 0.0427417 4.11402 96.2531
2 58 27 39 0.0433741 4.0863 94.2106
2 58 28 40 0.0448881 4.10324 91.4105
2 58 29 41 0.0466161 4.09798 87.9092
2 58 30 42 0.0492655 4.12726 83.7758
2 58 31 43 0.0519969 4.11239 79.0892
2 58 32 44 0.054728 4.04636 73.9358
2 58 33 45 0.0594507 4.06682 68.4065
2 58 34 46 0.0648621 4.06003 62.5948
2 58 35 47 0.0710333 4.02001 56.5934
2 58 36 48 0.0798848 4.03364 50.4932
2 58 37 49 0.0912593 4.05018 44.381
2 58 38 50 0.104318 3.99936 38.3381
2 58 39 51 0.126902 4.11664 32.4396
2 58 40 52 0.156987 4.19996 26.7536
2 58 41 53 0.206223 4.40099 21.3409
2 58 42 54 0.282325 4.5892 16.255
2 58 43 55 0.415873 4.79999 11.542
3 15 4 7 1.76978 7.09091 4.00667
3 15 5 8 0.644885 5.90907 9.16298
3 15 6 9 0.337992 4.77825 14.1372
3 15 7 10 0.258405 4.45696 17.248
3 15 8 11 0.277613 4.78826 17.248
3 15 9 12 0.380434 5.37825 14.1372
3 15 10 13 0.646956 5.92804 9.16298
3 15 11 14 1.66831 6.68437 4.00667
3 25 4 9 1.85025 6.85292 3.70377
3 25 5 10 0.679435 5.71014 8.40426
3 25 6 11 0.347863 4.81152 13.8317
3 25 7 12 0.212694 4.16955 19.6035
3 25 8 13 0.159134 4.01522 25.2317
3 25 9 14 0.136197 4.10762 30.1593
3 25 10 15 0.113607 3.84362 33.8325
3 25 11 16 0.107268 3.83994 35.7978
3 25 12 17 0.110816 3.96696 35.7978
3 25 13 18 0.120055 4.06176 33.8325
3 25 14 19 0.145565 4.39014 30.1593
3 25 15 20 0.178019 4.49172 25.2317
3 25 16 21 0.250321 4.90717 19.6035
3 25 17 22 0.402148 5.56237 13.8317
3 25 18 23 0.775724 6.51938 8.40426
3 25 19 24 1.99761 7.3987 3.70377
3 59 6 18 0.405165 4.6764 11.542
3 59 7 19 0.256708 4.17278 16.255
3 59 8 20 0.188358 4.01974 21.3409
3 59 9 21 0.154047 4.12132 26.7536
3 59 10 22 0.123461 4.00502 32.4396
3 59 11 23 0.103092 3.95235 38.3381
3 59 12 24 0.0895838 3.97582 44.381
3 59 13 25 0.0780121 3.93909 50.4932
3 59 14 26 0.0700944 3.96688 56.5934
3 59 15 27 0.0648705 4.06055 62.5948
3 59 16 28 0.0591601 4.04694 68.4065
3 59 17 29 0.0545631 4.03416 73.9358
3 59 18 30 0.0509984 4.03343 79.0892
3 59 19 31 0.0474524 3.97536 83.7758
3 59 20 32 0.0455641 4.00551 87.9092
3 59 21 33 0.0440982 4.03104 91.4105
3 59 22 34 0.0431366 4.06393 94.2106
3 59 23 35 0.0425703 4.09752 96.2531
3 59 24 36 0.0422195 4.11623 97.4958
3 59 25 37 0.0423087 4.14257 97.913
3 59 26 38 0.0419991 4.09474 97.4958
3 59 27 39 0.0422975 4.07126 96.2531
3 59 28 40 0.0434011 4.08885 94.2106
3 59 29 41 0.0446494 4.08142 91.4105
3 59 30 42 0.0467144 4.10662 87.9092
3 59 31 43 0.0488628 4.09352 83.7758
3 59 32 44 0.0509831 4.03221 79.0892
3 59 33 45 0.0548087 4.05232 73.9358
3 59 34 46 0.059058 4.03995 68.4065
3 59 35 47 0.0637813 3.99237 62.5948
3 59 36 48 0.0706599 3.99888 56.5934
3 59 37 49 0.0792806 4.00313 50.4932
3 59 38 50 0.089005 3.95013 44.381
3 59 39 51 0.1053 4.03701 38.3381
3 59 40 52 0.125843 4.08228 32.4396
3 59 41 53 0.15765 4.21769 26.7536
3 59 42 54 0.202576 4.32316 21.3409
3 59 43 55 0.272047 4.42213 16.255
3 59 44 56 0.407126 4.69903 11.542
4 16 5 8 1.87356 7.50673 4.00667
4 16 6 9 0.635249 5.82077 9.16298
4 16 7 10 0.336465 4.75667 14.1372
4 16 8 11 0.267506 4.61394 17.248
4 16 9 12 0.288405 4.9744 17.248
4 16 10 13 0.371795 5.25613 14.1372
4 16 11 14 0.617406 5.65728 9.16298
4 16 12 15 1.58383 6.34588 4.00667
4 26 5 10 1.96277 7.26964 3.70377
4 26 6 11 0.688203 5.78383 8.40426
4 26 7 12 0.337379 4.66652 13.8317
4 26 8 13 0.218476 4.28291 19.6035
4 26 9 14 0.171309 4.32242 25.2317
4 26 10 15 0.13206 3.98283 30.1593
4 26 11 16 0.115723 3.9152 33.8325
4 26 12 17 0.111033 3.97473 35.7978
4 26 13 18 0.111707 3.99886 35.7978
4 26 14 19 0.125571 4.24839 33.8325
4 26 15 20 0.142827 4.30758 30.1593
4 26 16 21 0.178668 4.50809 25.2317
4 26 17 22 0.249683 4.89466 19.6035
4 26 18 23 0.390545 5.40189 13.8317
4 26 19 24 0.698145 5.86739 8.40426
4 26 20 25 1.77053 6.55763 3.70377
4 60 7 19 0.397678 4.58998 11.542
4 60 8 20 0.261047 4.24332 16.255
4 60 9 21 0.201173 4.29323 21.3409
4 60 10 22 0.153729 4.1128 26.7536
4 60 11 23 0.123906 4.01946 32.4396
4 60 12 24 0.104927 4.02269 38.3381
4 60 13 25 0.0893336 3.96472 44.381
4 60 14 26 0.0788808 3.98295 50.4932
4 60 15 27 0.0719914 4.07424 56.5934
4 60 16 28 0.0646225 4.04503 62.5948
4 60 17 29 0.0589571 4.03305 68.4065
4 60 18 30 0.0544913 4.02886 73.9358
4 60 19 31 0.0501184 3.96383 79.0892
4 60 20 32 0.0476742 3.99395 83.7758
4 60 21 33 0.0457531 4.02212 87.9092
4 60 22 34 0.0442826 4.04789 91.4105
4 60 23 35 0.0432736 4.07684 94.2106
4 60 24 36 0.0425938 4.09978 96.2531
4 60 25 37 0.0423223 4.12624 97.4958
4 60 26 38 0.0417212 4.08505 97.913
4 60 27 39 0.0417011 4.06568 97.4958
4 60 28 40 0.0424057 4.08168 96.2531
4 60 29 41 0.0432684 4.07634 94.2106
4 60 30 42 0.0448583 4.10052 91.4105
4 60 31 43 0.0465461 4.09183 87.9092
4 60 32 44 0.0481687 4.03537 83.7758
4 60 33 45 0.0512282 4.0516 79.0892
4 60 34 46 0.0545887 4.03606 73.9358
4 60 35 47 0.0582459 3.9844 68.4065
4 60 36 48 0.0636262 3.98266 62.5948
4 60 37 49 0.0703048 3.97879 56.5934
4 60 38 50 0.077695 3.92307 50.4932
4 60 39 51 0.0898525 3.98774 44.381
4 60 40 52 0.104546 4.00809 38.3381
4 60 41 53 0.126365 4.09924 32.4396
4 60 42 54 0.155212 4.15249 26.7536
4 60 43 55 0.196074 4.18441 21.3409
4 60 44 56 0.265922 4.32256 16.255
4 60 45 57 0.434803 5.01848 11.542
5 17 6 9 1.89921 7.60952 4.00667
5 17 7 10 0.613994 5.62601 9.16298
5 17 8 11 0.344198 4.86599 14.1372
5 17 9 12 0.287861 4.96501 17.248
5 17 10 13 0.286397 4.93977 17.248
5 17 11 14 0.363715 5.14191 14.1372
5 17 12 15 0.629139 5.76478 9.16298
5 17 13 16 2.03772 8.16448 4.00667
5 27 6 11 2.01386 7.45888 3.70377
5 27 7 12 0.659927 5.5462 8.40426
5 27 8 13 0.343308 4.74853 13.8317
5 27 9 14 0.239417 4.69341 19.6035
5 27 10 15 0.167817 4.23431 25.2317
5 27 11 16 0.134818 4.06602 30.1593
5 27 12 17 0.120458 4.07539 33.8325
5 27 13 18 0.112727 4.03538 35.7978
5 27 14 19 0.118248 4.233 35.7978
5 27 15 20 0.126842 4.2914 33.8325
5 27 16 21 0.145791 4.39694 30.1593
5 27 17 22 0.185287 4.6751 25.2317
5 27 18 23 0.256715 5.03253 19.6035
5 27 19 24 0.387246 5.35625 13.8317
5 27 20 25 0.695194 5.84259 8.40426
5 27 21 26 1.8901 7.0005 3.70377
5 61 8 20 0.402376 4.64421 11.542
5 61 9 21 0.282947 4.59931 16.255
5 61 10 22 0.201794 4.30648 21.3409
5 61 11 23 0.15511 4.14976 26.7536
5 61 12 24 0.127049 4.12141 32.4396
5 61 13 25 0.105086 4.02881 38.3381
5 61 14 26 0.0908125 4.03035 44.381
5 61 15 27 0.0815848 4.11948 50.4932
5 61 16 28 0.072047 4.07739 56.5934
5 61 17 29 0.0647909 4.05557 62.5948
5 61 18 30 0.0590761 4.04119 68.4065
5 61 19 31 0.053675 3.9685 73.9358
5 61 20 32 0.0505646 3.99911 79.0892
5 61 21 33 0.0480482 4.02528 83.7758
5 61 22 34 0.0460621 4.04928 87.9092
5 61 23 35 0.0445738 4.07452 91.4105
5 61 24 36 0.0434973 4.09791 94.2106
5 61 25 37 0.0428549 4.12491 96.2531
5 61 26 38 0.0419276 4.08776 97.4958
5 61 27 39 0.0416028 4.07345 97.913
5 61 28 40 0.0419464 4.0896 97.4958
5 61 29 41 0.0424095 4.08204 96.2531
5 61 30 42 0.0435839 4.10606 94.2106
5 61 31 43 0.0447595 4.09149 91.4105
5 61 32 44 0.0459698 4.04117 87.9092
5 61 33 45 0.0483976 4.05455 83.7758
5 61 34 46 0.0510107 4.0344 79.0892
5 61 35 47 0.053862 3.98233 73.9358
5 61 36 48 0.0581243 3.97608 68.4065
5 61 37 49 0.0633195 3.96347 62.5948
