64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.99624 7.99828 4.00667
1 13 3 6 0.728003 6.67067 9.16298
1 13 4 7 0.43667 6.17328 14.1372
1 13 5 8 0.311891 5.37949 17.248
1 13 6 9 0.29639 5.11213 17.248
1 13 7 10 0.397904 5.62524 14.1372
1 13 8 11 0.731463 6.70238 9.16298
1 13 9 12 2.07871 8.32869 4.00667
1 23 2 7 2.124 7.86681 3.70377
1 23 3 8 0.785541 6.60189 8.40426
1 23 4 9 0.433454 5.99539 13.8317
1 23 5 10 0.267952 5.2528 19.6035
1 23 6 11 0.19378 4.88939 25.2317
1 23 7 12 0.14859 4.48137 30.1593
1 23 8 13 0.131474 4.44809 33.8325
1 23 9 14 0.124888 4.47073 35.7978
1 23 10 15 0.120769 4.32325 35.7978
1 23 11 16 0.132381 4.47879 33.8325
1 23 12 17 0.155718 4.69635 30.1593
1 23 13 18 0.195552 4.9341 25.2317
1 23 14 19 0.278548 5.46053 19.6035
1 23 15 20 0.419647 5.80441 13.8317
1 23 16 21 0.817359 6.8693 8.40426
1 23 17 22 2.30673 8.5436 3.70377
1 57 4 16 0.500581 5.77768 11.542
1 57 5 17 0.316129 5.13869 16.255
1 57 6 18 0.226271 4.82883 21.3409
1 57 7 19 0.168246 4.5012 26.7536
1 57 8 20 0.135276 4.38828 32.4396
1 57 9 21 0.114472 4.38863 38.3381
1 57 10 22 0.0967457 4.29367 44.381
1 57 11 23 0.0840748 4.24521 50.4932
1 57 12 24 0.074614 4.22266 56.5934
1 57 13 25 0.0663663 4.15418 62.5948
1 57 14 26 0.0606181 4.14668 68.4065
1 57 15 27 0.0567914 4.19892 73.9358
1 57 16 28 0.0527917 4.17526 79.0892
1 57 17 29 0.0495648 4.15233 83.7758
1 57 18 30 0.0474793 4.17387 87.9092
1 57 19 31 0.0457256 4.1798 91.4105
1 57 20 32 0.0445481 4.1969 94.2106
