64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1389
# a b m n r rhoa k
1 13 2 5 1.22153 4.89427 4.00667
1 13 3 6 0.47433 4.34627 9.16298
1 13 4 7 0.318859 4.50776 14.1372
1 13 5 8 0.283515 4.89006 17.248
1 13 6 9 0.212782 3.67005 17.248
1 13 7 10 0.409077 5.78318 14.1372
1 13 8 11 0.674232 6.17797 9.16298
1 13 9 12 2.68255 10.7481 4.00667
1 23 2 7 1.32834 4.91987 3.70377
1 23 3 8 0.523702 4.40133 8.40426
1 23 4 9 0.319265 4.41596 13.8317
1 23 5 10 0.234601 4.599 19.6035
1 23 6 11 0.164483 4.15018 25.2317
1 23 7 12 0.141542 4.26881 30.1593
1 23 8 13 0.109512 3.70506 33.8325
1 23 9 14 0.122283 4.37746 35.7978
1 23 10 15 0.0951714 3.40692 35.7978
1 23 11 16 0.122793 4.15439 33.8325
1 23 12 17 0.129643 3.90995 30.1593
1 23 13 18 0.18361 4.6328 25.2317
1 23 14 19 0.23713 4.64858 19.6035
1 23 15 20 0.338907 4.68764 13.8317
1 23 16 21 0.799943 6.72293 8.40426
1 23 17 22 1.87069 6.9286 3.70377
1 57 4 16 0.389256 4.49277 11.542
1 57 5 17 0.274757 4.46618 16.255
1 57 6 18 0.197327 4.21114 21.3409
1 57 7 19 0.157888 4.22406 26.7536
1 57 8 20 0.118383 3.84029 32.4396
1 57 9 21 0.113631 4.35638 38.3381
1 57 10 22 0.0884548 3.92571 44.381
1 57 11 23 0.0808263 4.08118 50.4932
1 57 12 24 0.0709885 4.01748 56.5934
1 57 13 25 0.0652344 4.08333 62.5948
1 57 14 26 0.0595143 4.07117 68.4065
1 57 15 27 0.0589836 4.361 73.9358
1 57 16 28 0.0514656 4.07037 79.0892
1 57 17 29 0.0510149 4.27382 83.7758
1 57 18 30 0.0462411 4.06502 87.9092
1 57 19 31 0.0443132 4.05069 91.4105
1 57 20 32 0.0440371 4.14877 94.2106
1 57 21 33 0.0422192 4.06373 96.2531
