64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1392
# a b m n r rhoa k
1 13 2 5 0.978781 3.92165 4.00667
1 13 3 6 0.398122 3.64798 9.16298
1 13 4 7 0.276337 3.90662 14.1372
1 13 5 8 0.271274 4.67892 17.248
1 13 6 9 0.19625 3.38492 17.248
1 13 7 10 0.416157 5.88328 14.1372
1 13 8 11 0.644043 5.90135 9.16298
1 13 9 12 2.7936 11.193 4.00667
1 23 2 7 1.06967 3.96181 3.70377
1 23 3 8 0.445953 3.74791 8.40426
1 23 4 9 0.280251 3.87634 13.8317
1 23 5 10 0.220984 4.33206 19.6035
1 23 6 11 0.155369 3.92021 25.2317
1 23 7 12 0.138911 4.18947 30.1593
1 23 8 13 0.102067 3.45318 33.8325
1 23 9 14 0.118548 4.24377 35.7978
1 23 10 15 0.0881243 3.15465 35.7978
1 23 11 16 0.120725 4.08443 33.8325
1 23 12 17 0.120334 3.62918 30.1593
1 23 13 18 0.174106 4.39298 25.2317
1 23 14 19 0.213794 4.19113 19.6035
1 23 15 20 0.316788 4.38171 13.8317
1 23 16 21 0.785662 6.60291 8.40426
1 23 17 22 1.64332 6.08647 3.70377
1 57 4 16 0.350017 4.03988 11.542
1 57 5 17 0.258873 4.20799 16.255
1 57 6 18 0.188913 4.03158 21.3409
1 57 7 19 0.154771 4.14068 26.7536
1 57 8 20 0.113884 3.69434 32.4396
1 57 9 21 0.111986 4.29333 38.3381
1 57 10 22 0.0857518 3.80575 44.381
1 57 11 23 0.0805518 4.06732 50.4932
1 57 12 24 0.0698114 3.95086 56.5934
1 57 13 25 0.0648309 4.05808 62.5948
1 57 14 26 0.0591062 4.04325 68.4065
1 57 15 27 0.0593342 4.38692 73.9358
1 57 16 28 0.0502094 3.97102 79.0892
1 57 17 29 0.0512422 4.29286 83.7758
1 57 18 30 0.045866 4.03204 87.9092
1 57 19 31 0.0441541 4.03615 91.4105
1 57 20 32 0.043537 4.10165 94.2106
1 57 21 33 0.0416762 4.01146 96.2531
1 57 22 34 0.0425405 4.14752 97.4958
1 57 23 35 0.04446 4.35321 97.913
1 57 24 36 0.0425662 4.15002 97.4958
1 57 25 37 0.0444251 4.27605 96.2531
1 57 26 38 0.0427089 4.02363 94.2106
1 57 27 39 0.0468663 4.28407 91.4105
1 57 28 40 0.0482529 4.24187 87.9092
1 57 29 41 0.0470195 3.9391 83.7758
1 57 30 42 0.0502238 3.97216 79.0892
1 57 31 43 0.0578849 4.27976 73.9358
1 57 32 44 0.0573874 3.92568 68.4065
1 57 33 45 0.065299 4.08737 62.5948
1 57 34 46 0.0697889 3.94959 56.5934
1 57 35 47 0.0792437 4.00127 50.4932
1 57 36 48 0.0874681 3.88192 44.381
1 57 37 49 0.102538 3.93109 38.3381
1 57 38 50 0.114082 3.70078 32.4396
1 57 39 51 0.14826 3.9665 26.7536
1 57 40 52 0.178731 3.81429 21.3409
1 57 41 53 0.268532 4.36498 16.255
1 57 42 54 0.35584 4.10709 11.542
2 14 3 6 1.03419 4.14365 4.00667
2 14 4 7 0.478725 4.38655 9.16298
2 14 5 8 0.350596 4.95643 14.1372
2 14 6 9 0.208143 3.59004 17.248
2 14 7 10 0.273069 4.70989 17.248
2 14 8 11 0.268486 3.79562 14.1372
2 14 9 12 0.551232 5.05092 9.16298
