64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.64125 6.57596 4.00667
1 13 3 6 0.644735 5.90769 9.16298
1 13 4 7 0.387742 5.48157 14.1372
1 13 5 8 0.281836 4.86109 17.248
1 13 6 9 0.253465 4.37175 17.248
1 13 7 10 0.347446 4.9119 14.1372
1 13 8 11 0.644773 5.90804 9.16298
1 13 9 12 1.74969 7.01043 4.00667
1 23 2 7 1.76031 6.51978 3.70377
1 23 3 8 0.690964 5.80704 8.40426
1 23 4 9 0.383697 5.30717 13.8317
1 23 5 10 0.242466 4.7532 19.6035
1 23 6 11 0.170474 4.30134 25.2317
1 23 7 12 0.133131 4.01514 30.1593
1 23 8 13 0.117742 3.9835 33.8325
1 23 9 14 0.113395 4.05929 35.7978
1 23 10 15 0.1086 3.88765 35.7978
1 23 11 16 0.118218 3.99962 33.8325
1 23 12 17 0.139886 4.21887 30.1593
1 23 13 18 0.179856 4.53806 25.2317
1 23 14 19 0.257046 5.03901 19.6035
1 23 15 20 0.379317 5.24659 13.8317
1 23 16 21 0.745869 6.26847 8.40426
1 23 17 22 1.9182 7.10458 3.70377
1 57 4 16 0.444688 5.13257 11.542
1 57 5 17 0.286795 4.66185 16.255
1 57 6 18 0.201124 4.29217 21.3409
1 57 7 19 0.152812 4.08828 26.7536
1 57 8 20 0.124026 4.02336 32.4396
1 57 9 21 0.107217 4.11048 38.3381
1 57 10 22 0.0915496 4.06306 44.381
1 57 11 23 0.0797332 4.02599 50.4932
1 57 12 24 0.0714718 4.04483 56.5934
1 57 13 25 0.0642891 4.02416 62.5948
1 57 14 26 0.0591901 4.04899 68.4065
1 57 15 27 0.0559046 4.13335 73.9358
1 57 16 28 0.0520663 4.11789 79.0892
1 57 17 29 0.049085 4.11214 83.7758
1 57 18 30 0.0466003 4.0966 87.9092
1 57 19 31 0.0443594 4.05492 91.4105
1 57 20 32 0.0433025 4.07956 94.2106
1 57 21 33 0.0425753 4.098 96.2531
1 57 22 34 0.0423312 4.12711 97.4958
1 57 23 35 0.0422743 4.13921 97.913
1 57 24 36 0.0424622 4.13989 97.4958
1 57 25 37 0.0433632 4.17384 96.2531
1 57 26 38 0.0437135 4.11828 94.2106
1 57 27 39 0.0447765 4.09304 91.4105
1 57 28 40 0.0465963 4.09624 87.9092
1 57 29 41 0.0489176 4.09811 83.7758
1 57 30 42 0.0519957 4.1123 79.0892
1 57 31 43 0.0555316 4.10577 73.9358
1 57 32 44 0.0592267 4.0515 68.4065
1 57 33 45 0.0649415 4.065 62.5948
1 57 34 46 0.0717855 4.06258 56.5934
1 57 35 47 0.079996 4.03925 50.4932
1 57 36 48 0.0918318 4.07559 44.381
1 57 37 49 0.106649 4.08871 38.3381
1 57 38 50 0.125432 4.06896 32.4396
1 57 39 51 0.157298 4.20829 26.7536
1 57 40 52 0.202896 4.32998 21.3409
1 57 41 53 0.283194 4.60332 16.255
1 57 42 54 0.421508 4.86503 11.542
2 14 3 6 1.68731 6.76048 4.00667
2 14 4 7 0.660466 6.05183 9.16298
2 14 5 8 0.367191 5.19105 14.1372
2 14 6 9 0.256052 4.41638 17.248
2 14 7 10 0.258695 4.46196 17.248
2 14 8 11 0.352824 4.98793 14.1372
2 14 9 12 0.614139 5.62734 9.16298
2 14 10 13 1.56069 6.25319 4.00667
2 24 3 8 1.78994 6.62954 3.70377
2 24 4 9 0.69541 5.84441 8.40426
2 24 5 10 0.367768 5.08685 13.8317
2 24 6 11 0.228969 4.4886 19.6035
2 24 7 12 0.162277 4.09453 25.2317
2 24 8 13 0.132807 4.00537 30.1593
2 24 9 14 0.120584 4.07965 33.8325
2 24 10 15 0.108536 3.88536 35.7978
2 24 11 16 0.109687 3.92655 35.7978
2 24 12 17 0.120545 4.07834 33.8325
2 24 13 18 0.14256 4.2995 30.1593
2 24 14 19 0.185839 4.68902 25.2317
2 24 15 20 0.246858 4.8393 19.6035
2 24 16 21 0.400349 5.5375 13.8317
2 24 17 22 0.762468 6.40798 8.40426
2 24 18 23 2.05581 7.61425 3.70377
2 58 5 17 0.427455 4.93366 11.542
2 58 6 18 0.272444 4.42858 16.255
2 58 7 19 0.193733 4.13445 21.3409
2 58 8 20 0.150831 4.03528 26.7536
2 58 9 21 0.126971 4.1189 32.4396
2 58 10 22 0.105803 4.05628 38.3381
2 58 11 23 0.0903449 4.0096 44.381
2 58 12 24 0.07964 4.02128 50.4932
2 58 13 25 0.0705959 3.99526 56.5934
2 58 14 26 0.0642127 4.01937 62.5948
2 58 15 27 0.0600417 4.10724 68.4065
2 58 16 28 0.0553442 4.09192 73.9358
2 58 17 29 0.0516717 4.08668 79.0892
2 58 18 30 0.0485589 4.06806 83.7758
2 58 19 31 0.0458027 4.02648 87.9092
2 58 20 32 0.0443957 4.05823 91.4105
2 58 21 33 0.04326 4.07555 94.2106
2 58 22 34 0.0426534 4.10552 96.2531
2 58 23 35 0.0422366 4.11789 97.4958
2 58 24 36 0.0421129 4.1234 97.913
2 58 25 37 0.0426619 4.15936 97.4958
2 58 26 38 0.0426776 4.10785 96.2531
2 58 27 39 0.0433922 4.088 94.2106
2 58 28 40 0.0447543 4.09101 91.4105
2 58 29 41 0.0465666 4.09363 87.9092
2 58 30 42 0.0490233 4.10697 83.7758
2 58 31 43 0.0518275 4.099 79.0892
2 58 32 44 0.0547816 4.05032 73.9358
2 58 33 45 0.0593503 4.05995 68.4065
2 58 34 46 0.0646824 4.04878 62.5948
2 58 35 47 0.0710468 4.02078 56.5934
2 58 36 48 0.080137 4.04638 50.4932
2 58 37 49 0.0911572 4.04565 44.381
2 58 38 50 0.104813 4.01833 38.3381
2 58 39 51 0.126955 4.11837 32.4396
2 58 40 52 0.156906 4.1978 26.7536
2 58 41 53 0.205589 4.38746 21.3409
2 58 42 54 0.280083 4.55276 16.255
2 58 43 55 0.414782 4.78739 11.542
3 15 4 7 1.7889 7.16752 4.00667
3 15 5 8 0.639853 5.86296 9.16298
3 15 6 9 0.338691 4.78813 14.1372
3 15 7 10 0.258287 4.45492 17.248
3 15 8 11 0.275872 4.75823 17.248
3 15 9 12 0.377916 5.34267 14.1372
3 15 10 13 0.643136 5.89304 9.16298
3 15 11 14 1.67702 6.71928 4.00667
3 25 4 9 1.87174 6.9325 3.70377
3 25 5 10 0.67452 5.66885 8.40426
3 25 6 11 0.346833 4.79728 13.8317
3 25 7 12 0.215221 4.2191 19.6035
3 25 8 13 0.159986 4.03671 25.2317
3 25 9 14 0.135894 4.09846 30.1593
3 25 10 15 0.114809 3.88428 33.8325
3 25 11 16 0.108079 3.869 35.7978
3 25 12 17 0.110846 3.96803 35.7978
3 25 13 18 0.121477 4.10987 33.8325
3 25 14 19 0.145954 4.40187 30.1593
3 25 15 20 0.178169 4.49549 25.2317
3 25 16 21 0.250365 4.90805 19.6035
3 25 17 22 0.398085 5.50619 13.8317
3 25 18 23 0.7615 6.39984 8.40426
3 25 19 24 1.9655 7.27978 3.70377
3 59 6 18 0.404796 4.67214 11.542
3 59 7 19 0.25906 4.21103 16.255
3 59 8 20 0.189265 4.03909 21.3409
3 59 9 21 0.153622 4.10994 26.7536
3 59 10 22 0.124175 4.02818 32.4396
3 59 11 23 0.103436 3.96553 38.3381
3 59 12 24 0.0895305 3.97345 44.381
3 59 13 25 0.0780792 3.94247 50.4932
3 59 14 26 0.0700459 3.96414 56.5934
3 59 15 27 0.0648246 4.05768 62.5948
3 59 16 28 0.0590755 4.04115 68.4065
3 59 17 29 0.0546167 4.03813 73.9358
3 59 18 30 0.0508291 4.02003 79.0892
3 59 19 31 0.0474578 3.97581 83.7758
3 59 20 32 0.0456678 4.01462 87.9092
3 59 21 33 0.0441863 4.03909 91.4105
3 59 22 34 0.0431864 4.06862 94.2106
3 59 23 35 0.0424262 4.08365 96.2531
3 59 24 36 0.0419679 4.09169 97.4958
3 59 25 37 0.0421939 4.13133 97.913
3 59 26 38 0.0419254 4.08755 97.4958
3 59 27 39 0.0422878 4.07033 96.2531
3 59 28 40 0.043265 4.07602 94.2106
3 59 29 41 0.0446007 4.07698 91.4105
3 59 30 42 0.0465112 4.08877 87.9092
3 59 31 43 0.0487234 4.08184 83.7758
3 59 32 44 0.0510363 4.03642 79.0892
3 59 33 45 0.0547185 4.04566 73.9358
3 59 34 46 0.0589089 4.02976 68.4065
3 59 35 47 0.063825 3.99511 62.5948
3 59 36 48 0.0709221 4.01372 56.5934
3 59 37 49 0.0792394 4.00105 50.4932
3 59 38 50 0.0894446 3.96964 44.381
3 59 39 51 0.105447 4.04263 38.3381
3 59 40 52 0.126012 4.08776 32.4396
3 59 41 53 0.157639 4.21741 26.7536
3 59 42 54 0.20201 4.31108 21.3409
3 59 43 55 0.272858 4.4353 16.255
3 59 44 56 0.412791 4.76442 11.542
4 16 5 8 1.76669 7.07853 4.00667
4 16 6 9 0.613359 5.6202 9.16298
4 16 7 10 0.333283 4.71168 14.1372
4 16 8 11 0.265557 4.58031 17.248
4 16 9 12 0.286466 4.94096 17.248
4 16 10 13 0.372043 5.25963 14.1372
4 16 11 14 0.623852 5.71635 9.16298
4 16 12 15 1.57383 6.30582 4.00667
4 26 5 10 1.85391 6.86647 3.70377
4 26 6 11 0.663205 5.57375 8.40426
4 26 7 12 0.335476 4.64019 13.8317
4 26 8 13 0.217146 4.25682 19.6035
4 26 9 14 0.169164 4.26828 25.2317
4 26 10 15 0.132512 3.99645 30.1593
4 26 11 16 0.115623 3.91182 33.8325
4 26 12 17 0.110451 3.95391 35.7978
4 26 13 18 0.112422 4.02446 35.7978
4 26 14 19 0.125382 4.24198 33.8325
4 26 15 20 0.142452 4.29625 30.1593
4 26 16 21 0.178794 4.51129 25.2317
4 26 17 22 0.248501 4.8715 19.6035
4 26 18 23 0.387841 5.36449 13.8317
4 26 19 24 0.696994 5.85772 8.40426
4 26 20 25 1.75849 6.51305 3.70377
4 60 7 19 0.395183 4.56119 11.542
4 60 8 20 0.25952 4.2185 16.255
4 60 9 21 0.198724 4.24095 21.3409
4 60 10 22 0.153608 4.10957 26.7536
4 60 11 23 0.123616 4.01004 32.4396
4 60 12 24 0.104309 3.99901 38.3381
4 60 13 25 0.0890379 3.95159 44.381
4 60 14 26 0.0785212 3.96479 50.4932
4 60 15 27 0.0716736 4.05625 56.5934
4 60 16 28 0.064423 4.03254 62.5948
4 60 17 29 0.058849 4.02566 68.4065
4 60 18 30 0.0541568 4.00412 73.9358
4 60 19 31 0.0500086 3.95514 79.0892
4 60 20 32 0.0476848 3.99483 83.7758
4 60 21 33 0.0457546 4.02225 87.9092
4 60 22 34 0.0443307 4.05229 91.4105
4 60 23 35 0.043166 4.06669 94.2106
4 60 24 36 0.0423554 4.07683 96.2531
4 60 25 37 0.0422291 4.11716 97.4958
4 60 26 38 0.041675 4.08052 97.913
4 60 27 39 0.0417241 4.06792 97.4958
4 60 28 40 0.0423113 4.07259 96.2531
4 60 29 41 0.0432537 4.07496 94.2106
4 60 30 42 0.0446999 4.08604 91.4105
4 60 31 43 0.04643 4.08163 87.9092
4 60 32 44 0.0482324 4.04071 83.7758
4 60 33 45 0.0511743 4.04733 79.0892
4 60 34 46 0.0544953 4.02915 73.9358
4 60 35 47 0.0583521 3.99167 68.4065
4 60 36 48 0.0639462 4.0027 62.5948
4 60 37 49 0.0703846 3.98331 56.5934
4 60 38 50 0.0781866 3.94789 50.4932
4 60 39 51 0.0901765 4.00212 44.381
4 60 40 52 0.105011 4.02592 38.3381
4 60 41 53 0.126866 4.11549 32.4396
4 60 42 54 0.155707 4.16573 26.7536
4 60 43 55 0.198055 4.22668 21.3409
4 60 44 56 0.272107 4.4231 16.255
4 60 45 57 0.429681 4.95936 11.542
5 17 6 9 1.80973 7.25099 4.00667
5 17 7 10 0.612701 5.61417 9.16298
5 17 8 11 0.344161 4.86546 14.1372
5 17 9 12 0.286333 4.93866 17.248
5 17 10 13 0.287953 4.9666 17.248
5 17 11 14 0.368018 5.20274 14.1372
5 17 12 15 0.630553 5.77775 9.16298
5 17 13 16 1.95608 7.83738 4.00667
5 27 6 11 1.92072 7.11392 3.70377
5 27 7 12 0.660145 5.54803 8.40426
5 27 8 13 0.343746 4.75459 13.8317
5 27 9 14 0.237416 4.65419 19.6035
5 27 10 15 0.169126 4.26734 25.2317
5 27 11 16 0.135257 4.07925 30.1593
5 27 12 17 0.119961 4.05857 33.8325
5 27 13 18 0.113398 4.0594 35.7978
5 27 14 19 0.117936 4.22185 35.7978
5 27 15 20 0.12618 4.269 33.8325
5 27 16 21 0.145381 4.38459 30.1593
5 27 17 22 0.183888 4.63981 25.2317
5 27 18 23 0.254037 4.98003 19.6035
5 27 19 24 0.384707 5.32114 13.8317
5 27 20 25 0.68387 5.74742 8.40426
5 27 21 26 1.85816 6.8822 3.70377
5 61 8 20 0.402955 4.65089 11.542
5 61 9 21 0.28088 4.5657 16.255
5 61 10 22 0.202765 4.32719 21.3409
5 61 11 23 0.155484 4.15977 26.7536
5 61 12 24 0.126737 4.11131 32.4396
5 61 13 25 0.105087 4.02883 38.3381
5 61 14 26 0.0906297 4.02223 44.381
5 61 15 27 0.0814094 4.11062 50.4932
5 61 16 28 0.0719784 4.0735 56.5934
5 61 17 29 0.0648024 4.05629 62.5948
5 61 18 30 0.0588155 4.02336 68.4065
5 61 19 31 0.0536402 3.96593 73.9358
5 61 20 32 0.0506472 4.00565 79.0892
5 61 21 33 0.0481008 4.02968 83.7758
5 61 22 34 0.046152 4.05718 87.9092
5 61 23 35 0.0445072 4.06843 91.4105
5 61 24 36 0.0432757 4.07703 94.2106
5 61 25 37 0.0427768 4.1174 96.2531
5 61 26 38 0.0418809 4.08322 97.4958
5 61 27 39 0.0416207 4.0752 97.913
5 61 28 40 0.0418441 4.07963 97.4958
5 61 29 41 0.042376 4.07882 96.2531
5 61 30 42 0.0434047 4.08918 94.2106
5 61 31 43 0.0446416 4.08071 91.4105
5 61 32 44 0.046025 4.04602 87.9092
5 61 33 45 0.0483494 4.05051 83.7758
5 61 34 46 0.0509202 4.02724 79.0892
5 61 35 47 0.053947 3.98861 73.9358
5 61 36 48 0.0583994 3.9949 68.4065
5 61 37 49 0.06336 3.966 62.5948
5 61 38 50 0.069441 3.9299 56.5934
5 61 39 51 0.0786189 3.96972 50.4932
5 61 40 52 0.0895476 3.97421 44.381
5 61 41 53 0.105158 4.03155 38.3381
5 61 42 54 0.124649 4.04355 32.4396
5 61 43 55 0.151513 4.05351 26.7536
5 61 44 56 0.194374 4.14812 21.3409
5 61 45 57 0.273842 4.4513 16.255
5 61 46 58 0.418676 4.83234 11.542
6 18 7 10 1.70119 6.81609 4.00667
6 18 8 11 0.597094 5.47116 9.16298
6 18 9 12 0.372244 5.26247 14.1372
6 18 10 13 0.285222 4.9195 17.248
6 18 11 14 0.278303 4.80015 17.248
6 18 12 15 0.356536 5.04041 14.1372
6 18 13 16 0.719619 6.59386 9.16298
6 18 14 17 2.09244 8.38373 4.00667
6 28 7 12 1.81069 6.70638 3.70377
6 28 8 13 0.643688 5.40972 8.40426
6 28 9 14 0.373912 5.17183 13.8317
6 28 10 15 0.236426 4.63478 19.6035
6 28 11 16 0.170974 4.31395 25.2317
6 28 12 17 0.139809 4.21654 30.1593
6 28 13 18 0.122192 4.13408 33.8325
6 28 14 19 0.11826 4.23345 35.7978
6 28 15 20 0.119317 4.27128 35.7978
6 28 16 21 0.127273 4.30595 33.8325
6 28 17 22 0.148315 4.47308 30.1593
6 28 18 23 0.18672 4.71127 25.2317
6 28 19 24 0.252991 4.95952 19.6035
6 28 20 25 0.38537 5.33031 13.8317
6 28 21 26 0.726755 6.10784 8.40426
6 28 22 27 2.08629 7.72714 3.70377
6 62 9 21 0.434696 5.01724 11.542
6 62 10 22 0.284842 4.63011 16.255
