64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 0.982347 3.93594 4.00667
1 13 3 6 0.405547 3.71602 9.16298
1 13 4 7 0.282327 3.99131 14.1372
1 13 5 8 0.272913 4.7072 17.248
1 13 6 9 0.198131 3.41735 17.248
1 13 7 10 0.419098 5.92486 14.1372
1 13 8 11 0.647702 5.93488 9.16298
1 13 9 12 2.75453 11.0365 4.00667
1 23 2 7 1.07437 3.97923 3.70377
1 23 3 8 0.452661 3.80428 8.40426
1 23 4 9 0.286181 3.95837 13.8317
1 23 5 10 0.222664 4.36501 19.6035
1 23 6 11 0.156346 3.94489 25.2317
1 23 7 12 0.140246 4.22973 30.1593
1 23 8 13 0.103232 3.49259 33.8325
1 23 9 14 0.119688 4.28456 35.7978
1 23 10 15 0.0891666 3.19197 35.7978
1 23 11 16 0.121717 4.118 33.8325
1 23 12 17 0.122323 3.68916 30.1593
1 23 13 18 0.178075 4.49314 25.2317
1 23 14 19 0.218567 4.28468 19.6035
1 23 15 20 0.321902 4.45244 13.8317
1 23 16 21 0.792119 6.65717 8.40426
1 23 17 22 1.6931 6.27085 3.70377
1 57 4 16 0.356003 4.10897 11.542
1 57 5 17 0.260536 4.23502 16.255
1 57 6 18 0.189718 4.04876 21.3409
1 57 7 19 0.15568 4.16499 26.7536
1 57 8 20 0.114478 3.71363 32.4396
1 57 9 21 0.112287 4.30488 38.3381
1 57 10 22 0.0859651 3.81521 44.381
1 57 11 23 0.0805155 4.06549 50.4932
1 57 12 24 0.0698563 3.9534 56.5934
1 57 13 25 0.0649926 4.0682 62.5948
1 57 14 26 0.0592048 4.04999 68.4065
1 57 15 27 0.0593454 4.38775 73.9358
1 57 16 28 0.0504036 3.98638 79.0892
1 57 17 29 0.0513032 4.29797 83.7758
1 57 18 30 0.0459023 4.03524 87.9092
1 57 19 31 0.0442015 4.04048 91.4105
1 57 20 32 0.0437152 4.11843 94.2106
1 57 21 33 0.0417916 4.02257 96.2531
1 57 22 34 0.0425677 4.15018 97.4958
1 57 23 35 0.0443937 4.34672 97.913
1 57 24 36 0.0427617 4.16909 97.4958
1 57 25 37 0.0443823 4.27193 96.2531
1 57 26 38 0.042766 4.02901 94.2106
1 57 27 39 0.0469023 4.28736 91.4105
1 57 28 40 0.0483008 4.24609 87.9092
1 57 29 41 0.0470958 3.94549 83.7758
1 57 30 42 0.0502777 3.97642 79.0892
1 57 31 43 0.0578866 4.27989 73.9358
1 57 32 44 0.0575173 3.93456 68.4065
1 57 33 45 0.0652646 4.08522 62.5948
1 57 34 46 0.0702048 3.97313 56.5934
1 57 35 47 0.0796908 4.02385 50.4932
1 57 36 48 0.0881694 3.91305 44.381
1 57 37 49 0.103356 3.96246 38.3381
1 57 38 50 0.115014 3.73101 32.4396
1 57 39 51 0.149575 4.00166 26.7536
1 57 40 52 0.180891 3.86038 21.3409
1 57 41 53 0.271629 4.41533 16.255
1 57 42 54 0.362591 4.185 11.542
2 14 3 6 1.07003 4.28724 4.00667
2 14 4 7 0.495732 4.54238 9.16298
2 14 5 8 0.354609 5.01317 14.1372
2 14 6 9 0.210307 3.62736 17.248
2 14 7 10 0.276075 4.76174 17.248
2 14 8 11 0.272609 3.85392 14.1372
2 14 9 12 0.558026 5.11318 9.16298
2 14 10 13 0.866165 3.47044 4.00667
2 24 3 8 1.18044 4.37207 3.70377
2 24 4 9 0.545071 4.58092 8.40426
2 24 5 10 0.352188 4.87134 13.8317
2 24 6 11 0.218602 4.28538 19.6035
2 24 7 12 0.179752 4.53545 25.2317
2 24 8 13 0.118786 3.58249 30.1593
2 24 9 14 0.131718 4.45635 33.8325
2 24 10 15 0.0919426 3.29134 35.7978
2 24 11 16 0.114828 4.1106 35.7978
2 24 12 17 0.107533 3.6381 33.8325
2 24 13 18 0.142913 4.31015 30.1593
2 24 14 19 0.160218 4.04258 25.2317
2 24 15 20 0.216097 4.23627 19.6035
2 24 16 21 0.365116 5.05016 13.8317
2 24 17 22 0.551298 4.63325 8.40426
2 24 18 23 2.21608 8.20786 3.70377
2 58 5 17 0.406626 4.69326 11.542
2 58 6 18 0.266907 4.33857 16.255
2 58 7 19 0.207951 4.43786 21.3409
2 58 8 20 0.142598 3.815 26.7536
2 58 9 21 0.137861 4.47216 32.4396
2 58 10 22 0.101848 3.90464 38.3381
2 58 11 23 0.0937149 4.15916 44.381
2 58 12 24 0.0793668 4.00749 50.4932
2 58 13 25 0.0730051 4.13161 56.5934
2 58 14 26 0.0652604 4.08496 62.5948
2 58 15 27 0.0649868 4.44552 68.4065
2 58 16 28 0.053938 3.98795 73.9358
2 58 17 29 0.0543611 4.29938 79.0892
2 58 18 30 0.0482949 4.04594 83.7758
2 58 19 31 0.046145 4.05657 87.9092
2 58 20 32 0.0451127 4.12378 91.4105
2 58 21 33 0.0427132 4.02404 94.2106
2 58 22 34 0.0431189 4.15033 96.2531
2 58 23 35 0.0443186 4.32088 97.4958
2 58 24 36 0.0427056 4.18144 97.913
2 58 25 37 0.0437736 4.26774 97.4958
2 58 26 38 0.0417456 4.01814 96.2531
2 58 27 39 0.045301 4.26783 94.2106
2 58 28 40 0.0464171 4.24301 91.4105
2 58 29 41 0.0450777 3.96274 87.9092
2 58 30 42 0.0473085 3.9633 83.7758
2 58 31 43 0.0537272 4.24924 79.0892
2 58 32 44 0.0529451 3.91454 73.9358
2 58 33 45 0.059135 4.04522 68.4065
2 58 34 46 0.0629404 3.93974 62.5948
2 58 35 47 0.0697799 3.94908 56.5934
2 58 36 48 0.076128 3.84395 50.4932
2 58 37 49 0.087214 3.87064 44.381
2 58 38 50 0.0954299 3.6586 38.3381
2 58 39 51 0.118748 3.85213 32.4396
2 58 40 52 0.138867 3.7152 26.7536
2 58 41 53 0.19296 4.11795 21.3409
2 58 42 54 0.239406 3.89155 16.255
2 58 43 55 0.338903 3.9116 11.542
3 15 4 7 2.4167 9.68291 4.00667
3 15 5 8 0.855127 7.83551 9.16298
3 15 6 9 0.369763 5.2274 14.1372
3 15 7 10 0.345083 5.95198 17.248
3 15 8 11 0.266511 4.59678 17.248
3 15 9 12 0.476225 6.73247 14.1372
3 15 10 13 0.608099 5.572 9.16298
3 15 11 14 2.4927 9.98743 4.00667
