64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.83933 7.3696 4.00667
1 13 3 6 0.709399 6.50021 9.16298
1 13 4 7 0.411968 5.82406 14.1372
1 13 5 8 0.295065 5.08927 17.248
1 13 6 9 0.257473 4.44088 17.248
1 13 7 10 0.358257 5.06474 14.1372
1 13 8 11 0.687983 6.30397 9.16298
1 13 9 12 1.92163 7.69933 4.00667
1 23 2 7 1.96961 7.29499 3.70377
1 23 3 8 0.757936 6.36989 8.40426
1 23 4 9 0.405958 5.61507 13.8317
1 23 5 10 0.25442 4.98753 19.6035
1 23 6 11 0.175276 4.4225 25.2317
1 23 7 12 0.134467 4.05544 30.1593
1 23 8 13 0.119005 4.02623 33.8325
1 23 9 14 0.113595 4.06644 35.7978
1 23 10 15 0.105874 3.79007 35.7978
1 23 11 16 0.118478 4.00842 33.8325
1 23 12 17 0.13931 4.20149 30.1593
1 23 13 18 0.175998 4.44073 25.2317
1 23 14 19 0.262296 5.14194 19.6035
1 23 15 20 0.4009 5.54511 13.8317
1 23 16 21 0.815533 6.85395 8.40426
1 23 17 22 2.23486 8.2774 3.70377
1 57 4 16 0.469539 5.4194 11.542
1 57 5 17 0.30019 4.87959 16.255
1 57 6 18 0.206811 4.41354 21.3409
1 57 7 19 0.155489 4.1599 26.7536
1 57 8 20 0.126871 4.11564 32.4396
1 57 9 21 0.110051 4.21916 38.3381
1 57 10 22 0.0933245 4.14183 44.381
1 57 11 23 0.0812215 4.10113 50.4932
1 57 12 24 0.0726957 4.1141 56.5934
1 57 13 25 0.0654807 4.09875 62.5948
