64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.12583 4.51085 4.00667
1 13 3 6 0.47465 4.34921 9.16298
1 13 4 7 0.344186 4.86581 14.1372
1 13 5 8 0.291418 5.02636 17.248
1 13 6 9 0.230966 3.98369 17.248
1 13 7 10 0.429129 6.06667 14.1372
1 13 8 11 0.774127 7.09331 9.16298
1 13 9 12 2.82265 11.3094 4.00667
1 23 2 7 1.22831 4.54939 3.70377
1 23 3 8 0.52344 4.39913 8.40426
1 23 4 9 0.343516 4.75141 13.8317
1 23 5 10 0.238774 4.68082 19.6035
1 23 6 11 0.170805 4.3097 25.2317
1 23 7 12 0.144391 4.35473 30.1593
1 23 8 13 0.113302 3.83328 33.8325
1 23 9 14 0.123739 4.42958 35.7978
1 23 10 15 0.102508 3.66957 35.7978
1 23 11 16 0.12089 4.09001 33.8325
1 23 12 17 0.1349 4.0685 30.1593
1 23 13 18 0.179792 4.53646 25.2317
1 23 14 19 0.231253 4.53337 19.6035
1 23 15 20 0.326994 4.52287 13.8317
1 23 16 21 0.721 6.05947 8.40426
1 23 17 22 1.70946 6.33146 3.70377
1 57 4 16 0.413784 4.77587 11.542
1 57 5 17 0.281701 4.57904 16.255
1 57 6 18 0.202546 4.32252 21.3409
1 57 7 19 0.161786 4.32835 26.7536
1 57 8 20 0.121729 3.94882 32.4396
1 57 9 21 0.114501 4.38974 38.3381
1 57 10 22 0.0904443 4.01401 44.381
1 57 11 23 0.0815793 4.1192 50.4932
1 57 12 24 0.0718306 4.06514 56.5934
1 57 13 25 0.0659266 4.12666 62.5948
