64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa k
1 13 2 5 1.77739 7.12139 4.00667
1 13 3 6 0.678383 6.21601 9.16298
1 13 4 7 0.427117 6.03823 14.1372
1 13 5 8 0.308845 5.32694 17.248
1 13 6 9 0.283819 4.89529 17.248
1 13 7 10 0.396607 5.6069 14.1372
1 13 8 11 0.733366 6.71981 9.16298
1 13 9 12 2.09706 8.40221 4.00667
1 23 2 7 1.90227 7.04559 3.70377
1 23 3 8 0.735648 6.18258 8.40426
1 23 4 9 0.422439 5.84304 13.8317
1 23 5 10 0.263704 5.16952 19.6035
1 23 6 11 0.191388 4.82904 25.2317
1 23 7 12 0.147268 4.4415 30.1593
1 23 8 13 0.129151 4.36949 33.8325
1 23 9 14 0.125399 4.48899 35.7978
1 23 10 15 0.116498 4.17037 35.7978
1 23 11 16 0.131032 4.43316 33.8325
1 23 12 17 0.153751 4.63703 30.1593
1 23 13 18 0.193719 4.88786 25.2317
1 23 14 19 0.273629 5.36409 19.6035
1 23 15 20 0.40275 5.57071 13.8317
1 23 16 21 0.805819 6.77231 8.40426
1 23 17 22 2.232 8.26681 3.70377
1 57 4 16 0.490385 5.66 11.542
1 57 5 17 0.311332 5.0607 16.255
1 57 6 18 0.223197 4.76323 21.3409
1 57 7 19 0.166506 4.45463 26.7536
1 57 8 20 0.132981 4.31384 32.4396
1 57 9 21 0.114922 4.4059 38.3381
1 57 10 22 0.096139 4.26674 44.381
1 57 11 23 0.083479 4.21512 50.4932
1 57 12 24 0.074308 4.20534 56.5934
1 57 13 25 0.0661489 4.14058 62.5948
1 57 14 26 0.0608474 4.16236 68.4065
1 57 15 27 0.0574816 4.24995 73.9358
1 57 16 28 0.0526149 4.16127 79.0892
1 57 17 29 0.0496545 4.15984 83.7758
1 57 18 30 0.0476164 4.18592 87.9092
1 57 19 31 0.045663 4.17407 91.4105
1 57 20 32 0.0445417 4.1963 94.2106
1 57 21 33 0.043552 4.19201 96.2531
1 57 22 34 0.0431904 4.21088 97.4958
1 57 23 35 0.0430694 4.21705 97.913
1 57 24 36 0.0431126 4.2033 97.4958
1 57 25 37 0.043921 4.22753 96.2531
1 57 26 38 0.0438498 4.13111 94.2106
1 57 27 39 0.0454467 4.1543 91.4105
1 57 28 40 0.0475218 4.17761 87.9092
1 57 29 41 0.0496972 4.16342 83.7758
1 57 30 42 0.0532797 4.21385 79.0892
1 57 31 43 0.0569146 4.20802 73.9358
1 57 32 44 0.0610567 4.17667 68.4065
1 57 33 45 0.0666946 4.17473 62.5948
1 57 34 46 0.0742563 4.20242 56.5934
1 57 35 47 0.0829568 4.18876 50.4932
1 57 36 48 0.0961594 4.26765 44.381
1 57 37 49 0.11247 4.3119 38.3381
1 57 38 50 0.133971 4.34597 32.4396
1 57 39 51 0.16889 4.51841 26.7536
1 57 40 52 0.221385 4.72457 21.3409
1 57 41 53 0.311012 5.0555 16.255
1 57 42 54 0.473831 5.46894 11.542
2 14 3 6 1.77948 7.1298 4.00667
2 14 4 7 0.7396 6.77694 9.16298
2 14 5 8 0.404436 5.71759 14.1372
2 14 6 9 0.290994 5.01905 17.248
2 14 7 10 0.294808 5.08484 17.248
2 14 8 11 0.39682 5.6099 14.1372
2 14 9 12 0.70773 6.48491 9.16298
2 14 10 13 1.7642 7.06858 4.00667
2 24 3 8 1.90383 7.05136 3.70377
2 24 4 9 0.78137 6.56684 8.40426
2 24 5 10 0.406474 5.62222 13.8317
2 24 6 11 0.262222 5.14048 19.6035
2 24 7 12 0.182968 4.61659 25.2317
2 24 8 13 0.147592 4.45127 30.1593
2 24 9 14 0.134432 4.54818 33.8325
2 24 10 15 0.116785 4.18063 35.7978
2 24 11 16 0.120952 4.3298 35.7978
2 24 12 17 0.131586 4.4519 33.8325
2 24 13 18 0.152129 4.5881 30.1593
2 24 14 19 0.195995 4.94527 25.2317
2 24 15 20 0.261513 5.12658 19.6035
2 24 16 21 0.427609 5.91455 13.8317
2 24 17 22 0.83293 7.00016 8.40426
2 24 18 23 2.44657 9.06154 3.70377
2 58 5 17 0.47185 5.44607 11.542
2 58 6 18 0.308794 5.01944 16.255
2 58 7 19 0.215642 4.60201 21.3409
2 58 8 20 0.164783 4.40855 26.7536
2 58 9 21 0.138432 4.49068 32.4396
2 58 10 22 0.112631 4.31807 38.3381
2 58 11 23 0.0957127 4.24782 44.381
2 58 12 24 0.0837525 4.22893 50.4932
2 58 13 25 0.073366 4.15203 56.5934
2 58 14 26 0.0665683 4.16682 62.5948
2 58 15 27 0.0622651 4.25934 68.4065
2 58 16 28 0.0563021 4.16274 73.9358
2 58 17 29 0.0525748 4.1581 79.0892
2 58 18 30 0.0498906 4.17963 83.7758
2 58 19 31 0.0473866 4.16572 87.9092
2 58 20 32 0.0458811 4.19401 91.4105
2 58 21 33 0.0444645 4.18902 94.2106
2 58 22 34 0.0437203 4.20821 96.2531
2 58 23 35 0.0431959 4.21142 97.4958
2 58 24 36 0.042915 4.20194 97.913
2 58 25 37 0.0433545 4.22688 97.4958
2 58 26 38 0.0429161 4.13081 96.2531
2 58 27 39 0.0441471 4.15912 94.2106
2 58 28 40 0.0456969 4.17718 91.4105
2 58 29 41 0.0473753 4.16473 87.9092
2 58 30 42 0.0502514 4.20985 83.7758
2 58 31 43 0.0531044 4.19999 79.0892
2 58 32 44 0.0564212 4.17154 73.9358
2 58 33 45 0.0608728 4.1641 68.4065
2 58 34 46 0.0667797 4.18006 62.5948
2 58 35 47 0.0734576 4.15722 56.5934
2 58 36 48 0.0835888 4.22067 50.4932
2 58 37 49 0.0955897 4.24236 44.381
2 58 38 50 0.111185 4.26264 38.3381
2 58 39 51 0.135388 4.39192 32.4396
2 58 40 52 0.169743 4.54125 26.7536
2 58 41 53 0.224001 4.7804 21.3409
2 58 42 54 0.311239 5.0592 16.255
2 58 43 55 0.463656 5.3515 11.542
3 15 4 7 2.10243 8.42374 4.00667
3 15 5 8 0.721815 6.61397 9.16298
3 15 6 9 0.396352 5.60329 14.1372
3 15 7 10 0.303541 5.23546 17.248
3 15 8 11 0.321405 5.54358 17.248
3 15 9 12 0.455723 6.44263 14.1372
3 15 10 13 0.794146 7.27674 9.16298
3 15 11 14 2.22852 8.92894 4.00667
3 25 4 9 2.20186 8.1552 3.70377
3 25 5 10 0.763577 6.4173 8.40426
3 25 6 11 0.406938 5.62864 13.8317
3 25 7 12 0.249238 4.88594 19.6035
3 25 8 13 0.181945 4.59078 25.2317
3 25 9 14 0.154556 4.66129 30.1593
3 25 10 15 0.125329 4.24019 33.8325
3 25 11 16 0.119966 4.29452 35.7978
3 25 12 17 0.121506 4.34964 35.7978
3 25 13 18 0.129776 4.39067 33.8325
3 25 14 19 0.153865 4.64045 30.1593
3 25 15 20 0.189675 4.78582 25.2317
3 25 16 21 0.268462 5.26281 19.6035
3 25 17 22 0.430657 5.95671 13.8317
3 25 18 23 0.846241 7.11203 8.40426
3 25 19 24 2.24147 8.3019 3.70377
3 59 6 18 0.470629 5.43198 11.542
3 59 7 19 0.296394 4.81788 16.255
3 59 8 20 0.212105 4.52652 21.3409
3 59 9 21 0.171629 4.59168 26.7536
3 59 10 22 0.134912 4.3765 32.4396
3 59 11 23 0.111594 4.27831 38.3381
3 59 12 24 0.0957078 4.24761 44.381
3 59 13 25 0.0822871 4.15494 50.4932
3 59 14 26 0.0734496 4.15676 56.5934
3 59 15 27 0.0680161 4.25745 62.5948
3 59 16 28 0.0606514 4.14895 68.4065
3 59 17 29 0.0560187 4.14178 73.9358
3 59 18 30 0.0526187 4.16157 79.0892
3 59 19 31 0.0494391 4.1418 83.7758
3 59 20 32 0.0474964 4.17537 87.9092
3 59 21 33 0.0455945 4.16782 91.4105
3 59 22 34 0.0444238 4.18519 94.2106
3 59 23 35 0.0435043 4.18742 96.2531
3 59 24 36 0.0428602 4.17869 97.4958
3 59 25 37 0.0429615 4.20649 97.913
3 59 26 38 0.0421973 4.11406 97.4958
3 59 27 39 0.043061 4.14476 96.2531
3 59 28 40 0.0441813 4.16234 94.2106
3 59 29 41 0.0453426 4.14479 91.4105
3 59 30 42 0.0475699 4.18183 87.9092
3 59 31 43 0.0497889 4.17111 83.7758
3 59 32 44 0.0523975 4.14407 79.0892
3 59 33 45 0.055928 4.13508 73.9358
3 59 34 46 0.0605716 4.14349 68.4065
3 59 35 47 0.0656748 4.1109 62.5948
3 59 36 48 0.0735561 4.16279 56.5934
3 59 37 49 0.0826461 4.17307 50.4932
3 59 38 50 0.0942555 4.18315 44.381
3 59 39 51 0.111638 4.27998 38.3381
3 59 40 52 0.135139 4.38385 32.4396
3 59 41 53 0.17033 4.55694 26.7536
3 59 42 54 0.222087 4.73955 21.3409
3 59 43 55 0.302459 4.91648 16.255
3 59 44 56 0.459183 5.29987 11.542
4 16 5 8 1.95371 7.82787 4.00667
4 16 6 9 0.694478 6.36349 9.16298
4 16 7 10 0.38018 5.37466 14.1372
4 16 8 11 0.297758 5.13572 17.248
4 16 9 12 0.325167 5.60846 17.248
4 16 10 13 0.418993 5.92338 14.1372
4 16 11 14 0.703117 6.44265 9.16298
4 16 12 15 1.58682 6.35787 4.00667
4 26 5 10 2.05642 7.61652 3.70377
4 26 6 11 0.754767 6.34326 8.40426
4 26 7 12 0.381982 5.28345 13.8317
4 26 8 13 0.244689 4.79676 19.6035
4 26 9 14 0.191429 4.83007 25.2317
4 26 10 15 0.143795 4.33675 30.1593
4 26 11 16 0.12691 4.2937 33.8325
4 26 12 17 0.119403 4.27435 35.7978
4 26 13 18 0.117826 4.21792 35.7978
4 26 14 19 0.128853 4.35941 33.8325
4 26 15 20 0.147645 4.45287 30.1593
4 26 16 21 0.185137 4.67132 25.2317
4 26 17 22 0.25756 5.04909 19.6035
4 26 18 23 0.408255 5.64685 13.8317
4 26 19 24 0.719168 6.04407 8.40426
4 26 20 25 1.64209 6.08192 3.70377
4 60 7 19 0.446643 5.15513 11.542
4 60 8 20 0.289367 4.70366 16.255
4 60 9 21 0.221881 4.73516 21.3409
4 60 10 22 0.166765 4.46155 26.7536
4 60 11 23 0.133382 4.32686 32.4396
4 60 12 24 0.111574 4.27754 38.3381
4 60 13 25 0.0938432 4.16486 44.381
4 60 14 26 0.0823154 4.15637 50.4932
4 60 15 27 0.0752618 4.25932 56.5934
4 60 16 28 0.0660896 4.13686 62.5948
4 60 17 29 0.0603067 4.12537 68.4065
4 60 18 30 0.0560413 4.14345 73.9358
4 60 19 31 0.0520934 4.12002 79.0892
4 60 20 32 0.0495973 4.15505 83.7758
4 60 21 33 0.0471727 4.14692 87.9092
4 60 22 34 0.045566 4.16521 91.4105
4 60 23 35 0.0441998 4.16409 94.2106
4 60 24 36 0.0431961 4.15776 96.2531
4 60 25 37 0.0429346 4.18594 97.4958
4 60 26 38 0.041859 4.09854 97.913
4 60 27 39 0.0424119 4.13499 97.4958
4 60 28 40 0.0431139 4.14984 96.2531
4 60 29 41 0.0438699 4.13301 94.2106
4 60 30 42 0.0456066 4.16892 91.4105
4 60 31 43 0.047218 4.1509 87.9092
4 60 32 44 0.0492646 4.12718 83.7758
4 60 33 45 0.0520199 4.11421 79.0892
4 60 34 46 0.0557155 4.11937 73.9358
4 60 35 47 0.0596689 4.08174 68.4065
4 60 36 48 0.0658513 4.12195 62.5948
4 60 37 49 0.0728465 4.12263 56.5934
4 60 38 50 0.0816934 4.12496 50.4932
4 60 39 51 0.0946986 4.20282 44.381
4 60 40 52 0.111503 4.2748 38.3381
4 60 41 53 0.135662 4.40083 32.4396
4 60 42 54 0.169026 4.52205 26.7536
4 60 43 55 0.216934 4.62958 21.3409
4 60 44 56 0.299963 4.8759 16.255
4 60 45 57 0.458139 5.28782 11.542
5 17 6 9 2.11087 8.45757 4.00667
5 17 7 10 0.700514 6.4188 9.16298
5 17 8 11 0.387966 5.48474 14.1372
5 17 9 12 0.326525 5.63189 17.248
5 17 10 13 0.32149 5.54505 17.248
5 17 11 14 0.410124 5.79799 14.1372
5 17 12 15 0.633192 5.80192 9.16298
5 17 13 16 2.13403 8.55035 4.00667
5 27 6 11 2.24291 8.30724 3.70377
5 27 7 12 0.753707 6.33435 8.40426
5 27 8 13 0.389726 5.39056 13.8317
5 27 9 14 0.272388 5.33977 19.6035
5 27 10 15 0.186052 4.69441 25.2317
5 27 11 16 0.15051 4.53926 30.1593
5 27 12 17 0.13182 4.45982 33.8325
5 27 13 18 0.121057 4.33355 35.7978
5 27 14 19 0.123654 4.42654 35.7978
5 27 15 20 0.134203 4.54042 33.8325
5 27 16 21 0.155282 4.6832 30.1593
5 27 17 22 0.199152 5.02493 25.2317
5 27 18 23 0.285688 5.60049 19.6035
5 27 19 24 0.439118 6.07374 13.8317
5 27 20 25 0.765217 6.43108 8.40426
5 27 21 26 2.33073 8.63249 3.70377
5 61 8 20 0.452654 5.22451 11.542
5 61 9 21 0.31769 5.16405 16.255
5 61 10 22 0.222345 4.74505 21.3409
5 61 11 23 0.169601 4.53744 26.7536
5 61 12 24 0.137044 4.44564 32.4396
5 61 13 25 0.111804 4.28633 38.3381
5 61 14 26 0.0957413 4.24909 44.381
5 61 15 27 0.0862541 4.35525 50.4932
5 61 16 28 0.0742384 4.2014 56.5934
5 61 17 29 0.0667367 4.17737 62.5948
