64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1383
# a b m n r rhoa k
1 13 2 5 1.14295 4.57944 4.00667
1 13 3 6 0.418659 3.83616 9.16298
1 13 4 7 0.291688 4.12365 14.1372
1 13 5 8 0.272361 4.69767 17.248
1 13 6 9 0.196974 3.3974 17.248
1 13 7 10 0.415516 5.87423 14.1372
1 13 8 11 0.656011 6.01102 9.16298
1 13 9 12 3.00204 12.0282 4.00667
1 23 3 8 0.465145 3.9092 8.40426
1 23 4 9 0.291006 4.02509 13.8317
1 23 5 10 0.222797 4.36761 19.6035
1 23 6 11 0.154213 3.89106 25.2317
1 23 7 12 0.136006 4.10184 30.1593
1 23 8 13 0.101446 3.43219 33.8325
1 23 9 14 0.116085 4.15559 35.7978
1 23 10 15 0.0870925 3.11772 35.7978
1 23 11 16 0.118954 4.02452 33.8325
1 23 12 17 0.117612 3.5471 30.1593
1 23 13 18 0.169331 4.2725 25.2317
1 23 14 19 0.2055 4.02852 19.6035
1 23 15 20 0.312495 4.32233 13.8317
1 23 16 21 0.765209 6.43102 8.40426
1 23 17 22 1.60951 5.96127 3.70377
1 57 4 16 0.3604 4.15972 11.542
1 57 5 17 0.260792 4.23917 16.255
1 57 6 18 0.188266 4.01777 21.3409
1 57 7 19 0.152068 4.06837 26.7536
1 57 8 20 0.113958 3.69675 32.4396
1 57 9 21 0.111491 4.27435 38.3381
1 57 10 22 0.0853832 3.78939 44.381
1 57 11 23 0.0804536 4.06236 50.4932
1 57 12 24 0.0691004 3.91063 56.5934
1 57 13 25 0.0645626 4.04128 62.5948
1 57 14 26 0.0592301 4.05173 68.4065
1 57 15 27 0.0591473 4.3731 73.9358
1 57 16 28 0.0498292 3.94095 79.0892
1 57 17 29 0.0510479 4.27658 83.7758
1 57 18 30 0.0456952 4.01703 87.9092
1 57 19 31 0.044234 4.04345 91.4105
1 57 20 32 0.0432791 4.07735 94.2106
1 57 21 33 0.0413133 3.97653 96.2531
1 57 22 34 0.0423068 4.12474 97.4958
1 57 23 35 0.0441685 4.32467 97.913
1 57 24 36 0.0428316 4.1759 97.4958
1 57 25 37 0.0444589 4.27931 96.2531
1 57 26 38 0.0426898 4.02183 94.2106
1 57 27 39 0.0468377 4.28146 91.4105
1 57 28 40 0.048222 4.23916 87.9092
1 57 29 41 0.0471279 3.94817 83.7758
1 57 30 42 0.0504066 3.98662 79.0892
1 57 31 43 0.0573202 4.23801 73.9358
1 57 32 44 0.0569471 3.89555 68.4065
1 57 33 45 0.0649217 4.06375 62.5948
1 57 34 46 0.0694221 3.92883 56.5934
1 57 35 47 0.0789526 3.98657 50.4932
1 57 36 48 0.0875269 3.88453 44.381
1 57 37 49 0.103083 3.952 38.3381
1 57 38 50 0.113081 3.66831 32.4396
1 57 39 51 0.147371 3.9427 26.7536
1 57 40 52 0.176391 3.76435 21.3409
1 57 41 53 0.269167 4.37531 16.255
1 57 42 54 0.354376 4.0902 11.542
2 14 4 7 0.517737 4.74401 9.16298
2 14 5 8 0.355099 5.0201 14.1372
2 14 6 9 0.208658 3.59892 17.248
2 14 7 10 0.269785 4.65323 17.248
2 14 8 11 0.272522 3.85269 14.1372
2 14 9 12 0.584378 5.35464 9.16298
2 14 10 13 0.969164 3.88312 4.00667
2 24 4 9 0.560774 4.71289 8.40426
2 24 5 10 0.351945 4.86798 13.8317
2 24 6 11 0.215216 4.219 19.6035
2 24 7 12 0.173328 4.37336 25.2317
2 24 8 13 0.116927 3.52645 30.1593
2 24 9 14 0.12837 4.34309 33.8325
2 24 10 15 0.0904496 3.23789 35.7978
2 24 11 16 0.113761 4.07237 35.7978
2 24 12 17 0.105193 3.55896 33.8325
2 24 13 18 0.139343 4.20248 30.1593
2 24 14 19 0.155758 3.93004 25.2317
2 24 15 20 0.215543 4.2254 19.6035
2 24 16 21 0.365726 5.0586 13.8317
2 24 17 22 0.549661 4.61949 8.40426
2 24 18 23 2.60349 9.64272 3.70377
2 58 5 17 0.405621 4.68166 11.542
2 58 6 18 0.263341 4.28062 16.255
2 58 7 19 0.20121 4.29402 21.3409
2 58 8 20 0.140987 3.77192 26.7536
2 58 9 21 0.135939 4.40981 32.4396
2 58 10 22 0.100544 3.85468 38.3381
2 58 11 23 0.0932566 4.13882 44.381
2 58 12 24 0.078131 3.94509 50.4932
2 58 13 25 0.0722139 4.08683 56.5934
2 58 14 26 0.0650684 4.07294 62.5948
2 58 15 27 0.0645387 4.41487 68.4065
2 58 16 28 0.0534528 3.95207 73.9358
2 58 17 29 0.0540296 4.27316 79.0892
2 58 18 30 0.0480118 4.02222 83.7758
2 58 19 31 0.0460634 4.0494 87.9092
2 58 20 32 0.0445324 4.07072 91.4105
2 58 21 33 0.0421271 3.96882 94.2106
2 58 22 34 0.042764 4.11617 96.2531
2 58 23 35 0.043849 4.2751 97.4958
2 58 24 36 0.0425025 4.16155 97.913
2 58 25 37 0.0437412 4.26458 97.4958
2 58 26 38 0.0415785 4.00206 96.2531
2 58 27 39 0.0451267 4.25141 94.2106
2 58 28 40 0.0461471 4.21833 91.4105
2 58 29 41 0.0448106 3.93927 87.9092
2 58 30 42 0.0472907 3.96181 83.7758
2 58 31 43 0.0531256 4.20166 79.0892
2 58 32 44 0.0523804 3.87279 73.9358
2 58 33 45 0.0588221 4.02382 68.4065
2 58 34 46 0.0622684 3.89767 62.5948
2 58 35 47 0.069271 3.92028 56.5934
2 58 36 48 0.0756686 3.82075 50.4932
2 58 37 49 0.0872233 3.87106 44.381
2 58 38 50 0.0942508 3.6134 38.3381
