,meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,day,time,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
50,51,2,14,10,13,2.21227345,4.00666889153481,8.86384721168339,,1.737181,194.0,0.8913291130860859,194,20200221,448.0,1.0,2.2112162900000003,0.09561796417482084,2.2112162900000003,0.09561796417482084,True,True,True,True,True,True,True
51,52,2,24,3,8,2.35317451,3.7037723916006,8.71562278275627,,1.52979,252.0,1.0128971950398422,252,20200221,87.0,1.0,2.35103072,0.1823702244094956,2.35103072,0.1823702244094956,True,True,True,True,True,True,True
52,53,2,24,4,9,0.874252747,8.40426060195996,7.347447917767369,,0.5683485,252.0,1.0118615602926726,252,20200221,133.0,1.0,0.8735007735,0.17217466150303362,0.8735007735,0.17217466150303362,True,True,True,True,True,True,True
53,54,2,24,5,10,0.441145147,13.831674138287802,6.101775920991071,,0.2867868,252.0,1.010506759725343,252,20200221,181.0,1.0,0.440999458,0.06607219004790904,0.440999458,0.06607219004790904,True,True,True,True,True,True,True
54,55,2,24,6,11,0.274620554,19.6035381584003,5.383534509420031,,0.1785298,252.0,1.0109796795829045,252,20200221,232.0,1.0,0.27451342,0.07805374323776865,0.27451342,0.07805374323776865,True,True,True,True,True,True,True
55,56,2,24,7,12,0.192177421,25.231689028831397,4.848960925034812,,0.1249338,252.0,1.0117358152877765,252,20200221,285.0,1.0,0.19220571349999999,0.02943981163183562,0.19220571349999999,0.02943981163183562,True,True,True,True,True,True,True
56,57,2,24,8,13,0.155839884,30.159289474462,4.70002017322258,,0.1013109,252.0,1.0103552529885726,252,20200221,340.0,1.0,0.155834722,0.006624967701361186,0.155834722,0.006624967701361186,True,True,True,True,True,True,True
57,58,2,24,9,14,0.135833249,33.8325362694285,4.595583323386813,,0.0883047,252.0,1.0151215054238336,252,20200221,398.0,1.0,0.13582335099999998,0.014574813428059658,0.13582335099999998,0.014574813428059658,True,True,True,True,True,True,True
58,59,2,24,10,15,0.122890876,35.797765332731,4.399218740581744,,0.0798909,252.0,1.009877220058855,252,20200221,457.0,1.0,0.1228359875,0.08936876092602053,0.1228359875,0.08936876092602053,True,True,True,True,True,True,True
59,60,2,24,11,16,0.124419709,35.797765332731,4.4539475455486786,,0.0761512,260.0,0.9559928142957694,260,20200221,501.0,1.0,0.124451936,0.051790275082576116,0.124451936,0.051790275082576116,True,True,True,True,True,True,True
60,61,2,24,12,17,0.136844107,33.8325362694285,4.629783213335054,,0.0837556,260.0,0.956234568196037,260,20200221,546.0,1.0,0.1367549755,0.13035211285602116,0.1367549755,0.13035211285602116,True,True,True,True,True,True,True
61,62,2,24,13,18,0.158777885,30.159289474462,4.788628195857838,,0.0971802,260.0,0.9556473438004861,260,20200221,592.0,1.0,0.158769766,0.010227388002827787,0.158769766,0.010227388002827787,True,True,True,True,True,True,True
62,63,2,24,14,19,0.207376252,25.231689028831397,5.232453102428575,,0.1269249,260.0,0.9552893088747756,260,20200221,639.0,1.0,0.207287055,0.086061331712199,0.207287055,0.086061331712199,True,True,True,True,True,True,True
63,64,2,24,15,20,0.286413403,19.6035381584003,5.614716074787784,,0.1752997,260.0,0.9548789872429901,260,20200221,687.0,1.0,0.28638148750000003,0.022288801052482196,0.28638148750000003,0.022288801052482196,True,True,True,True,True,True,True
64,65,2,24,16,21,0.457262528,13.831674138287802,6.324706282945702,,0.2798681,260.0,0.955092774060352,260,20200221,736.0,1.0,0.457333225,0.03091706271723794,0.457333225,0.03091706271723794,True,True,True,True,True,True,True
65,66,2,24,17,22,0.919061359,8.40426060195996,7.724031170227478,,0.5625128,260.0,0.9543427278454818,260,20200221,786.0,1.0,0.9188305045,0.05024963774480093,0.9188305045,0.05024963774480093,True,True,True,True,True,True,True
66,67,2,24,18,23,2.70682015,3.7037723916006,10.025445740598194,,1.656713,260.0,0.9550417000409848,260,20200221,836.0,1.0,2.70559907,0.0902631889210471,2.70559907,0.0902631889210471,True,True,True,True,True,True,True
67,68,2,56,3,10,2.40503936,3.5786487043345,8.606790989537474,,1.615747,226.0,0.7684557050082717,226,20200221,88.0,1.0,2.403190305,0.15388336047734494,2.403190305,0.15388336047734494,True,True,True,True,True,True,True
68,69,2,56,6,13,0.281906804,19.3511306830052,5.455215404632333,,0.1893899,226.0,0.7660387380742056,226,20200221,236.0,1.0,0.281786823,0.08515728217711513,0.281786823,0.08515728217711513,True,True,True,True,True,True,True
69,70,2,56,9,16,0.111091616,41.803194460305,4.64398442655753,,0.0746333,226.0,0.7648060584216428,226,20200221,405.0,1.0,0.110969894,0.2193784198802689,0.110969894,0.2193784198802689,True,True,True,True,True,True,True
70,71,2,56,12,19,0.062294983,69.0820898464573,4.30346761258953,,0.0418508,226.0,0.7648599309929558,226,20200221,556.0,1.0,0.0622436875,0.1648215331072715,0.0622436875,0.1648215331072715,True,True,True,True,True,True,True
71,72,2,56,15,22,0.042676431,98.34503725747841,4.197015196711207,,0.0286707,226.0,0.7645435932851308,226,20200221,700.0,1.0,0.0428047015,0.5993290246399663,0.0428047015,0.5993290246399663,True,True,True,True,True,True,True
72,73,2,56,18,25,0.03273403,125.844851386231,4.119409140622427,,0.0219913,226.0,0.7630290160199716,226,20200221,852.0,1.0,0.0326556075,0.48030035882809935,0.0326556075,0.48030035882809935,True,True,True,True,True,True,True
73,74,2,56,21,28,0.028086192,147.403356799369,4.139998980511583,,0.0188688,226.0,0.7610446875264987,226,20200221,1005.0,1.0,0.028271448999999997,1.3105589317335624,0.028271448999999997,1.3105589317335624,True,True,True,True,True,True,True
74,75,2,56,24,31,0.026021971,159.29553848522102,4.145183882891805,,0.017482,226.0,0.7401899096213247,226,20200221,1158.0,1.0,0.02596872,0.41011647859425254,0.02596872,0.41011647859425254,True,True,True,True,True,True,True
75,76,2,56,27,34,0.026597487,159.29553848522102,4.2368610140186655,,0.0174575,224.0,0.9096376915365889,224,20200221,1311.0,1.0,0.0265749885,0.1693208634878544,0.0265749885,0.1693208634878544,True,True,True,True,True,True,True
76,77,2,56,30,37,0.028446047,147.403356799369,4.193042815472619,,0.0186708,224.0,0.9083702894359105,224,20200221,1464.0,1.0,0.0284956425,0.34809181789812926,0.0284956425,0.34809181789812926,True,True,True,True,True,True,True
77,78,2,56,33,40,0.032435993,125.844851386231,4.08190271864983,,0.0212896,224.0,0.9088944836915678,224,20200221,1617.0,1.0,0.0325049865,0.4245102516809202,0.0325049865,0.4245102516809202,True,True,True,True,True,True,True
78,79,2,56,36,43,0.042086372,98.34503725747841,4.138985822372096,,0.0276238,224.0,0.9082747485863639,224,20200221,1770.0,1.0,0.0422093145,0.582537297543653,0.0422093145,0.582537297543653,True,True,True,True,True,True,True
79,80,2,56,39,46,0.061842992,69.0820898464573,4.272243129717739,,0.0405912,224.0,0.9068468042334299,224,20200221,1923.0,1.0,0.061852462999999996,0.03062448782355031,0.061852462999999996,0.03062448782355031,True,True,True,True,True,True,True
80,81,2,56,42,49,0.108932368,41.803194460305,4.553720962525506,,0.0714988,224.0,0.9064487795599365,224,20200221,2076.0,1.0,0.1088949595,0.06870565942035618,0.1088949595,0.06870565942035618,True,True,True,True,True,True,True
81,82,2,56,45,52,0.277372044,19.3511306830052,5.367462671256268,,0.1820558,224.0,0.9077985980122579,224,20200221,2175.0,1.0,0.27731619799999996,0.04027604619042,0.27731619799999996,0.04027604619042,True,True,True,True,True,True,True
82,83,2,56,48,55,2.36714863,3.5786487043345,8.471193377716686,,1.553701,224.0,0.9054637925830002,224,20200221,2265.0,1.0,2.3673319299999998,0.015485787833732076,2.3673319299999998,0.015485787833732076,True,True,True,True,True,True,True
83,84,3,6,1,13,0.825265317,9.16297857297023,7.561888416686485,,0.4768733,266.0,0.7224770185288211,266,20200221,2.0,2.0,0.825361859,0.023393860268015425,0.825361859,0.023393860268015425,True,True,True,True,True,True,True
84,85,3,6,2,14,2.22043003,4.00666889153481,8.896527927030705,,1.283058,266.0,0.721050802068184,266,20200221,44.0,2.0,2.222826565,0.21562950863869326,2.222826565,0.21562950863869326,True,True,True,True,True,True,True
85,86,3,8,1,23,0.88352517,8.40426060195996,7.425375777070975,,0.5576129,237.0,0.6201255387025659,237,20200221,10.0,2.0,0.8835769105,0.011711600741293519,0.8835769105,0.011711600741293519,True,True,True,True,True,True,True
86,87,3,8,2,24,2.34888693,3.7037723916006,8.69974256232549,,1.482436,237.0,0.6196220275276638,237,20200221,52.0,2.0,2.35103072,0.1823702244094956,2.35103072,0.1823702244094956,True,True,True,True,True,True,True
87,88,3,10,2,56,2.40134125,3.5786487043345,8.59355675297749,,1.377524,272.0,0.6235680830243248,272,20200221,68.0,2.0,2.403190305,0.15388336047734494,2.403190305,0.15388336047734494,True,True,True,True,True,True,True
88,89,3,15,4,7,2.29335349,4.00666889153481,9.188708085675787,,1.502159,222.0,1.010432317750651,222,20200221,131.0,1.0,2.291008195,0.20473911923305235,2.291008195,0.20473911923305235,True,True,True,True,True,True,True
89,90,3,15,5,8,0.766104031,9.16297857297023,7.019794820719121,,0.5018025,222.0,1.0041600031885054,222,20200221,178.0,1.0,0.7661476380000001,0.011383445653852176,0.7661476380000001,0.011383445653852176,True,True,True,True,True,True,True
90,91,3,15,6,9,0.418337556,14.1371669411541,5.914107866926401,,0.2740134,222.0,1.0021772657833523,222,20200221,228.0,1.0,0.4184244745,0.04154560992344869,0.4184244745,0.04154560992344869,True,True,True,True,True,True,True
91,92,3,15,7,10,0.317187153,17.2479596667675,5.470831221760812,,0.2077593,222.0,1.0049128967993248,222,20200221,280.0,1.0,0.317236442,0.031073983612518202,0.317236442,0.031073983612518202,True,True,True,True,True,True,True
92,93,3,15,8,11,0.336220544,17.2479596667675,5.799118382050628,,0.2202263,222.0,1.0000168008998016,222,20200221,334.0,1.0,0.3362585965,0.022632878621437112,0.3362585965,0.022632878621437112,True,True,True,True,True,True,True
93,94,3,15,9,12,0.464124868,14.1371669411541,6.56141074045711,,0.3040044,222.0,0.9992618527889727,222,20200221,391.0,1.0,0.4638476555,0.11952739082024422,0.4638476555,0.11952739082024422,True,True,True,True,True,True,True
94,95,3,15,10,13,0.855771207,9.16297857297023,7.841413233105872,,0.560535,222.0,0.998314110626455,222,20200221,449.0,1.0,0.8556600335,0.025985437123961643,0.8556600335,0.025985437123961643,True,True,True,True,True,True,True
95,96,3,15,11,14,2.3751571,4.00666889153481,9.516468065078033,,1.555741,222.0,1.000314319671462,222,20200221,492.0,1.0,2.374763815,0.03312203070602286,2.374763815,0.03312203070602286,True,True,True,True,True,True,True
96,97,3,25,4,9,2.40515626,3.7037723916006,8.908151353273354,,1.309455,272.0,0.8711257736997453,272,20200221,134.0,1.0,2.402890845,0.18855746233450765,2.402890845,0.18855746233450765,True,True,True,True,True,True,True
97,98,3,25,5,10,0.817202442,8.40426060195996,6.867982287126069,,0.4449151,272.0,0.8668844909961473,272,20200221,182.0,1.0,0.8172641395,0.015098545749911265,0.8172641395,0.015098545749911265,True,True,True,True,True,True,True
98,99,3,25,6,11,0.423830571,13.831674138287802,5.862286347916452,,0.2307489,272.0,0.8662663180626213,272,20200221,233.0,1.0,0.42385760149999996,0.0127545193972401,0.42385760149999996,0.0127545193972401,True,True,True,True,True,True,True
99,100,3,25,7,12,0.262533193,19.6035381584003,5.146579466822171,,0.1429327,272.0,0.8672613054955234,272,20200221,286.0,1.0,0.2626023165,0.05264500399027526,0.2626023165,0.05264500399027526,True,True,True,True,True,True,True
100,101,3,25,8,13,0.194094404,25.231689028831397,4.897329643964369,,0.1056721,272.0,0.8667377671116595,272,20200221,341.0,1.0,0.1941094895,0.0155432895515371,0.1941094895,0.0155432895515371,True,True,True,True,True,True,True
101,102,3,25,9,14,0.156584711,30.159289474462,4.722483626323974,,0.0852504,272.0,0.8658023891970007,272,20200221,399.0,1.0,0.156609691,0.03190096326798547,0.156609691,0.03190096326798547,True,True,True,True,True,True,True
102,103,3,25,10,15,0.131531999,33.8325362694285,4.450061126757934,,0.0716108,272.0,0.8703994369564368,272,20200221,458.0,1.0,0.13148560650000002,0.07056665932480745,0.13148560650000002,0.07056665932480745,True,True,True,True,True,True,True
103,104,3,25,11,16,0.123146343,35.797765332731,4.408363888298001,,0.0670454,272.0,0.8653837548884786,272,20200221,502.0,1.0,0.12317750250000001,0.05059284263373601,0.12317750250000001,0.05059284263373601,True,True,True,True,True,True,True
104,105,3,25,12,17,0.125260291,35.797765332731,4.484038502727596,,0.0723621,278.0,0.7065853533825027,278,20200221,547.0,1.0,0.1252011385,0.09449195224369723,0.1252011385,0.09449195224369723,True,True,True,True,True,True,True
105,106,3,25,13,18,0.133762939,33.8325362694285,4.525539485222852,,0.077274,278.0,0.7068354168284288,278,20200221,593.0,1.0,0.133761726,0.0018136727691446036,0.133761726,0.0018136727691446036,True,True,True,True,True,True,True
106,107,3,25,14,19,0.159814353,30.159289474462,4.819887334300854,,0.0923238,278.0,0.7062100996709407,278,20200221,640.0,1.0,0.1597654875,0.06117153430899135,0.1597654875,0.06117153430899135,True,True,True,True,True,True,True
107,108,3,25,15,20,0.201443438,25.231689028831397,5.082758184514677,,0.1163727,278.0,0.7058356470203063,278,20200221,688.0,1.0,0.201427189,0.016133869593936458,0.201427189,0.016133869593936458,True,True,True,True,True,True,True
108,109,3,25,16,21,0.282466049,19.6035381584003,5.537333970024069,,0.1631789,278.0,0.7075669709748014,278,20200221,737.0,1.0,0.2825244145,0.04131713721328004,0.2825244145,0.04131713721328004,True,True,True,True,True,True,True
109,110,3,25,17,22,0.465266873,13.831674138287802,6.435419774676135,,0.2687819,278.0,0.7066696083330015,278,20200221,787.0,1.0,0.4653899335,0.05288489979768504,0.4653899335,0.05288489979768504,True,True,True,True,True,True,True
110,111,3,25,18,23,0.916356729,8.40426060195996,7.7013007548756,,0.5293739,278.0,0.7089129252499983,278,20200221,837.0,1.0,0.9162234585,0.029091265621639724,0.9162234585,0.029091265621639724,True,True,True,True,True,True,True
111,112,3,25,19,24,2.53495364,3.7037723916006,9.388891305819445,,1.464427,278.0,0.7073141918306615,278,20200221,887.0,1.0,2.533759415,0.09426506659866775,2.533759415,0.09426506659866775,True,True,True,True,True,True,True
112,113,3,57,4,11,2.45892036,3.5786487043345,8.799612160375721,,1.727418,235.0,0.6144835818545367,235,20200221,135.0,1.0,2.4568521700000003,0.1683609641030957,2.4568521700000003,0.1683609641030957,True,True,True,True,True,True,True
113,114,3,57,7,14,0.269440352,19.3511306830052,5.213975462826921,,0.1892848,235.0,0.6084482219385815,235,20200221,290.0,1.0,0.26947252850000003,0.023881098514283976,0.26947252850000003,0.023881098514283976,True,True,True,True,True,True,True
114,115,3,57,10,17,0.109629375,41.803194460305,4.5828580816867,,0.0770158,235.0,0.6057198652743983,235,20200221,465.0,1.0,0.109591949,0.06830063766819244,0.109591949,0.06830063766819244,True,True,True,True,True,True,True
115,116,3,57,13,20,0.060395888,69.0820898464573,4.172274161172572,,0.0424287,235.0,0.6066648282883992,235,20200221,603.0,1.0,0.060536498,0.46454619822903975,0.060536498,0.46454619822903975,True,True,True,True,True,True,True
116,117,3,57,16,23,0.042386221,98.34503725747841,4.168474483448714,,0.0297767,235.0,0.6024844929088852,235,20200221,750.0,1.0,0.042368864500000006,0.08193044682610909,0.042368864500000006,0.08193044682610909,True,True,True,True,True,True,True
117,118,3,57,19,26,0.032227976,125.844851386231,4.055724850199019,,0.0226405,235.0,0.601576820299905,235,20200221,903.0,1.0,0.0322078655,0.12487943356569223,0.0322078655,0.12487943356569223,True,True,True,True,True,True,True
118,119,3,57,22,29,0.027970676,147.403356799369,4.122971534347547,,0.0196497,235.0,0.6005180740672885,235,20200221,1056.0,1.0,0.027974957,0.03060594516731573,0.027974957,0.03060594516731573,True,True,True,True,True,True,True
119,120,3,57,25,32,0.025921185,159.29553848522102,4.129129122750034,,0.0182099,235.0,0.5749619712354268,235,20200221,1209.0,1.0,0.026071785,1.1552718772420125,0.026071785,1.1552718772420125,True,True,True,True,True,True,True
120,121,3,57,28,35,0.026708355,159.29553848522102,4.254521791779445,,0.017575,240.0,0.9849217638691322,240,20200221,1362.0,1.0,0.0266967865,0.08666586145115054,0.0266967865,0.08666586145115054,True,True,True,True,True,True,True
