,meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,day,time,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
21,22,1,23,15,20,0.442303728,13.831674138287802,6.117801035845883,,0.3048235,206.0,0.0764048703594047,206,20191230,686.0,1.0,0.4423221595,0.008333970887117197,0.4423221595,0.008333970887117197,True,True,True,True,True,True,True
22,23,1,23,16,21,0.840887804,8.40426060195996,7.067040241825828,,0.5795167,206.0,0.07625319511931235,206,20191230,735.0,1.0,0.8408206075,0.015983552115776956,0.8408206075,0.015983552115776956,True,True,True,True,True,True,True
23,24,1,23,17,22,2.49413432,3.7037723916006,9.237705835359536,,1.718888,206.0,0.07665420900023735,206,20191230,785.0,1.0,2.48871784,0.43528277195136406,2.48871784,0.43528277195136406,True,True,True,True,True,True,True
24,25,1,55,2,9,2.52808054,3.5786487043345,9.047112148924263,,2.075731,171.0,0.16794083626442924,171,20191230,43.0,1.0,2.5251463149999998,0.23240039458861675,2.5251463149999998,0.23240039458861675,True,True,True,True,True,True,True
25,26,1,55,5,12,0.275822135,19.3511306830052,5.337470179650502,,0.2264693,171.0,0.15763726032623407,171,20191230,184.0,1.0,0.27597363100000005,0.10979019948467535,0.27597363100000005,0.10979019948467535,True,True,True,True,True,True,True
26,27,1,55,8,15,0.10446229,41.803194460305,4.366857422638774,,0.0857708,171.0,0.1648579703115746,171,20191230,346.0,1.0,0.104478663,0.031342284692138685,0.104478663,0.031342284692138685,True,True,True,True,True,True,True
27,28,1,55,11,18,0.059308458,69.0820898464573,4.097152224210839,,0.0486964,171.0,0.16038146557035018,171,20191230,510.0,1.0,0.059267646,0.1377210088620735,0.059267646,0.1377210088620735,True,True,True,True,True,True,True
28,29,1,55,14,21,0.040101303,98.34503725747841,3.9437641376084307,,0.0329259,171.0,0.15793038307229262,171,20191230,651.0,1.0,0.0401564745,0.2747825882971845,0.0401564745,0.2747825882971845,True,True,True,True,True,True,True
29,30,1,55,17,24,0.031556575,125.844851386231,3.971232491133453,,0.0259101,171.0,0.16248489971092356,171,20191230,801.0,1.0,0.031570183,0.08620792600409245,0.031570183,0.08620792600409245,True,True,True,True,True,True,True
30,31,1,55,20,27,0.026987087,147.403356799369,3.9779872140366126,,0.0221582,171.0,0.16833497305737832,171,20191230,954.0,1.0,0.0268975865,0.6654909354041916,0.0268975865,0.6654909354041916,True,True,True,True,True,True,True
31,32,1,55,23,30,0.025040043,159.29553848522102,3.988767133378089,,0.0205596,171.0,0.14640362652969902,171,20191230,1107.0,1.0,0.0250506085,0.08435324036139541,0.0250506085,0.08435324036139541,True,True,True,True,True,True,True
32,33,1,55,26,33,0.025534731,159.29553848522102,4.0675687247202665,,0.0196678,177.0,0.10931573434751218,177,20191230,1260.0,1.0,0.025508865,0.2028000853820907,0.025508865,0.2028000853820907,True,True,True,True,True,True,True
33,34,1,55,29,36,0.027678868,147.403356799369,4.079958055606637,,0.0213193,177.0,0.10788346709319724,177,20191230,1413.0,1.0,0.0276936465,0.10672845123519396,0.0276936465,0.10672845123519396,True,True,True,True,True,True,True
34,35,1,55,32,39,0.031303505,125.844851386231,3.9393849345931393,,0.0241112,177.0,0.10783370383887986,177,20191230,1566.0,1.0,0.031224974500000002,0.5029980088534691,0.031224974500000002,0.5029980088534691,True,True,True,True,True,True,True
35,36,1,55,35,42,0.040205938,98.34503725747841,3.9540544705818665,,0.0309682,177.0,0.10688383567659727,177,20191230,1719.0,1.0,0.040262279,0.27986990006204776,0.040262279,0.27986990006204776,True,True,True,True,True,True,True
36,37,1,55,38,45,0.057672379,69.0820898464573,3.984128467736937,,0.0444215,177.0,0.10557950541967291,177,20191230,1872.0,1.0,0.057684593500000006,0.042349262632837004,0.057684593500000006,0.042349262632837004,True,True,True,True,True,True,True
37,38,1,55,41,48,0.104784374,41.803194460305,4.380321562723327,,0.0807091,177.0,0.11398962446613825,177,20191230,2025.0,1.0,0.10483443049999999,0.0954962978503507,0.10483443049999999,0.0954962978503507,True,True,True,True,True,True,True
38,39,1,55,44,51,0.258866282,19.3511306830052,5.009355252405676,,0.1993891,177.0,0.10767890521598221,177,20191230,2143.0,1.0,0.25903152500000004,0.1275852427614819,0.25903152500000004,0.1275852427614819,True,True,True,True,True,True,True
39,40,1,55,47,54,2.38079823,3.5786487043345,8.520040501071371,,1.833785,177.0,0.10896588204178789,177,20191230,2236.0,1.0,2.3784408399999997,0.19822986221511527,2.3784408399999997,0.19822986221511527,True,True,True,True,True,True,True
