64
# x y z
0	0	0
0.5	0	0
1	0	0
1.5	0	0
2	0	0
2.5	0	0
3	0	0
3.5	0	0
4	0	0
4.5	0	0
5	0	0
5.5	0	0
6	0	0
6.5	0	0
7	0	0
7.5	0	0
8	0	0
8.5	0	0
9	0	0
9.5	0	0
10	0	0
10.5	0	0
11	0	0
11.5	0	0
12	0	0
12.5	0	0
13	0	0
13.5	0	0
14	0	0
14.5	0	0
15	0	0
15.5	0	0
16	0	0
16.5	0	0
17	0	0
17.5	0	0
18	0	0
18.5	0	0
19	0	0
19.5	0	0
20	0	0
20.5	0	0
21	0	0
21.5	0	0
22	0	0
22.5	0	0
23	0	0
23.5	0	0
24	0	0
24.5	0	0
25	0	0
25.5	0	0
26	0	0
26.5	0	0
27	0	0
27.5	0	0
28	0	0
28.5	0	0
29	0	0
29.5	0	0
30	0	0
30.5	0	0
31	0	0
31.5	0	0
5728
# a b m n err i ip iperr k r rhoa u valid 
1	7	2	4	2.00392743495839e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.92699081698724e+00	0.00000000000000e+00	1.00964763087903e+01	0.00000000000000e+00	1
1	7	3	5	2.00628443534804e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	6.28318530717959e+00	0.00000000000000e+00	9.74384528115108e+00	0.00000000000000e+00	1
1	7	4	6	2.00392742660936e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.92699081698724e+00	0.00000000000000e+00	9.73805329149364e+00	0.00000000000000e+00	1
1	10	2	5	2.00380832284073e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.80799109526036e+00	0.00000000000000e+00	9.96295105476701e+00	0.00000000000000e+00	1
1	10	3	6	2.00772154754141e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	7.71619248250125e+00	0.00000000000000e+00	1.00348058658904e+01	0.00000000000000e+00	1
1	10	4	7	2.00943657466038e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.02676800061933e+01	0.00000000000000e+00	1
1	10	5	8	2.00772144575451e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	7.71619248250125e+00	0.00000000000000e+00	9.91047682679368e+00	0.00000000000000e+00	1
1	13	2	6	2.00368779791838e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.68754015741485e+00	0.00000000000000e+00	9.96854696485719e+00	0.00000000000000e+00	1
1	13	3	7	2.00785741860507e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	7.85398163397448e+00	0.00000000000000e+00	1.01662086579412e+01	0.00000000000000e+00	1
1	13	4	8	2.01125641433297e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.12454737031907e+01	0.00000000000000e+00	1.02181149535664e+01	0.00000000000000e+00	1
1	13	5	9	2.01258039563599e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.25663706143592e+01	0.00000000000000e+00	9.76000730069602e+00	0.00000000000000e+00	1
1	13	6	10	2.01125585681507e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.12454737031907e+01	0.00000000000000e+00	9.66852864881695e+00	0.00000000000000e+00	1
1	16	2	7	2.00359873306513e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.59855158502104e+00	0.00000000000000e+00	9.97119927669247e+00	0.00000000000000e+00	1
1	16	3	8	2.00775483521643e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	7.75281170106227e+00	0.00000000000000e+00	1.02492652968925e+01	0.00000000000000e+00	1
1	16	4	9	2.01173476792499e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.17286125734019e+01	0.00000000000000e+00	1.00816911877218e+01	0.00000000000000e+00	1
1	16	5	10	2.01464112033835e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.46361257743713e+01	0.00000000000000e+00	1.01909709679301e+01	0.00000000000000e+00	1
1	16	6	11	2.01570969995676e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.57079632679490e+01	0.00000000000000e+00	1.00597464737350e+01	0.00000000000000e+00	1
1	16	7	12	2.01463887979643e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.46361257743713e+01	0.00000000000000e+00	1.00429207184609e+01	0.00000000000000e+00	1
1	19	2	8	2.00353281681862e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.53294225390811e+00	0.00000000000000e+00	1.05139964710408e+01	0.00000000000000e+00	1
1	19	3	9	2.00761602375026e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	7.61598219052071e+00	0.00000000000000e+00	1.03335346278134e+01	0.00000000000000e+00	1
1	19	4	10	2.01178144519975e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.17809724509617e+01	0.00000000000000e+00	1.02356163950297e+01	0.00000000000000e+00	1
1	19	5	11	2.01542535622812e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.54323849650025e+01	0.00000000000000e+00	9.86348886328604e+00	0.00000000000000e+00	1
1	19	6	12	2.01792866086917e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.79493963826677e+01	0.00000000000000e+00	1.02744726385936e+01	0.00000000000000e+00	1
1	19	7	13	2.01881950393452e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	9.97056586595157e+00	0.00000000000000e+00	1
1	19	8	14	2.01792081846356e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.79493963826677e+01	0.00000000000000e+00	1.02633703575657e+01	0.00000000000000e+00	1
