64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa
1 13 2 5 1.99624064 7.9982752723055395
1 13 3 6 0.728002868 6.670674680544875
1 13 4 7 0.436670205 6.173279586312983
1 13 5 8 0.311891381 5.379489959900416
1 13 6 9 0.296390281 5.1121276123098855
1 13 7 10 0.397904235 5.625238596787212
1 13 8 11 0.731463325 6.7023827738885595
1 13 9 12 2.0787076 8.328693075516984
1 23 2 7 2.12400007 7.866812819023742
1 23 3 8 0.785540588 6.601887814968861
1 23 4 9 0.433453924 5.995393430730166
1 23 5 10 0.267951701 5.252801395161768
1 23 6 11 0.19377986 4.889393167570484
1 23 7 12 0.148590017 4.481369335718229
1 23 8 13 0.131473728 4.448089671036978
1 23 9 14 0.124888485 4.4707286787902945
1 23 10 15 0.120768651 4.323247828048489
1 23 11 16 0.13238111 4.478788705462204
1 23 12 17 0.155718253 4.696351868684511
1 23 13 18 0.195551893 4.934104553175311
1 23 14 19 0.278548048 5.460527287915919
1 23 15 20 0.419646579 5.804414733975249
1 23 16 21 0.817358698 6.869295503270689
1 23 17 22 2.3067304 8.54360437038581
1 57 4 16 0.500581169 5.777684637173509
1 57 5 17 0.316129405 5.1386856168406965
1 57 6 18 0.22627056 4.828826874385525
1 57 7 19 0.168246336 4.501195642043875
1 57 8 20 0.135275552 4.388282223269208
1 57 9 21 0.114471916 4.3886334550936
1 57 10 22 0.09674565 4.29366788364191
1 57 11 23 0.084074799 4.245208683108282
1 57 12 24 0.074613981 4.222659292751545
1 57 13 25 0.066366339 4.154184513561145
1 57 14 26 0.06061814 4.146677089183574
1 57 15 27 0.056791437 4.198917950484488
1 57 16 28 0.052791747 4.1752570831242535
1 57 17 29 0.049564757 4.152327372484353
1 57 18 30 0.047479303 4.173868501128321
1 57 19 31 0.045725591 4.179798100055842
1 57 20 32 0.044548103 4.196903602461068
1 57 21 33 0.043606676 4.197275631392794
1 57 22 34 0.043149422 4.206887621208451
1 57 23 35 0.043048276 4.214984601175699
1 57 24 36 0.043037435 4.195969358524972
1 57 25 37 0.043565515 4.193313759539417
1 57 26 38 0.044179705 4.162196605098252
