64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa
1 13 2 5 1.12583495 4.510847871167648
1 13 3 6 0.47464992 4.349207046622034
1 13 4 7 0.344185951 4.865814248086885
1 13 5 8 0.291417585 5.026358752266789
1 13 6 9 0.230965874 3.983690079151704
1 13 7 10 0.429129401 6.0666739812944614
1 13 8 11 0.774126929 7.093308463186247
1 13 9 12 2.82265172 11.309430838161225
1 23 2 7 1.2283122 4.5493888146261945
1 23 3 8 0.52344048 4.399130203535011
1 23 4 9 0.343516283 4.7514052876518535
1 23 5 10 0.238774419 4.680823434116362
1 23 6 11 0.17080519 4.3097034385904625
1 23 7 12 0.144390909 4.354727222011701
1 23 8 13 0.113301619 3.8332811342024695
1 23 9 14 0.123739115 4.429583801249814
1 23 10 15 0.102508333 3.6695692493834446
1 23 11 16 0.120889973 4.090014396132732
1 23 12 17 0.134900313 4.068497589962529
1 23 13 18 0.179792145 4.536459492466563
1 23 14 19 0.231252539 4.533367972513454
1 23 15 20 0.326993882 4.522872821037733
1 23 16 21 0.721000308 6.059474482525397
1 23 17 22 1.70946148 6.3314562341287015
1 57 4 16 0.413783821 4.775873671953195
1 57 5 17 0.281700571 4.579044687265051
1 57 6 18 0.20254601 4.32252263125861
1 57 7 19 0.161785504 4.328345109106399
1 57 8 20 0.121728511 3.948821889755292
1 57 9 21 0.114500865 4.3897433041669
1 57 10 22 0.090444346 4.014009763510779
1 57 11 23 0.081579286 4.119202155796696
1 57 12 24 0.071830605 4.065138565749703
1 57 13 25 0.065926619 4.126660349326275
1 57 14 26 0.060121185 4.112682118159137
1 57 15 27 0.057897594 4.280702506901929
1 57 16 28 0.051628526 4.083258863791052
1 57 17 29 0.050695668 4.2470703508700565
1 57 18 30 0.047050469 4.136170038604284
1 57 19 31 0.045521722 4.161162337450602
1 57 20 32 0.044543875 4.196505280035729
1 57 21 33 0.043044185 4.143134156193498
1 57 22 34 0.043180134 4.209881912363095
1 57 23 35 0.043387619 4.248210682506267
