64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa
1 13 2 5 2.15945325 8.652214159498742
1 13 3 6 0.714662767 6.5484396209206155
1 13 4 7 0.432906369 6.120069608441858
1 13 5 8 0.305978247 5.277500463164223
1 13 6 9 0.265768271 4.583960418914534
1 13 7 10 0.382571031 5.40847053209644
1 13 8 11 0.721805221 6.613885773881042
1 13 9 12 2.23587394 8.958406560791367
1 23 2 7 2.28376306 8.458538570585304
1 23 3 8 0.774711702 6.510879034995945
1 23 4 9 0.426273642 5.896078109885154
1 23 5 10 0.264711195 5.189276012138243
1 23 6 11 0.18906239 4.770363431527643
1 23 7 12 0.142846827 4.308158806001394
1 23 8 13 0.126648383 4.284836011311972
1 23 9 14 0.124565192 4.459155511842581
1 23 10 15 0.114444432 4.09685492037369
1 23 11 16 0.126252465 4.271441101217253
1 23 12 17 0.145465282 4.387129548322247
1 23 13 18 0.183899066 4.640084046004541
1 23 14 19 0.270085541 5.294632209025688
1 23 15 20 0.406251327 5.619135973311001
1 23 16 21 0.81292761 6.832055484968472
1 23 17 22 2.24485995 8.314450305819902
1 57 4 16 0.494673347 5.709496829636234
1 57 5 17 0.31141774 5.0620974703920245
1 57 6 18 0.220557438 4.70690346972235
1 57 7 19 0.16238577 4.3444043872309885
1 57 8 20 0.130576326 4.235841300914483
1 57 9 21 0.114820704 4.402005317284979
1 57 10 22 0.095117556 4.221411457442384
1 57 11 23 0.082853879 4.183560481185366
1 57 12 24 0.073590065 4.164712399227703
1 57 13 25 0.065433979 4.095823670829352
1 57 14 26 0.060601728 4.145554401084142
