64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa
1 13 2 5 1.98602651 7.957350635380448
1 13 3 6 0.7322529 6.709617632695313
1 13 4 7 0.436483052 6.170633773108445
1 13 5 8 0.305801561 5.274452990162541
1 13 6 9 0.266138626 4.59034828701692
1 13 7 10 0.370289252 5.23484097203908
1 13 8 11 0.718116287 6.58008415068194
1 13 9 12 2.10082005 8.417290341047604
1 23 2 7 2.12223934 7.860291475860679
1 23 3 8 0.789912031 6.638626561147475
1 23 4 9 0.429341246 5.938508208798462
1 23 5 10 0.266702528 5.228313184589824
1 23 6 11 0.188854211 4.76511072373731
1 23 7 12 0.142400302 4.294691929268811
1 23 8 13 0.128141982 4.3353682536514535
1 23 9 14 0.124173896 4.4451479894589445
1 23 10 15 0.115491196 4.134326732404441
1 23 11 16 0.127113731 4.300579914399878
1 23 12 17 0.14849911 4.478627645189975
1 23 13 18 0.187777489 4.737943209062808
1 23 14 19 0.278332003 5.456292041514487
1 23 15 20 0.406881118 5.627847037198228
1 23 16 21 0.79837117 6.709719369771678
1 23 17 22 2.27577071 8.428936725311296
1 57 4 16 0.497025426 5.736644416372
1 57 5 17 0.313813955 5.101047961427041
1 57 6 18 0.219926727 4.693443502916369
1 57 7 19 0.162034451 4.335005338256946
1 57 8 20 0.131474765 4.264986285607591
1 57 9 21 0.114388531 4.385436634306107
1 57 10 22 0.095697244 4.247138585722908
1 57 11 23 0.082573517 4.169404096502084
1 57 12 24 0.073667701 4.169106084867558
1 57 13 25 0.065491288 4.099410913456788
1 57 14 26 0.060385477 4.130761418864413
1 57 15 27 0.057166875 4.226676243649248
1 57 16 28 0.05286768 4.181262563414437
1 57 17 29 0.049796079 4.171706559039385
1 57 18 30 0.047732684 4.196143027245193
1 57 19 31 0.045320527 4.142771006461774
1 57 20 32 0.044389885 4.181997789430731
1 57 21 33 0.043616818 4.198251829841253
1 57 22 34 0.043165515 4.208456621193854
1 57 23 35 0.043050355 4.215188162242484
1 57 24 36 0.04318052 4.209919545743717
1 57 25 37 0.04401556 4.236631964108144
1 57 26 38 0.04416383 4.160701011791192
1 57 27 39 0.045221083 4.133680782952975
1 57 28 40 0.047338297 4.1614727736284856
1 57 29 41 0.049683568 4.1622808595447705
1 57 30 42 0.053612524 4.240171680152374
1 57 31 43 0.056929295 4.209110586230223
1 57 32 44 0.060367837 4.129554727536479
1 57 33 45 0.066220791 4.145073972634972
1 57 34 46 0.073750302 4.173780756766388
1 57 35 47 0.082153164 4.148179113192036
1 57 36 48 0.095524779 4.239484418000098
1 57 37 49 0.111041207 4.25710665954236
1 57 38 50 0.130251562 4.2253060928381725
1 57 39 51 0.164935902 4.41262960578812
1 57 40 52 0.215857427 4.6066008080472844
1 57 41 53 0.307118145 4.992207524580941
1 57 42 54 0.474887995 5.4811352144363825
2 14 3 6 1.81944334 7.289907030288193
2 14 4 7 0.730093276 6.68982904425764
2 14 5 8 0.396461759 5.604846072766604
2 14 6 9 0.27289266 4.706841593036897
2 14 7 10 0.274633499 4.736867513895232
2 14 8 11 0.387692197 5.480869310771802
2 14 9 12 0.700761131 6.421059228123385
2 14 10 13 1.82848053 7.326116058328082
2 24 3 8 1.93684144 7.173619852379949
2 24 4 9 0.763087007 6.413182068797644
2 24 5 10 0.398384898 5.510330090751024
2 24 6 11 0.250920067 4.918921108142861
2 24 7 12 0.172011081 4.340130105305129
2 24 8 13 0.14340316 4.32493741399259
2 24 9 14 0.131443369 4.447062549068374
2 24 10 15 0.11473476 4.107248013987212
2 24 11 16 0.11690363 4.184888713284411
2 24 12 17 0.127123795 4.300920405044894
2 24 13 18 0.147511137 4.448831081490022
2 24 14 19 0.198680759 5.013051127100195
2 24 15 20 0.262860439 5.152994646270355
2 24 16 21 0.422340702 5.841678965399716
2 24 17 22 0.849080528 7.1358940293617605
2 24 18 23 2.41489575 8.944224207443623
2 58 5 17 0.461553784 5.32723236947433
2 58 6 18 0.295390774 4.801579029642121
2 58 7 19 0.203991584 4.353372542003132
2 58 8 20 0.1592521 4.260567424816522
2 58 9 21 0.135223116 4.386581221401115
2 58 10 22 0.110305826 4.228913564051234
2 58 11 23 0.093351676 4.1430399519290555
2 58 12 24 0.081965829 4.138719962791331
2 58 13 25 0.071793733 4.063051853697141
2 58 14 26 0.065430437 4.095601960218691
2 58 15 27 0.061360909 4.197487344906626
2 58 16 28 0.056143318 4.150998780854213
2 58 17 29 0.052388433 4.143359301161796
2 58 18 30 0.049720355 4.16536272005004
2 58 19 31 0.046767169 4.111265356529031
2 58 20 32 0.045450082 4.15461369085382
2 58 21 33 0.044284287 4.172049338278666
2 58 22 34 0.043457993 4.182964438934503
2 58 23 35 0.042970235 4.1894176404476084
2 58 24 36 0.042781608 4.188874345015235
2 58 25 37 0.043243085 4.216019370766191
2 58 26 38 0.043061319 4.144783355978143
2 58 27 39 0.043767816 4.123392294443002
2 58 28 40 0.045374277 4.147684319618907
2 58 29 41 0.047177653 4.147350684862877
2 58 30 42 0.050350104 4.2181204489035204
2 58 31 43 0.05291791 4.185235213974482
2 58 32 44 0.055608589 4.111463186839492
2 58 33 45 0.060249779 4.121478788489275
2 58 34 46 0.066104585 4.1378000869143365
2 58 35 47 0.072530546 4.104750610683049
2 58 36 48 0.08268816 4.175192792578033
2 58 37 49 0.094068326 4.174845589586273
2 58 38 50 0.107869316 4.135502449139257
2 58 39 51 0.131614417 4.269516537970148
2 58 40 52 0.164254501 4.394399674102212
2 58 41 53 0.217913549 4.65048038818628
2 58 42 54 0.30431319 4.946612962080861
2 58 43 55 0.446322775 5.151436769963971
3 15 4 7 2.03627469 8.158678455042688
3 15 5 8 0.700039984 6.414451373614423
3 15 6 9 0.366278921 5.178146253202794
3 15 7 10 0.275087957 4.744705987149472
3 15 8 11 0.304568309 5.253181909407581
3 15 9 12 0.434206465 6.138449282633384
3 15 10 13 0.766600653 7.024345357463987
3 15 11 14 1.93323636 7.74583798359599
3 25 4 9 2.11927813 7.8493238280169475
3 25 5 10 0.737740905 6.2001668223457855
3 25 6 11 0.380414347 5.2617672852335415
3 25 7 12 0.22781816 4.466041992736545
3 25 8 13 0.172419552 4.3504365185544245
3 25 9 14 0.148209543 4.469894510214723
3 25 10 15 0.121094349 4.096928954565334
3 25 11 16 0.114252985 4.090001545594035
3 25 12 17 0.115905748 4.149166767618655
3 25 13 18 0.124092676 4.19836996154044
3 25 14 19 0.153186611 4.619999344760805
3 25 15 20 0.186750394 4.7120278674197404
3 25 16 21 0.259460258 5.086339068291387
3 25 17 22 0.426314284 5.896640256785481
3 25 18 23 0.837380632 7.037565054361932
3 25 19 24 2.30342295 8.531354328389208
3 59 6 18 0.440074673 5.079321466447843
3 59 7 19 0.27287088 4.43551800032858
3 59 8 20 0.200264309 4.273828982787009
3 59 9 21 0.1642672 4.394739418103878
3 59 10 22 0.129702512 4.207495140902926
3 59 11 23 0.106978277 4.101341724816331
3 59 12 24 0.092272262 4.095134488221349
3 59 13 25 0.079416573 4.009999777487458
3 59 14 26 0.071435193 4.042760854040882
3 59 15 27 0.066319288 4.151239367897053
3 59 16 28 0.059969431 4.1023011524120525
3 59 17 29 0.055426783 4.098021222394997
3 59 18 30 0.05210074 4.120605891693925
3 59 19 31 0.048496905 4.062867212529122
3 59 20 32 0.046795629 4.113767252935179
3 59 21 33 0.0452554 4.136817716303921
3 59 22 34 0.044043953 4.149407327452888
3 59 23 35 0.043201686 4.158294108060042
3 59 24 36 0.042674881 4.1606218645395465
3 59 25 37 0.04279861 4.1905390613488045
3 59 26 38 0.042350066 4.12895376472855
3 59 27 39 0.042714017 4.111354478681144
3 59 28 40 0.043910096 4.136796578898351
3 59 29 41 0.045277582 4.138845383512321
3 59 30 42 0.047887888 4.209786889853057
3 59 31 43 0.049883121 4.178998572579485
3 59 32 44 0.051970858 4.110333628105635
3 59 33 45 0.055734937 4.12080482200903
3 59 34 46 0.060417346 4.13294146681961
3 59 35 47 0.065400247 4.093712224663677
3 59 36 48 0.073411134 4.154586084564084
3 59 37 49 0.082081597 4.144565463757989
3 59 38 50 0.092420156 4.1016981705986275
3 59 39 51 0.10975045 4.207621514621781
3 59 40 52 0.132379752 4.294343684676935
3 59 41 53 0.167617193 4.4843638001318915
3 59 42 54 0.219413091 4.6824820268832
3 59 43 55 0.295013294 4.795443089688527
3 59 44 56 0.444404961 5.129301449718322
4 16 5 8 2.06554658 8.275961226102117
4 16 6 9 0.683358268 6.261597167346048
4 16 7 10 0.355764673 5.029504573966098
4 16 8 11 0.28906917 4.985853385065957
4 16 9 12 0.320046551 5.520150003136048
4 16 10 13 0.420529774 5.9450996187638045
4 16 11 14 0.679371356 6.22506517811773
4 16 12 15 1.64540477 6.592592105941989
4 26 5 10 2.16268747 8.01010214304655
