64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa
1 13 2 5 1.74609946 6.99604238790773
1 13 3 6 0.662214054 6.0678531875217505
1 13 4 7 0.41231381 5.8289491641132924
1 13 5 8 0.29855334 5.149435966698724
1 13 6 9 0.267138568 4.6075952463020275
1 13 7 10 0.390604407 5.5220397097095
1 13 8 11 0.736262958 6.74636170822568
1 13 9 12 2.18083818 8.737896493277391
1 23 2 7 1.86849154 6.920467379791288
1 23 3 8 0.717022905 6.0260473511943795
1 23 4 9 0.405752662 5.6122386015268315
1 23 5 10 0.257183392 5.041704438778823
1 23 6 11 0.186276935 4.7000816971638395
1 23 7 12 0.142976343 4.312064916536968
1 23 8 13 0.126923397 4.294140432441573
1 23 9 14 0.124033188 4.440110957494507
1 23 10 15 0.112498812 4.027206072187022
1 23 11 16 0.127814133 4.324276290468058
1 23 12 17 0.149013675 4.494146559978401
1 23 13 18 0.187282133 4.7254445405122425
1 23 14 19 0.26583634 5.211332835079476
1 23 15 20 0.383956525 5.310761537069354
1 23 16 21 0.802505497 6.744465331293396
1 23 17 22 2.32537753 8.612669095662396
1 57 4 16 0.473792772 5.468494201363477
1 57 5 17 0.303544656 4.93412043671185
1 57 6 18 0.217389897 4.639305161279051
1 57 7 19 0.162343452 4.343272228268668
1 57 8 20 0.130661104 4.238591463710525
1 57 9 21 0.114320328 4.38282186224675
1 57 10 22 0.09485823 4.209902312404925
1 57 11 23 0.082573107 4.169383394275249
1 57 12 24 0.073586371 4.164503343187288
1 57 13 25 0.065480718 4.098749286930902
1 57 14 26 0.060682523 4.151081307310902
