64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa
1 13 2 5 2.05009186 8.214039280250738
1 13 3 6 0.718661318 6.585078258056544
1 13 4 7 0.431041755 6.093709249043045
1 13 5 8 0.30416472 5.24622082261363
1 13 6 9 0.264607897 4.563946334964169
1 13 7 10 0.368922668 5.215521345891969
1 13 8 11 0.712501885 6.528639505455899
1 13 9 12 2.07104663 8.297998105339005
1 23 2 7 2.1821858 8.08231951938287
1 23 3 8 0.777247263 6.532188550412111
1 23 4 9 0.424113022 5.866193118108486
1 23 5 10 0.26504387 5.195797619195089
1 23 6 11 0.188780046 4.763239415520487
1 23 7 12 0.141702903 4.273658870948609
1 23 8 13 0.127384063 4.309725931594665
1 23 9 14 0.123836753 4.433079023461371
1 23 10 15 0.114577768 4.101628051212095
1 23 11 16 0.126285756 4.272567420182198
1 23 12 17 0.146929317 4.4312838036879905
1 23 13 18 0.185164244 4.67200662386666
1 23 14 19 0.276011548 5.410802913377136
1 23 15 20 0.401943166 5.559546894223721
1 23 16 21 0.789270845 6.6332378669091465
1 23 17 22 2.22837772 8.253403877393891
1 57 4 16 0.491935976 5.677902220505135
1 57 5 17 0.311933425 5.070479933555552
1 57 6 18 0.219714154 4.688906994874101
1 57 7 19 0.161693033 4.325871176704
1 57 8 20 0.130923395 4.2471000738444795
1 57 9 21 0.114294819 4.381843896168101
1 57 10 22 0.095419685 4.234820242064917
1 57 11 23 0.082472378 4.164297261087575
1 57 12 24 0.073702624 4.171082496372537
1 57 13 25 0.065450165 4.096836829481007
1 57 14 26 0.060381692 4.130502500118596
