64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1385
# a b m n r rhoa
1 13 2 5 1.64695215 6.598791945251372
1 13 3 6 0.585265179 5.362772294682586
1 13 4 7 0.382902337 5.413154260327046
1 13 5 8 0.295984062 5.105121163382011
1 13 6 9 0.240768334 4.152762513866806
1 13 7 10 0.410537171 5.803832521976127
1 13 8 11 0.712449227 6.528157001330204
1 13 9 12 2.4567438 9.843358957931017
1 23 2 7 1.76720949 6.545341719236576
1 23 3 8 0.640052476 5.379167807233723
1 23 4 9 0.38126009 5.2734653268142795
1 23 5 10 0.250371463 4.908166528695009
1 23 6 11 0.178733541 4.509749125533887
1 23 7 12 0.145263097 4.3810317923798525
1 23 8 13 0.119326604 4.037121657737733
1 23 9 14 0.125061914 4.476937049434185
1 23 10 15 0.105948645 3.792724731030823
1 23 11 16 0.124893684 4.225470093752542
1 23 12 17 0.139892836 4.2190685363274385
1 23 13 18 0.182485818 4.604425411947923
1 23 14 19 0.250524536 4.91116730109153
1 23 15 20 0.376797054 5.211734067194833
1 23 16 21 0.766775316 6.4441795788141985
1 23 17 22 1.91295358 7.085144656017529
1 57 4 16 0.451835104 5.215059815637001
1 57 5 17 0.294231697 4.782738225166147
1 57 6 18 0.210657801 4.4956358916854136
1 57 7 19 0.163126497 4.3642215031552505
1 57 8 20 0.125665054 4.076521695171978
1 57 9 21 0.115496555 4.427916146883206
1 57 10 22 0.092078618 4.086540375476643
1 57 11 23 0.082197861 4.150436009369795
1 57 12 24 0.07254099 4.105341672211497
1 57 13 25 0.065537713 4.1023168748062915
1 57 14 26 0.060467579 4.136377732436162
1 57 15 27 0.058071817 4.293583816492445
1 57 16 28 0.052135916 4.12338793342397
1 57 17 29 0.050505795 4.231163587618989
1 57 18 30 0.047356915 4.163109467489683
1 57 19 31 0.045531147 4.16202388119955
1 57 20 32 0.044372894 4.180397057091817
1 57 21 33 0.043328524 4.170502652608006
1 57 22 34 0.043094235 4.201507120233221
1 57 23 35 0.043493635 4.258591024043713
1 57 24 36 0.04306283 4.198445264485906
1 57 25 37 0.044307595 4.264741224007104
1 57 26 38 0.043567484 4.104518896119212
1 57 27 39 0.04582027 4.1884527526401065
1 57 28 40 0.048013669 4.220844199475745
1 57 29 41 0.048759597 4.084874446058636
1 57 30 42 0.052898968 4.183737106331472
1 57 31 43 0.057366231 4.241415780649109
1 57 32 44 0.059580355 4.075685810285893
1 57 33 45 0.065646707 4.109139327177382
1 57 34 46 0.073316696 4.149241516522755
1 57 35 47 0.081547434 4.117593845237733
1 57 36 48 0.093608084 4.154419593232916
1 57 37 49 0.108719563 4.168099286509333
1 57 38 50 0.126263649 4.095939866146715
1 57 39 51 0.161465048 4.319771756574866
1 57 40 52 0.206207863 4.400670023373825
1 57 41 53 0.300066824 4.877588254024864
1 57 42 54 0.451849001 5.215220214166501
2 14 3 6 1.54014382 6.170846332083587
2 14 4 7 0.685615482 6.282279970862657
2 14 5 8 0.392264723 5.54551187417657
2 14 6 9 0.253943804 4.380012489017512
2 14 7 10 0.293804552 5.067529062808695
2 14 8 11 0.356268365 5.036625351857022
2 14 9 12 0.693417239 6.353767303085177
2 14 10 13 1.48074984 5.9328743200731475
2 24 11 16 0.117369207 4.201555329474728
2 24 12 17 0.122440237 4.142463759139922
2 24 13 18 0.147130766 4.437359362393331
2 24 14 19 0.184482059 4.654793944086527
2 24 15 20 0.252024989 4.940581488731916
2 24 16 21 0.409176389 5.659594477729289
2 24 17 22 0.732393332 6.155224425265781
2 24 18 23 2.64247517 9.787126580136102
2 58 5 17 0.453273089 5.231656971817652
2 58 6 18 0.293377012 4.7688453147093375
2 58 7 19 0.213781782 4.562304588699598
2 58 8 20 0.155344911 4.156036042335529
2 58 9 21 0.139796154 4.5349286579115535
2 58 10 22 0.107911309 4.137112380125996
2 58 11 23 0.094388458 4.18905336520126
2 58 12 24 0.081730587 4.126841832924713
2 58 13 25 0.072730469 4.116064934117752
2 58 14 26 0.066114923 4.1384471914578205
2 58 15 27 0.06294153 4.305612155192498
2 58 16 28 0.055733796 4.120720461308992
2 58 17 29 0.053386228 4.22227411035074
2 58 18 30 0.049592261 4.154631542200201
2 58 19 31 0.047205197 4.149772056423345
2 58 20 32 0.045615066 4.169694957047615
2 58 21 33 0.044093487 4.154073955413327
2 58 22 34 0.043533729 4.190254260043986
2 58 23 35 0.043359341 4.2273538430400315
2 58 24 36 0.04273059 4.183879021058875
2 58 25 37 0.043503408 4.2413997711390135
2 58 26 38 0.042368752 4.0781216688500805
2 58 27 39 0.04420447 4.164529730657268
2 58 28 40 0.045924965 4.198022972565428
2 58 29 41 0.046185903 4.060166715755453
2 58 30 42 0.049514102 4.148083709127883
2 58 31 43 0.053033197 4.194353170675975
2 58 32 44 0.054581363 4.03551445374784
2 58 33 45 0.059307176 4.0569985806786155
2 58 34 46 0.065245153 4.084004154237399
2 58 35 47 0.071242012 4.0318280833469675
2 58 36 48 0.080280778 4.0536362846646625
2 58 37 49 0.09111084 4.043589428151412
2 58 38 50 0.10339109 3.9638158632078224
2 58 39 51 0.126783295 4.112796964642922
2 58 40 52 0.154588339 4.1357950155752645
2 58 41 53 0.20789653 4.43670776770737
2 58 42 54 0.281347431 4.573304394176113
2 58 43 55 0.404320021 4.6666429312553115
3 15 4 7 2.43106359 9.740466859395935
3 15 5 8 0.780691845 7.153462647827596
3 15 6 9 0.37927921 5.3619335090790425
3 15 7 10 0.320617816 5.5300031588150835
3 15 8 11 0.303026531 5.226589384648471
3 15 9 12 0.480958505 6.799390676952898
3 15 10 13 0.7587075 6.952020565651811
3 15 11 14 2.37680754 9.523080831683378
3 25 4 9 2.53777752 9.399350314600639
3 25 5 10 0.816218592 6.859713755332831
3 25 6 11 0.406115903 5.617262832672497
3 25 7 12 0.259596202 5.089004051682792
3 25 8 13 0.169847595 4.285541699334898
3 25 9 14 0.159152409 4.799923573588971
3 25 10 15 0.11693042 3.9560526756495076
3 25 11 16 0.117472251 4.205244074405674
