64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa
1 13 2 5 1.79662007 7.198461744376092
1 13 3 6 0.670157204 6.14063610077364
1 13 4 7 0.418052207 5.910073840476911
1 13 5 8 0.303219954 5.229925536751097
1 13 6 9 0.271154913 4.67686900286985
1 13 7 10 0.397536702 5.6200427214098285
1 13 8 11 0.765890496 7.017838204089542
1 13 9 12 2.27829292 9.128365368368005
1 23 2 7 1.92295748 7.1221968246458625
1 23 3 8 0.725087075 6.093820737412887
1 23 4 9 0.41143367 5.6908164529598375
1 23 5 10 0.25987445 5.094458696968291
1 23 6 11 0.186727277 4.711444586464461
1 23 7 12 0.14309839 4.315745767339458
1 23 8 13 0.126467201 4.278706164725604
1 23 9 14 0.1236367 4.425917573113263
1 23 10 15 0.112033199 4.0105381672771525
1 23 11 16 0.127535269 4.314841614073821
1 23 12 17 0.148871756 4.489866383775475
1 23 13 18 0.187766966 4.7376776959991584
1 23 14 19 0.265427461 5.203317360000807
1 23 15 20 0.383082837 5.298676969354822
1 23 16 21 0.830556543 6.980213632034964
1 23 17 22 2.35226447 8.712252201729019
1 57 4 16 0.479342701 5.532551224492734
1 57 5 17 0.306557694 4.983097389784578
1 57 6 18 0.217894665 4.650077385839461
1 57 7 19 0.1625777 4.349539206211994
1 57 8 20 0.130522126 4.234083075625548
1 57 9 21 0.114202474 4.378303566185238
1 57 10 22 0.094920464 4.2126643190385105
1 57 11 23 0.082541555 4.167790231687141
1 57 12 24 0.073666809 4.169055603549731
1 57 13 25 0.065508114 4.100464132749557
1 57 14 26 0.060832795 4.161360894568871
1 57 15 27 0.057682235 4.264779775964545
1 57 16 28 0.052456261 4.148723763478873
1 57 17 29 0.04963806 4.158468390251982
1 57 18 30 0.047533812 4.178660344810778
1 57 19 31 0.045525515 4.16150905739116
1 57 20 32 0.04462494 4.2041424624884485
1 57 21 33 0.043485555 4.185617365540339
1 57 22 34 0.043152293 4.20716753166381
1 57 23 35 0.04302405 4.212612561539359
1 57 24 36 0.043157564 4.207681432050504
1 57 25 37 0.044233303 4.257590392304009
1 57 26 38 0.043550445 4.1029136416714005
1 57 27 39 0.045487328 4.1580183654929
1 57 28 40 0.047599483 4.184433431208815
1 57 29 41 0.04949149 4.146189370645671
1 57 30 42 0.053095365 4.199269988116089
1 57 31 43 0.057040752 4.217351244025291
1 57 32 44 0.06056388 4.1429653504390425
1 57 33 45 0.06616454 4.141552955254876
1 57 34 46 0.073908496 4.182733493977361
1 57 35 47 0.082565225 4.168985406587638
1 57 36 48 0.095410433 4.234409629130283
1 57 37 49 0.110847895 4.249695448652249
1 57 38 50 0.129774225 4.209821480573507
1 57 39 51 0.165970768 4.440315999679631
1 57 40 52 0.2164529 4.619308762742633
1 57 41 53 0.309964245 5.03847089933436
1 57 42 54 0.478886276 5.5272831883103315
2 14 3 6 1.84739726 7.401909131948645
2 14 4 7 0.746412309 6.839359993968235
2 14 5 8 0.405606936 5.734132966722006
2 14 6 9 0.281355409 4.8528067464588736
2 14 7 10 0.290473178 5.010069658421776
2 14 8 11 0.400044783 5.655499881208765
2 14 9 12 0.721108003 6.6074971802863525
2 14 10 13 1.82873908 7.327151982569989
2 24 3 8 1.9700783 7.2967216168314435
2 24 4 9 0.7851525 6.598626222280368
2 24 5 10 0.408296106 5.647418690123815
2 24 6 11 0.25838328 5.0652264889726295
2 24 7 12 0.178772435 4.510730486846974
2 24 8 13 0.145176331 4.378414991469311
2 24 9 14 0.133539536 4.517981195122653
2 24 10 15 0.113393774 4.059243711844734
2 24 11 16 0.118837741 4.254125564989865
2 24 12 17 0.129007695 4.36465752012287
2 24 13 18 0.149399945 4.505796188723702
2 24 14 19 0.192976897 4.869133054852827
2 24 15 20 0.253903602 4.977408950362284
2 24 16 21 0.437341238 6.049161491251371
2 24 17 22 0.869459111 7.307160951592431
2 24 18 23 2.78727603 10.323436007684126
2 58 5 17 0.472560207 5.4542679932960745
2 58 6 18 0.303995213 4.9414442437947965
2 58 7 19 0.2113173 4.509710221526779
2 58 8 20 0.162136505 4.337735650434758
2 58 9 21 0.137934619 4.474541242538129
2 58 10 22 0.11138915 4.2704461260562745
2 58 11 23 0.094723947 4.203942699704828
2 58 12 24 0.083119561 4.1969756251614525
2 58 13 25 0.072732153 4.11616023741284
2 58 14 26 0.066595265 4.16851407969785
2 58 15 27 0.062566596 4.279964218324822
2 58 16 28 0.056175952 4.153411600385371
2 58 17 29 0.052602591 4.160296886243186
2 58 18 30 0.049847682 4.176029641858136
2 58 19 31 0.047287316 4.156991073674803
2 58 20 32 0.045995125 4.204436331655744
2 58 21 33 0.044378573 4.180932079100685
2 58 22 34 0.043665433 4.202931171940617
2 58 23 35 0.043115848 4.203614297060692
2 58 24 36 0.042944793 4.204852273193889
2 58 25 37 0.043632523 4.253987941965782
2 58 26 38 0.042586234 4.0990549749995004
2 58 27 39 0.044165017 4.160812839775788
2 58 28 40 0.045799927 4.186593189299537
2 58 29 41 0.047119692 4.142255378552379
2 58 30 42 0.050016859 4.1902025810676395
2 58 31 43 0.053149997 4.203590789338394
2 58 32 44 0.055924078 4.134789105239486
2 58 33 45 0.060333406 4.127199422031267
2 58 34 46 0.066404871 4.15659641453517
2 58 35 47 0.073042016 4.13369643986302
2 58 36 48 0.082855277 4.183631070729553
2 58 37 49 0.094257384 4.183236171103329
2 58 38 50 0.107950409 4.138611399047756
2 58 39 51 0.132967805 4.313419877589015
2 58 40 52 0.16567854 4.432497847847289
2 58 41 53 0.221433479 4.725599009804381
2 58 42 54 0.309435296 5.029872829761103
2 58 43 55 0.458671886 5.2939696364119495
3 15 4 7 2.28076944 9.138287964011269
3 15 5 8 0.75466826 6.915009096080727
3 15 6 9 0.392725825 5.55203055012747
3 15 7 10 0.300730058 5.186979910968652
3 15 8 11 0.325275374 5.610336531344714
3 15 9 12 0.469094048 6.631660867677754
3 15 10 13 0.835704035 7.657538166049763
3 15 11 14 2.46249456 9.8664003491257
3 25 4 9 2.37548684 8.798262574602552
3 25 5 10 0.795199509 6.6830639041866045
3 25 6 11 0.406586643 5.623773954956356
3 25 7 12 0.244153631 4.786275021820487
3 25 8 13 0.178671188 4.508175854027872
3 25 9 14 0.153562786 4.631344515478861
3 25 10 15 0.121820531 4.121497533418539
3 25 11 16 0.117794575 4.216782553318781
3 25 12 17 0.119342897 4.2722090209342864
3 25 13 18 0.127686293 4.3199511390313745
3 25 14 19 0.151931173 4.582136226701565
3 25 15 20 0.185395352 4.677837869054735
3 25 16 21 0.27066035 5.305900499190981
3 25 17 22 0.439933203 6.085012706509217
3 25 18 23 0.916011984 7.698403428054377
3 25 19 24 2.53845177 9.401847583135675
