64
# x y z
0.0 0.0 0.0
0.5 0.0 0.0
1.0 0.0 0.0
1.5 0.0 0.0
2.0 0.0 0.0
2.5 0.0 0.0
3.0 0.0 0.0
3.5 0.0 0.0
4.0 0.0 0.0
4.5 0.0 0.0
5.0 0.0 0.0
5.5 0.0 0.0
6.0 0.0 0.0
6.5 0.0 0.0
7.0 0.0 0.0
7.5 0.0 0.0
8.0 0.0 0.0
8.5 0.0 0.0
9.0 0.0 0.0
9.5 0.0 0.0
10.0 0.0 0.0
10.5 0.0 0.0
11.0 0.0 0.0
11.5 0.0 0.0
12.0 0.0 0.0
12.5 0.0 0.0
13.0 0.0 0.0
13.5 0.0 0.0
14.0 0.0 0.0
14.5 0.0 0.0
15.0 0.0 0.0
15.5 0.0 0.0
16.0 0.0 0.0
16.5 0.0 0.0
17.0 0.0 0.0
17.5 0.0 0.0
18.0 0.0 0.0
18.5 0.0 0.0
19.0 0.0 0.0
19.5 0.0 0.0
20.0 0.0 0.0
20.5 0.0 0.0
21.0 0.0 0.0
21.5 0.0 0.0
22.0 0.0 0.0
22.5 0.0 0.0
23.0 0.0 0.0
23.5 0.0 0.0
24.0 0.0 0.0
24.5 0.0 0.0
25.0 0.0 0.0
25.5 0.0 0.0
26.0 0.0 0.0
26.5 0.0 0.0
27.0 0.0 0.0
27.5 0.0 0.0
28.0 0.0 0.0
28.5 0.0 0.0
29.0 0.0 0.0
29.5 0.0 0.0
30.0 0.0 0.0
30.5 0.0 0.0
31.0 0.0 0.0
31.5 0.0 0.0
1400
# a b m n r rhoa
1 13 2 5 1.93621208 7.757760708349909
1 13 3 6 0.719408495 6.591924624897762
1 13 4 7 0.436542894 6.171479769452539
1 13 5 8 0.30355686 5.235736477850589
1 13 6 9 0.27585154 4.757876235935702
1 13 7 10 0.380047408 5.3727936524489035
1 13 8 11 0.719032332 6.588477851388817
1 13 9 12 2.10911141 8.450511075228121
1 23 2 7 2.06611152 7.652406805743952
1 23 3 8 0.775366657 6.516383447498502
1 23 4 9 0.429750123 5.944163662225102
1 23 5 10 0.264059576 5.176501974207005
1 23 6 11 0.189597645 4.78386881923877
1 23 7 12 0.14401739 4.343462154366489
1 23 8 13 0.129935467 4.39604639996263
1 23 9 14 0.124310938 4.450053786815672
1 23 10 15 0.116971821 4.187329798700215
1 23 11 16 0.128645651 4.352408653361741
1 23 12 17 0.151284226 4.56262476485393
1 23 13 18 0.189826909 4.789653537192276
1 23 14 19 0.274027159 5.371901867894527
1 23 15 20 0.402484926 5.56704034200488
1 23 16 21 0.795037648 6.681703582161311
1 23 17 22 2.33391818 8.644301719338719
1 57 4 16 0.497222404 5.738917927312762
1 57 5 17 0.311708476 5.066823386038807
1 57 6 18 0.221483734 4.726671498839509
1 57 7 19 0.163815683 4.3826597116387775
1 57 8 20 0.133271798 4.32328128312886
1 57 9 21 0.114439776 4.387401269207528
1 57 10 22 0.096169506 4.268098041595751
1 57 11 23 0.083395607 4.210914081037361
1 57 12 24 0.074164884 4.197243364061226
1 57 13 25 0.065845811 4.121602192627713
1 57 14 26 0.060565945 4.143106609939738
1 57 15 27 0.057080742 4.220307934993331
1 57 16 28 0.052900456 4.183854791062378
1 57 17 29 0.049652773 4.159700983657642
1 57 18 30 0.047628828 4.187013127274817
1 57 19 31 0.045599836 4.168302775477696
1 57 20 32 0.044508439 4.193166833142563
1 57 21 33 0.04369694 4.205963816834676
