meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5,0.982347, 4.00667, 3.93594, 1.00000,0.555915, 283.000,0.162201,2020-05-05 15:13:37,64,1,0.965356, 3.52029,0.965356, 3.52029,True,True,True,True,True,True,True
2,1,13,3,6,0.405547, 9.16298, 3.71602, 1.00000,0.229501, 283.000,0.170108,2020-05-05 15:13:37,129,1,0.403017, 1.25522,0.403017, 1.25522,True,True,True,True,True,True,True
3,1,13,4,7,0.282327, 14.1372, 3.99131, 1.00000,0.159770, 283.000,0.182136,2020-05-05 15:13:37,196,1,0.280905, 1.01284,0.280905, 1.01284,True,True,True,True,True,True,True
4,1,13,5,8,0.272913, 17.2480, 4.70720, 1.00000,0.154443, 283.000,0.183628,2020-05-05 15:13:37,266,1,0.272927,0.0101250,0.272927,0.0101250,True,True,True,True,True,True,True
5,1,13,6,9,0.198131, 17.2480, 3.41735, 1.00000,0.112123, 283.000,0.196748,2020-05-05 15:13:37,339,1,0.198438,0.309368,0.198438,0.309368,True,True,True,True,True,True,True
6,1,13,7,10,0.419098, 14.1372, 5.92486, 1.00000,0.237170, 283.000,0.197833,2020-05-05 15:13:37,415,1,0.419651,0.263471,0.419651,0.263471,True,True,True,True,True,True,True
7,1,13,8,11,0.647702, 9.16298, 5.93488, 1.00000,0.366538, 283.000,0.194468,2020-05-05 15:13:37,494,1,0.647010,0.213871,0.647010,0.213871,True,True,True,True,True,True,True
8,1,13,9,12, 2.75453, 4.00667, 11.0365, 1.00000, 1.55880, 283.000,0.188934,2020-05-05 15:13:37,576,1, 2.73238, 1.62105, 2.73238, 1.62105,True,True,True,True,True,True,True
9,1,23,2,7, 1.07437, 3.70377, 3.97923, 1.00000,0.319377, 628.000, 3.99449,2020-05-05 15:13:40,65,1, 1.05562, 3.55217, 1.05562, 3.55217,True,True,True,True,True,True,True
10,1,23,3,8,0.452661, 8.40426, 3.80428, 1.00000,0.134562, 628.000, 4.02581,2020-05-05 15:13:40,131,1,0.450278, 1.05829,0.450278, 1.05829,True,True,True,True,True,True,True
