meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.79433, 4.00667, 7.18927, 1.00000, 1.46599, 176.000,0.143432,2020-05-15 11:58:58,64,1, 1.79190,0.270904, 1.79190,0.270904,True,True,True,True,True,True,True
2,1,13,3,6,0.696479, 9.16298, 6.38182, 1.00000,0.569032, 176.000,0.145194,2020-05-15 11:58:58,129,1,0.695649,0.238614,0.695649,0.238614,True,True,True,True,True,True,True
3,1,13,4,7,0.405313, 14.1372, 5.72998, 1.00000,0.331146, 176.000,0.141448,2020-05-15 11:58:58,196,1,0.405147,0.0820245,0.405147,0.0820245,True,True,True,True,True,True,True
4,1,13,5,8,0.293230, 17.2480, 5.05762, 1.00000,0.239572, 176.000,0.143255,2020-05-15 11:58:58,266,1,0.293204,0.0174639,0.293204,0.0174639,True,True,True,True,True,True,True
5,1,13,6,9,0.256372, 17.2480, 4.42190, 1.00000,0.209459, 176.000,0.136065,2020-05-15 11:58:58,339,1,0.256465,0.0723759,0.256465,0.0723759,True,True,True,True,True,True,True
6,1,13,7,10,0.358022, 14.1372, 5.06142, 1.00000,0.292509, 176.000,0.137808,2020-05-15 11:58:58,415,1,0.358124,0.0567217,0.358124,0.0567217,True,True,True,True,True,True,True
7,1,13,8,11,0.679555, 9.16298, 6.22675, 1.00000,0.555205, 176.000,0.137769,2020-05-15 11:58:58,494,1,0.679343,0.0625856,0.679343,0.0625856,True,True,True,True,True,True,True
8,1,13,9,12, 1.87706, 4.00667, 7.52076, 1.00000, 1.53358, 176.000,0.141081,2020-05-15 11:58:58,576,1, 1.87137,0.607977, 1.87137,0.607977,True,True,True,True,True,True,True
9,1,23,2,7, 1.92251, 3.70377, 7.12056, 1.00000, 2.03561, 134.000,0.0947036,2020-05-15 11:59:01,65,1, 1.92039,0.220771, 1.92039,0.220771,True,True,True,True,True,True,True
10,1,23,3,8,0.744864, 8.40426, 6.26003, 1.00000,0.788683, 134.000,0.0933454,2020-05-15 11:59:01,131,1,0.743990,0.234811,0.743990,0.234811,True,True,True,True,True,True,True
11,1,23,4,9,0.399481, 13.8317, 5.52549, 1.00000,0.422982, 134.000,0.0900747,2020-05-15 11:59:01,199,1,0.399304,0.0886157,0.399304,0.0886157,True,True,True,True,True,True,True
12,1,23,5,10,0.252589, 19.6035, 4.95163, 1.00000,0.267448, 134.000,0.0937752,2020-05-15 11:59:01,270,1,0.252586,0.00209869,0.252586,0.00209869,True,True,True,True,True,True,True
13,1,23,6,11,0.174666, 25.2317, 4.40713, 1.00000,0.184942, 134.000,0.0958679,2020-05-15 11:59:01,344,1,0.174736,0.0800498,0.174736,0.0800498,True,True,True,True,True,True,True
14,1,23,7,12,0.134171, 30.1593, 4.04651, 1.00000,0.142065, 134.000,0.0948161,2020-05-15 11:59:01,421,1,0.134164,0.0110119,0.134164,0.0110119,True,True,True,True,True,True,True
15,1,23,8,13,0.118472, 33.8325, 4.00819, 1.00000,0.125441, 134.000,0.0959813,2020-05-15 11:59:01,501,1,0.118466,0.00959264,0.118466,0.00959264,True,True,True,True,True,True,True
16,1,23,9,14,0.113224, 35.7978, 4.05317, 1.00000,0.119885, 134.000,0.0916711,2020-05-15 11:59:01,584,1,0.113253,0.0509028,0.113253,0.0509028,True,True,True,True,True,True,True
17,1,23,10,15,0.105090, 35.7978, 3.76197, 1.00000,0.111593, 133.000,0.0694486,2020-05-15 11:59:03,630,1,0.105020,0.131816,0.105020,0.131816,True,True,True,True,True,True,True
18,1,23,11,16,0.118896, 33.8325, 4.02255, 1.00000,0.126254, 133.000,0.0613841,2020-05-15 11:59:03,678,1,0.118924,0.0479800,0.118924,0.0479800,True,True,True,True,True,True,True
19,1,23,12,17,0.139242, 30.1593, 4.19944, 1.00000,0.147859, 133.000,0.0620185,2020-05-15 11:59:03,728,1,0.139230,0.0170646,0.139230,0.0170646,True,True,True,True,True,True,True
20,1,23,13,18,0.175102, 25.2317, 4.41812, 1.00000,0.185939, 133.000,0.0645912,2020-05-15 11:59:04,779,1,0.175009,0.106544,0.175009,0.106544,True,True,True,True,True,True,True
21,1,23,14,19,0.260753, 19.6035, 5.11169, 1.00000,0.276891, 133.000,0.0751199,2020-05-15 11:59:04,831,1,0.260096,0.505340,0.260096,0.505340,True,True,True,True,True,True,True
22,1,23,15,20,0.400624, 13.8317, 5.54130, 1.00000,0.425418, 133.000,0.0729165,2020-05-15 11:59:04,884,1,0.400739,0.0571218,0.400739,0.0571218,True,True,True,True,True,True,True
23,1,23,16,21,0.813812, 8.40426, 6.83949, 1.00000,0.864177, 133.000,0.0642114,2020-05-15 11:59:04,938,1,0.813127,0.168609,0.813127,0.168609,True,True,True,True,True,True,True
24,1,23,17,22, 2.21751, 3.70377, 8.21316, 1.00000, 2.35475, 133.000,0.0623463,2020-05-15 11:59:04,993,1, 2.21498,0.228324, 2.21498,0.228324,True,True,True,True,True,True,True
25,1,57,4,16,0.462963, 11.5420, 5.34350, 1.00000,0.444838, 153.000,0.0421951,2020-05-15 11:59:06,210,1,0.462807,0.0675805,0.462807,0.0675805,True,True,True,True,True,True,True
26,1,57,5,17,0.298054, 16.2550, 4.84487, 1.00000,0.286385, 153.000,0.0535293,2020-05-15 11:59:06,282,1,0.298108,0.0359565,0.298108,0.0359565,True,True,True,True,True,True,True
27,1,57,6,18,0.206021, 21.3409, 4.39668, 1.00000,0.197955, 153.000,0.0386956,2020-05-15 11:59:06,357,1,0.206164,0.139118,0.206164,0.139118,True,True,True,True,True,True,True
28,1,57,7,19,0.155084, 26.7536, 4.14904, 1.00000,0.149012, 153.000,0.0363729,2020-05-15 11:59:06,435,1,0.155124,0.0516678,0.155124,0.0516678,True,True,True,True,True,True,True
29,1,57,8,20,0.126505, 32.4396, 4.10376, 1.00000,0.121552, 153.000,0.0385843,2020-05-15 11:59:06,516,1,0.126501,0.00539205,0.126501,0.00539205,True,True,True,True,True,True,True
30,1,57,9,21,0.109850, 38.3381, 4.21146, 1.00000,0.105550, 153.000,0.0513502,2020-05-15 11:59:06,600,1,0.109869,0.0344218,0.109869,0.0344218,True,True,True,True,True,True,True
31,1,57,10,22,0.0930287, 44.3810, 4.12870, 1.00000,0.0893866, 153.000,0.0303177,2020-05-15 11:59:06,647,1,0.0930742,0.0978821,0.0930742,0.0978821,True,True,True,True,True,True,True
32,1,57,11,23,0.0810254, 50.4932, 4.09123, 1.00000,0.0778532, 153.000,0.0491952,2020-05-15 11:59:06,696,1,0.0810447,0.0477798,0.0810447,0.0477798,True,True,True,True,True,True,True
33,1,57,12,24,0.0726143, 56.5934, 4.10949, 1.00000,0.0653249, 154.000,0.0312285,2020-05-15 11:59:09,747,1,0.0726433,0.0797128,0.0726433,0.0797128,True,True,True,True,True,True,True
34,1,57,13,25,0.0654408, 62.5948, 4.09625, 1.00000,0.0588715, 154.000,0.0424654,2020-05-15 11:59:09,799,1,0.0654412,0.00138598,0.0654412,0.00138598,True,True,True,True,True,True,True
35,1,57,14,26,0.0605622, 68.4065, 4.14285, 1.00000,0.0544826, 154.000,0.0458862,2020-05-15 11:59:09,852,1,0.0605515,0.0352642,0.0605515,0.0352642,True,True,True,True,True,True,True
36,1,57,15,27,0.0576028, 73.9358, 4.25891, 1.00000,0.0518203, 154.000,0.0482436,2020-05-15 11:59:09,906,1,0.0576067,0.0134550,0.0576067,0.0134550,True,True,True,True,True,True,True
37,1,57,16,28,0.0523603, 79.0892, 4.14113, 1.00000,0.0471040, 154.000,0.0433084,2020-05-15 11:59:09,961,1,0.0523068,0.204501,0.0523068,0.204501,True,True,True,True,True,True,True
38,1,57,17,29,0.0496383, 83.7758, 4.15849, 1.00000,0.0446553, 154.000,0.0456833,2020-05-15 11:59:09,1017,1,0.0496158,0.0907010,0.0496158,0.0907010,True,True,True,True,True,True,True
39,1,57,18,30,0.0474081, 87.9092, 4.16761, 1.00000,0.0426490, 154.000,0.0415016,2020-05-15 11:59:09,1073,1,0.0473450,0.266294,0.0473450,0.266294,True,True,True,True,True,True,True
40,1,57,19,31,0.0447403, 91.4105, 4.08973, 1.00000,0.0402490, 154.000,0.0566474,2020-05-15 11:59:09,1129,1,0.0448230,0.369005,0.0448230,0.369005,True,True,True,True,True,True,True
41,1,57,20,32,0.0431316, 94.2106, 4.06346, 1.00000,0.0417153, 152.000,0.113867,2020-05-15 11:59:12,1185,1,0.0431409,0.0432142,0.0431409,0.0432142,True,True,True,True,True,True,True
42,1,57,21,33,0.0424478, 96.2531, 4.08573, 1.00000,0.0410540, 152.000,0.103522,2020-05-15 11:59:12,1241,1,0.0424170,0.145538,0.0424170,0.145538,True,True,True,True,True,True,True
43,1,57,22,34,0.0420201, 97.4958, 4.09679, 1.00000,0.0406403, 152.000,0.116879,2020-05-15 11:59:12,1297,1,0.0420778,0.274123,0.0420778,0.274123,True,True,True,True,True,True,True
44,1,57,23,35,0.0430356, 97.9130, 4.21374, 1.00000,0.0416224, 152.000,0.109556,2020-05-15 11:59:12,1353,1,0.0430652,0.137814,0.0430652,0.137814,True,True,True,True,True,True,True
45,1,57,24,36,0.0428996, 97.4958, 4.18253, 1.00000,0.0414909, 152.000,0.109904,2020-05-15 11:59:12,1409,1,0.0429393,0.184866,0.0429393,0.184866,True,True,True,True,True,True,True
46,1,57,25,37,0.0442204, 96.2531, 4.25635, 1.00000,0.0427683, 152.000,0.108959,2020-05-15 11:59:12,1465,1,0.0442164,0.0183484,0.0442164,0.0183484,True,True,True,True,True,True,True
47,1,57,26,38,0.0440430, 94.2106, 4.14931, 1.00000,0.0425967, 152.000,0.109398,2020-05-15 11:59:12,1521,1,0.0440779,0.158680,0.0440779,0.158680,True,True,True,True,True,True,True
48,1,57,27,39,0.0455303, 91.4105, 4.16194, 1.00000,0.0440352, 152.000,0.110139,2020-05-15 11:59:12,1577,1,0.0455284,0.00835962,0.0455284,0.00835962,True,True,True,True,True,True,True
49,1,57,28,40,0.0474482, 87.9092, 4.17113, 1.00000,0.0459377, 150.000,0.134095,2020-05-15 11:59:14,1633,1,0.0474918,0.183630,0.0474918,0.183630,True,True,True,True,True,True,True
50,1,57,29,41,0.0490472, 83.7758, 4.10897, 1.00000,0.0474858, 150.000,0.135619,2020-05-15 11:59:14,1689,1,0.0490021,0.184119,0.0490021,0.184119,True,True,True,True,True,True,True
51,1,57,30,42,0.0521900, 79.0892, 4.12767, 1.00000,0.0505286, 150.000,0.135567,2020-05-15 11:59:14,1745,1,0.0521558,0.131113,0.0521558,0.131113,True,True,True,True,True,True,True
52,1,57,31,43,0.0563404, 73.9358, 4.16557, 1.00000,0.0545468, 150.000,0.130347,2020-05-15 11:59:14,1801,1,0.0562824,0.206036,0.0562824,0.206036,True,True,True,True,True,True,True
53,1,57,32,44,0.0588542, 68.4065, 4.02601, 1.00000,0.0569806, 150.000,0.131273,2020-05-15 11:59:14,1857,1,0.0589245,0.238446,0.0589245,0.238446,True,True,True,True,True,True,True
54,1,57,33,45,0.0652961, 62.5948, 4.08719, 1.00000,0.0632175, 150.000,0.134456,2020-05-15 11:59:14,1913,1,0.0653935,0.297828,0.0653935,0.297828,True,True,True,True,True,True,True
55,1,57,34,46,0.0724482, 56.5934, 4.10009, 1.00000,0.0701418, 150.000,0.132731,2020-05-15 11:59:15,1969,1,0.0724769,0.0794377,0.0724769,0.0794377,True,True,True,True,True,True,True
56,1,57,35,47,0.0802580, 50.4932, 4.05249, 1.00000,0.0777031, 150.000,0.133971,2020-05-15 11:59:15,2025,1,0.0802215,0.0911377,0.0802215,0.0911377,True,True,True,True,True,True,True
57,1,57,36,48,0.0920657, 44.3810, 4.08597, 1.00000,0.0893892, 150.000,0.119925,2020-05-15 11:59:17,2081,1,0.0921269,0.132856,0.0921269,0.132856,True,True,True,True,True,True,True
58,1,57,37,49,0.107497, 38.3381, 4.12124, 1.00000,0.104372, 150.000,0.120530,2020-05-15 11:59:17,2137,1,0.107528,0.0572465,0.107528,0.0572465,True,True,True,True,True,True,True
59,1,57,38,50,0.122850, 32.4396, 3.98521, 1.00000,0.119279, 150.000,0.114605,2020-05-15 11:59:17,2193,1,0.122854,0.00661677,0.122854,0.00661677,True,True,True,True,True,True,True
60,1,57,39,51,0.156795, 26.7536, 4.19482, 1.00000,0.152236, 150.000,0.114165,2020-05-15 11:59:17,2249,1,0.156853,0.0739631,0.156853,0.0739631,True,True,True,True,True,True,True
61,1,57,40,52,0.202697, 21.3409, 4.32574, 1.00000,0.196804, 150.000,0.115597,2020-05-15 11:59:17,2305,1,0.202708,0.0114223,0.202708,0.0114223,True,True,True,True,True,True,True
62,1,57,41,53,0.285633, 16.2550, 4.64296, 1.00000,0.277329, 150.000,0.119209,2020-05-15 11:59:17,2361,1,0.285616,0.0116271,0.285616,0.0116271,True,True,True,True,True,True,True
63,1,57,42,54,0.430159, 11.5420, 4.96488, 1.00000,0.417654, 150.000,0.117705,2020-05-15 11:59:17,2417,1,0.430193,0.0157545,0.430193,0.0157545,True,True,True,True,True,True,True
64,2,5,1,13, 1.78947, 4.00667, 7.16982, 1.00000, 1.51418, 173.000,0.0459853,2020-05-15 11:59:19,1,2, 1.79190,0.270904, 1.79190,0.270904,True,True,True,True,True,True,True
65,2,7,1,23, 1.91827, 3.70377, 7.10485, 1.00000, 1.52102, 190.000,0.109249,2020-05-15 11:59:22,9,2, 1.92039,0.220771, 1.92039,0.220771,True,True,True,True,True,True,True
66,2,14,3,6, 1.78934, 4.00667, 7.16927, 1.00000, 1.01786, 136.000, 0.00000,2020-05-15 11:59:24,130,1, 1.78435,0.558495, 1.78435,0.558495,True,True,True,True,True,True,True
67,2,14,4,7,0.682938, 9.16298, 6.25775, 1.00000,0.388489, 136.000,0.0471314,2020-05-15 11:59:24,197,1,0.682479,0.134456,0.682479,0.134456,True,True,True,True,True,True,True
68,2,14,5,8,0.381175, 14.1372, 5.38873, 1.00000,0.216831, 136.000,0.0596779,2020-05-15 11:59:24,267,1,0.381198,0.0123553,0.381198,0.0123553,True,True,True,True,True,True,True
69,2,14,6,9,0.259613, 17.2480, 4.47779, 1.00000,0.147680, 136.000,0.0619582,2020-05-15 11:59:24,340,1,0.259687,0.0575792,0.259687,0.0575792,True,True,True,True,True,True,True
70,2,14,7,10,0.265091, 17.2480, 4.57227, 1.00000,0.150796, 136.000,0.0429055,2020-05-15 11:59:24,416,1,0.265127,0.0272877,0.265127,0.0272877,True,True,True,True,True,True,True
71,2,14,8,11,0.368898, 14.1372, 5.21518, 1.00000,0.209847, 136.000,0.0436031,2020-05-15 11:59:24,495,1,0.368877,0.0118151,0.368877,0.0118151,True,True,True,True,True,True,True
72,2,14,9,12,0.652547, 9.16298, 5.97927, 1.00000,0.371200, 136.000,0.0493264,2020-05-15 11:59:24,577,1,0.651813,0.225145,0.651813,0.225145,True,True,True,True,True,True,True
73,2,14,10,13, 1.65300, 4.00667, 6.62302, 1.00000,0.940306, 136.000, 0.00000,2020-05-15 11:59:24,622,1, 1.65255,0.0545479, 1.65255,0.0545479,True,True,True,True,True,True,True
74,2,24,3,8, 1.89291, 3.70377, 7.01089, 1.00000, 1.80877, 141.000, 0.00000,2020-05-15 11:59:27,132,1, 1.88903,0.410173, 1.88903,0.410173,True,True,True,True,True,True,True
75,2,24,4,9,0.714913, 8.40426, 6.00832, 1.00000,0.683137, 141.000,0.0225577,2020-05-15 11:59:27,200,1,0.714518,0.110670,0.714518,0.110670,True,True,True,True,True,True,True
76,2,24,5,10,0.379811, 13.8317, 5.25342, 1.00000,0.362929, 141.000, 0.00000,2020-05-15 11:59:27,271,1,0.379916,0.0556372,0.379916,0.0556372,True,True,True,True,True,True,True
77,2,24,6,11,0.232812, 19.6035, 4.56394, 1.00000,0.222464, 141.000, 0.00000,2020-05-15 11:59:27,345,1,0.232942,0.111103,0.232942,0.111103,True,True,True,True,True,True,True
78,2,24,7,12,0.162514, 25.2317, 4.10050, 1.00000,0.155291, 141.000,0.0247922,2020-05-15 11:59:27,422,1,0.162520,0.00784579,0.162520,0.00784579,True,True,True,True,True,True,True
79,2,24,8,13,0.133236, 30.1593, 4.01831, 1.00000,0.127314, 141.000,0.0302401,2020-05-15 11:59:27,502,1,0.133272,0.0540360,0.133272,0.0540360,True,True,True,True,True,True,True
80,2,24,9,14,0.120721, 33.8325, 4.08429, 1.00000,0.115355, 141.000,0.0235794,2020-05-15 11:59:27,585,1,0.120753,0.0537087,0.120753,0.0537087,True,True,True,True,True,True,True
81,2,24,10,15,0.105669, 35.7978, 3.78272, 1.00000,0.100972, 141.000,0.0269381,2020-05-15 11:59:27,631,1,0.105631,0.0728803,0.105631,0.0728803,True,True,True,True,True,True,True
82,2,24,11,16,0.110681, 35.7978, 3.96212, 1.00000,0.109794, 143.000, 0.00000,2020-05-15 11:59:30,679,1,0.110717,0.0661441,0.110717,0.0661441,True,True,True,True,True,True,True
83,2,24,12,17,0.120722, 33.8325, 4.08432, 1.00000,0.119755, 143.000, 0.00000,2020-05-15 11:59:30,729,1,0.120720,0.00249917,0.120720,0.00249917,True,True,True,True,True,True,True
84,2,24,13,18,0.140083, 30.1593, 4.22479, 1.00000,0.138961, 143.000, 0.00000,2020-05-15 11:59:30,780,1,0.140031,0.0737394,0.140031,0.0737394,True,True,True,True,True,True,True
85,2,24,14,19,0.188482, 25.2317, 4.75572, 1.00000,0.186973, 143.000, 0.00000,2020-05-15 11:59:30,832,1,0.188076,0.432431,0.188076,0.432431,True,True,True,True,True,True,True
86,2,24,15,20,0.259367, 19.6035, 5.08451, 1.00000,0.257290, 143.000,0.0288391,2020-05-15 11:59:30,885,1,0.259395,0.0217271,0.259395,0.0217271,True,True,True,True,True,True,True
87,2,24,16,21,0.423993, 13.8317, 5.86453, 1.00000,0.420597, 143.000,0.0249645,2020-05-15 11:59:30,939,1,0.423676,0.149541,0.423676,0.149541,True,True,True,True,True,True,True
88,2,24,17,22,0.841288, 8.40426, 7.07041, 1.00000,0.834551, 143.000, 0.00000,2020-05-15 11:59:30,994,1,0.840826,0.109883,0.840826,0.109883,True,True,True,True,True,True,True
89,2,24,18,23, 2.48216, 3.70377, 9.19336, 1.00000, 2.46228, 143.000,0.0241240,2020-05-15 11:59:30,1049,1, 2.48117,0.0801272, 2.48117,0.0801272,True,True,True,True,True,True,True
90,2,58,5,17,0.440271, 11.5420, 5.08158, 1.00000,0.414886, 152.000, 0.00000,2020-05-15 11:59:32,283,1,0.440345,0.0336094,0.440345,0.0336094,True,True,True,True,True,True,True
91,2,58,6,18,0.276616, 16.2550, 4.49639, 1.00000,0.260667, 152.000, 0.00000,2020-05-15 11:59:32,358,1,0.276795,0.129628,0.276795,0.129628,True,True,True,True,True,True,True
92,2,58,7,19,0.194818, 21.3409, 4.15760, 1.00000,0.183585, 152.000, 0.00000,2020-05-15 11:59:32,436,1,0.194876,0.0596471,0.194876,0.0596471,True,True,True,True,True,True,True
93,2,58,8,20,0.152610, 26.7536, 4.08288, 1.00000,0.143811, 152.000,0.0271189,2020-05-15 11:59:32,517,1,0.152594,0.0221438,0.152594,0.0221438,True,True,True,True,True,True,True
