meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,4,2,5, 2.84154, 2.51327, 7.14157, 1.00000, 2.23112, 162.000,0.185929,2019-10-25 14:00:15,62,1, 2.83755,0.281010, 2.83755,0.281010,True,True,True,True,True,True,True
2,1,4,3,6,-0.745561,-15.7080, 11.7112, 1.00000,-0.585399, 162.000,-0.333568,2019-10-25 14:00:15,123,1,-0.745232,0.0884171,-0.745232,0.0884171,True,True,True,True,True,True,True
3,1,4,5,8,-1.42488,-4.88692, 6.96329, 1.00000,-1.11879, 162.000,-0.158100,2019-10-25 14:00:15,245,1,-1.42311,0.249759,-1.42311,0.249759,True,True,True,True,True,True,True
4,1,4,6,9,-0.417783,-13.9626, 5.83335, 1.00000,-0.328034, 162.000,-0.165105,2019-10-25 14:00:15,306,1,-0.417867,0.0402789,-0.417867,0.0402789,True,True,True,True,True,True,True
5,1,4,7,10,-0.179723,-28.2743, 5.08155, 1.00000,-0.141115, 162.000,-0.166177,2019-10-25 14:00:15,367,1,-0.179740,0.0193346,-0.179740,0.0193346,True,True,True,True,True,True,True
6,1,4,8,11,-0.0959441,-48.8692, 4.68871, 1.00000,-0.0753332, 162.000,-0.155575,2019-10-25 14:00:16,428,1,-0.0960078,0.132587,-0.0960078,0.132587,True,True,True,True,True,True,True
7,1,4,9,12,-0.0567340,-76.7945, 4.35686, 1.00000,-0.0445463, 162.000,-0.151752,2019-10-25 14:00:16,489,1,-0.0567519,0.0630041,-0.0567519,0.0630041,True,True,True,True,True,True,True
8,1,4,10,13,-0.0363230,-113.097, 4.10803, 1.00000,-0.0285200, 162.000,-0.153226,2019-10-25 14:00:16,550,1,-0.0363230,0.000344134,-0.0363230,0.000344134,True,True,True,True,True,True,True
9,1,4,11,14,-0.0247029,-158.825, 3.92344, 1.00000,-0.0205692, 150.000,-0.0773000,2019-10-25 14:00:26,611,1,-0.0247038,0.00724989,-0.0247038,0.00724989,True,True,True,True,True,True,True
10,1,4,12,15,-0.0176034,-215.025, 3.78517, 1.00000,-0.0146577, 150.000,-0.0627656,2019-10-25 14:00:26,672,1,-0.0176115,0.0920761,-0.0176115,0.0920761,True,True,True,True,True,True,True
11,1,4,13,16,-0.0128360,-282.743, 3.62929, 1.00000,-0.0106880, 150.000,-0.0860778,2019-10-25 14:00:26,733,1,-0.0128372,0.0178622,-0.0128372,0.0178622,True,True,True,True,True,True,True
12,1,4,14,17,-0.00983516,-363.028, 3.57044, 1.00000,-0.00818930, 150.000,-0.0561709,2019-10-25 14:00:27,794,1,-0.00983693,0.0358750,-0.00983693,0.0358750,True,True,True,True,True,True,True
13,1,4,15,18,-0.00787375,-456.927, 3.59773, 1.00000,-0.00655610, 150.000,-0.0701637,2019-10-25 14:00:27,855,1,-0.00787282,0.0235748,-0.00787282,0.0235748,True,True,True,True,True,True,True
14,1,4,16,19,-0.00611577,-565.487, 3.45839, 1.00000,-0.00509230, 150.000,-0.0765862,2019-10-25 14:00:27,916,1,-0.00611369,0.0681749,-0.00611369,0.0681749,True,True,True,True,True,True,True
15,1,4,17,20,-0.00484746,-689.754, 3.34355, 1.00000,-0.00403630, 150.000,-0.0792805,2019-10-25 14:00:27,977,1,-0.00484439,0.126538,-0.00484439,0.126538,True,True,True,True,True,True,True
16,1,4,18,21,-0.00402313,-830.777, 3.34232, 1.00000,-0.00334990, 150.000,-0.0656736,2019-10-25 14:00:27,1038,1,-0.00401919,0.195885,-0.00401919,0.195885,True,True,True,True,True,True,True
17,1,4,19,22,-0.00335258,-989.602, 3.31772, 1.00000,-0.00286210, 149.000,-0.132770,2019-10-25 14:00:37,1099,1,-0.00335227,0.0188827,-0.00335227,0.0188827,True,True,True,True,True,True,True
18,1,4,20,23,-0.00292096,-1167.28, 3.40957, 1.00000,-0.00249360, 149.000,-0.152390,2019-10-25 14:00:37,1160,1,-0.00292057,0.0270838,-0.00292057,0.0270838,True,True,True,True,True,True,True
19,1,4,21,24,-0.00249750,-1364.85, 3.40871, 1.00000,-0.00213210, 149.000,-0.136016,2019-10-25 14:00:38,1221,1,-0.00249575,0.140439,-0.00249575,0.140439,True,True,True,True,True,True,True
20,1,4,22,25,-0.00212660,-1583.36, 3.36719, 1.00000,-0.00181550, 149.000,-0.143211,2019-10-25 14:00:38,1282,1,-0.00212605,0.0520684,-0.00212605,0.0520684,True,True,True,True,True,True,True
21,1,4,23,26,-0.00178693,-1823.87, 3.25913, 1.00000,-0.00152550, 149.000,-0.137660,2019-10-25 14:00:38,1343,1,-0.00178749,0.0624898,-0.00178749,0.0624898,True,True,True,True,True,True,True
22,1,4,24,27,-0.00157001,-2087.41, 3.27726, 1.00000,-0.00134030, 149.000,-0.193986,2019-10-25 14:00:38,1404,1,-0.00156832,0.215900,-0.00156832,0.215900,True,True,True,True,True,True,True
23,1,4,25,28,-0.00139240,-2375.04, 3.30700, 1.00000,-0.00118870, 149.000,-0.218726,2019-10-25 14:00:38,1465,1,-0.00139127,0.162586,-0.00139127,0.162586,True,True,True,True,True,True,True
24,1,4,26,29,-0.00125445,-2687.81, 3.37171, 1.00000,-0.00107090, 149.000,-0.252124,2019-10-25 14:00:38,1526,1,-0.00125219,0.360569,-0.00125219,0.360569,True,True,True,True,True,True,True
25,1,4,27,30,-0.00111357,-3026.75, 3.37051, 1.00000,-0.000958100, 149.000,-0.146123,2019-10-25 14:00:48,1587,1,-0.00111258,0.178324,-0.00111258,0.178324,True,True,True,True,True,True,True
26,1,4,28,31,-0.00100232,-3392.92, 3.40079, 1.00000,-0.000862400, 149.000,-0.162338,2019-10-25 14:00:49,1648,1,-0.00100096,0.270839,-0.00100096,0.270839,True,True,True,True,True,True,True
27,1,4,29,32,-0.000906976,-3787.36, 3.43505, 1.00000,-0.000780400, 149.000,-0.192209,2019-10-25 14:00:49,1709,1,-0.000905983,0.219320,-0.000905983,0.219320,True,True,True,True,True,True,True
28,1,4,30,33,-0.000839327,-4211.13, 3.53452, 1.00000,-0.000722200, 149.000,-0.207699,2019-10-25 14:00:49,1770,1,-0.000838194,0.270224,-0.000838194,0.270224,True,True,True,True,True,True,True
29,1,4,31,34,-0.000750200,-4665.27, 3.49988, 1.00000,-0.000645500, 149.000,-0.108443,2019-10-25 14:00:49,1831,1,-0.000751163,0.256402,-0.000751163,0.256402,True,True,True,True,True,True,True
