meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.70062, 4.00667, 6.81382, 1.00000, 1.46924, 176.000,0.113705,2020-05-19 13:35:38,64,1, 1.69927,0.158432, 1.69927,0.158432,True,True,True,True,True,True,True
2,1,13,3,6,0.668677, 9.16298, 6.12708, 1.00000,0.577700, 176.000,0.114298,2020-05-19 13:35:38,129,1,0.667927,0.224679,0.667927,0.224679,True,True,True,True,True,True,True
3,1,13,4,7,0.398605, 14.1372, 5.63514, 1.00000,0.344372, 176.000,0.105032,2020-05-19 13:35:38,196,1,0.398470,0.0676151,0.398470,0.0676151,True,True,True,True,True,True,True
4,1,13,5,8,0.288095, 17.2480, 4.96905, 1.00000,0.248897, 176.000,0.0968672,2020-05-19 13:35:38,266,1,0.288053,0.0290825,0.288053,0.0290825,True,True,True,True,True,True,True
5,1,13,6,9,0.254533, 17.2480, 4.39017, 1.00000,0.219902, 176.000,0.113005,2020-05-19 13:35:38,339,1,0.254644,0.0871858,0.254644,0.0871858,True,True,True,True,True,True,True
6,1,13,7,10,0.353723, 14.1372, 5.00064, 1.00000,0.305597, 176.000,0.111585,2020-05-19 13:35:38,415,1,0.353668,0.0313167,0.353668,0.0313167,True,True,True,True,True,True,True
7,1,13,8,11,0.661490, 9.16298, 6.06122, 1.00000,0.571490, 176.000,0.111620,2020-05-19 13:35:38,494,1,0.661181,0.0936027,0.661181,0.0936027,True,True,True,True,True,True,True
8,1,13,9,12, 1.78762, 4.00667, 7.16240, 1.00000, 1.54440, 176.000,0.0987502,2020-05-19 13:35:38,576,1, 1.78327,0.487462, 1.78327,0.487462,True,True,True,True,True,True,True
9,1,23,2,7, 1.82555, 3.70377, 6.76143, 1.00000, 1.96700, 130.000,0.167966,2020-05-19 13:35:41,65,1, 1.82418,0.150962, 1.82418,0.150962,True,True,True,True,True,True,True
10,1,23,3,8,0.717000, 8.40426, 6.02585, 1.00000,0.772556, 130.000,0.166007,2020-05-19 13:35:41,131,1,0.716172,0.231106,0.716172,0.231106,True,True,True,True,True,True,True
11,1,23,4,9,0.393017, 13.8317, 5.43608, 1.00000,0.423470, 130.000,0.166198,2020-05-19 13:35:41,199,1,0.392904,0.0577936,0.392904,0.0577936,True,True,True,True,True,True,True
12,1,23,5,10,0.248318, 19.6035, 4.86791, 1.00000,0.267559, 130.000,0.165571,2020-05-19 13:35:41,270,1,0.248304,0.0108580,0.248304,0.0108580,True,True,True,True,True,True,True
13,1,23,6,11,0.173477, 25.2317, 4.37712, 1.00000,0.186919, 130.000,0.163547,2020-05-19 13:35:41,344,1,0.173519,0.0487439,0.173519,0.0487439,True,True,True,True,True,True,True
14,1,23,7,12,0.133595, 30.1593, 4.02912, 1.00000,0.143946, 130.000,0.166173,2020-05-19 13:35:41,421,1,0.133610,0.0225717,0.133610,0.0225717,True,True,True,True,True,True,True
15,1,23,8,13,0.118752, 33.8325, 4.01768, 1.00000,0.127953, 130.000,0.166779,2020-05-19 13:35:41,501,1,0.118759,0.0115090,0.118759,0.0115090,True,True,True,True,True,True,True
16,1,23,9,14,0.114772, 35.7978, 4.10857, 1.00000,0.123665, 130.000,0.163507,2020-05-19 13:35:41,584,1,0.114779,0.0124091,0.114779,0.0124091,True,True,True,True,True,True,True
17,1,23,10,15,0.108912, 35.7978, 3.89882, 1.00000,0.115377, 131.000,0.0521770,2020-05-19 13:35:44,630,1,0.108881,0.0569914,0.108881,0.0569914,True,True,True,True,True,True,True
18,1,23,11,16,0.118660, 33.8325, 4.01456, 1.00000,0.125703, 131.000,0.0552892,2020-05-19 13:35:44,678,1,0.118685,0.0420121,0.118685,0.0420121,True,True,True,True,True,True,True
19,1,23,12,17,0.140777, 30.1593, 4.24573, 1.00000,0.149132, 131.000,0.0616231,2020-05-19 13:35:44,728,1,0.140787,0.0142186,0.140787,0.0142186,True,True,True,True,True,True,True
20,1,23,13,18,0.179713, 25.2317, 4.53445, 1.00000,0.190379, 131.000,0.0632423,2020-05-19 13:35:44,779,1,0.179685,0.0301488,0.179685,0.0301488,True,True,True,True,True,True,True
21,1,23,14,19,0.261419, 19.6035, 5.12475, 1.00000,0.276935, 131.000,0.0614945,2020-05-19 13:35:44,831,1,0.261312,0.0824785,0.261312,0.0824785,True,True,True,True,True,True,True
22,1,23,15,20,0.388173, 13.8317, 5.36908, 1.00000,0.411212, 131.000,0.0478099,2020-05-19 13:35:44,884,1,0.388212,0.0201189,0.388212,0.0201189,True,True,True,True,True,True,True
23,1,23,16,21,0.776305, 8.40426, 6.52427, 1.00000,0.822381, 131.000,0.0585738,2020-05-19 13:35:44,938,1,0.775197,0.285866,0.775197,0.285866,True,True,True,True,True,True,True
24,1,23,17,22, 2.05349, 3.70377, 7.60568, 1.00000, 2.17537, 131.000,0.0571718,2020-05-19 13:35:44,993,1, 2.05141,0.203097, 2.05141,0.203097,True,True,True,True,True,True,True
25,1,57,4,16,0.455169, 11.5420, 5.25354, 1.00000,0.408305, 162.000,0.139308,2020-05-19 13:35:46,210,1,0.455023,0.0638888,0.455023,0.0638888,True,True,True,True,True,True,True
26,1,57,5,17,0.292828, 16.2550, 4.75993, 1.00000,0.262679, 162.000,0.139791,2020-05-19 13:35:46,282,1,0.292831,0.00191271,0.292831,0.00191271,True,True,True,True,True,True,True
27,1,57,6,18,0.204152, 21.3409, 4.35680, 1.00000,0.183133, 162.000,0.138151,2020-05-19 13:35:46,357,1,0.204234,0.0802745,0.204234,0.0802745,True,True,True,True,True,True,True
28,1,57,7,19,0.153734, 26.7536, 4.11293, 1.00000,0.137905, 162.000,0.139589,2020-05-19 13:35:46,435,1,0.153727,0.00852680,0.153727,0.00852680,True,True,True,True,True,True,True
29,1,57,8,20,0.125045, 32.4396, 4.05642, 1.00000,0.112171, 162.000,0.139341,2020-05-19 13:35:46,516,1,0.125093,0.0762680,0.125093,0.0762680,True,True,True,True,True,True,True
30,1,57,9,21,0.108574, 38.3381, 4.16252, 1.00000,0.0973951, 162.000,0.139740,2020-05-19 13:35:47,600,1,0.108650,0.139559,0.108650,0.139559,True,True,True,True,True,True,True
31,1,57,10,22,0.0921237, 44.3810, 4.08854, 1.00000,0.0826386, 162.000,0.136014,2020-05-19 13:35:47,647,1,0.0921586,0.0757965,0.0921586,0.0757965,True,True,True,True,True,True,True
32,1,57,11,23,0.0802174, 50.4932, 4.05044, 1.00000,0.0719582, 162.000,0.127574,2020-05-19 13:35:47,696,1,0.0802551,0.0938968,0.0802551,0.0938968,True,True,True,True,True,True,True
33,1,57,12,24,0.0719899, 56.5934, 4.07415, 1.00000,0.0668603, 161.000,0.0837567,2020-05-19 13:35:49,747,1,0.0719835,0.0178888,0.0719835,0.0178888,True,True,True,True,True,True,True
34,1,57,13,25,0.0646391, 62.5948, 4.04607, 1.00000,0.0600332, 161.000,0.0807886,2020-05-19 13:35:49,799,1,0.0645926,0.143956,0.0645926,0.143956,True,True,True,True,True,True,True
35,1,57,14,26,0.0595368, 68.4065, 4.07271, 1.00000,0.0552945, 161.000,0.0839143,2020-05-19 13:35:49,852,1,0.0595136,0.0778998,0.0595136,0.0778998,True,True,True,True,True,True,True
36,1,57,15,27,0.0562013, 73.9358, 4.15529, 1.00000,0.0521967, 161.000,0.0804649,2020-05-19 13:35:49,906,1,0.0561957,0.0198627,0.0561957,0.0198627,True,True,True,True,True,True,True
37,1,57,16,28,0.0523150, 79.0892, 4.13756, 1.00000,0.0485873, 161.000,0.0761516,2020-05-19 13:35:49,961,1,0.0522860,0.111139,0.0522860,0.111139,True,True,True,True,True,True,True
