meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.68893, 4.00667, 6.76698, 1.00000, 1.33700, 195.000,0.100366,2020-05-20 14:28:32,64,1, 1.68767,0.149415, 1.68767,0.149415,True,True,True,True,True,True,True
2,1,13,3,6,0.664876, 9.16298, 6.09224, 1.00000,0.526334, 195.000,0.0935338,2020-05-20 14:28:32,129,1,0.664190,0.206530,0.664190,0.206530,True,True,True,True,True,True,True
3,1,13,4,7,0.393062, 14.1372, 5.55678, 1.00000,0.311159, 195.000,0.0845550,2020-05-20 14:28:33,196,1,0.392994,0.0347878,0.392994,0.0347878,True,True,True,True,True,True,True
4,1,13,5,8,0.285384, 17.2480, 4.92230, 1.00000,0.225918, 195.000,0.104994,2020-05-20 14:28:33,266,1,0.285368,0.0115931,0.285368,0.0115931,True,True,True,True,True,True,True
5,1,13,6,9,0.251506, 17.2480, 4.33796, 1.00000,0.199099, 195.000,0.104471,2020-05-20 14:28:33,339,1,0.251640,0.106485,0.251640,0.106485,True,True,True,True,True,True,True
6,1,13,7,10,0.352049, 14.1372, 4.97698, 1.00000,0.278692, 195.000,0.0944054,2020-05-20 14:28:33,415,1,0.351887,0.0921159,0.351887,0.0921159,True,True,True,True,True,True,True
7,1,13,8,11,0.657603, 9.16298, 6.02560, 1.00000,0.520576, 195.000,0.101099,2020-05-20 14:28:33,494,1,0.656872,0.222679,0.656872,0.222679,True,True,True,True,True,True,True
8,1,13,9,12, 1.77204, 4.00667, 7.09997, 1.00000, 1.40279, 195.000,0.0919023,2020-05-20 14:28:33,576,1, 1.76709,0.560502, 1.76709,0.560502,True,True,True,True,True,True,True
9,1,23,2,7, 1.81255, 3.70377, 6.71329, 1.00000, 1.85532, 140.000,0.124108,2020-05-20 14:28:35,65,1, 1.81120,0.148967, 1.81120,0.148967,True,True,True,True,True,True,True
10,1,23,3,8,0.712307, 8.40426, 5.98642, 1.00000,0.729112, 140.000,0.121668,2020-05-20 14:28:35,131,1,0.711533,0.217638,0.711533,0.217638,True,True,True,True,True,True,True
11,1,23,4,9,0.387725, 13.8317, 5.36289, 1.00000,0.396872, 140.000,0.117494,2020-05-20 14:28:35,199,1,0.387627,0.0504823,0.387627,0.0504823,True,True,True,True,True,True,True
12,1,23,5,10,0.246531, 19.6035, 4.83288, 1.00000,0.252347, 140.000,0.117536,2020-05-20 14:28:35,270,1,0.246500,0.0249006,0.246500,0.0249006,True,True,True,True,True,True,True
13,1,23,6,11,0.172335, 25.2317, 4.34831, 1.00000,0.176401, 140.000,0.115362,2020-05-20 14:28:35,344,1,0.172410,0.0861547,0.172410,0.0861547,True,True,True,True,True,True,True
14,1,23,7,12,0.133110, 30.1593, 4.01450, 1.00000,0.136250, 140.000,0.112000,2020-05-20 14:28:35,421,1,0.133136,0.0386936,0.133136,0.0386936,True,True,True,True,True,True,True
15,1,23,8,13,0.118385, 33.8325, 4.00527, 1.00000,0.121178, 140.000,0.120566,2020-05-20 14:28:35,501,1,0.118400,0.0255869,0.118400,0.0255869,True,True,True,True,True,True,True
16,1,23,9,14,0.114373, 35.7978, 4.09431, 1.00000,0.117072, 140.000,0.117022,2020-05-20 14:28:35,584,1,0.114360,0.0231978,0.114360,0.0231978,True,True,True,True,True,True,True
17,1,23,10,15,0.108323, 35.7978, 3.87773, 1.00000,0.111003, 142.000,0.0758537,2020-05-20 14:28:38,630,1,0.108307,0.0308014,0.108307,0.0308014,True,True,True,True,True,True,True
18,1,23,11,16,0.117978, 33.8325, 3.99150, 1.00000,0.120897, 142.000,0.0785794,2020-05-20 14:28:38,678,1,0.118152,0.294449,0.118152,0.294449,True,True,True,True,True,True,True
19,1,23,12,17,0.140459, 30.1593, 4.23616, 1.00000,0.143934, 142.000,0.0789249,2020-05-20 14:28:38,728,1,0.140406,0.0762917,0.140406,0.0762917,True,True,True,True,True,True,True
20,1,23,13,18,0.178965, 25.2317, 4.51558, 1.00000,0.183392, 142.000,0.0732855,2020-05-20 14:28:38,779,1,0.178960,0.00577057,0.178960,0.00577057,True,True,True,True,True,True,True
21,1,23,14,19,0.259141, 19.6035, 5.08008, 1.00000,0.265552, 142.000,0.0811894,2020-05-20 14:28:38,831,1,0.259062,0.0611955,0.259062,0.0611955,True,True,True,True,True,True,True
22,1,23,15,20,0.383635, 13.8317, 5.30631, 1.00000,0.393126, 142.000,0.0731318,2020-05-20 14:28:38,884,1,0.383697,0.0325056,0.383697,0.0325056,True,True,True,True,True,True,True
23,1,23,16,21,0.768037, 8.40426, 6.45479, 1.00000,0.787039, 142.000,0.0774930,2020-05-20 14:28:38,938,1,0.767052,0.256976,0.767052,0.256976,True,True,True,True,True,True,True
24,1,23,17,22, 2.04772, 3.70377, 7.58430, 1.00000, 2.09838, 142.000,0.0671230,2020-05-20 14:28:38,993,1, 2.04537,0.229711, 2.04537,0.229711,True,True,True,True,True,True,True
25,1,57,4,16,0.449866, 11.5420, 5.19233, 1.00000,0.383680, 181.000,0.165398,2020-05-20 14:28:41,210,1,0.449772,0.0417683,0.449772,0.0417683,True,True,True,True,True,True,True
