meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.95322, 4.00667, 7.82592, 1.00000, 1.68009, 170.000,0.447589,2020-03-24 14:00:01,64,1, 1.95033,0.297296, 1.95033,0.297296,True,True,True,True,True,True,True
2,1,13,3,6,0.732757, 9.16298, 6.71424, 1.00000,0.630290, 170.000,0.444811,2020-03-24 14:00:01,129,1,0.731829,0.253581,0.731829,0.253581,True,True,True,True,True,True,True
3,1,13,4,7,0.448275, 14.1372, 6.33734, 1.00000,0.385590, 170.000,0.443036,2020-03-24 14:00:01,196,1,0.448305,0.0131854,0.448305,0.0131854,True,True,True,True,True,True,True
4,1,13,5,8,0.314778, 17.2480, 5.42928, 1.00000,0.270761, 170.000,0.442753,2020-03-24 14:00:01,266,1,0.314718,0.0385202,0.314718,0.0385202,True,True,True,True,True,True,True
5,1,13,6,9,0.295033, 17.2480, 5.08872, 1.00000,0.253776, 170.000,0.442515,2020-03-24 14:00:01,339,1,0.295103,0.0476314,0.295103,0.0476314,True,True,True,True,True,True,True
6,1,13,7,10,0.393615, 14.1372, 5.56460, 1.00000,0.338573, 170.000,0.443125,2020-03-24 14:00:01,415,1,0.393712,0.0493132,0.393712,0.0493132,True,True,True,True,True,True,True
7,1,13,8,11,0.733135, 9.16298, 6.71770, 1.00000,0.630615, 170.000,0.441252,2020-03-24 14:00:01,494,1,0.732456,0.185262,0.732456,0.185262,True,True,True,True,True,True,True
8,1,13,9,12, 2.09003, 4.00667, 8.37404, 1.00000, 1.79776, 170.000,0.440281,2020-03-24 14:00:01,576,1, 2.08326,0.649278, 2.08326,0.649278,True,True,True,True,True,True,True
9,1,23,2,7, 2.08501, 3.70377, 7.72241, 1.00000, 1.84714, 153.000,0.0844442,2020-03-24 14:00:04,65,1, 2.08196,0.293696, 2.08196,0.293696,True,True,True,True,True,True,True
10,1,23,3,8,0.790245, 8.40426, 6.64142, 1.00000,0.700087, 153.000,0.0751050,2020-03-24 14:00:04,131,1,0.789327,0.232370,0.789327,0.232370,True,True,True,True,True,True,True
11,1,23,4,9,0.444161, 13.8317, 6.14349, 1.00000,0.393487, 153.000,0.0845008,2020-03-24 14:00:04,199,1,0.444088,0.0327574,0.444088,0.0327574,True,True,True,True,True,True,True
12,1,23,5,10,0.270558, 19.6035, 5.30389, 1.00000,0.239690, 153.000,0.0693395,2020-03-24 14:00:04,270,1,0.270529,0.0214240,0.270529,0.0214240,True,True,True,True,True,True,True
13,1,23,6,11,0.194103, 25.2317, 4.89755, 1.00000,0.171958, 153.000,0.0936275,2020-03-24 14:00:04,344,1,0.194176,0.0749578,0.194176,0.0749578,True,True,True,True,True,True,True
14,1,23,7,12,0.148994, 30.1593, 4.49355, 1.00000,0.131995, 153.000,0.0832606,2020-03-24 14:00:04,421,1,0.148987,0.00850407,0.148987,0.00850407,True,True,True,True,True,True,True
15,1,23,8,13,0.132087, 33.8325, 4.46883, 1.00000,0.117017, 153.000,0.0869959,2020-03-24 14:00:04,501,1,0.132117,0.0463845,0.132117,0.0463845,True,True,True,True,True,True,True
16,1,23,9,14,0.125519, 35.7978, 4.49328, 1.00000,0.111198, 153.000,0.0747314,2020-03-24 14:00:04,584,1,0.125505,0.0222589,0.125505,0.0222589,True,True,True,True,True,True,True
17,1,23,10,15,0.121386, 35.7978, 4.34533, 1.00000,0.117356, 156.000,0.168632,2020-03-24 14:00:07,630,1,0.121348,0.0625311,0.121348,0.0625311,True,True,True,True,True,True,True
18,1,23,11,16,0.131982, 33.8325, 4.46529, 1.00000,0.127601, 156.000,0.166143,2020-03-24 14:00:07,678,1,0.131999,0.0260532,0.131999,0.0260532,True,True,True,True,True,True,True
19,1,23,12,17,0.155744, 30.1593, 4.69713, 1.00000,0.150574, 156.000,0.173403,2020-03-24 14:00:07,728,1,0.155659,0.109090,0.155659,0.109090,True,True,True,True,True,True,True
20,1,23,13,18,0.197492, 25.2317, 4.98307, 1.00000,0.190937, 156.000,0.173880,2020-03-24 14:00:07,779,1,0.197398,0.0957553,0.197398,0.0957553,True,True,True,True,True,True,True
21,1,23,14,19,0.281766, 19.6035, 5.52362, 1.00000,0.272413, 156.000,0.170109,2020-03-24 14:00:07,831,1,0.281662,0.0739230,0.281662,0.0739230,True,True,True,True,True,True,True
22,1,23,15,20,0.423560, 13.8317, 5.85854, 1.00000,0.409500, 156.000,0.166398,2020-03-24 14:00:07,884,1,0.423391,0.0796963,0.423391,0.0796963,True,True,True,True,True,True,True
23,1,23,16,21,0.818874, 8.40426, 6.88203, 1.00000,0.791692, 156.000,0.167780,2020-03-24 14:00:07,938,1,0.818398,0.116330,0.818398,0.116330,True,True,True,True,True,True,True
24,1,23,17,22, 2.28666, 3.70377, 8.46928, 1.00000, 2.21076, 156.000,0.169946,2020-03-24 14:00:07,993,1, 2.28322,0.301837, 2.28322,0.301837,True,True,True,True,True,True,True
25,1,57,4,16,0.511389, 11.5420, 5.90243, 1.00000,0.486731, 155.000,0.0899264,2020-03-24 14:00:09,210,1,0.511390,0.000268289,0.511390,0.000268289,True,True,True,True,True,True,True
26,1,57,5,17,0.319303, 16.2550, 5.19027, 1.00000,0.303907, 155.000,0.0805180,2020-03-24 14:00:09,282,1,0.319196,0.0669284,0.319196,0.0669284,True,True,True,True,True,True,True
27,1,57,6,18,0.226785, 21.3409, 4.83981, 1.00000,0.215850, 155.000,0.0801482,2020-03-24 14:00:09,357,1,0.226756,0.0260964,0.226756,0.0260964,True,True,True,True,True,True,True
28,1,57,7,19,0.168390, 26.7536, 4.50504, 1.00000,0.160271, 155.000,0.0965243,2020-03-24 14:00:09,435,1,0.168439,0.0586704,0.168439,0.0586704,True,True,True,True,True,True,True
29,1,57,8,20,0.135536, 32.4396, 4.39672, 1.00000,0.129001, 155.000,0.0899221,2020-03-24 14:00:09,516,1,0.135469,0.0988124,0.135469,0.0988124,True,True,True,True,True,True,True
30,1,57,9,21,0.114824, 38.3381, 4.40215, 1.00000,0.109288, 155.000,0.0750312,2020-03-24 14:00:10,600,1,0.114792,0.0568847,0.114792,0.0568847,True,True,True,True,True,True,True
31,1,57,10,22,0.0972473, 44.3810, 4.31593, 1.00000,0.0925583, 155.000,0.0885928,2020-03-24 14:00:10,647,1,0.0972782,0.0634829,0.0972782,0.0634829,True,True,True,True,True,True,True
32,1,57,11,23,0.0842294, 50.4932, 4.25301, 1.00000,0.0801680, 155.000,0.0835745,2020-03-24 14:00:10,696,1,0.0843116,0.195099,0.0843116,0.195099,True,True,True,True,True,True,True
