meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.68634, 4.00667, 6.75660, 1.00000, 1.15860, 256.000,0.743943,2020-06-11 15:27:33,64,1, 1.69771, 1.33936, 1.69771, 1.33936,True,True,True,True,True,True,True
2,1,13,3,6,0.541926, 9.16298, 4.96566, 1.00000,0.372330, 256.000,0.720410,2020-06-11 15:27:33,129,1,0.541714,0.0781515,0.541714,0.0781515,True,True,True,True,True,True,True
3,1,13,4,7,0.329907, 14.1372, 4.66395, 1.00000,0.226662, 256.000,0.719617,2020-06-11 15:27:33,196,1,0.329977,0.0429020,0.329977,0.0429020,True,True,True,True,True,True,True
4,1,13,5,8,0.253928, 17.2480, 4.37974, 1.00000,0.174461, 256.000,0.720562,2020-06-11 15:27:33,266,1,0.253992,0.0506039,0.253992,0.0506039,True,True,True,True,True,True,True
5,1,13,6,9,0.243479, 17.2480, 4.19952, 1.00000,0.167282, 256.000,0.722194,2020-06-11 15:27:33,339,1,0.243618,0.113869,0.243618,0.113869,True,True,True,True,True,True,True
6,1,13,7,10,0.340588, 14.1372, 4.81495, 1.00000,0.234001, 256.000,0.722947,2020-06-11 15:27:33,415,1,0.340743,0.0909912,0.340743,0.0909912,True,True,True,True,True,True,True
7,1,13,8,11,0.601008, 9.16298, 5.50703, 1.00000,0.412922, 256.000,0.723235,2020-06-11 15:27:33,494,1,0.600878,0.0434401,0.600878,0.0434401,True,True,True,True,True,True,True
8,1,13,9,12, 1.51290, 4.00667, 6.06171, 1.00000, 1.03944, 256.000,0.726382,2020-06-11 15:27:33,576,1, 1.51027,0.349319, 1.51027,0.349319,True,True,True,True,True,True,True
9,1,23,2,7, 1.78114, 3.70377, 6.59692, 1.00000, 1.69262, 158.000,0.173766,2020-06-11 15:27:36,65,1, 1.79162, 1.17043, 1.79162, 1.17043,True,True,True,True,True,True,True
10,1,23,3,8,0.581247, 8.40426, 4.88495, 1.00000,0.552360, 158.000,0.168387,2020-06-11 15:27:36,131,1,0.581176,0.0243959,0.581176,0.0243959,True,True,True,True,True,True,True
11,1,23,4,9,0.327499, 13.8317, 4.52986, 1.00000,0.311223, 158.000,0.170714,2020-06-11 15:27:36,199,1,0.327628,0.0792022,0.327628,0.0792022,True,True,True,True,True,True,True
12,1,23,5,10,0.220831, 19.6035, 4.32908, 1.00000,0.209856, 158.000,0.171212,2020-06-11 15:27:36,270,1,0.220820,0.00990941,0.220820,0.00990941,True,True,True,True,True,True,True
13,1,23,6,11,0.159280, 25.2317, 4.01891, 1.00000,0.151364, 158.000,0.175470,2020-06-11 15:27:36,344,1,0.159425,0.181280,0.159425,0.181280,True,True,True,True,True,True,True
14,1,23,7,12,0.125296, 30.1593, 3.77885, 1.00000,0.119069, 158.000,0.172169,2020-06-11 15:27:36,421,1,0.125379,0.131945,0.125379,0.131945,True,True,True,True,True,True,True
15,1,23,8,13,0.112040, 33.8325, 3.79061, 1.00000,0.106472, 158.000,0.168683,2020-06-11 15:27:36,501,1,0.111987,0.0959356,0.111987,0.0959356,True,True,True,True,True,True,True
16,1,23,9,14,0.107719, 35.7978, 3.85611, 1.00000,0.102366, 158.000,0.169295,2020-06-11 15:27:36,584,1,0.107573,0.271190,0.107573,0.271190,True,True,True,True,True,True,True
17,1,23,10,15,0.106238, 35.7978, 3.80308, 1.00000,0.0968458, 157.000,0.197840,2020-06-11 15:27:39,630,1,0.106345,0.201339,0.106345,0.201339,True,True,True,True,True,True,True
18,1,23,11,16,0.116789, 33.8325, 3.95128, 1.00000,0.106464, 157.000,0.195277,2020-06-11 15:27:39,678,1,0.116807,0.0310511,0.116807,0.0310511,True,True,True,True,True,True,True
19,1,23,12,17,0.135962, 30.1593, 4.10052, 1.00000,0.123942, 157.000,0.192832,2020-06-11 15:27:39,728,1,0.136033,0.104060,0.136033,0.104060,True,True,True,True,True,True,True
20,1,23,13,18,0.170344, 25.2317, 4.29806, 1.00000,0.155284, 157.000,0.192936,2020-06-11 15:27:39,779,1,0.170234,0.129232,0.170234,0.129232,True,True,True,True,True,True,True
