meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 2.34737, 4.00667, 9.40514, 1.00000, 1.74697, 186.000,0.339158,2019-12-30 10:31:15,41,1, 2.34416,0.274352, 2.34416,0.274352,True,True,True,True,True,True,True
2,1,13,3,6,0.801878, 9.16298, 7.34759, 1.00000,0.596778, 186.000,0.339875,2019-12-30 10:31:15,84,1,0.801426,0.112855,0.801426,0.112855,True,True,True,True,True,True,True
3,1,13,4,7,0.455258, 14.1372, 6.43606, 1.00000,0.338815, 186.000,0.339389,2019-12-30 10:31:15,129,1,0.455061,0.0865540,0.455061,0.0865540,True,True,True,True,True,True,True
4,1,13,5,8,0.314295, 17.2480, 5.42095, 1.00000,0.233907, 186.000,0.333125,2019-12-30 10:31:15,176,1,0.314263,0.0203374,0.314263,0.0203374,True,True,True,True,True,True,True
5,1,13,6,9,0.303720, 17.2480, 5.23855, 1.00000,0.226036, 186.000,0.339149,2019-12-30 10:31:15,226,1,0.303693,0.0179336,0.303693,0.0179336,True,True,True,True,True,True,True
6,1,13,7,10,0.400813, 14.1372, 5.66636, 1.00000,0.298295, 186.000,0.339965,2019-12-30 10:31:15,278,1,0.400954,0.0702762,0.400954,0.0702762,True,True,True,True,True,True,True
7,1,13,8,11,0.756218, 9.16298, 6.92921, 1.00000,0.562797, 186.000,0.333655,2019-12-30 10:31:15,332,1,0.755930,0.0762843,0.755930,0.0762843,True,True,True,True,True,True,True
8,1,13,9,12, 2.19207, 4.00667, 8.78289, 1.00000, 1.63139, 186.000,0.337994,2019-12-30 10:31:15,389,1, 2.18384,0.753064, 2.18384,0.753064,True,True,True,True,True,True,True
9,1,23,2,7, 2.47983, 3.70377, 9.18474, 1.00000, 1.78349, 201.000,0.177921,2019-12-30 10:31:18,42,1, 2.47650,0.269252, 2.47650,0.269252,True,True,True,True,True,True,True
10,1,23,3,8,0.858185, 8.40426, 7.21241, 1.00000,0.617203, 201.000,0.169215,2019-12-30 10:31:18,86,1,0.857698,0.113413,0.857698,0.113413,True,True,True,True,True,True,True
11,1,23,4,9,0.454742, 13.8317, 6.28985, 1.00000,0.327049, 201.000,0.168629,2019-12-30 10:31:18,132,1,0.454571,0.0751932,0.454571,0.0751932,True,True,True,True,True,True,True
12,1,23,5,10,0.268881, 19.6035, 5.27101, 1.00000,0.193378, 201.000,0.167444,2019-12-30 10:31:18,180,1,0.268937,0.0418247,0.268937,0.0418247,True,True,True,True,True,True,True
13,1,23,6,11,0.189585, 25.2317, 4.78356, 1.00000,0.136349, 201.000,0.172058,2019-12-30 10:31:18,231,1,0.189582,0.00387379,0.189582,0.00387379,True,True,True,True,True,True,True
