meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.98603, 4.00667, 7.95735,, 1.69013, 173.000,0.132747,2020-04-23 15:00:49,64,1, 1.97802,0.809092,,,True,True,True,True,True,True,True
2,1,13,3,6,0.732253, 9.16298, 6.70962,,0.623156, 173.000,0.121077,2020-04-23 15:00:49,129,1,0.731115,0.311412,,,True,True,True,True,True,True,True
3,1,13,4,7,0.436483, 14.1372, 6.17063,,0.371452, 173.000,0.123273,2020-04-23 15:00:49,196,1,0.436132,0.160842,,,True,True,True,True,True,True,True
4,1,13,5,8,0.305802, 17.2480, 5.27445,,0.260241, 173.000,0.119889,2020-04-23 15:00:49,266,1,0.305768,0.0217871,,,True,True,True,True,True,True,True
5,1,13,6,9,0.266139, 17.2480, 4.59035,,0.226487, 173.000,0.123804,2020-04-23 15:00:49,339,1,0.266207,0.0511602,,,True,True,True,True,True,True,True
6,1,13,7,10,0.370289, 14.1372, 5.23484,,0.315121, 173.000,0.122810,2020-04-23 15:00:49,415,1,0.370619,0.178195,,,True,True,True,True,True,True,True
7,1,13,8,11,0.718116, 9.16298, 6.58008,,0.611126, 173.000,0.116784,2020-04-23 15:00:49,494,1,0.717781,0.0935204,,,True,True,True,True,True,True,True
8,1,13,9,12, 2.10082, 4.00667, 8.41729,, 1.78782, 173.000,0.122473,2020-04-23 15:00:49,576,1, 2.09144,0.897115,,,True,True,True,True,True,True,True
9,1,23,2,7, 2.12224, 3.70377, 7.86029,, 2.09597, 141.000,0.177770,2020-04-23 15:00:51,65,1, 2.11417,0.763291,,,True,True,True,True,True,True,True
10,1,23,3,8,0.789912, 8.40426, 6.63863,,0.780133, 141.000,0.173137,2020-04-23 15:00:51,131,1,0.788685,0.311143,,,True,True,True,True,True,True,True
11,1,23,4,9,0.429341, 13.8317, 5.93851,,0.424026, 141.000,0.168693,2020-04-23 15:00:51,199,1,0.428926,0.193644,,,True,True,True,True,True,True,True
12,1,23,5,10,0.266703, 19.6035, 5.22831,,0.263401, 141.000,0.169855,2020-04-23 15:00:51,270,1,0.266684,0.0141013,,,True,True,True,True,True,True,True
13,1,23,6,11,0.188854, 25.2317, 4.76511,,0.186516, 141.000,0.169637,2020-04-23 15:00:51,344,1,0.188819,0.0371324,,,True,True,True,True,True,True,True
14,1,23,7,12,0.142400, 30.1593, 4.29469,,0.140637, 141.000,0.171789,2020-04-23 15:00:52,421,1,0.142327,0.102943,,,True,True,True,True,True,True,True
15,1,23,8,13,0.128142, 33.8325, 4.33537,,0.126555, 141.000,0.171782,2020-04-23 15:00:52,501,1,0.128112,0.0475383,,,True,True,True,True,True,True,True
16,1,23,9,14,0.124174, 35.7978, 4.44515,,0.122637, 141.000,0.171971,2020-04-23 15:00:52,584,1,0.124160,0.0227376,,,True,True,True,True,True,True,True
