meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.54648, 4.00667, 6.19623, 1.00000, 1.03671, 228.000,0.271446,2020-04-28 14:59:59,64,1, 1.52667, 2.59557, 1.52667, 2.59557,True,True,True,True,True,True,True
2,1,13,3,6,0.553974, 9.16298, 5.07606, 1.00000,0.371366, 228.000,0.329459,2020-04-28 14:59:59,129,1,0.553620,0.128168,0.553620,0.128168,True,True,True,True,True,True,True
3,1,13,4,7,0.362797, 14.1372, 5.12892, 1.00000,0.243207, 228.000,0.319440,2020-04-28 14:59:59,196,1,0.361812,0.544540,0.361812,0.544540,True,True,True,True,True,True,True
4,1,13,5,8,0.290411, 17.2480, 5.00899, 1.00000,0.194682, 228.000,0.319239,2020-04-28 14:59:59,266,1,0.290413,0.00197133,0.290413,0.00197133,True,True,True,True,True,True,True
5,1,13,6,9,0.226716, 17.2480, 3.91039, 1.00000,0.151983, 228.000,0.323260,2020-04-28 14:59:59,339,1,0.227001,0.251145,0.227001,0.251145,True,True,True,True,True,True,True
6,1,13,7,10,0.395082, 14.1372, 5.58535, 1.00000,0.264850, 228.000,0.318633,2020-04-28 14:59:59,415,1,0.396118,0.522653,0.396118,0.522653,True,True,True,True,True,True,True
7,1,13,8,11,0.686833, 9.16298, 6.29344, 1.00000,0.460430, 228.000,0.316574,2020-04-28 14:59:59,494,1,0.686415,0.121795,0.686415,0.121795,True,True,True,True,True,True,True
8,1,13,9,12, 2.37546, 4.00667, 9.51767, 1.00000, 1.59243, 228.000,0.317089,2020-04-28 14:59:59,576,1, 2.36014, 1.29790, 2.36014, 1.29790,True,True,True,True,True,True,True
9,1,23,2,7, 1.66820, 3.70377, 6.17865, 1.00000,0.697762, 437.000, 2.77016,2020-04-28 15:00:02,65,1, 1.64268, 3.10752, 1.64268, 3.10752,True,True,True,True,True,True,True
10,1,23,3,8,0.605644, 8.40426, 5.08999, 1.00000,0.253324, 437.000, 2.83566,2020-04-28 15:00:02,131,1,0.605464,0.0595069,0.605464,0.0595069,True,True,True,True,True,True,True
11,1,23,4,9,0.360951, 13.8317, 4.99255, 1.00000,0.150975, 437.000, 2.83258,2020-04-28 15:00:02,199,1,0.360395,0.308234,0.360395,0.308234,True,True,True,True,True,True,True
12,1,23,5,10,0.245467, 19.6035, 4.81202, 1.00000,0.102672, 437.000, 2.83447,2020-04-28 15:00:02,270,1,0.245625,0.128242,0.245625,0.128242,True,True,True,True,True,True,True
13,1,23,6,11,0.173213, 25.2317, 4.37045, 1.00000,0.0724499, 437.000, 2.83644,2020-04-28 15:00:02,344,1,0.173380,0.193028,0.173380,0.193028,True,True,True,True,True,True,True
14,1,23,7,12,0.142863, 30.1593, 4.30865, 1.00000,0.0597554, 437.000, 2.82753,2020-04-28 15:00:02,421,1,0.143074,0.295305,0.143074,0.295305,True,True,True,True,True,True,True
15,1,23,8,13,0.116283, 33.8325, 3.93416, 1.00000,0.0486379, 437.000, 2.82619,2020-04-28 15:00:02,501,1,0.116268,0.0255830,0.116268,0.0255830,True,True,True,True,True,True,True
16,1,23,9,14,0.123693, 35.7978, 4.42794, 1.00000,0.0517372, 437.000, 2.84070,2020-04-28 15:00:02,584,1,0.123623,0.113454,0.123623,0.113454,True,True,True,True,True,True,True
17,1,23,10,15,0.101346, 35.7978, 3.62798, 1.00000,0.0445913, 380.000,0.788046,2020-04-28 15:00:04,630,1,0.101149,0.391401,0.101149,0.391401,True,True,True,True,True,True,True
18,1,23,11,16,0.122948, 33.8325, 4.15965, 1.00000,0.0540958, 380.000,0.785089,2020-04-28 15:00:04,678,1,0.122771,0.288961,0.122771,0.288961,True,True,True,True,True,True,True
19,1,23,12,17,0.134915, 30.1593, 4.06893, 1.00000,0.0593608, 380.000,0.797496,2020-04-28 15:00:04,728,1,0.134904,0.0159113,0.134904,0.0159113,True,True,True,True,True,True,True
20,1,23,13,18,0.184039, 25.2317, 4.64363, 1.00000,0.0809752, 380.000,0.790612,2020-04-28 15:00:04,779,1,0.184066,0.0292433,0.184066,0.0292433,True,True,True,True,True,True,True
21,1,23,14,19,0.247895, 19.6035, 4.85961, 1.00000,0.109071, 380.000,0.793796,2020-04-28 15:00:04,831,1,0.247684,0.170171,0.247684,0.170171,True,True,True,True,True,True,True
22,1,23,15,20,0.354089, 13.8317, 4.89764, 1.00000,0.155795, 380.000,0.793222,2020-04-28 15:00:04,884,1,0.353916,0.0977244,0.353916,0.0977244,True,True,True,True,True,True,True
23,1,23,16,21,0.754978, 8.40426, 6.34503, 1.00000,0.332182, 380.000,0.801579,2020-04-28 15:00:04,938,1,0.753956,0.271081,0.753956,0.271081,True,True,True,True,True,True,True
24,1,23,17,22, 1.82831, 3.70377, 6.77163, 1.00000,0.804434, 380.000,0.807052,2020-04-28 15:00:04,993,1, 1.82312,0.568956, 1.82312,0.568956,True,True,True,True,True,True,True
25,1,57,4,16,0.431581, 11.5420, 4.98129, 1.00000,0.224349, 335.000, 1.70993,2020-04-28 15:00:07,210,1,0.431121,0.213534,0.431121,0.213534,True,True,True,True,True,True,True
26,1,57,5,17,0.288515, 16.2550, 4.68981, 1.00000,0.149978, 335.000, 1.70838,2020-04-28 15:00:07,282,1,0.288667,0.105465,0.288667,0.105465,True,True,True,True,True,True,True
