meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.75555, 4.00667, 7.03391, 1.00000, 1.07097, 264.000,0.916440,2020-06-17 15:18:22,64,1, 1.75770,0.245043, 1.75770,0.245043,True,True,True,True,True,True,True
2,1,13,3,6,0.532152, 9.16298, 4.87609, 1.00000,0.324638, 264.000,0.925307,2020-06-17 15:18:22,129,1,0.531915,0.0890850,0.531915,0.0890850,True,True,True,True,True,True,True
3,1,13,4,7,0.318180, 14.1372, 4.49817, 1.00000,0.194105, 264.000,0.928877,2020-06-17 15:18:22,196,1,0.318310,0.0812636,0.318310,0.0812636,True,True,True,True,True,True,True
4,1,13,5,8,0.247769, 17.2480, 4.27351, 1.00000,0.151151, 264.000,0.924637,2020-06-17 15:18:22,266,1,0.247867,0.0788229,0.247867,0.0788229,True,True,True,True,True,True,True
5,1,13,6,9,0.237409, 17.2480, 4.09483, 1.00000,0.144831, 264.000,0.924525,2020-06-17 15:18:22,339,1,0.237659,0.210365,0.237659,0.210365,True,True,True,True,True,True,True
6,1,13,7,10,0.333289, 14.1372, 4.71177, 1.00000,0.203322, 264.000,0.922820,2020-06-17 15:18:22,415,1,0.333597,0.184698,0.333597,0.184698,True,True,True,True,True,True,True
7,1,13,8,11,0.580930, 9.16298, 5.32305, 1.00000,0.354395, 264.000,0.921739,2020-06-17 15:18:22,494,1,0.580603,0.112664,0.580603,0.112664,True,True,True,True,True,True,True
8,1,13,9,12, 1.41705, 4.00667, 5.67764, 1.00000,0.864468, 264.000,0.916286,2020-06-17 15:18:22,576,1, 1.41677,0.0392131, 1.41677,0.0392131,True,True,True,True,True,True,True
9,1,23,2,7, 1.84686, 3.70377, 6.84036, 1.00000, 1.68738, 166.000,0.243241,2020-06-17 15:18:25,65,1, 1.85183,0.536338, 1.85183,0.536338,True,True,True,True,True,True,True
10,1,23,3,8,0.571307, 8.40426, 4.80141, 1.00000,0.521972, 166.000,0.258443,2020-06-17 15:18:25,131,1,0.571236,0.0248505,0.571236,0.0248505,True,True,True,True,True,True,True
11,1,23,4,9,0.316556, 13.8317, 4.37850, 1.00000,0.289220, 166.000,0.255446,2020-06-17 15:18:25,199,1,0.316705,0.0942940,0.316705,0.0942940,True,True,True,True,True,True,True
12,1,23,5,10,0.216498, 19.6035, 4.24412, 1.00000,0.197802, 166.000,0.256114,2020-06-17 15:18:25,270,1,0.216511,0.0127351,0.216511,0.0127351,True,True,True,True,True,True,True
13,1,23,6,11,0.156881, 25.2317, 3.95837, 1.00000,0.143333, 166.000,0.259256,2020-06-17 15:18:25,344,1,0.157049,0.213979,0.157049,0.213979,True,True,True,True,True,True,True
14,1,23,7,12,0.123245, 30.1593, 3.71699, 1.00000,0.112603, 166.000,0.251859,2020-06-17 15:18:25,421,1,0.123313,0.109716,0.123313,0.109716,True,True,True,True,True,True,True
15,1,23,8,13,0.110685, 33.8325, 3.74476, 1.00000,0.101127, 166.000,0.256707,2020-06-17 15:18:25,501,1,0.110681,0.00775925,0.110681,0.00775925,True,True,True,True,True,True,True
16,1,23,9,14,0.106770, 35.7978, 3.82213, 1.00000,0.0975501, 166.000,0.254638,2020-06-17 15:18:25,584,1,0.106486,0.534207,0.106486,0.534207,True,True,True,True,True,True,True
17,1,23,10,15,0.104713, 35.7978, 3.74848, 1.00000,0.0964379, 162.000,0.0413738,2020-06-17 15:18:27,630,1,0.104670,0.0813518,0.104670,0.0813518,True,True,True,True,True,True,True
18,1,23,11,16,0.115216, 33.8325, 3.89805, 1.00000,0.106111, 162.000,0.0376021,2020-06-17 15:18:27,678,1,0.115205,0.0185191,0.115205,0.0185191,True,True,True,True,True,True,True
19,1,23,12,17,0.134121, 30.1593, 4.04499, 1.00000,0.123522, 162.000,0.0323019,2020-06-17 15:18:27,728,1,0.134131,0.0144717,0.134131,0.0144717,True,True,True,True,True,True,True
20,1,23,13,18,0.166491, 25.2317, 4.20085, 1.00000,0.153334, 162.000,0.0368476,2020-06-17 15:18:27,779,1,0.166501,0.0116876,0.166501,0.0116876,True,True,True,True,True,True,True
21,1,23,14,19,0.227270, 19.6035, 4.45530, 1.00000,0.209310, 162.000,0.0381730,2020-06-17 15:18:27,831,1,0.227512,0.212775,0.227512,0.212775,True,True,True,True,True,True,True
22,1,23,15,20,0.323044, 13.8317, 4.46824, 1.00000,0.297516, 162.000,0.0380148,2020-06-17 15:18:27,884,1,0.321683,0.846344,0.321683,0.846344,True,True,True,True,True,True,True
23,1,23,16,21,0.635570, 8.40426, 5.34150, 1.00000,0.585345, 162.000,0.0386439,2020-06-17 15:18:27,938,1,0.635622,0.0162740,0.635622,0.0162740,True,True,True,True,True,True,True
24,1,23,17,22, 1.61154, 3.70377, 5.96879, 1.00000, 1.48419, 162.000,0.0431076,2020-06-17 15:18:28,993,1, 1.61066,0.109366, 1.61066,0.109366,True,True,True,True,True,True,True
25,1,57,4,16,0.374762, 11.5420, 4.32548, 1.00000,0.140854, 443.000, 1.76537,2020-06-17 15:18:30,210,1,0.375078,0.168923,0.375078,0.168923,True,True,True,True,True,True,True
26,1,57,5,17,0.257396, 16.2550, 4.18397, 1.00000,0.0967420, 443.000, 1.76015,2020-06-17 15:18:30,282,1,0.257557,0.125054,0.257557,0.125054,True,True,True,True,True,True,True
27,1,57,6,18,0.186488, 21.3409, 3.97982, 1.00000,0.0700913, 443.000, 1.75300,2020-06-17 15:18:30,357,1,0.186497,0.0103095,0.186497,0.0103095,True,True,True,True,True,True,True
28,1,57,7,19,0.143824, 26.7536, 3.84782, 1.00000,0.0540563, 443.000, 1.75743,2020-06-17 15:18:30,435,1,0.143712,0.156202,0.143712,0.156202,True,True,True,True,True,True,True
29,1,57,8,20,0.119205, 32.4396, 3.86695, 1.00000,0.0448030, 443.000, 1.74787,2020-06-17 15:18:30,516,1,0.119180,0.0406997,0.119180,0.0406997,True,True,True,True,True,True,True
30,1,57,9,21,0.101686, 38.3381, 3.89845, 1.00000,0.0382186, 443.000, 1.75412,2020-06-17 15:18:30,600,1,0.101484,0.398805,0.101484,0.398805,True,True,True,True,True,True,True
