meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.56437, 4.00667, 6.26792, 1.00000, 1.14853, 207.000,0.306600,2020-06-03 13:29:08,64,1, 1.56284,0.196297, 1.56284,0.196297,True,True,True,True,True,True,True
2,1,13,3,6,0.604416, 9.16298, 5.53825, 1.00000,0.443750, 207.000,0.313262,2020-06-03 13:29:08,129,1,0.604368,0.0159175,0.604368,0.0159175,True,True,True,True,True,True,True
3,1,13,4,7,0.366057, 14.1372, 5.17501, 1.00000,0.268752, 207.000,0.321114,2020-06-03 13:29:08,196,1,0.366188,0.0717906,0.366188,0.0717906,True,True,True,True,True,True,True
4,1,13,5,8,0.271897, 17.2480, 4.68966, 1.00000,0.199621, 207.000,0.319806,2020-06-03 13:29:08,266,1,0.271901,0.00332143,0.271901,0.00332143,True,True,True,True,True,True,True
5,1,13,6,9,0.246808, 17.2480, 4.25693, 1.00000,0.181201, 207.000,0.327536,2020-06-03 13:29:08,339,1,0.246959,0.122713,0.246959,0.122713,True,True,True,True,True,True,True
6,1,13,7,10,0.336017, 14.1372, 4.75033, 1.00000,0.246697, 207.000,0.325338,2020-06-03 13:29:08,415,1,0.335923,0.0560950,0.335923,0.0560950,True,True,True,True,True,True,True
7,1,13,8,11,0.599340, 9.16298, 5.49174, 1.00000,0.440024, 207.000,0.330391,2020-06-03 13:29:08,494,1,0.599240,0.0334522,0.599240,0.0334522,True,True,True,True,True,True,True
8,1,13,9,12, 1.54671, 4.00667, 6.19714, 1.00000, 1.13556, 207.000,0.331510,2020-06-03 13:29:08,576,1, 1.54395,0.356735, 1.54395,0.356735,True,True,True,True,True,True,True
9,1,23,2,7, 1.67655, 3.70377, 6.20955, 1.00000, 1.66011, 144.000,0.0358410,2020-06-03 13:29:11,65,1, 1.67523,0.157379, 1.67523,0.157379,True,True,True,True,True,True,True
10,1,23,3,8,0.649287, 8.40426, 5.45677, 1.00000,0.642922, 144.000,0.0462731,2020-06-03 13:29:11,131,1,0.649155,0.0406934,0.649155,0.0406934,True,True,True,True,True,True,True
11,1,23,4,9,0.362642, 13.8317, 5.01594, 1.00000,0.359087, 144.000,0.0585652,2020-06-03 13:29:11,199,1,0.362765,0.0679018,0.362765,0.0679018,True,True,True,True,True,True,True
