meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 2.41932, 4.00667, 9.69342, 1.00000, 1.45921, 255.000,0.105859,2020-02-28 14:17:03,41,1, 2.41590,0.283155, 2.41590,0.283155,True,True,True,True,True,True,True
2,1,13,3,6,0.824591, 9.16298, 7.55571, 1.00000,0.497352, 255.000,0.0982001,2020-02-28 14:17:03,84,1,0.824499,0.0225019,0.824499,0.0225019,True,True,True,True,True,True,True
3,1,13,4,7,0.450712, 14.1372, 6.37180, 1.00000,0.271847, 255.000,0.110025,2020-02-28 14:17:03,129,1,0.450168,0.241853,0.450168,0.241853,True,True,True,True,True,True,True
4,1,13,5,8,0.334169, 17.2480, 5.76372, 1.00000,0.201553, 255.000,0.104935,2020-02-28 14:17:03,176,1,0.333977,0.114426,0.333977,0.114426,True,True,True,True,True,True,True
5,1,13,6,9,0.306695, 17.2480, 5.28986, 1.00000,0.184983, 255.000,0.104334,2020-02-28 14:17:03,226,1,0.306716,0.0140045,0.306716,0.0140045,True,True,True,True,True,True,True
6,1,13,7,10,0.432465, 14.1372, 6.11383, 1.00000,0.260841, 255.000,0.104662,2020-02-28 14:17:03,278,1,0.433203,0.340912,0.433203,0.340912,True,True,True,True,True,True,True
7,1,13,8,11,0.779886, 9.16298, 7.14608, 1.00000,0.470388, 255.000,0.116096,2020-02-28 14:17:03,332,1,0.779636,0.0642709,0.779636,0.0642709,True,True,True,True,True,True,True
8,1,13,9,12, 2.23914, 4.00667, 8.97151, 1.00000, 1.35054, 255.000,0.108505,2020-02-28 14:17:03,389,1, 2.23570,0.308124, 2.23570,0.308124,True,True,True,True,True,True,True
9,1,23,2,7, 2.55923, 3.70377, 9.47882, 1.00000, 1.46732, 278.000,0.164259,2020-02-28 14:17:05,42,1, 2.55374,0.430129, 2.55374,0.430129,True,True,True,True,True,True,True
10,1,23,3,8,0.880530, 8.40426, 7.40021, 1.00000,0.504847, 278.000,0.160940,2020-02-28 14:17:05,86,1,0.880408,0.0277132,0.880408,0.0277132,True,True,True,True,True,True,True
11,1,23,4,9,0.449531, 13.8317, 6.21777, 1.00000,0.257736, 278.000,0.157603,2020-02-28 14:17:05,132,1,0.449485,0.0202763,0.449485,0.0202763,True,True,True,True,True,True,True
12,1,23,5,10,0.285405, 19.6035, 5.59495, 1.00000,0.163635, 278.000,0.161823,2020-02-28 14:17:05,180,1,0.285354,0.0358103,0.285354,0.0358103,True,True,True,True,True,True,True
13,1,23,6,11,0.197381, 25.2317, 4.98025, 1.00000,0.113167, 278.000,0.150132,2020-02-28 14:17:05,231,1,0.197327,0.0549566,0.197327,0.0549566,True,True,True,True,True,True,True
14,1,23,7,12,0.154123, 30.1593, 4.64825, 1.00000,0.0883656, 278.000,0.154132,2020-02-28 14:17:05,284,1,0.154354,0.298923,0.154354,0.298923,True,True,True,True,True,True,True
15,1,23,8,13,0.134631, 33.8325, 4.55490, 1.00000,0.0771898, 278.000,0.161032,2020-02-28 14:17:05,339,1,0.134640,0.0137166,0.134640,0.0137166,True,True,True,True,True,True,True
16,1,23,9,14,0.128330, 35.7978, 4.59392, 1.00000,0.0735771, 278.000,0.163230,2020-02-28 14:17:05,397,1,0.128280,0.0775655,0.128280,0.0775655,True,True,True,True,True,True,True
