meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.93621, 4.00667, 7.75776, 1.00000, 1.45915, 197.000, 0.00000,2020-03-31 12:23:09,64,1, 1.93202,0.433800, 1.93202,0.433800,True,True,True,True,True,True,True
2,1,13,3,6,0.719408, 9.16298, 6.59192, 1.00000,0.542153, 197.000,0.0360415,2020-03-31 12:23:09,129,1,0.718173,0.344129,0.718173,0.344129,True,True,True,True,True,True,True
3,1,13,4,7,0.436543, 14.1372, 6.17148, 1.00000,0.328983, 197.000,0.0296976,2020-03-31 12:23:09,196,1,0.436339,0.0932882,0.436339,0.0932882,True,True,True,True,True,True,True
4,1,13,5,8,0.303557, 17.2480, 5.23574, 1.00000,0.228763, 197.000,0.0302059,2020-03-31 12:23:09,266,1,0.303415,0.0937908,0.303415,0.0937908,True,True,True,True,True,True,True
5,1,13,6,9,0.275852, 17.2480, 4.75788, 1.00000,0.207884, 197.000, 0.00000,2020-03-31 12:23:09,339,1,0.275841,0.00765840,0.275841,0.00765840,True,True,True,True,True,True,True
6,1,13,7,10,0.380047, 14.1372, 5.37279, 1.00000,0.286407, 197.000, 0.00000,2020-03-31 12:23:09,415,1,0.380370,0.169386,0.380370,0.169386,True,True,True,True,True,True,True
7,1,13,8,11,0.719032, 9.16298, 6.58848, 1.00000,0.541869, 197.000,0.0360604,2020-03-31 12:23:09,494,1,0.718225,0.224895,0.718225,0.224895,True,True,True,True,True,True,True
8,1,13,9,12, 2.10911, 4.00667, 8.45051, 1.00000, 1.58944, 197.000,0.0347794,2020-03-31 12:23:09,576,1, 2.10003,0.865150, 2.10003,0.865150,True,True,True,True,True,True,True
9,1,23,2,7, 2.06611, 3.70377, 7.65241, 1.00000, 1.82445, 167.000,0.374787,2020-03-31 12:23:12,65,1, 2.06214,0.384820, 2.06214,0.384820,True,True,True,True,True,True,True
10,1,23,3,8,0.775367, 8.40426, 6.51638, 1.00000,0.684676, 167.000,0.369518,2020-03-31 12:23:12,131,1,0.774186,0.305124,0.774186,0.305124,True,True,True,True,True,True,True
11,1,23,4,9,0.429750, 13.8317, 5.94416, 1.00000,0.379485, 167.000,0.369106,2020-03-31 12:23:12,199,1,0.429487,0.122730,0.429487,0.122730,True,True,True,True,True,True,True
12,1,23,5,10,0.264060, 19.6035, 5.17650, 1.00000,0.233174, 167.000,0.370024,2020-03-31 12:23:12,270,1,0.264033,0.0204160,0.264033,0.0204160,True,True,True,True,True,True,True
13,1,23,6,11,0.189598, 25.2317, 4.78387, 1.00000,0.167421, 167.000,0.367755,2020-03-31 12:23:12,344,1,0.189597,0.000811195,0.189597,0.000811195,True,True,True,True,True,True,True
14,1,23,7,12,0.144017, 30.1593, 4.34346, 1.00000,0.127172, 167.000,0.368083,2020-03-31 12:23:12,421,1,0.144004,0.0184870,0.144004,0.0184870,True,True,True,True,True,True,True
15,1,23,8,13,0.129935, 33.8325, 4.39605, 1.00000,0.114738, 167.000,0.370672,2020-03-31 12:23:12,501,1,0.129911,0.0374533,0.129911,0.0374533,True,True,True,True,True,True,True
16,1,23,9,14,0.124311, 35.7978, 4.45005, 1.00000,0.109771, 167.000,0.367310,2020-03-31 12:23:12,584,1,0.124327,0.0263015,0.124327,0.0263015,True,True,True,True,True,True,True
17,1,23,10,15,0.116972, 35.7978, 4.18733, 1.00000,0.104406, 173.000,0.0738463,2020-03-31 12:23:14,630,1,0.116857,0.196054,0.116857,0.196054,True,True,True,True,True,True,True
