meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 2.15945, 4.00667, 8.65221, 1.00000, 1.28120, 235.000,0.0866685,2020-04-16 12:12:55,64,1, 2.14112, 1.71225, 2.14112, 1.71225,True,True,True,True,True,True,True
2,1,13,3,6,0.714663, 9.16298, 6.54844, 1.00000,0.424010, 235.000,0.0717201,2020-04-16 12:12:55,129,1,0.714632,0.00859617,0.714632,0.00859617,True,True,True,True,True,True,True
3,1,13,4,7,0.432906, 14.1372, 6.12007, 1.00000,0.256843, 235.000,0.0683296,2020-04-16 12:12:55,196,1,0.432179,0.336564,0.432179,0.336564,True,True,True,True,True,True,True
4,1,13,5,8,0.305978, 17.2480, 5.27750, 1.00000,0.181537, 235.000,0.0683608,2020-04-16 12:12:56,266,1,0.306037,0.0383584,0.306037,0.0383584,True,True,True,True,True,True,True
5,1,13,6,9,0.265768, 17.2480, 4.58396, 1.00000,0.157680, 235.000,0.0556189,2020-04-16 12:12:56,339,1,0.265921,0.115122,0.265921,0.115122,True,True,True,True,True,True,True
6,1,13,7,10,0.382571, 14.1372, 5.40847, 1.00000,0.226980, 235.000,0.0773198,2020-04-16 12:12:56,415,1,0.383343,0.402909,0.383343,0.402909,True,True,True,True,True,True,True
7,1,13,8,11,0.721805, 9.16298, 6.61389, 1.00000,0.428247, 235.000, 0.00000,2020-04-16 12:12:56,494,1,0.721184,0.172347,0.721184,0.172347,True,True,True,True,True,True,True
8,1,13,9,12, 2.23587, 4.00667, 8.95841, 1.00000, 1.32654, 235.000,0.0374281,2020-04-16 12:12:56,576,1, 2.23065,0.468637, 2.23065,0.468637,True,True,True,True,True,True,True
9,1,23,2,7, 2.28376, 3.70377, 8.45854, 1.00000, 1.80366, 200.000,0.143292,2020-04-16 12:12:58,65,1, 2.26806, 1.38493, 2.26806, 1.38493,True,True,True,True,True,True,True
10,1,23,3,8,0.774712, 8.40426, 6.51088, 1.00000,0.611847, 200.000,0.105598,2020-04-16 12:12:58,131,1,0.774593,0.0306883,0.774593,0.0306883,True,True,True,True,True,True,True
11,1,23,4,9,0.426274, 13.8317, 5.89608, 1.00000,0.336660, 200.000,0.0959426,2020-04-16 12:12:58,199,1,0.425811,0.217119,0.425811,0.217119,True,True,True,True,True,True,True
12,1,23,5,10,0.264711, 19.6035, 5.18928, 1.00000,0.209062, 200.000,0.0997312,2020-04-16 12:12:58,270,1,0.264848,0.103262,0.264848,0.103262,True,True,True,True,True,True,True
13,1,23,6,11,0.189062, 25.2317, 4.77036, 1.00000,0.149316, 200.000,0.103538,2020-04-16 12:12:58,344,1,0.189107,0.0474588,0.189107,0.0474588,True,True,True,True,True,True,True
14,1,23,7,12,0.142847, 30.1593, 4.30816, 1.00000,0.112817, 200.000,0.0923622,2020-04-16 12:12:58,421,1,0.143021,0.243438,0.143021,0.243438,True,True,True,True,True,True,True
15,1,23,8,13,0.126648, 33.8325, 4.28484, 1.00000,0.100024, 200.000,0.104175,2020-04-16 12:12:58,501,1,0.126646,0.00312050,0.126646,0.00312050,True,True,True,True,True,True,True
16,1,23,9,14,0.124565, 35.7978, 4.45916, 1.00000,0.0983783, 200.000,0.0947363,2020-04-16 12:12:58,584,1,0.124522,0.0695814,0.124522,0.0695814,True,True,True,True,True,True,True
17,1,23,10,15,0.114444, 35.7978, 4.09685, 1.00000,0.0883227, 204.000,0.157491,2020-04-16 12:13:01,630,1,0.114404,0.0709871,0.114404,0.0709871,True,True,True,True,True,True,True
18,1,23,11,16,0.126252, 33.8325, 4.27144, 1.00000,0.0974356, 204.000,0.154872,2020-04-16 12:13:01,678,1,0.126370,0.186402,0.126370,0.186402,True,True,True,True,True,True,True
19,1,23,12,17,0.145465, 30.1593, 4.38713, 1.00000,0.112263, 204.000,0.153211,2020-04-16 12:13:01,728,1,0.145454,0.0160560,0.145454,0.0160560,True,True,True,True,True,True,True
20,1,23,13,18,0.183899, 25.2317, 4.64008, 1.00000,0.141924, 204.000,0.157689,2020-04-16 12:13:01,779,1,0.183953,0.0583269,0.183953,0.0583269,True,True,True,True,True,True,True
21,1,23,14,19,0.270086, 19.6035, 5.29463, 1.00000,0.208439, 204.000,0.151843,2020-04-16 12:13:01,831,1,0.269858,0.168516,0.269858,0.168516,True,True,True,True,True,True,True
22,1,23,15,20,0.406251, 13.8317, 5.61914, 1.00000,0.313525, 204.000,0.155203,2020-04-16 12:13:01,884,1,0.406163,0.0433557,0.406163,0.0433557,True,True,True,True,True,True,True
23,1,23,16,21,0.812928, 8.40426, 6.83206, 1.00000,0.627379, 204.000,0.149049,2020-04-16 12:13:01,938,1,0.812511,0.102535,0.812511,0.102535,True,True,True,True,True,True,True
24,1,23,17,22, 2.24486, 3.70377, 8.31445, 1.00000, 1.73248, 204.000,0.149451,2020-04-16 12:13:01,993,1, 2.24293,0.172176, 2.24293,0.172176,True,True,True,True,True,True,True
25,1,57,4,16,0.494673, 11.5420, 5.70950, 1.00000,0.335124, 243.000,0.229378,2020-04-16 12:13:04,210,1,0.494064,0.246828,0.494064,0.246828,True,True,True,True,True,True,True
26,1,57,5,17,0.311418, 16.2550, 5.06210, 1.00000,0.210974, 243.000,0.227563,2020-04-16 12:13:04,282,1,0.311493,0.0481863,0.311493,0.0481863,True,True,True,True,True,True,True
27,1,57,6,18,0.220557, 21.3409, 4.70690, 1.00000,0.149420, 243.000,0.227145,2020-04-16 12:13:04,357,1,0.220446,0.100719,0.220446,0.100719,True,True,True,True,True,True,True
28,1,57,7,19,0.162386, 26.7536, 4.34440, 1.00000,0.110011, 243.000,0.229069,2020-04-16 12:13:04,435,1,0.162334,0.0632780,0.162334,0.0632780,True,True,True,True,True,True,True
29,1,57,8,20,0.130576, 32.4396, 4.23584, 1.00000,0.0884608, 243.000,0.225750,2020-04-16 12:13:04,516,1,0.130674,0.149376,0.130674,0.149376,True,True,True,True,True,True,True
30,1,57,9,21,0.114821, 38.3381, 4.40201, 1.00000,0.0777869, 243.000,0.226388,2020-04-16 12:13:04,600,1,0.114867,0.0809500,0.114867,0.0809500,True,True,True,True,True,True,True
31,1,57,10,22,0.0951176, 44.3810, 4.22141, 1.00000,0.0644388, 243.000,0.223157,2020-04-16 12:13:04,647,1,0.0950277,0.189151,0.0950277,0.189151,True,True,True,True,True,True,True
32,1,57,11,23,0.0828539, 50.4932, 4.18356, 1.00000,0.0561305, 243.000,0.219132,2020-04-16 12:13:04,696,1,0.0828631,0.0221860,0.0828631,0.0221860,True,True,True,True,True,True,True
33,1,57,12,24,0.0735901, 56.5934, 4.16471, 1.00000,0.0488853, 235.000,0.105962,2020-04-16 12:13:06,747,1,0.0736033,0.0360296,0.0736033,0.0360296,True,True,True,True,True,True,True
34,1,57,13,25,0.0654340, 62.5948, 4.09582, 1.00000,0.0434673, 235.000,0.110428,2020-04-16 12:13:06,799,1,0.0654128,0.0646494,0.0654128,0.0646494,True,True,True,True,True,True,True
35,1,57,14,26,0.0606017, 68.4065, 4.14555, 1.00000,0.0402573, 235.000,0.108800,2020-04-16 12:13:06,852,1,0.0606834,0.269294,0.0606834,0.269294,True,True,True,True,True,True,True
36,1,57,15,27,0.0572722, 73.9358, 4.23447, 1.00000,0.0380455, 235.000,0.115125,2020-04-16 12:13:06,906,1,0.0571997,0.253631,0.0571997,0.253631,True,True,True,True,True,True,True
37,1,57,16,28,0.0529158, 79.0892, 4.18507, 1.00000,0.0351515, 235.000,0.111517,2020-04-16 12:13:06,961,1,0.0528824,0.126271,0.0528824,0.126271,True,True,True,True,True,True,True
38,1,57,17,29,0.0500933, 83.7758, 4.19661, 1.00000,0.0332766, 235.000,0.109987,2020-04-16 12:13:06,1017,1,0.0500993,0.0241181,0.0500993,0.0241181,True,True,True,True,True,True,True
39,1,57,18,30,0.0477542, 87.9092, 4.19804, 1.00000,0.0317228, 235.000,0.0974063,2020-04-16 12:13:06,1073,1,0.0477084,0.192144,0.0477084,0.192144,True,True,True,True,True,True,True
40,1,57,19,31,0.0455618, 91.4105, 4.16483, 1.00000,0.0302664, 235.000,0.107380,2020-04-16 12:13:07,1129,1,0.0454482,0.499896,0.0454482,0.499896,True,True,True,True,True,True,True
41,1,57,20,32,0.0443730, 94.2106, 4.18041, 1.00000,0.0309612, 233.000,0.208648,2020-04-16 12:13:09,1185,1,0.0444001,0.121968,0.0444001,0.121968,True,True,True,True,True,True,True
42,1,57,21,33,0.0436174, 96.2531, 4.19830, 1.00000,0.0304339, 233.000,0.207663,2020-04-16 12:13:09,1241,1,0.0435806,0.168791,0.0435806,0.168791,True,True,True,True,True,True,True
43,1,57,22,34,0.0431690, 97.4958, 4.20879, 1.00000,0.0301211, 233.000,0.214468,2020-04-16 12:13:09,1297,1,0.0430438,0.581750,0.0430438,0.581750,True,True,True,True,True,True,True
44,1,57,23,35,0.0430975, 97.9130, 4.21980, 1.00000,0.0300712, 233.000,0.217151,2020-04-16 12:13:09,1353,1,0.0430991,0.00758716,0.0430991,0.00758716,True,True,True,True,True,True,True
45,1,57,24,36,0.0431442, 97.4958, 4.20637, 1.00000,0.0301037, 233.000,0.209941,2020-04-16 12:13:09,1409,1,0.0432555,0.514732,0.0432555,0.514732,True,True,True,True,True,True,True
46,1,57,25,37,0.0441378, 96.2531, 4.24840, 1.00000,0.0307971, 233.000,0.205214,2020-04-16 12:13:09,1465,1,0.0441187,0.0868498,0.0441187,0.0868498,True,True,True,True,True,True,True
47,1,57,26,38,0.0438758, 94.2106, 4.13356, 1.00000,0.0306142, 233.000,0.211013,2020-04-16 12:13:09,1521,1,0.0438390,0.167531,0.0438390,0.167531,True,True,True,True,True,True,True
48,1,57,27,39,0.0453365, 91.4105, 4.14423, 1.00000,0.0316334, 233.000,0.212434,2020-04-16 12:13:09,1577,1,0.0453530,0.0728904,0.0453530,0.0728904,True,True,True,True,True,True,True
49,1,57,28,40,0.0475423, 87.9092, 4.17941, 1.00000,0.0342305, 231.000,0.266721,2020-04-16 12:13:12,1633,1,0.0474806,0.259895,0.0474806,0.259895,True,True,True,True,True,True,True
50,1,57,29,41,0.0494624, 83.7758, 4.14375, 1.00000,0.0356129, 231.000,0.270969,2020-04-16 12:13:12,1689,1,0.0494520,0.0421642,0.0494520,0.0421642,True,True,True,True,True,True,True
51,1,57,30,42,0.0534252, 79.0892, 4.22535, 1.00000,0.0384661, 231.000,0.269848,2020-04-16 12:13:12,1745,1,0.0534088,0.0614131,0.0534088,0.0614131,True,True,True,True,True,True,True
52,1,57,31,43,0.0570533, 73.9358, 4.21828, 1.00000,0.0410784, 231.000,0.269485,2020-04-16 12:13:12,1801,1,0.0570870,0.117995,0.0570870,0.117995,True,True,True,True,True,True,True
53,1,57,32,44,0.0601505, 68.4065, 4.11469, 1.00000,0.0433084, 231.000,0.269001,2020-04-16 12:13:12,1857,1,0.0601690,0.0612691,0.0601690,0.0612691,True,True,True,True,True,True,True
54,1,57,33,45,0.0660436, 62.5948, 4.13398, 1.00000,0.0475514, 231.000,0.271496,2020-04-16 12:13:12,1913,1,0.0659483,0.288866,0.0659483,0.288866,True,True,True,True,True,True,True
55,1,57,34,46,0.0736948, 56.5934, 4.17064, 1.00000,0.0530602, 231.000,0.274594,2020-04-16 12:13:12,1969,1,0.0738235,0.348820,0.0738235,0.348820,True,True,True,True,True,True,True
56,1,57,35,47,0.0817746, 50.4932, 4.12907, 1.00000,0.0588777, 231.000,0.271240,2020-04-16 12:13:12,2025,1,0.0818308,0.137327,0.0818308,0.137327,True,True,True,True,True,True,True
57,1,57,36,48,0.0947641, 44.3810, 4.20572, 1.00000,0.0675730, 223.000,0.232341,2020-04-16 12:13:14,2081,1,0.0948120,0.101072,0.0948120,0.101072,True,True,True,True,True,True,True
58,1,57,37,49,0.111192, 38.3381, 4.26288, 1.00000,0.0792871, 223.000,0.230176,2020-04-16 12:13:14,2137,1,0.111367,0.313951,0.111367,0.313951,True,True,True,True,True,True,True
59,1,57,38,50,0.129904, 32.4396, 4.21402, 1.00000,0.0926298, 223.000,0.229840,2020-04-16 12:13:14,2193,1,0.129970,0.101545,0.129970,0.101545,True,True,True,True,True,True,True
60,1,57,39,51,0.164685, 26.7536, 4.40591, 1.00000,0.117431, 223.000,0.226346,2020-04-16 12:13:15,2249,1,0.164821,0.165093,0.164821,0.165093,True,True,True,True,True,True,True
61,1,57,40,52,0.213856, 21.3409, 4.56389, 1.00000,0.152494, 223.000,0.227157,2020-04-16 12:13:15,2305,1,0.213947,0.0845603,0.213947,0.0845603,True,True,True,True,True,True,True
62,1,57,41,53,0.305218, 16.2550, 4.96132, 1.00000,0.217641, 223.000,0.225096,2020-04-16 12:13:15,2361,1,0.305448,0.150451,0.305448,0.150451,True,True,True,True,True,True,True
63,1,57,42,54,0.481119, 11.5420, 5.55305, 1.00000,0.343070, 223.000,0.221238,2020-04-16 12:13:15,2417,1,0.481697,0.239847,0.481697,0.239847,True,True,True,True,True,True,True
64,2,5,1,13, 2.12279, 4.00667, 8.50532, 1.00000, 1.15861, 284.000,0.186361,2020-04-16 12:13:17,1,2, 2.14112, 1.71225, 2.14112, 1.71225,True,True,True,True,True,True,True
65,2,7,1,23, 2.25235, 3.70377, 8.34220, 1.00000, 1.17432, 314.000,0.144356,2020-04-16 12:13:19,9,2, 2.26806, 1.38493, 2.26806, 1.38493,True,True,True,True,True,True,True
66,2,14,3,6, 1.83805, 4.00667, 7.36445, 1.00000, 1.33802, 215.000,0.0676372,2020-04-16 12:13:22,130,1, 1.83203,0.656706, 1.83203,0.656706,True,True,True,True,True,True,True
67,2,14,4,7,0.740455, 9.16298, 6.78478, 1.00000,0.539021, 215.000,0.0750806,2020-04-16 12:13:22,197,1,0.735482, 1.35250,0.735482, 1.35250,True,True,True,True,True,True,True
68,2,14,5,8,0.399848, 14.1372, 5.65271, 1.00000,0.291072, 215.000,0.0777126,2020-04-16 12:13:22,267,1,0.398596,0.628083,0.398596,0.628083,True,True,True,True,True,True,True
69,2,14,6,9,0.274623, 17.2480, 4.73669, 1.00000,0.199914, 215.000,0.0946405,2020-04-16 12:13:22,340,1,0.274225,0.290762,0.274225,0.290762,True,True,True,True,True,True,True
70,2,14,7,10,0.281041, 17.2480, 4.84738, 1.00000,0.204586, 215.000,0.0924794,2020-04-16 12:13:22,416,1,0.281192,0.107731,0.281192,0.107731,True,True,True,True,True,True,True
71,2,14,8,11,0.384488, 14.1372, 5.43557, 1.00000,0.279892, 215.000,0.0808170,2020-04-16 12:13:22,495,1,0.384235,0.131658,0.384235,0.131658,True,True,True,True,True,True,True
72,2,14,9,12,0.719945, 9.16298, 6.59684, 1.00000,0.524090, 215.000,0.0863401,2020-04-16 12:13:22,577,1,0.719472,0.131263,0.719472,0.131263,True,True,True,True,True,True,True
73,2,14,10,13, 1.89252, 4.00667, 7.58269, 1.00000, 1.37767, 215.000,0.0974324,2020-04-16 12:13:22,622,1, 1.89142,0.116143, 1.89142,0.116143,True,True,True,True,True,True,True
74,2,24,3,8, 1.96127, 3.70377, 7.26411, 1.00000, 1.03082, 335.000,0.535583,2020-04-16 12:13:24,132,1, 1.95147, 1.00433, 1.95147, 1.00433,True,True,True,True,True,True,True
75,2,24,4,9,0.775757, 8.40426, 6.51966, 1.00000,0.407728, 335.000,0.525767,2020-04-16 12:13:24,200,1,0.770459, 1.37524,0.770459, 1.37524,True,True,True,True,True,True,True
76,2,24,5,10,0.400884, 13.8317, 5.54490, 1.00000,0.210700, 335.000,0.517324,2020-04-16 12:13:24,271,1,0.399523,0.681261,0.399523,0.681261,True,True,True,True,True,True,True
77,2,24,6,11,0.254063, 19.6035, 4.98054, 1.00000,0.133532, 335.000,0.516803,2020-04-16 12:13:24,345,1,0.253418,0.508932,0.253418,0.508932,True,True,True,True,True,True,True
78,2,24,7,12,0.174365, 25.2317, 4.39952, 1.00000,0.0916439, 335.000,0.510018,2020-04-16 12:13:24,422,1,0.174073,0.334646,0.174073,0.334646,True,True,True,True,True,True,True
79,2,24,8,13,0.142465, 30.1593, 4.29664, 1.00000,0.0748778, 335.000,0.508161,2020-04-16 12:13:25,502,1,0.142255,0.295434,0.142255,0.295434,True,True,True,True,True,True,True
80,2,24,9,14,0.132684, 33.8325, 4.48903, 1.00000,0.0697369, 335.000,0.504898,2020-04-16 12:13:25,585,1,0.132438,0.371431,0.132438,0.371431,True,True,True,True,True,True,True
81,2,24,10,15,0.114338, 35.7978, 4.09305, 1.00000,0.0600946, 335.000,0.513191,2020-04-16 12:13:25,631,1,0.114165,0.303288,0.114165,0.303288,True,True,True,True,True,True,True
82,2,24,11,16,0.117043, 35.7978, 4.18986, 1.00000,0.0608020, 325.000,0.109042,2020-04-16 12:13:27,679,1,0.117051,0.0153360,0.117051,0.0153360,True,True,True,True,True,True,True
83,2,24,12,17,0.125735, 33.8325, 4.25394, 1.00000,0.0653178, 325.000,0.121253,2020-04-16 12:13:27,729,1,0.125650,0.136125,0.125650,0.136125,True,True,True,True,True,True,True
84,2,24,13,18,0.146031, 30.1593, 4.40420, 1.00000,0.0758613, 325.000,0.123515,2020-04-16 12:13:27,780,1,0.146036,0.00687021,0.146036,0.00687021,True,True,True,True,True,True,True
85,2,24,14,19,0.195086, 25.2317, 4.92234, 1.00000,0.101344, 325.000,0.139820,2020-04-16 12:13:27,832,1,0.194896,0.194740,0.194896,0.194740,True,True,True,True,True,True,True
86,2,24,15,20,0.264831, 19.6035, 5.19163, 1.00000,0.137576, 325.000,0.115209,2020-04-16 12:13:27,885,1,0.264685,0.110851,0.264685,0.110851,True,True,True,True,True,True,True
87,2,24,16,21,0.431380, 13.8317, 5.96671, 1.00000,0.224096, 325.000,0.118342,2020-04-16 12:13:27,939,1,0.431098,0.130963,0.431098,0.130963,True,True,True,True,True,True,True
88,2,24,17,22,0.843631, 8.40426, 7.09010, 1.00000,0.438255, 325.000,0.137249,2020-04-16 12:13:27,994,1,0.842876,0.179249,0.842876,0.179249,True,True,True,True,True,True,True
89,2,24,18,23, 2.68459, 3.70377, 9.94310, 1.00000, 1.39461, 325.000,0.128595,2020-04-16 12:13:27,1049,1, 2.68470,0.00853353, 2.68470,0.00853353,True,True,True,True,True,True,True
90,2,58,5,17,0.463500, 11.5420, 5.34970, 1.00000,0.253532, 291.000,0.106219,2020-04-16 12:13:30,283,1,0.461953,0.669907,0.461953,0.669907,True,True,True,True,True,True,True
91,2,58,6,18,0.298783, 16.2550, 4.85673, 1.00000,0.163433, 291.000,0.108975,2020-04-16 12:13:30,358,1,0.297970,0.546164,0.297970,0.546164,True,True,True,True,True,True,True
92,2,58,7,19,0.205976, 21.3409, 4.39572, 1.00000,0.112667, 291.000,0.0844964,2020-04-16 12:13:30,436,1,0.205497,0.466450,0.205497,0.466450,True,True,True,True,True,True,True
93,2,58,8,20,0.158584, 26.7536, 4.24269, 1.00000,0.0867444, 291.000,0.0866915,2020-04-16 12:13:30,517,1,0.158443,0.178431,0.158443,0.178431,True,True,True,True,True,True,True
94,2,58,9,21,0.136135, 32.4396, 4.41616, 1.00000,0.0744649, 291.000,0.0782919,2020-04-16 12:13:30,601,1,0.136011,0.182769,0.136011,0.182769,True,True,True,True,True,True,True
95,2,58,10,22,0.109832, 38.3381, 4.21077, 1.00000,0.0600776, 291.000,0.0559277,2020-04-16 12:13:30,648,1,0.109636,0.359078,0.109636,0.359078,True,True,True,True,True,True,True
96,2,58,11,23,0.0937491, 44.3810, 4.16068, 1.00000,0.0512801, 291.000,0.0655225,2020-04-16 12:13:30,697,1,0.0936948,0.115784,0.0936948,0.115784,True,True,True,True,True,True,True
97,2,58,12,24,0.0818979, 50.4932, 4.13529, 1.00000,0.0447976, 291.000,0.0750040,2020-04-16 12:13:30,748,1,0.0818897,0.0200477,0.0818897,0.0200477,True,True,True,True,True,True,True
98,2,58,13,25,0.0717352, 56.5934, 4.05974, 1.00000,0.0415826, 284.000,0.107978,2020-04-16 12:13:32,800,1,0.0717020,0.0925330,0.0717020,0.0925330,True,True,True,True,True,True,True
99,2,58,14,26,0.0656210, 62.5948, 4.10753, 1.00000,0.0380384, 284.000,0.0933267,2020-04-16 12:13:33,853,1,0.0656955,0.226888,0.0656955,0.226888,True,True,True,True,True,True,True
100,2,58,15,27,0.0614387, 68.4065, 4.20281, 1.00000,0.0356141, 284.000,0.0772166,2020-04-16 12:13:33,907,1,0.0613577,0.264109,0.0613577,0.264109,True,True,True,True,True,True,True
101,2,58,16,28,0.0561519, 73.9358, 4.15163, 1.00000,0.0325495, 284.000,0.0973901,2020-04-16 12:13:33,962,1,0.0561096,0.150730,0.0561096,0.150730,True,True,True,True,True,True,True
102,2,58,17,29,0.0526326, 79.0892, 4.16267, 1.00000,0.0305094, 284.000,0.0901362,2020-04-16 12:13:33,1018,1,0.0526364,0.0143684,0.0526364,0.0143684,True,True,True,True,True,True,True
103,2,58,18,30,0.0496837, 83.7758, 4.16229, 1.00000,0.0288000, 284.000,0.0954861,2020-04-16 12:13:33,1074,1,0.0496507,0.132907,0.0496507,0.132907,True,True,True,True,True,True,True
104,2,58,19,31,0.0469455, 87.9092, 4.12694, 1.00000,0.0272128, 284.000,0.101055,2020-04-16 12:13:33,1130,1,0.0468354,0.470127,0.0468354,0.470127,True,True,True,True,True,True,True
105,2,58,20,32,0.0453730, 91.4105, 4.14757, 1.00000,0.0263013, 284.000,0.0954325,2020-04-16 12:13:33,1186,1,0.0454079,0.153665,0.0454079,0.153665,True,True,True,True,True,True,True
106,2,58,21,33,0.0442488, 94.2106, 4.16871, 1.00000,0.0273495, 278.000,0.207316,2020-04-16 12:13:35,1242,1,0.0442150,0.152989,0.0442150,0.152989,True,True,True,True,True,True,True
107,2,58,22,34,0.0434509, 96.2531, 4.18228, 1.00000,0.0268564, 278.000,0.207399,2020-04-16 12:13:35,1298,1,0.0433219,0.595812,0.0433219,0.595812,True,True,True,True,True,True,True
108,2,58,23,35,0.0429676, 97.4958, 4.18916, 1.00000,0.0265576, 278.000,0.205967,2020-04-16 12:13:35,1354,1,0.0429811,0.0628346,0.0429811,0.0628346,True,True,True,True,True,True,True
109,2,58,24,36,0.0427068, 97.9130, 4.18155, 1.00000,0.0263964, 278.000,0.211014,2020-04-16 12:13:35,1410,1,0.0428227,0.541033,0.0428227,0.541033,True,True,True,True,True,True,True
110,2,58,25,37,0.0433172, 97.4958, 4.22325, 1.00000,0.0267737, 278.000,0.211775,2020-04-16 12:13:35,1466,1,0.0433003,0.0783575,0.0433003,0.0783575,True,True,True,True,True,True,True
111,2,58,26,38,0.0427116, 96.2531, 4.11112, 1.00000,0.0263994, 278.000,0.207202,2020-04-16 12:13:35,1522,1,0.0426915,0.0940070,0.0426915,0.0940070,True,True,True,True,True,True,True
112,2,58,27,39,0.0438123, 94.2106, 4.12758, 1.00000,0.0270797, 278.000,0.209382,2020-04-16 12:13:35,1578,1,0.0438389,0.121294,0.0438389,0.121294,True,True,True,True,True,True,True
113,2,58,28,40,0.0455414, 91.4105, 4.16296, 1.00000,0.0281485, 278.000,0.211379,2020-04-16 12:13:35,1634,1,0.0454687,0.319816,0.0454687,0.319816,True,True,True,True,True,True,True
114,2,58,29,41,0.0470141, 87.9092, 4.13297, 1.00000,0.0275709, 276.000,0.227414,2020-04-16 12:13:38,1690,1,0.0469703,0.186578,0.0469703,0.186578,True,True,True,True,True,True,True
115,2,58,30,42,0.0502369, 83.7758, 4.20863, 1.00000,0.0294608, 276.000,0.226063,2020-04-16 12:13:38,1746,1,0.0501813,0.221569,0.0501813,0.221569,True,True,True,True,True,True,True
