meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.77762, 4.00667, 7.12235,, 1.24693, 219.000,0.0673652,2020-04-27 14:26:59,64,1, 1.75933, 2.07902,,,True,True,True,True,True,True,True
2,1,13,3,6,0.608416, 9.16298, 5.57490,,0.426781, 219.000,0.0852194,2020-04-27 14:26:59,129,1,0.608196,0.0722747,,,True,True,True,True,True,True,True
3,1,13,4,7,0.385443, 14.1372, 5.44908,,0.270374, 219.000,0.0951276,2020-04-27 14:26:59,196,1,0.384376,0.555590,,,True,True,True,True,True,True,True
4,1,13,5,8,0.294349, 17.2480, 5.07693,,0.206475, 219.000,0.0951206,2020-04-27 14:26:59,266,1,0.294319,0.0204326,,,True,True,True,True,True,True,True
5,1,13,6,9,0.234629, 17.2480, 4.04687,,0.164583, 219.000,0.100861,2020-04-27 14:26:59,339,1,0.234889,0.221178,,,True,True,True,True,True,True,True
6,1,13,7,10,0.385286, 14.1372, 5.44685,,0.270263, 219.000,0.102789,2020-04-27 14:26:59,415,1,0.386371,0.561591,,,True,True,True,True,True,True,True
7,1,13,8,11,0.691488, 9.16298, 6.33609,,0.485052, 219.000,0.0865886,2020-04-27 14:26:59,494,1,0.691083,0.117340,,,True,True,True,True,True,True,True
8,1,13,9,12, 2.27477, 4.00667, 9.11426,, 1.59566, 219.000,0.0984856,2020-04-27 14:26:59,576,1, 2.26587,0.786064,,,True,True,True,True,True,True,True
9,1,23,2,7, 1.90920, 3.70377, 7.07123,,0.822520, 408.000, 2.67098,2020-04-27 14:27:01,65,1, 1.88309, 2.77220,,,True,True,True,True,True,True,True
10,1,23,3,8,0.661951, 8.40426, 5.56321,,0.285182, 408.000, 2.73152,2020-04-27 14:27:01,131,1,0.661948,0.00116928,,,True,True,True,True,True,True,True
11,1,23,4,9,0.382234, 13.8317, 5.28694,,0.164674, 408.000, 2.72818,2020-04-27 14:27:01,199,1,0.381595,0.335060,,,True,True,True,True,True,True,True
12,1,23,5,10,0.251725, 19.6035, 4.93471,,0.108448, 408.000, 2.73163,2020-04-27 14:27:01,270,1,0.251769,0.0346881,,,True,True,True,True,True,True,True
13,1,23,6,11,0.177785, 25.2317, 4.48582,,0.0765933, 408.000, 2.73040,2020-04-27 14:27:01,344,1,0.178023,0.266827,,,True,True,True,True,True,True,True
14,1,23,7,12,0.142508, 30.1593, 4.29795,,0.0613954, 408.000, 2.72887,2020-04-27 14:27:02,421,1,0.142843,0.468930,,,True,True,True,True,True,True,True
15,1,23,8,13,0.119541, 33.8325, 4.04439,,0.0515008, 408.000, 2.72287,2020-04-27 14:27:02,501,1,0.119543,0.00272120,,,True,True,True,True,True,True,True
16,1,23,9,14,0.123561, 35.7978, 4.42321,,0.0532326, 408.000, 2.73986,2020-04-27 14:27:02,584,1,0.123563,0.00345653,,,True,True,True,True,True,True,True
17,1,23,10,15,0.104120, 35.7978, 3.72726,,0.0527949, 344.000,0.846483,2020-04-27 14:27:04,630,1,0.103929,0.366599,,,True,True,True,True,True,True,True
