meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.21921, 4.00667, 4.88495, 1.00000,0.781913, 229.000,0.0719517,2020-05-09 13:05:05,64,1, 1.20586, 2.21358, 1.20586, 2.21358,True,True,True,True,True,True,True
2,1,13,3,6,0.429548, 9.16298, 3.93594, 1.00000,0.275482, 229.000,0.0589513,2020-05-09 13:05:05,129,1,0.427099, 1.14651,0.427099, 1.14651,True,True,True,True,True,True,True
3,1,13,4,7,0.299349, 14.1372, 4.23195, 1.00000,0.191981, 229.000,0.0597974,2020-05-09 13:05:05,196,1,0.298017,0.893754,0.298017,0.893754,True,True,True,True,True,True,True
4,1,13,5,8,0.272816, 17.2480, 4.70552, 1.00000,0.174965, 229.000,0.0656130,2020-05-09 13:05:06,266,1,0.272606,0.154023,0.272606,0.154023,True,True,True,True,True,True,True
5,1,13,6,9,0.198634, 17.2480, 3.42603, 1.00000,0.127390, 229.000,0.0450586,2020-05-09 13:05:06,339,1,0.198851,0.218032,0.198851,0.218032,True,True,True,True,True,True,True
6,1,13,7,10,0.411434, 14.1372, 5.81651, 1.00000,0.263865, 229.000, 0.00000,2020-05-09 13:05:06,415,1,0.412577,0.554263,0.412577,0.554263,True,True,True,True,True,True,True
7,1,13,8,11,0.659107, 9.16298, 6.03939, 1.00000,0.422705, 229.000,0.0665476,2020-05-09 13:05:06,494,1,0.658552,0.168489,0.658552,0.168489,True,True,True,True,True,True,True
8,1,13,9,12, 3.08187, 4.00667, 12.3480, 1.00000, 1.97650, 229.000,0.0657375,2020-05-09 13:05:06,576,1, 3.05085, 2.03367, 3.05085, 2.03367,True,True,True,True,True,True,True
9,1,23,2,7, 1.32051, 3.70377, 4.89088, 1.00000,0.417368, 612.000, 4.96912,2020-05-09 13:05:08,65,1, 1.30265, 2.74303, 1.30265, 2.74303,True,True,True,True,True,True,True
10,1,23,3,8,0.476756, 8.40426, 4.00678, 1.00000,0.150686, 612.000, 4.98567,2020-05-09 13:05:08,131,1,0.474369, 1.00629,0.474369, 1.00629,True,True,True,True,True,True,True
11,1,23,4,9,0.297699, 13.8317, 4.11768, 1.00000,0.0940922, 612.000, 4.99744,2020-05-09 13:05:08,199,1,0.296777,0.621332,0.296777,0.621332,True,True,True,True,True,True,True
12,1,23,5,10,0.224449, 19.6035, 4.39999, 1.00000,0.0709403, 612.000, 4.98941,2020-05-09 13:05:08,270,1,0.224391,0.0510421,0.224391,0.0510421,True,True,True,True,True,True,True
13,1,23,6,11,0.155957, 25.2317, 3.93506, 1.00000,0.0492925, 612.000, 4.98230,2020-05-09 13:05:08,344,1,0.156056,0.126628,0.156056,0.126628,True,True,True,True,True,True,True
14,1,23,7,12,0.136263, 30.1593, 4.10961, 1.00000,0.0430680, 612.000, 4.99141,2020-05-09 13:05:08,421,1,0.136631,0.537525,0.136631,0.537525,True,True,True,True,True,True,True
15,1,23,8,13,0.102880, 33.8325, 3.48070, 1.00000,0.0325168, 612.000, 4.96359,2020-05-09 13:05:08,501,1,0.102961,0.156468,0.102961,0.156468,True,True,True,True,True,True,True
16,1,23,9,14,0.117277, 35.7978, 4.19827, 1.00000,0.0370672, 612.000, 4.96908,2020-05-09 13:05:08,584,1,0.117322,0.0759926,0.117322,0.0759926,True,True,True,True,True,True,True
17,1,23,10,15,0.0887547, 35.7978, 3.17722, 1.00000,0.0322385, 494.000, 1.59561,2020-05-09 13:05:11,630,1,0.0887465,0.0185281,0.0887465,0.0185281,True,True,True,True,True,True,True
18,1,23,11,16,0.119492, 33.8325, 4.04272, 1.00000,0.0434033, 494.000, 1.59274,2020-05-09 13:05:11,678,1,0.119765,0.455324,0.119765,0.455324,True,True,True,True,True,True,True
19,1,23,12,17,0.120199, 30.1593, 3.62513, 1.00000,0.0436601, 494.000, 1.58772,2020-05-09 13:05:11,728,1,0.120113,0.144199,0.120113,0.144199,True,True,True,True,True,True,True
20,1,23,13,18,0.171310, 25.2317, 4.32245, 1.00000,0.0622253, 494.000, 1.58392,2020-05-09 13:05:11,779,1,0.171858,0.637609,0.171858,0.637609,True,True,True,True,True,True,True
21,1,23,14,19,0.209633, 19.6035, 4.10955, 1.00000,0.0761454, 494.000, 1.57961,2020-05-09 13:05:11,831,1,0.210178,0.518687,0.210178,0.518687,True,True,True,True,True,True,True
22,1,23,15,20,0.316097, 13.8317, 4.37215, 1.00000,0.114816, 494.000, 1.58087,2020-05-09 13:05:11,884,1,0.318526, 1.52496,0.318526, 1.52496,True,True,True,True,True,True,True
