meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.68774, 4.00667, 6.76223, 1.00000, 1.26955, 209.000,0.123406,2020-05-21 14:05:54,64,1, 1.68664,0.131435, 1.68664,0.131435,True,True,True,True,True,True,True
2,1,13,3,6,0.662005, 9.16298, 6.06594, 1.00000,0.497973, 209.000,0.117978,2020-05-21 14:05:54,129,1,0.661252,0.227658,0.661252,0.227658,True,True,True,True,True,True,True
3,1,13,4,7,0.389787, 14.1372, 5.51048, 1.00000,0.293205, 209.000,0.120394,2020-05-21 14:05:54,196,1,0.389700,0.0441778,0.389700,0.0441778,True,True,True,True,True,True,True
4,1,13,5,8,0.284539, 17.2480, 4.90772, 1.00000,0.214036, 209.000,0.107272,2020-05-21 14:05:54,266,1,0.284503,0.0253916,0.284503,0.0253916,True,True,True,True,True,True,True
5,1,13,6,9,0.251404, 17.2480, 4.33621, 1.00000,0.189111, 209.000,0.115752,2020-05-21 14:05:54,339,1,0.251568,0.129962,0.251568,0.129962,True,True,True,True,True,True,True
6,1,13,7,10,0.353055, 14.1372, 4.99120, 1.00000,0.265575, 209.000,0.122263,2020-05-21 14:05:54,415,1,0.352859,0.111366,0.352859,0.111366,True,True,True,True,True,True,True
7,1,13,8,11,0.656831, 9.16298, 6.01852, 1.00000,0.494081, 209.000,0.125324,2020-05-21 14:05:54,494,1,0.655947,0.269411,0.655947,0.269411,True,True,True,True,True,True,True
8,1,13,9,12, 1.76678, 4.00667, 7.07891, 1.00000, 1.32901, 209.000,0.117885,2020-05-21 14:05:54,576,1, 1.76166,0.581153, 1.76166,0.581153,True,True,True,True,True,True,True
9,1,23,2,7, 1.81035, 3.70377, 6.70512, 1.00000, 1.00607, 145.000, 0.00000,2020-05-21 14:05:57,65,1, 1.80920,0.127133, 1.80920,0.127133,True,True,True,True,True,True,True
10,1,23,3,8,0.709371, 8.40426, 5.96174, 1.00000,0.394220, 145.000,0.0475370,2020-05-21 14:05:57,131,1,0.708656,0.201840,0.708656,0.201840,True,True,True,True,True,True,True
11,1,23,4,9,0.384752, 13.8317, 5.32176, 1.00000,0.213819, 145.000,0.0438222,2020-05-21 14:05:57,199,1,0.384673,0.0408500,0.384673,0.0408500,True,True,True,True,True,True,True
12,1,23,5,10,0.245775, 19.6035, 4.81806, 1.00000,0.136585, 145.000,0.0484681,2020-05-21 14:05:57,270,1,0.245764,0.00901923,0.245764,0.00901923,True,True,True,True,True,True,True
13,1,23,6,11,0.172036, 25.2317, 4.34075, 1.00000,0.0956056, 145.000,0.0489511,2020-05-21 14:05:57,344,1,0.172089,0.0620487,0.172089,0.0620487,True,True,True,True,True,True,True
