meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.02618, 4.00667, 4.11158, 1.00000,0.595398, 255.000,0.255846,2020-05-03 16:04:49,64,1, 1.00792, 3.62412, 1.00792, 3.62412,False,True,True,True,True,True,False
2,1,13,3,6,0.425910, 9.16298, 3.90260, 1.00000,0.247115, 255.000,0.286021,2020-05-03 16:04:49,129,1,0.423492, 1.14181,0.423492, 1.14181,True,True,True,True,True,True,True
3,1,13,4,7,0.292272, 14.1372, 4.13190, 1.00000,0.169578, 255.000,0.299391,2020-05-03 16:04:49,196,1,0.291704,0.389097,0.291704,0.389097,True,True,True,True,True,True,True
4,1,13,5,8,0.277339, 17.2480, 4.78353, 1.00000,0.160913, 255.000,0.295128,2020-05-03 16:04:49,266,1,0.277334,0.00365408,0.277334,0.00365408,True,True,True,True,True,True,True
5,1,13,6,9,0.203684, 17.2480, 3.51314, 1.00000,0.118179, 255.000,0.294131,2020-05-03 16:04:49,339,1,0.203972,0.281992,0.203972,0.281992,True,True,True,True,True,True,True
6,1,13,7,10,0.420471, 14.1372, 5.94427, 1.00000,0.243959, 255.000,0.289720,2020-05-03 16:04:49,415,1,0.421180,0.336492,0.421180,0.336492,True,True,True,True,True,True,True
7,1,13,8,11,0.665485, 9.16298, 6.09783, 1.00000,0.386118, 255.000,0.294055,2020-05-03 16:04:49,494,1,0.664797,0.207077,0.664797,0.207077,True,True,True,True,True,True,True
8,1,13,9,12, 2.74619, 4.00667, 11.0031, 1.00000, 1.59335, 255.000,0.295547,2020-05-03 16:04:49,576,1, 2.73148, 1.07717, 2.73148, 1.07717,True,True,True,True,True,True,True
9,1,23,2,7, 1.12260, 3.70377, 4.15787, 1.00000,0.365775, 510.000, 2.66257,2020-05-03 16:04:51,65,1, 1.10260, 3.62914, 1.10260, 3.62914,False,True,True,True,True,True,False
10,1,23,3,8,0.473116, 8.40426, 3.97619, 1.00000,0.154154, 510.000, 2.70398,2020-05-03 16:04:51,131,1,0.470939,0.924856,0.470939,0.924856,True,True,True,True,True,True,True
11,1,23,4,9,0.295104, 13.8317, 4.08178, 1.00000,0.0961527, 510.000, 2.72150,2020-05-03 16:04:51,199,1,0.294936,0.113811,0.294936,0.113811,True,True,True,True,True,True,True
12,1,23,5,10,0.226880, 19.6035, 4.44766, 1.00000,0.0739237, 510.000, 2.71266,2020-05-03 16:04:51,270,1,0.226934,0.0468952,0.226934,0.0468952,True,True,True,True,True,True,True
13,1,23,6,11,0.158918, 25.2317, 4.00977, 1.00000,0.0517798, 510.000, 2.71438,2020-05-03 16:04:51,344,1,0.159243,0.407435,0.159243,0.407435,True,True,True,True,True,True,True
14,1,23,7,12,0.141311, 30.1593, 4.26185, 1.00000,0.0460430, 510.000, 2.70443,2020-05-03 16:04:51,421,1,0.141545,0.330119,0.141545,0.330119,True,True,True,True,True,True,True
15,1,23,8,13,0.105347, 33.8325, 3.56417, 1.00000,0.0343250, 510.000, 2.70153,2020-05-03 16:04:51,501,1,0.105319,0.0531174,0.105319,0.0531174,True,True,True,True,True,True,True
16,1,23,9,14,0.120846, 35.7978, 4.32601, 1.00000,0.0393748, 510.000, 2.71747,2020-05-03 16:04:51,584,1,0.120905,0.0972832,0.120905,0.0972832,True,True,True,True,True,True,True
17,1,23,10,15,0.0913266, 35.7978, 3.26929, 1.00000,0.0350558, 445.000,0.857205,2020-05-03 16:04:54,630,1,0.0913366,0.0219233,0.0913366,0.0219233,True,True,True,True,True,True,True
18,1,23,11,16,0.122204, 33.8325, 4.13447, 1.00000,0.0469082, 445.000,0.858485,2020-05-03 16:04:54,678,1,0.122252,0.0784445,0.122252,0.0784445,True,True,True,True,True,True,True
19,1,23,12,17,0.125214, 30.1593, 3.77635, 1.00000,0.0480634, 445.000,0.867188,2020-05-03 16:04:54,728,1,0.124888,0.521947,0.124888,0.521947,True,True,True,True,True,True,True
20,1,23,13,18,0.181343, 25.2317, 4.57558, 1.00000,0.0696085, 445.000,0.860671,2020-05-03 16:04:54,779,1,0.181307,0.0386824,0.181307,0.0386824,True,True,True,True,True,True,True
