meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.22153, 4.00667, 4.89427, 1.00000,0.724455, 268.000,0.282723,2020-05-01 13:35:52,64,1, 1.19848, 3.84740, 1.19848, 3.84740,True,True,True,True,True,True,True
2,1,13,3,6,0.474330, 9.16298, 4.34627, 1.00000,0.281311, 268.000,0.324409,2020-05-01 13:35:52,129,1,0.472490,0.778776,0.472490,0.778776,True,True,True,True,True,True,True
3,1,13,4,7,0.318859, 14.1372, 4.50776, 1.00000,0.189106, 268.000,0.331613,2020-05-01 13:35:52,196,1,0.318291,0.356469,0.318291,0.356469,True,True,True,True,True,True,True
4,1,13,5,8,0.283515, 17.2480, 4.89006, 1.00000,0.168145, 268.000,0.319784,2020-05-01 13:35:52,266,1,0.283427,0.0622778,0.283427,0.0622778,True,True,True,True,True,True,True
5,1,13,6,9,0.212782, 17.2480, 3.67005, 1.00000,0.126195, 268.000,0.322676,2020-05-01 13:35:53,339,1,0.213047,0.249097,0.213047,0.249097,True,True,True,True,True,True,True
6,1,13,7,10,0.409077, 14.1372, 5.78318, 1.00000,0.242612, 268.000,0.321708,2020-05-01 13:35:53,415,1,0.409919,0.411098,0.409919,0.411098,True,True,True,True,True,True,True
7,1,13,8,11,0.674232, 9.16298, 6.17797, 1.00000,0.399868, 268.000,0.325733,2020-05-01 13:35:53,494,1,0.673477,0.224207,0.673477,0.224207,True,True,True,True,True,True,True
8,1,13,9,12, 2.68255, 4.00667, 10.7481, 1.00000, 1.59094, 268.000,0.324506,2020-05-01 13:35:53,576,1, 2.67051,0.901360, 2.67051,0.901360,True,True,True,True,True,True,True
9,1,23,2,7, 1.32834, 3.70377, 4.91987, 1.00000,0.459596, 510.000, 2.77844,2020-05-01 13:35:55,65,1, 1.30279, 3.92214, 1.30279, 3.92214,True,True,True,True,True,True,True
10,1,23,3,8,0.523702, 8.40426, 4.40133, 1.00000,0.181197, 510.000, 2.83559,2020-05-01 13:35:55,131,1,0.521962,0.666837,0.521962,0.666837,True,True,True,True,True,True,True
11,1,23,4,9,0.319265, 13.8317, 4.41596, 1.00000,0.110463, 510.000, 2.84629,2020-05-01 13:35:55,199,1,0.319135,0.0809700,0.319135,0.0809700,True,True,True,True,True,True,True
12,1,23,5,10,0.234601, 19.6035, 4.59900, 1.00000,0.0811699, 510.000, 2.84058,2020-05-01 13:35:55,270,1,0.234598,0.00184997,0.234598,0.00184997,True,True,True,True,True,True,True
13,1,23,6,11,0.164483, 25.2317, 4.15018, 1.00000,0.0569097, 510.000, 2.84872,2020-05-01 13:35:55,344,1,0.164602,0.144889,0.164602,0.144889,True,True,True,True,True,True,True
14,1,23,7,12,0.141542, 30.1593, 4.26881, 1.00000,0.0489724, 510.000, 2.82751,2020-05-01 13:35:55,421,1,0.141601,0.0835740,0.141601,0.0835740,True,True,True,True,True,True,True
15,1,23,8,13,0.109512, 33.8325, 3.70506, 1.00000,0.0378901, 510.000, 2.83610,2020-05-01 13:35:55,501,1,0.109564,0.0959775,0.109564,0.0959775,True,True,True,True,True,True,True
16,1,23,9,14,0.122283, 35.7978, 4.37746, 1.00000,0.0423089, 510.000, 2.85330,2020-05-01 13:35:55,584,1,0.122195,0.143347,0.122195,0.143347,True,True,True,True,True,True,True
17,1,23,10,15,0.0951714, 35.7978, 3.40692, 1.00000,0.0351573, 466.000,0.732991,2020-05-01 13:35:58,630,1,0.0950424,0.271382,0.0950424,0.271382,True,True,True,True,True,True,True
18,1,23,11,16,0.122793, 33.8325, 4.15439, 1.00000,0.0453609, 466.000,0.733010,2020-05-01 13:35:58,678,1,0.122687,0.172382,0.122687,0.172382,True,True,True,True,True,True,True
19,1,23,12,17,0.129643, 30.1593, 3.90995, 1.00000,0.0478916, 466.000,0.739587,2020-05-01 13:35:58,728,1,0.129321,0.498717,0.129321,0.498717,True,True,True,True,True,True,True
20,1,23,13,18,0.183610, 25.2317, 4.63280, 1.00000,0.0678277, 466.000,0.731117,2020-05-01 13:35:58,779,1,0.183461,0.162504,0.183461,0.162504,True,True,True,True,True,True,True
21,1,23,14,19,0.237130, 19.6035, 4.64858, 1.00000,0.0875983, 466.000,0.750585,2020-05-01 13:35:58,831,1,0.236601,0.446910,0.236601,0.446910,True,True,True,True,True,True,True
22,1,23,15,20,0.338907, 13.8317, 4.68764, 1.00000,0.125196, 466.000,0.746990,2020-05-01 13:35:58,884,1,0.338552,0.209669,0.338552,0.209669,True,True,True,True,True,True,True
