vtk_name,datetime,reg_name,reg_group,xmin,xmax,ymin,ymax,zmin,zmax,ravg,rnum,datetimems
inversion/./GRAD_MMDCCC20200423_1500_inv.vtk,2020-04-23 15:00:49,d000_025,,10,20,-0.25,-0.0,,,9.32045134060515,200.0,2020-04-23 15:00:49
inversion/./GRAD_MMDCCC20200423_1500_inv.vtk,2020-04-23 15:00:49,d025_050,,10,20,-0.5,-0.25,,,8.524917212896906,53.0,2020-04-23 15:00:49
inversion/./GRAD_MMDCCC20200423_1500_inv.vtk,2020-04-23 15:00:49,d050_075,,10,20,-0.75,-0.5,,,7.717424879400486,47.0,2020-04-23 15:00:49
inversion/./GRAD_MMDCCC20200423_1500_inv.vtk,2020-04-23 15:00:49,d075_100,,10,20,-1.0,-0.75,,,6.095121599187001,23.0,2020-04-23 15:00:49
inversion/./GRAD_MMDCCC20200423_1500_inv.vtk,2020-04-23 15:00:49,d100_150,,10,20,-1.5,-1.0,,,5.351273872378051,35.0,2020-04-23 15:00:49
inversion/./GRAD_MMDCCC20200424_1239_inv.vtk,2020-04-24 12:39:53,d000_025,,10,20,-0.25,-0.0,,,9.271626944086082,200.0,2020-04-24 12:39:53
inversion/./GRAD_MMDCCC20200424_1239_inv.vtk,2020-04-24 12:39:53,d025_050,,10,20,-0.5,-0.25,,,8.464273475071781,53.0,2020-04-24 12:39:53
inversion/./GRAD_MMDCCC20200424_1239_inv.vtk,2020-04-24 12:39:53,d050_075,,10,20,-0.75,-0.5,,,7.651534326140746,47.0,2020-04-24 12:39:53
inversion/./GRAD_MMDCCC20200424_1239_inv.vtk,2020-04-24 12:39:53,d075_100,,10,20,-1.0,-0.75,,,6.027326320897534,23.0,2020-04-24 12:39:53
inversion/./GRAD_MMDCCC20200424_1239_inv.vtk,2020-04-24 12:39:53,d100_150,,10,20,-1.5,-1.0,,,5.296091434384596,35.0,2020-04-24 12:39:53
inversion/./GRAD_MMDCCC20200425_1506_inv.vtk,2020-04-25 15:06:27,d000_025,,10,20,-0.25,-0.0,,,9.289069421748607,200.0,2020-04-25 15:06:27
inversion/./GRAD_MMDCCC20200425_1506_inv.vtk,2020-04-25 15:06:27,d025_050,,10,20,-0.5,-0.25,,,8.376453765239438,53.0,2020-04-25 15:06:27
inversion/./GRAD_MMDCCC20200425_1506_inv.vtk,2020-04-25 15:06:27,d050_075,,10,20,-0.75,-0.5,,,7.496497192057905,47.0,2020-04-25 15:06:27
inversion/./GRAD_MMDCCC20200425_1506_inv.vtk,2020-04-25 15:06:27,d075_100,,10,20,-1.0,-0.75,,,5.807085153183396,23.0,2020-04-25 15:06:27
inversion/./GRAD_MMDCCC20200425_1506_inv.vtk,2020-04-25 15:06:27,d100_150,,10,20,-1.5,-1.0,,,5.102875792612828,35.0,2020-04-25 15:06:27
inversion/./GRAD_MMDCCC20200426_1741_inv.vtk,2020-04-26 17:41:07,d000_025,,10,20,-0.25,-0.0,,,9.682760722589382,200.0,2020-04-26 17:41:07
inversion/./GRAD_MMDCCC20200426_1741_inv.vtk,2020-04-26 17:41:07,d025_050,,10,20,-0.5,-0.25,,,8.487814878605619,53.0,2020-04-26 17:41:07
inversion/./GRAD_MMDCCC20200426_1741_inv.vtk,2020-04-26 17:41:07,d050_075,,10,20,-0.75,-0.5,,,7.395296495671015,47.0,2020-04-26 17:41:07
inversion/./GRAD_MMDCCC20200426_1741_inv.vtk,2020-04-26 17:41:07,d075_100,,10,20,-1.0,-0.75,,,5.53348734283463,23.0,2020-04-26 17:41:07
inversion/./GRAD_MMDCCC20200426_1741_inv.vtk,2020-04-26 17:41:07,d100_150,,10,20,-1.5,-1.0,,,4.836072588377236,35.0,2020-04-26 17:41:07
inversion/./GRAD_MMDCCC20200427_1426_inv.vtk,2020-04-27 14:26:59,d000_025,,10,20,-0.25,-0.0,,,9.699581424370383,200.0,2020-04-27 14:26:59
inversion/./GRAD_MMDCCC20200427_1426_inv.vtk,2020-04-27 14:26:59,d025_050,,10,20,-0.5,-0.25,,,8.449404225738405,53.0,2020-04-27 14:26:59
inversion/./GRAD_MMDCCC20200427_1426_inv.vtk,2020-04-27 14:26:59,d050_075,,10,20,-0.75,-0.5,,,7.304433592109675,47.0,2020-04-27 14:26:59
inversion/./GRAD_MMDCCC20200427_1426_inv.vtk,2020-04-27 14:26:59,d075_100,,10,20,-1.0,-0.75,,,5.426139061807069,23.0,2020-04-27 14:26:59
inversion/./GRAD_MMDCCC20200427_1426_inv.vtk,2020-04-27 14:26:59,d100_150,,10,20,-1.5,-1.0,,,4.7504534856158145,35.0,2020-04-27 14:26:59
